"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211732637E1,1.189576828E2,0.000000000E0,0.000000000E0,0.000000000E0,1.379562664E1,0.000000000E0
2.705843229E0,3.211742727E1,1.189573751E2,4.388650102E1,9.416650534E-1,3.595373840E2,3.102405548E1,3.102405548E1
3.702804687E0,3.211743234E1,1.189573767E2,4.208775890E1,4.545589089E-1,3.577695007E2,2.000000000E1,2.000000000E1
4.701076562E0,3.211746469E1,1.189574447E2,3.044699630E1,4.604629576E-1,3.325542297E2,1.874398041E1,1.874398041E1
5.711089062E0,3.211746454E1,1.189574265E2,2.304905516E1,1.002241254E0,3.070606995E2,8.903635025E0,8.903635025E0
6.707465104E0,3.211746419E1,1.189574235E2,2.121610968E1,9.264832139E-1,2.777918701E2,6.911797523E0,6.911797523E0
7.813421353E0,3.211746474E1,1.189574038E2,2.305636742E1,1.036801219E0,2.881958618E2,7.702702522E0,7.702702522E0
8.820130728E0,3.211746770E1,1.189573850E2,2.306687376E1,9.991735816E-1,2.758857422E2,6.607106209E0,6.607106209E0
9.814522916E0,3.211742478E1,1.189573342E2,1.684016796E1,9.270402193E-1,2.462942657E2,5.487108231E0,5.487108231E0
1.081780937E1,3.211738838E1,1.189573160E2,1.160128289E1,8.693872690E-1,2.462942657E2,4.699999809E0,4.699999809E0
1.182411614E1,3.211738666E1,1.189573103E2,1.048866685E1,9.795287848E-1,2.593407593E2,4.699999809E0,4.699999809E0
1.281972916E1,3.211737295E1,1.189572982E2,1.637696856E1,1.256103039E0,2.562755127E2,2.077211380E0,2.077211380E0
1.382192812E1,3.211736498E1,1.189572865E2,1.631854693E1,1.330123782E0,2.648089600E2,2.803473711E0,2.803473711E0
1.481667187E1,3.211736987E1,1.189572765E2,1.779777028E1,1.270519257E0,2.676094666E2,2.982424498E0,2.982424498E0
1.583091198E1,3.211735904E1,1.189572666E2,1.659456709E1,1.629021406E0,2.597686768E2,3.252075672E0,3.252075672E0
1.683115677E1,3.211734897E1,1.189572553E2,1.523900356E1,1.833913088E0,2.565543823E2,3.388985395E0,3.388985395E0
1.783802656E1,3.211734650E1,1.189572352E2,1.447015262E1,1.764317513E0,2.554850464E2,3.754716158E0,3.754716158E0
1.882589739E1,3.211734528E1,1.189572164E2,1.379280224E1,1.719462872E0,2.526817017E2,3.870487213E0,3.870487213E0
1.982068594E1,3.211734415E1,1.189571981E2,1.322439972E1,1.681626320E0,2.548187866E2,3.980727434E0,3.980727434E0
2.083339010E1,3.211734025E1,1.189571823E2,1.298150782E1,1.650930524E0,2.590321655E2,3.959698915E0,3.959698915E0
2.181962656E1,3.211733265E1,1.189571678E2,1.292255090E1,1.630253911E0,2.598301392E2,4.099726200E0,4.099726200E0
2.282587604E1,3.211733263E1,1.189571640E2,1.296827121E1,1.328950167E0,2.711252136E2,3.977097273E0,3.977097273E0
2.382242343E1,3.211733407E1,1.189571538E2,1.289723663E1,1.271198511E0,2.653717651E2,3.835178852E0,3.835178852E0
2.482451979E1,3.211733265E1,1.189571437E2,1.262069029E1,1.259365559E0,2.514581604E2,3.780472279E0,3.780472279E0
2.583570729E1,3.211732828E1,1.189571317E2,1.251237661E1,1.323804021E0,2.512384186E2,3.733807325E0,3.733807325E0
2.682797604E1,3.211732233E1,1.189571175E2,1.246519935E1,1.207907796E0,2.537618103E2,3.439593077E0,3.439593077E0
2.782979479E1,3.211731667E1,1.189571030E2,1.267018306E1,1.081279159E0,2.502491455E2,3.433758259E0,3.433758259E0
2.882386823E1,3.211731059E1,1.189570919E2,1.192120491E1,1.116921544E0,2.553629456E2,3.446028233E0,3.446028233E0
2.982273750E1,3.211728766E1,1.189570712E2,1.252590313E1,1.060731173E0,2.501320953E2,3.430608034E0,3.430608034E0
3.082721302E1,3.211728253E1,1.189570609E2,1.250320732E1,1.110097051E0,2.510129852E2,3.472627640E0,3.472627640E0
3.182411406E1,3.211727952E1,1.189570530E2,1.247966925E1,1.094176531E0,2.514085236E2,3.602216244E0,3.602216244E0
3.282382552E1,3.211727579E1,1.189570426E2,1.245038338E1,1.145775795E0,2.516417999E2,3.751717329E0,3.751717329E0
3.382349374E1,3.211727259E1,1.189570311E2,1.236393322E1,1.175326109E0,2.617276611E2,3.866221666E0,3.866221666E0
3.482585468E1,3.211726824E1,1.189570195E2,1.221494278E1,1.223040700E0,2.518738708E2,3.806311846E0,3.806311846E0
