"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.481562000E-3,-5.008745790E-1,-4.806636870E-1,8.196415305E-1
2.548156200E-2,-5.958728790E-1,-5.267753005E-1,8.089600801E-1
4.548156200E-2,-5.880363584E-1,-7.387280464E-1,7.186393142E-1
6.548312500E-2,-4.918861389E-1,-9.139765501E-1,5.425879359E-1
8.748156200E-2,-4.086513817E-1,-9.043772817E-1,3.489087820E-1
1.074831250E-1,-4.722686410E-1,-8.869763017E-1,2.659707367E-1
1.294800000E-1,-6.632076502E-1,-1.087689161E0,1.704488546E-1
1.494800000E-1,-8.316144943E-1,-1.296831965E0,-6.946410518E-3
1.694800000E-1,-9.934763312E-1,-1.411552429E0,-2.185152173E-1
1.894800000E-1,-1.198255777E0,-1.446057677E0,-3.137578368E-1
2.094800000E-1,-1.487858295E0,-1.549765110E0,-2.756398618E-1
2.294800000E-1,-1.828598857E0,-1.996569395E0,-2.394766212E-1
2.494800000E-1,-2.123454809E0,-2.298842907E0,-3.785968125E-1
2.694815620E-1,-2.256798029E0,-1.886962771E0,-6.172531247E-1
2.894878120E-1,-2.150018692E0,-9.230871797E-1,-8.041430116E-1
3.114800000E-1,-1.861463428E0,3.527310491E-2,-8.456643820E-1
3.314878120E-1,-1.546920180E0,2.267880887E-1,-7.155500650E-1
3.534800000E-1,-1.131008267E0,1.927541643E-1,-4.602607787E-1
3.734800000E-1,-6.767165065E-1,1.729795784E-1,-2.081479728E-1
3.934800000E-1,-3.131120801E-1,2.708576322E-1,2.511528693E-2
4.134893750E-1,-1.317723542E-1,4.274834991E-1,3.020990491E-1
4.354815620E-1,-8.951793611E-2,3.710221052E-1,5.867098570E-1
4.554893750E-1,-3.817034885E-2,4.078834355E-1,8.151735067E-1
4.774800000E-1,9.800023586E-2,6.929829717E-1,1.078840375E0
4.974800000E-1,1.964018941E-1,8.745495677E-1,1.234174728E0
5.174800000E-1,2.302089334E-1,9.431410432E-1,1.276621103E0
5.374800000E-1,3.014881611E-1,1.196423173E0,1.217855811E0
5.574800000E-1,4.750611782E-1,1.534755230E0,1.038051963E0
5.774800000E-1,7.723954320E-1,1.583711743E0,7.203322649E-1
5.974815620E-1,1.120728254E0,1.869858503E0,4.746073782E-1
6.194800000E-1,1.302748680E0,2.523606539E0,3.173881173E-1
6.394800000E-1,1.319765568E0,2.033971786E0,1.999623775E-1
6.594800000E-1,1.168183804E0,3.552268744E-1,-8.988445625E-3
6.794800000E-1,1.070270777E0,-7.679798007E-1,-3.704810441E-1
6.994800000E-1,1.014402866E0,-1.480370760E0,-6.401693225E-1
7.194800000E-1,8.563981652E-1,-1.649912119E0,-7.954163551E-1
7.394800000E-1,5.055345893E-1,-1.674119830E0,-7.513293624E-1
7.594800000E-1,1.204277202E-1,-1.185218215E0,-4.143935144E-1
7.794800000E-1,-2.232974172E-1,-5.291140079E-1,-1.588773280E-1
7.994800000E-1,-3.508809805E-1,-1.520181745E-1,-1.510931551E-1
8.194800000E-1,-2.686410844E-1,-9.616764262E-3,-1.469741762E-1
8.394800000E-1,-4.293509759E-3,-2.777342498E-1,-1.636944264E-1
8.594800000E-1,3.652625084E-1,-7.252715826E-1,-1.780934036E-1
8.794800000E-1,5.957157612E-1,-1.302748680E0,-2.169793248E-1
8.994800000E-1,5.450662971E-1,-1.256829023E0,-3.236887753E-1
9.194940620E-1,3.285931349E-1,-6.714456081E-1,-2.459692508E-1
9.414800000E-1,-1.632406414E-1,-4.232248962E-1,-6.585127115E-2
9.614800000E-1,-4.912927151E-1,1.215621829E-1,-9.983283468E-3
9.814800000E-1,-5.477541089E-1,3.472332656E-1,-1.211258490E-2
1.001480000E0,-5.270196199E-1,2.254267186E-1,2.928662486E-2
1.021480000E0,-4.076216519E-1,3.595378250E-2,1.718974710E-1
1.041480000E0,-1.280548126E-1,-2.572964430E-1,4.817457795E-1
1.063480000E0,2.856056690E-1,-6.262939572E-1,6.586872339E-1
1.083480000E0,8.037590384E-1,-8.893499970E-1,6.891956329E-1
1.103480000E0,9.418494701E-1,-8.155748844E-1,5.337740183E-1
1.123480000E0,6.277600527E-1,-5.554510355E-1,4.520228207E-1
1.143480000E0,3.447898030E-1,-5.313829184E-1,4.887969196E-1
1.163480000E0,2.601587772E-1,-7.509279251E-1,4.575729668E-1
1.183480000E0,4.329638183E-1,-6.769259572E-1,3.013834655E-1
1.203480000E0,5.839173794E-1,-5.544911027E-1,9.939649701E-2
1.223480000E0,4.585677981E-1,-3.573736250E-1,1.069363207E-1
1.243480000E0,1.561197042E-1,-1.258731484E-1,4.673991725E-2
1.263480000E0,-1.566607505E-1,-1.169894189E-1,-2.400525808E-1
1.283480000E0,-3.716503978E-1,1.213003788E-2,-5.807408690E-1
1.303480000E0,-4.006577730E-1,3.281742632E-1,-5.040685534E-1
1.323480000E0,-3.636044562E-1,6.083868742E-1,-2.462834120E-1
1.343480000E0,-1.902408898E-1,4.644495547E-1,6.585127115E-2
1.363480000E0,1.371828765E-1,1.279326379E-1,2.080083340E-1
1.383480000E0,3.663795292E-1,-1.897871047E-1,2.908765674E-1
1.403480000E0,4.082325101E-1,-4.317944646E-1,2.953620553E-1
1.423480000E0,4.038691819E-1,-3.222575784E-1,2.132268697E-1
1.443480000E0,3.908490241E-1,-1.040216256E-2,1.614255011E-1
1.463480000E0,2.373473197E-1,7.665485889E-2,8.527678996E-2
