"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.999950521E2,3.211917113E1,1.189467882E2,1.625126028E1,-1.000000000E0,-1.000000000E0,5.233113760E1,5.233113760E1
2.065174221E2,3.211913178E1,1.189467401E2,1.800703192E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.130262580E2,3.211916092E1,1.189467654E2,1.894400215E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.194868790E2,3.211924976E1,1.189467120E2,1.942818785E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.259328871E2,3.211931966E1,1.189467033E2,1.967758512E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.323696470E2,3.211937900E1,1.189467256E2,1.980593014E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.388266430E2,3.211939440E1,1.189467186E2,1.987183714E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.452983980E2,3.211956335E1,1.189468192E2,1.990631127E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.517509791E2,3.211963782E1,1.189468166E2,1.992350817E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.578611151E2,3.211968463E1,1.189466579E2,1.993149948E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.643805810E2,3.211972681E1,1.189467890E2,1.993732262E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.682037771E2,3.211973412E1,1.189468568E2,1.993945694E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.708418751E2,3.211973907E1,1.189469255E2,1.994105506E1,-1.000000000E0,-1.000000000E0,4.247552270E1,4.247552270E1
2.773442430E2,3.211974159E1,1.189469335E2,1.994139147E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.838244441E2,3.211973164E1,1.189469784E2,1.994210744E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.902866681E2,3.211978728E1,1.189471290E2,1.994314981E1,-1.000000000E0,-1.000000000E0,5.233113760E1,5.233113760E1
