"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.408658334E-2,3.329843134E-2,3.929057023E-1,-3.207156855E-1
3.403258329E-2,-1.580473155E-2,3.695057300E-1,-3.377889705E-1
5.397958332E-2,5.179317445E-3,3.187855196E-1,-5.687557429E-1
7.392558333E-2,7.978554994E-2,3.570400509E-1,-5.807787877E-1
9.387158335E-2,6.729341224E-2,3.038952926E-1,-6.963881814E-1
1.138175833E-1,-3.608053654E-2,2.307001394E-1,-7.875614762E-1
1.337635833E-1,-1.562735626E-1,1.314515474E-1,-6.926570731E-1
1.537095833E-1,-2.729065114E-1,8.264133006E-2,-5.584611350E-1
1.736555833E-1,-3.100646898E-1,-2.465478480E-2,-3.637044150E-1
1.936023333E-1,-3.497055960E-1,-8.810321420E-2,-1.885300201E-1
2.135483333E-1,-3.189904645E-1,-1.370780307E-1,-1.252871203E-1
2.334943333E-1,-3.489181222E-1,-6.040787727E-2,-1.768911374E-1
2.534403333E-1,-4.290124051E-1,3.917868376E-2,-2.804324627E-1
2.733863333E-1,-4.977810699E-1,1.233189476E-1,-3.607743752E-1
2.933323333E-1,-4.729111075E-1,1.721499225E-1,-3.427696288E-1
3.132793333E-1,-4.037878092E-1,2.414017135E-1,-3.149561781E-1
3.332253333E-1,-3.144360682E-1,3.026100746E-1,-3.144182342E-1
3.531713333E-1,-2.228686711E-1,3.359731176E-1,-2.729369169E-1
3.731173333E-1,-1.694445620E-1,3.397714689E-1,-2.486013901E-1
3.930633333E-1,-1.209582804E-1,3.547321549E-1,-2.754518044E-1
4.130093333E-1,-1.143173052E-1,3.467869583E-1,-3.446576947E-1
4.329553333E-1,-1.641694964E-1,3.356807569E-1,-4.119766885E-1
4.529013333E-1,-2.348656958E-1,3.320391110E-1,-4.618879366E-1
4.728473333E-1,-2.897928317E-1,3.091434610E-1,-4.583603114E-1
4.927933333E-1,-3.786613002E-1,3.338985255E-1,-4.766305214E-1
5.127393333E-1,-3.945157331E-1,3.292602217E-1,-4.879641795E-1
5.326853333E-1,-2.931435055E-1,2.577481896E-1,-4.180145234E-1
5.526323333E-1,-2.411953068E-1,2.222859961E-1,-2.021908700E-1
5.725783333E-1,-1.629417273E-1,1.717637140E-1,-7.027768493E-3
5.925243333E-1,-1.156191878E-1,1.019988298E-1,7.972853959E-2
6.124703333E-1,-8.711876236E-2,7.800156444E-2,9.442668557E-3
6.324163333E-1,2.452687696E-2,8.636045158E-2,-6.940528035E-2
6.523623333E-1,1.701551449E-1,1.043000016E-1,-6.199042618E-2
6.723083333E-1,2.782434113E-1,1.074022418E-1,2.121194422E-2
6.922543333E-1,4.363588469E-1,6.886967540E-2,1.274166763E-2
7.122003333E-1,6.114227293E-1,1.359924951E-1,8.702820361E-2
7.321463333E-1,7.065344893E-1,2.193460160E-1,1.273991346E-1
7.520923333E-1,8.004858693E-1,2.487578031E-1,1.543372571E-2
7.720383333E-1,8.770758428E-1,2.828049704E-1,-1.156924242E-1
7.919853333E-1,8.748718080E-1,3.218424439E-1,-1.914086044E-1
8.119313333E-1,8.255954944E-1,3.481899977E-1,-2.342844826E-1
8.318773333E-1,6.887065481E-1,4.461141953E-1,-3.424094403E-1
8.518233333E-1,6.517154539E-1,5.212547171E-1,-4.909485984E-1
8.717693333E-1,5.988212487E-1,6.381847045E-1,-6.224220729E-1
8.917153333E-1,5.432481417E-1,7.258204338E-1,-7.615624166E-1
9.116613333E-1,4.698593361E-1,7.915466461E-1,-8.636893004E-1
9.316073333E-1,4.386684971E-1,8.846182394E-1,-9.485189509E-1
9.515533333E-1,4.610138144E-1,9.986430377E-1,-9.727650154E-1
9.714993333E-1,5.506430423E-1,1.025330315E0,-9.450416118E-1
9.914453333E-1,6.048314920E-1,1.035044879E0,-8.320915318E-1
1.011391333E0,6.567275409E-1,1.037851542E0,-7.427419835E-1
1.031337333E0,6.387593396E-1,1.085412794E0,-7.032159752E-1
1.051284333E0,6.294153428E-1,1.077254174E0,-6.788617373E-1
1.071230333E0,6.470429438E-1,1.078422156E0,-5.796122682E-1
1.091176333E0,6.695617408E-1,1.186861401E0,-4.776473522E-1
1.111122333E0,7.462143525E-1,1.235407032E0,-3.633284390E-1
1.131068333E0,8.348275901E-1,1.203111691E0,-2.370584017E-1
1.151014333E0,8.596541369E-1,1.221774249E0,-1.866548181E-1
1.170960333E0,8.543029113E-1,1.264357474E0,-1.077980983E-1
1.190905458E0,8.216183645E-1,1.192004904E0,-4.256772995E-2
1.210851458E0,6.942779213E-1,1.023346939E0,1.074817640E-1
1.230797458E0,5.088332576E-1,8.537507880E-1,2.291991591E-1
1.250743458E0,3.142912400E-1,7.060322866E-1,2.976969516E-1
1.270689458E0,1.167180258E-1,6.538046640E-1,2.158593214E-1
1.290636458E0,-4.976674877E-2,5.173973089E-1,1.001136875E-1
1.310582458E0,-1.807008359E-1,2.402349016E-1,3.250584126E-2
1.330528458E0,-3.397624423E-1,2.090876609E-2,1.475954175E-2
1.350474458E0,-5.138310921E-1,-2.155166745E-1,1.820665079E-1
1.370420458E0,-5.819623007E-1,-4.644522330E-1,3.534466445E-1
1.390366458E0,-7.008931687E-1,-6.265984467E-1,3.446155947E-1
1.410312458E0,-9.137204164E-1,-6.425525746E-1,7.367608666E-2
1.430258458E0,-1.090044739E0,-6.782012942E-1,-2.037982696E-1
1.450204458E0,-1.090005636E0,-8.014100218E-1,-4.075380671E-1
1.470150458E0,-1.074693386E0,-8.409983030E-1,-4.540392190E-1
1.490096458E0,-9.519967286E-1,-9.327826318E-1,-4.627188259E-1
1.510042458E0,-8.217165247E-1,-9.151915759E-1,-4.888973951E-1
1.529988458E0,-7.465129991E-1,-8.891577253E-1,-5.704719007E-1
1.549935458E0,-7.947132057E-1,-7.756457278E-1,-7.567244303E-1
1.569881458E0,-9.046767472E-1,-6.027277735E-1,-9.899786335E-1
1.589827458E0,-9.409115772E-1,-3.885445565E-1,-1.111608905E0
1.609773458E0,-8.523272833E-1,-1.334366772E-1,-1.053415661E0
1.629719458E0,-7.702632196E-1,5.716559619E-2,-9.653168321E-1
1.649665458E0,-7.089719743E-1,2.178815809E-1,-9.777737403E-1
1.669611458E0,-6.458049421E-1,3.778499991E-1,-1.018667997E0
1.689557458E0,-6.671225017E-1,6.100277299E-1,-9.236969358E-1
1.709503458E0,-6.144806039E-1,7.472224125E-1,-8.030174214E-1
1.729449458E0,-5.447881887E-1,8.690728319E-1,-6.957227683E-1
1.749395458E0,-4.418182459E-1,9.289828187E-1,-5.548072100E-1
1.769341458E0,-2.823821071E-1,8.913089159E-1,-3.249531627E-1
1.789288458E0,-2.132321674E-1,9.787528566E-1,-6.996661305E-2
1.809234458E0,-9.276512615E-2,9.636693791E-1,2.889927864E-2
1.829180458E0,-4.689390209E-2,9.476094165E-1,1.902754140E-1
1.849126458E0,4.134145919E-2,8.005203679E-1,4.524861985E-1
1.869072458E0,5.234537087E-2,7.375867859E-1,7.340103364E-1
1.889018458E0,2.921157112E-1,4.862535766E-1,8.895883727E-1
1.908964458E0,4.809399559E-1,1.929914457E-1,9.667078847E-1
1.928910458E0,5.913026796E-1,-2.684670129E-1,9.923479253E-1
1.948856458E0,7.516798912E-1,-8.508312732E-1,1.059105002E0
1.968802458E0,8.963022919E-1,-1.227001367E0,1.165656474E0
1.988748458E0,1.007468386E0,-1.527773370E0,1.062497556E0
2.008694458E0,9.117260773E-1,-1.595209892E0,7.049964523E-1
2.028641458E0,8.051227845E-1,-1.555386261E0,1.205654937E-1
2.048587458E0,5.451905867E-1,-1.353017051E0,-3.363716054E-1
2.068533458E0,2.936591020E-1,-1.137736896E0,-6.807129657E-1
2.088479458E0,1.613392796E-1,-9.664713648E-1,-8.427398962E-1
2.108425458E0,3.808158165E-2,-7.552956632E-1,-9.407509249E-1
2.128371458E0,1.148430156E-2,-5.592370605E-1,-9.616558903E-1
2.148317458E0,1.084359016E-1,-4.547531641E-1,-9.661407048E-1
2.168263458E0,7.179981109E-2,-3.606062678E-1,-1.004240577E0
2.188209083E0,1.020411308E-2,-3.272636899E-1,-1.072122073E0
2.208155083E0,-9.011847535E-3,-2.474933428E-1,-1.086746544E0
2.228101083E0,5.248038674E-2,-1.341409743E-1,-1.027531207E0
2.248047083E0,2.378558706E-1,-7.978525758E-3,-8.619965315E-1
2.267993083E0,3.379811977E-1,9.892904162E-2,-7.529108763E-1
2.287940083E0,3.813820828E-1,1.792364556E-1,-7.297079551E-1
2.307886083E0,3.484407336E-1,2.667061239E-1,-7.353429168E-1
2.327832083E0,1.697925445E-1,4.429502669E-1,-7.270229137E-1
2.347778083E0,1.085770571E-1,5.260792547E-1,-6.615218192E-1
2.367724083E0,2.075871192E-2,7.209505802E-1,-4.959707719E-1
2.387670083E0,-1.180724602E-2,8.241501358E-1,-2.657746625E-1
2.407616083E0,-1.211961707E-1,8.970549747E-1,4.224613309E-3
2.427562083E0,-2.655842625E-1,9.350592452E-1,3.176786417E-1
2.447508083E0,-3.466532032E-1,8.143256441E-1,5.554790550E-1
2.467454083E0,-5.201115499E-1,7.093371329E-1,6.329879916E-1
2.487400083E0,-6.947674064E-1,6.443941551E-1,6.117912501E-1
2.507346083E0,-9.930911795E-1,6.723543710E-1,7.264691824E-1
2.527292083E0,-1.174337542E0,4.145439085E-1,7.249664479E-1
2.547239083E0,-1.204089930E0,-1.174650076E-1,7.284075344E-1
2.567185083E0,-1.224053640E0,-6.919644704E-1,7.017255199E-1
2.587131083E0,-1.364315479E0,-1.022709885E0,5.120319039E-1
2.607077083E0,-1.653924416E0,-1.013055840E0,1.684489274E-1
2.627023083E0,-1.874337841E0,-9.302528340E-1,-2.186712474E-1
2.646969083E0,-1.813298465E0,-9.174442157E-1,-4.509051114E-1
2.666915083E0,-1.651451482E0,-9.736488220E-1,-4.728239840E-1
2.686861083E0,-1.482087173E0,-1.080679766E0,-4.723883665E-1
2.706807083E0,-1.405374189E0,-1.183694549E0,-6.041729128E-1
2.726753083E0,-1.402974784E0,-1.190194314E0,-8.664790070E-1
2.746699083E0,-1.523356968E0,-1.024131343E0,-1.049045452E0
2.766645083E0,-1.658529975E0,-8.359287670E-1,-1.105093938E0
2.786592083E0,-1.735969184E0,-6.925690725E-1,-1.072261237E0
2.806538083E0,-1.734376841E0,-5.228343424E-1,-1.029685321E0
2.826484083E0,-1.602864775E0,-3.365946767E-1,-7.936998832E-1
2.846430083E0,-1.350749500E0,-2.100451425E-1,-4.166573846E-1
2.866376083E0,-1.028841714E0,-1.990488687E-1,-1.167308897E-1
2.886322083E0,-8.085417245E-1,-1.530318663E-1,-2.064651847E-3
2.906268083E0,-7.522991113E-1,4.246131063E-2,8.717321455E-2
2.926214083E0,-7.992367579E-1,1.860508007E-1,3.121021521E-1
2.946160083E0,-6.855129451E-1,2.054504004E-1,6.197779620E-1
2.966106083E0,-4.975751748E-1,2.233782560E-1,9.659582716E-1
2.986052083E0,-2.754207411E-1,3.224242419E-1,1.360324901E0
3.005998083E0,-1.891615560E-1,5.341299936E-1,1.622325770E0
3.025945083E0,-5.440410241E-2,4.977281526E-1,1.693132628E0
3.045891083E0,7.429607425E-2,3.411777243E-1,1.586795164E0
3.065837083E0,2.721384797E-1,7.352318197E-2,1.407708982E0
3.085783083E0,6.736716025E-1,-4.909211165E-1,1.330610520E0
3.105729083E0,9.801311915E-1,-1.010270811E0,1.338843985E0
3.125675083E0,1.031059270E0,-1.267922814E0,1.078671539E0
3.145621083E0,8.976863278E-1,-1.365915716E0,4.794933182E-1
3.165567083E0,6.645851024E-1,-1.320553309E0,-4.498204529E-2
3.185513083E0,6.639823276E-1,-1.450953235E0,-4.003366363E-1
3.205459708E0,6.295520215E-1,-1.443142524E0,-5.344127065E-1
3.225405708E0,6.228987671E-1,-1.354751920E0,-6.271302509E-1
3.245351708E0,5.283336487E-1,-1.189677128E0,-7.777843469E-1
3.265298708E0,3.873803393E-1,-1.041341453E0,-9.913509750E-1
3.285244708E0,2.470757419E-1,-8.551514885E-1,-1.151099830E0
3.305190708E0,2.178945727E-1,-7.197823066E-1,-1.234581698E0
3.325136708E0,2.537349531E-1,-5.921276486E-1,-1.199970274E0
3.345082708E0,3.377149301E-1,-4.307208154E-1,-1.117224571E0
3.365028708E0,4.190650853E-1,-3.540983167E-1,-1.017717240E0
3.384974708E0,4.461032318E-1,-2.333691010E-1,-9.038123095E-1
3.404920708E0,4.471211224E-1,-9.370075375E-2,-7.833660990E-1
3.424866708E0,3.472765164E-1,6.770344824E-2,-6.773022848E-1
3.444812708E0,2.774969046E-1,2.485221604E-1,-5.677318954E-1
3.464758708E0,1.954733694E-1,4.665876362E-1,-3.949221146E-1
3.484704708E0,2.437271512E-1,5.230255464E-1,-2.007202953E-1
3.504650708E0,2.321076008E-1,6.049295425E-1,1.856257081E-2
3.524597708E0,2.603138747E-1,6.633993602E-1,2.449609137E-1
3.544543708E0,2.638833806E-1,6.997000444E-1,4.288055599E-1
3.564489708E0,2.475846690E-1,7.156050557E-1,6.504495317E-1
3.584435708E0,1.563097057E-1,7.450031018E-1,7.758284533E-1
3.604381708E0,-2.273715388E-2,7.707027841E-1,7.547346228E-1
3.624327708E0,-2.031553135E-1,7.799682820E-1,6.997883373E-1
3.644273708E0,-4.151386435E-1,7.003806603E-1,7.369228345E-1
3.664219708E0,-4.091676130E-1,2.016225207E-1,8.529158056E-1
3.684165708E0,-4.339398538E-1,-3.141030693E-1,8.697294742E-1
3.704111708E0,-7.678065120E-1,-4.119509608E-1,7.295027179E-1
3.724057708E0,-1.064046045E0,-4.735654110E-1,3.496886390E-1
3.744003708E0,-1.183635273E0,-6.064375395E-1,-4.655436158E-2
3.763950708E0,-1.101962607E0,-8.742177969E-1,-1.548231608E-1
3.783896708E0,-9.431383431E-1,-1.154849650E0,-1.433854222E-1
3.803842708E0,-6.501537357E-1,-1.498477650E0,-1.193516117E-1
