"Time (s)","X (hPa)"
-5.697686667E-1,1.015503464E3
4.371513333E-1,1.015506973E3
1.443985333E0,1.015510483E3
2.450816333E0,1.015510483E3
3.457615333E0,1.015505219E3
4.464377333E0,1.015505066E3
4.638733333E0,1.015501328E3
5.570855333E0,1.015500412E3
6.502874333E0,1.015498962E3
7.435025333E0,1.015498962E3
8.367137333E0,1.015498962E3
9.299314333E0,1.015499039E3
1.023163933E1,1.015498962E3
1.116393033E1,1.015494461E3
1.209622933E1,1.015485077E3
1.302859833E1,1.015478439E3
1.396105433E1,1.015470123E3
1.489350333E1,1.015462570E3
1.582605433E1,1.015461502E3
1.675872733E1,1.015461044E3
1.769131433E1,1.015461502E3
1.862408433E1,1.015462036E3
1.955681333E1,1.015467224E3
2.048953833E1,1.015471191E3
2.142244833E1,1.015474396E3
2.235535433E1,1.015477448E3
2.328831133E1,1.015477905E3
2.422125833E1,1.015478287E3
2.515425633E1,1.015478821E3
2.608736633E1,1.015478821E3
2.702044133E1,1.015478821E3
2.795342933E1,1.015478821E3
2.888649733E1,1.015477676E3
2.981959033E1,1.015473480E3
3.075262233E1,1.015469742E3
3.168562733E1,1.015466766E3
3.261859833E1,1.015466766E3
3.355148133E1,1.015469360E3
3.448440433E1,1.015475540E3
3.541744933E1,1.015478058E3
3.635046333E1,1.015478973E3
3.728334633E1,1.015480804E3
3.821627233E1,1.015485077E3
3.914912633E1,1.015489960E3
4.008198033E1,1.015493011E3
4.101476333E1,1.015494080E3
4.194755333E1,1.015496521E3
4.288044333E1,1.015497742E3
4.381329333E1,1.015498047E3
4.474605633E1,1.015502090E3
4.567890133E1,1.015505371E3
4.661178333E1,1.015505829E3
4.754469533E1,1.015505829E3
4.847759333E1,1.015505676E3
4.941056933E1,1.015505676E3
5.034354033E1,1.015506439E3
5.127654933E1,1.015506439E3
5.220956433E1,1.015503693E3
5.314253933E1,1.015501175E3
5.407555133E1,1.015498581E3
5.500862233E1,1.015495453E3
5.594171833E1,1.015493393E3
