"Time (s)","X (hPa)"
5.687483033E1,1.015493317E3
5.780790733E1,1.015493317E3
5.874089033E1,1.015493088E3
5.967390333E1,1.015492935E3
6.060700733E1,1.015492859E3
6.153999733E1,1.015492325E3
6.247303733E1,1.015490799E3
6.340597333E1,1.015490799E3
6.433894833E1,1.015493851E3
6.527187033E1,1.015495071E3
6.620489733E1,1.015497360E3
6.713778533E1,1.015500336E3
6.807065533E1,1.015501022E3
6.900356733E1,1.015501709E3
6.993640733E1,1.015503387E3
7.086918033E1,1.015508347E3
7.180200533E1,1.015509720E3
7.273482233E1,1.015509949E3
7.366758733E1,1.015511093E3
7.460034933E1,1.015513306E3
7.553319833E1,1.015515900E3
7.646617533E1,1.015517578E3
7.739901133E1,1.015519714E3
7.833181033E1,1.015519867E3
7.926466333E1,1.015520248E3
8.019752933E1,1.015520248E3
8.113045133E1,1.015522385E3
8.206341033E1,1.015527344E3
8.299631033E1,1.015532913E3
8.392924933E1,1.015537186E3
8.486214733E1,1.015537186E3
8.579505633E1,1.015537186E3
8.672807933E1,1.015538635E3
8.766098933E1,1.015539856E3
8.859381733E1,1.015540543E3
8.952659833E1,1.015542603E3
9.045931133E1,1.015546265E3
9.139207333E1,1.015547256E3
9.232496933E1,1.015547256E3
9.325786533E1,1.015548401E3
9.419089233E1,1.015548553E3
9.512373233E1,1.015548553E3
9.605654633E1,1.015544662E3
9.698944333E1,1.015544662E3
9.792221733E1,1.015544662E3
9.885496233E1,1.015543060E3
9.978766133E1,1.015543060E3
1.007203473E2,1.015546341E3
1.016531873E2,1.015548859E3
1.025859543E2,1.015549316E3
1.035186523E2,1.015549316E3
1.044512593E2,1.015549316E3
1.053839573E2,1.015549316E3
1.063166023E2,1.015550385E3
1.072492443E2,1.015553131E3
1.081818573E2,1.015557251E3
1.091144723E2,1.015557251E3
1.100471793E2,1.015554657E3
1.109799393E2,1.015554047E3
1.119126503E2,1.015554047E3
1.128453243E2,1.015552673E3
1.137780303E2,1.015553665E3
1.147107923E2,1.015553665E3
1.156435903E2,1.015557022E3
1.165763843E2,1.015557251E3
1.175092323E2,1.015557861E3
1.184419553E2,1.015563354E3
1.193746393E2,1.015563354E3
1.203072893E2,1.015562744E3
1.212399563E2,1.015561829E3
1.221725243E2,1.015562744E3
1.231051733E2,1.015563049E3
1.240378583E2,1.015563049E3
1.249705663E2,1.015562668E3
1.259033053E2,1.015561295E3
1.268360333E2,1.015561218E3
1.277687293E2,1.015560837E3
1.287013783E2,1.015560837E3
1.296341673E2,1.015560532E3
1.305669063E2,1.015560532E3
1.314995703E2,1.015561981E3
1.324323203E2,1.015565338E3
1.333649513E2,1.015566635E3
1.342975803E2,1.015566635E3
1.352302613E2,1.015566483E3
1.361628873E2,1.015566483E3
1.370954153E2,1.015565948E3
1.380278553E2,1.015565872E3
1.389602253E2,1.015564423E3
1.398925333E2,1.015560532E3
1.408249953E2,1.015555267E3
1.417573503E2,1.015550690E3
1.426896463E2,1.015550690E3
1.436217873E2,1.015555344E3
1.445539303E2,1.015563278E3
1.454860503E2,1.015571365E3
1.464180533E2,1.015577621E3
1.473500653E2,1.015582581E3
1.482819983E2,1.015582581E3
1.492137493E2,1.015581131E3
1.501455693E2,1.015580292E3
1.510773683E2,1.015580292E3
1.520091143E2,1.015580978E3
1.529407043E2,1.015580978E3
1.538722903E2,1.015580673E3
1.548038723E2,1.015577698E3
1.557353543E2,1.015576630E3
1.566668353E2,1.015572128E3
1.575982173E2,1.015572128E3
1.585295793E2,1.015573807E3
1.594608553E2,1.015578232E3
1.603920803E2,1.015584183E3
1.613233063E2,1.015590210E3
1.622544703E2,1.015595245E3
1.631855993E2,1.015599213E3
1.641166803E2,1.015599289E3
1.650477483E2,1.015599289E3
1.659787483E2,1.015595856E3
1.669096713E2,1.015591660E3
1.678406643E2,1.015586090E3
1.687716303E2,1.015582809E3
1.697025983E2,1.015581741E3
1.706335963E2,1.015581741E3
1.715644533E2,1.015583649E3
1.724951973E2,1.015585480E3
1.734259963E2,1.015588226E3
1.743567273E2,1.015591049E3
1.752875223E2,1.015594254E3
1.762182983E2,1.015599747E3
1.771490833E2,1.015603943E3
1.780797953E2,1.015606232E3
1.790104293E2,1.015607300E3
1.799410283E2,1.015607834E3
1.808716973E2,1.015609055E3
1.818022473E2,1.015610733E3
1.827328373E2,1.015613556E3
1.836633513E2,1.015614395E3
1.845938063E2,1.015614548E3
1.855242413E2,1.015614548E3
1.864548103E2,1.015618820E3
1.873852833E2,1.015625153E3
1.883157343E2,1.015634079E3
1.892461633E2,1.015639420E3
1.901765973E2,1.015642395E3
1.911072743E2,1.015642395E3
1.920379263E2,1.015641098E3
1.929685463E2,1.015641098E3
1.938991793E2,1.015641098E3
1.948296673E2,1.015639496E3
1.957601203E2,1.015633926E3
1.966906073E2,1.015631485E3
1.976211413E2,1.015628281E3
1.985517363E2,1.015628281E3
1.994821183E2,1.015630722E3
2.004126043E2,1.015635605E3
2.013430653E2,1.015635605E3
2.022734463E2,1.015634079E3
2.032038843E2,1.015630798E3
2.041342083E2,1.015626373E3
2.050646823E2,1.015623322E3
2.059951503E2,1.015621567E3
2.069255333E2,1.015618362E3
2.078559093E2,1.015613480E3
2.087863353E2,1.015611267E3
2.097167313E2,1.015609589E3
2.106471293E2,1.015608597E3
2.115775023E2,1.015606842E3
2.125076643E2,1.015604858E3
2.134379033E2,1.015603409E3
2.143680863E2,1.015601654E3
2.152983153E2,1.015600891E3
2.162284403E2,1.015600510E3
2.171585683E2,1.015600281E3
2.180886683E2,1.015599670E3
2.190188153E2,1.015598984E3
2.199488303E2,1.015598984E3
2.208789573E2,1.015598984E3
2.218091143E2,1.015598679E3
2.227391963E2,1.015598679E3
2.236692293E2,1.015597153E3
2.245993943E2,1.015595703E3
2.255296733E2,1.015595551E3
2.264598123E2,1.015595551E3
2.273899243E2,1.015594177E3
2.283199573E2,1.015592575E3
2.292499433E2,1.015588074E3
2.301799453E2,1.015584412E3
2.311099443E2,1.015581589E3
2.320398273E2,1.015580902E3
2.329697283E2,1.015579300E3
2.338996343E2,1.015578537E3
2.348295463E2,1.015577850E3
2.357594523E2,1.015577850E3
2.366892113E2,1.015578842E3
2.376190693E2,1.015580215E3
2.385489663E2,1.015587463E3
2.394789203E2,1.015592270E3
2.404087843E2,1.015598068E3
2.413385433E2,1.015605011E3
2.422682403E2,1.015615387E3
2.431979423E2,1.015615463E3
2.441276413E2,1.015615463E3
2.450574553E2,1.015613556E3
2.459873863E2,1.015613098E3
2.469172953E2,1.015611954E3
2.478471093E2,1.015613098E3
2.487769573E2,1.015619431E3
2.497067713E2,1.015622482E3
2.506364783E2,1.015625153E3
2.515661123E2,1.015626755E3
2.524957483E2,1.015628738E3
2.534253463E2,1.015632401E3
2.543552723E2,1.015634689E3
2.552851183E2,1.015634918E3
2.562150253E2,1.015634918E3
2.571449233E2,1.015634918E3
2.580747203E2,1.015635376E3
2.590045203E2,1.015635452E3
2.599343493E2,1.015635452E3
2.608641503E2,1.015635376E3
2.617939613E2,1.015633087E3
2.627237583E2,1.015633087E3
2.636534483E2,1.015634918E3
2.645832313E2,1.015635529E3
2.655130993E2,1.015642853E3
2.664428773E2,1.015646973E3
2.673727153E2,1.015651779E3
2.683025803E2,1.015656433E3
2.692323983E2,1.015662613E3
2.701622773E2,1.015662613E3
2.710920023E2,1.015661087E3
2.720217183E2,1.015655975E3
2.729515223E2,1.015653000E3
2.738813693E2,1.015648804E3
2.748110643E2,1.015645447E3
2.757408863E2,1.015642624E3
2.766706103E2,1.015638428E3
2.776002653E2,1.015633392E3
2.785299503E2,1.015628357E3
2.794596523E2,1.015625458E3
2.803892683E2,1.015621414E3
2.813188983E2,1.015619736E3
2.822485003E2,1.015618973E3
2.831780883E2,1.015617447E3
2.841077283E2,1.015614929E3
2.850372663E2,1.015613708E3
2.859667383E2,1.015613708E3
2.868960473E2,1.015615005E3
2.878255133E2,1.015615387E3
2.887549893E2,1.015615997E3
