"Time (s)","X (µT)","Y (µT)","Z (µT)"
9.515533333E-1,-2.559082031E1,-7.200424194E1,-2.836791992E1
9.714993333E-1,-3.045068359E1,-7.037322998E1,-3.161206055E1
9.914453333E-1,-3.237036133E1,-7.006964874E1,-3.252148438E1
1.011391333E0,-3.068359375E1,-7.019533539E1,-3.400634766E1
1.031337333E0,-2.720996094E1,-7.115799713E1,-3.664892578E1
1.051284333E0,-2.423803711E1,-7.102076721E1,-3.883056641E1
1.071230333E0,-2.077294922E1,-7.159144592E1,-4.120361328E1
1.091176333E0,-1.547924805E1,-7.164035797E1,-4.511621094E1
1.111122333E0,-1.237280273E1,-7.205386353E1,-4.681152344E1
1.131068333E0,-1.058447266E1,-7.239054871E1,-4.896582031E1
1.151014333E0,-1.200073242E1,-7.214820862E1,-4.799414062E1
1.170960333E0,-1.152905273E1,-7.270629120E1,-4.890087891E1
1.190905458E0,-8.175292969E0,-7.315365601E1,-5.159008789E1
1.210851458E0,-8.132324219E-1,-7.325009155E1,-5.629016113E1
1.230797458E0,7.040527344E0,-7.359980774E1,-6.233520508E1
1.250743458E0,1.123339844E1,-7.394198608E1,-6.502807617E1
1.270689458E0,1.066064453E1,-7.437220764E1,-6.435632324E1
1.290636458E0,8.723388672E0,-7.449172974E1,-6.228540039E1
1.310582458E0,5.606445312E0,-7.445510864E1,-5.882849121E1
1.330528458E0,1.622070312E0,-7.436569214E1,-5.409680176E1
1.350474458E0,-1.229980469E0,-7.371080017E1,-5.076928711E1
1.370420458E0,-2.508544922E0,-7.372138977E1,-4.898608398E1
1.390366458E0,-5.861816406E0,-7.327503204E1,-4.549633789E1
1.410312458E0,-1.229687500E1,-7.358050537E1,-3.970654297E1
1.430258458E0,-1.440991211E1,-7.349899292E1,-3.723950195E1
1.450204458E0,-1.485083008E1,-7.376760101E1,-3.703247070E1
1.470150458E0,-1.212915039E1,-7.425443268E1,-3.863134766E1
1.490096458E0,-6.918457031E0,-7.447343445E1,-4.309570312E1
1.510042458E0,-7.192382812E-1,-7.452630615E1,-4.782763672E1
1.529988458E0,1.879150391E0,-7.471572113E1,-4.997973633E1
1.549935458E0,1.892333984E0,-7.483419800E1,-4.954150391E1
1.569881458E0,2.871093750E-1,-7.480658722E1,-4.716308594E1
1.589827458E0,-5.404052734E0,-7.469955444E1,-4.316625977E1
1.609773458E0,-1.188354492E1,-7.434614563E1,-3.835546875E1
1.629719458E0,-1.763867188E1,-7.368028259E1,-3.430590820E1
1.649665458E0,-2.449755859E1,-7.353244781E1,-2.906054688E1
1.669611458E0,-2.769531250E1,-7.355715942E1,-2.609448242E1
1.689557458E0,-2.941723633E1,-7.375959778E1,-2.513647461E1
1.709503458E0,-2.616088867E1,-7.411470032E1,-2.842944336E1
1.729449458E0,-2.270068359E1,-7.439648438E1,-3.108251953E1
1.749395458E0,-1.871997070E1,-7.438732910E1,-3.471386719E1
1.769341458E0,-1.388354492E1,-7.473718262E1,-3.854492188E1
1.789288458E0,-8.788574219E0,-7.494351196E1,-4.280541992E1
1.809234458E0,-3.851806641E0,-7.518181610E1,-4.753417969E1
1.829180458E0,-1.760253906E-1,-7.509604645E1,-5.010522461E1
1.849126458E0,4.204833984E0,-7.517076111E1,-5.469897461E1
1.869072458E0,1.248120117E1,-7.541500854E1,-6.165197754E1
1.889018458E0,1.560156250E1,-7.571720886E1,-6.452600098E1
1.908964458E0,1.513647461E1,-7.553898621E1,-6.535815430E1
1.928910458E0,1.579028320E1,-7.530380249E1,-6.510119629E1
1.948856458E0,1.685717773E1,-7.533189392E1,-6.710046387E1
1.968802458E0,1.767822266E1,-7.482000732E1,-6.738183594E1
1.988748458E0,1.738500977E1,-7.453691101E1,-6.748095703E1
2.008694458E0,1.523901367E1,-7.458569336E1,-6.550915527E1
2.028641458E0,1.270825195E1,-7.468767548E1,-6.252770996E1
2.048587458E0,9.622070312E0,-7.455290222E1,-6.042297363E1
2.068533458E0,8.784667969E0,-7.436141968E1,-5.908288574E1
2.088479458E0,7.484130859E0,-7.382200623E1,-5.769018555E1
2.108425458E0,2.402343750E0,-7.334819031E1,-5.346142578E1
2.128371458E0,-3.883789062E0,-7.257775116E1,-4.783593750E1
2.148317458E0,-1.069555664E1,-7.216358185E1,-4.206909180E1
2.168263458E0,-1.688940430E1,-7.139535522E1,-3.752197266E1
2.188209083E0,-2.108154297E1,-7.108370972E1,-3.316284180E1
2.208155083E0,-2.252246094E1,-7.071849060E1,-3.174438477E1
2.228101083E0,-2.496362305E1,-7.027772522E1,-2.984790039E1
2.248047083E0,-2.628515625E1,-7.013662720E1,-2.894580078E1
2.267993083E0,-2.596679688E1,-7.004331207E1,-2.904614258E1
2.287940083E0,-2.312377930E1,-6.990699005E1,-3.207226562E1
2.307886083E0,-1.548413086E1,-7.022721863E1,-3.843530273E1
2.327832083E0,-8.286865234E0,-7.056452942E1,-4.373657227E1
2.347778083E0,-5.877685547E0,-7.086166382E1,-4.662060547E1
2.367724083E0,-6.575195312E0,-7.116149902E1,-4.568310547E1
2.387670083E0,-6.750976562E0,-7.125249481E1,-4.626586914E1
2.407616083E0,-4.837402344E0,-7.145130157E1,-4.916845703E1
2.427562083E0,-1.095214844E0,-7.151469421E1,-5.319238281E1
2.447508083E0,6.165039062E0,-7.184448242E1,-5.912414551E1
2.467454083E0,1.247485352E1,-7.212038422E1,-6.485290527E1
2.487400083E0,1.587377930E1,-7.248149109E1,-6.710278320E1
2.507346083E0,1.582299805E1,-7.234367371E1,-6.681384277E1
2.527292083E0,1.732690430E1,-7.266892242E1,-6.833081055E1
2.547239083E0,1.404150391E1,-7.285386658E1,-6.550134277E1
2.567185083E0,1.457373047E1,-7.293644714E1,-6.557836914E1
