"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.309791667E-2,8.006788275E-1,9.676359840E-1,-1.713044152E0
9.309991667E-2,5.845619363E-1,1.216225533E0,-1.855195811E0
1.131019167E-1,6.457378453E-1,1.185488621E0,-1.467075763E0
1.331049167E-1,9.035053307E-1,9.329115629E-1,-5.363756168E-1
1.531069167E-1,7.894536352E-1,6.383656758E-1,5.163231754E-1
1.731099167E-1,1.144735721E-1,1.160135240E0,1.011891659E0
1.931119167E-1,-4.727131793E-1,1.720449212E0,1.044765290E0
2.131139167E-1,-6.017973353E-1,1.442807187E0,1.124830629E0
2.331211667E-1,-7.488917926E-1,7.445362017E-1,1.894671534E0
2.531231667E-1,-1.072907354E0,5.029158023E-1,2.810517998E0
2.731251667E-1,-1.533589595E0,6.018235016E-1,2.693605260E0
2.931281667E-1,-2.161810644E0,3.278106970E-1,2.733736455E0
3.131301667E-1,-2.315284852E0,7.637779266E-2,4.026942337E0
3.331331667E-1,-1.806897518E0,-8.565942889E-1,4.708255811E0
3.531351667E-1,-1.329542380E0,-2.270331458E0,3.339931920E0
3.731371667E-1,-1.119884177E0,-2.083474473E0,3.508364475E-1
3.931401667E-1,-1.336206598E0,-1.338350918E0,-1.920271813E0
4.131421667E-1,-1.649931499E0,-6.416076645E-1,-2.273177590E0
4.331451667E-1,-1.901440271E0,-1.205274868E0,-1.569523074E0
4.531471667E-1,-3.410564530E0,-2.983403792E0,-1.988095422E0
4.731491667E-1,-1.643063359E0,-2.663996421E0,-1.726220267E0
4.931521667E-1,6.125518267E-1,-8.432915810E-1,-1.799923251E0
5.131541667E-1,5.497669101E-1,-1.300423977E0,-2.898354287E0
5.331561667E-1,-1.438172391E0,-1.453099456E0,-1.924088291E0
5.531591667E-1,-1.464965795E-1,-6.991889977E-1,-1.797610677E0
5.731611667E-1,5.687510651E-1,-1.164718873E0,-3.048596739E0
5.931641667E-1,2.129959399E-1,-1.839454230E0,-4.247729107E0
6.131661667E-1,8.060530034E-1,-1.041858054E0,-3.423532485E0
6.331681667E-1,2.730112935E0,1.919658148E0,-2.692580243E0
6.531711667E-1,4.017097672E0,3.150010847E0,-1.912224290E0
6.731731667E-1,2.149498454E0,1.582732227E0,-1.882422202E0
6.931751667E-1,2.270721175E0,1.267492020E0,-3.805929279E-1
7.131781667E-1,3.176432660E-1,1.397459690E0,1.666892663E0
7.331801667E-1,1.204734001E0,1.993188931E0,2.534936385E0
7.531831667E-1,6.776075095E-1,1.157783490E0,2.634968796E0
7.731851667E-1,5.676868719E-1,1.565128307E0,2.780056928E0
7.931871667E-1,-3.536898887E-1,1.756924582E0,5.226167675E0
8.131901667E-1,-3.839267179E-1,2.327620138E-1,4.599164309E0
8.331921667E-1,3.809390831E-1,1.282787605E0,4.031883819E0
8.531941667E-1,2.596851967E0,2.239798029E0,2.222770498E0
8.731971667E-1,8.175220245E-1,7.813634276E-2,2.041739532E0
8.931991667E-1,1.681953337E0,6.155801728E-1,2.223923569E0
9.132021667E-1,1.351250022E0,6.379130282E-1,1.419796346E0
9.332041667E-1,1.264308357E0,3.439647266E-1,-1.328575104E-1
9.532061667E-1,1.136256089E0,5.088732380E-1,-9.264316785E-1
9.732091667E-1,-7.053075242E-1,-1.348173217E0,-5.723839402E-1
9.932111667E-1,1.394630807E0,-2.343597216E0,6.297100425E-2
1.013213167E0,9.197915804E-1,-9.388217823E-1,-1.487705909E0
1.033216167E0,6.717018217E-1,-3.822567531E-1,-1.354528556E0
1.053218167E0,1.220031486E0,-9.949492054E-1,-1.429622592E0
1.073221167E0,1.788866166E0,-7.600851175E-1,-3.394717991E0
1.093223167E0,1.767753625E0,1.143807475E-1,-4.444347580E0
1.113225167E0,1.825860915E0,7.433581339E-1,-4.385221120E0
1.133228167E0,1.751111864E0,-4.629986152E-2,-4.500734035E0
1.153230167E0,1.754962841E0,-5.968394811E-1,-4.987013631E0
1.173233167E0,1.145182448E0,-1.374294191E0,-4.438009198E0
1.193235167E0,8.788213098E-1,-2.250458526E0,-3.657996477E0
1.213237167E0,7.144683570E-1,-3.091890400E0,-2.738373882E0
1.233236333E0,5.303459680E-1,-2.819644040E0,-2.700493864E0
1.253238333E0,-9.532282984E-1,-3.738546551E0,-2.313184825E0
1.273240333E0,-2.236093379E0,-4.181075818E0,-8.775501251E-3
1.293243333E0,-2.393554804E0,-4.240813897E0,9.187566233E-1
1.313245333E0,-2.219616510E0,-4.190953520E0,5.485974669E-2
1.333248333E0,-2.500779290E0,-4.600989810E0,-1.005024689E0
1.353250333E0,-3.919452971E0,-6.186950576E0,-1.643768679E0
1.373252333E0,-4.718960309E0,-7.247923179E0,-1.026791534E-1
1.393255333E0,-4.450584805E0,-6.569171954E0,2.978970433E0
1.413257333E0,-5.663844046E0,-6.022688840E0,3.997549553E0
1.433259333E0,-6.509312838E0,-5.741661716E0,3.365231068E0
1.453262333E0,-7.646871101E0,-5.356392184E0,2.905596355E0
1.473264333E0,-7.533516394E0,-3.593171321E0,3.153492279E0
1.493267333E0,-5.391329298E0,-1.986661685E-1,3.299769734E0
1.513269333E0,-2.759081211E0,2.340155692E0,2.148845905E0
1.533271333E0,-8.804468358E-1,3.530275161E0,1.701788846E0
1.553274333E0,4.023638660E-1,4.598475799E0,1.589242809E0
1.573276333E0,1.534149173E0,5.038125898E0,1.120229455E0
1.593279333E0,2.331649162E0,5.096881059E0,7.713237584E-1
1.613281333E0,2.457005864E0,4.504021339E0,6.225472033E-1
