"Time (s)","X (µT)","Y (µT)","Z (µT)"
7.309791667E-2,3.798095703E0,-3.633143616E1,-3.104406738E1
9.309991667E-2,4.350692749E0,-3.630879974E1,-3.099163818E1
1.131019167E-1,4.588973999E0,-3.610002899E1,-3.107113647E1
1.331049167E-1,4.907348633E0,-3.592381287E1,-3.125393677E1
1.531069167E-1,5.188522339E0,-3.596099091E1,-3.126708984E1
1.731099167E-1,5.867416382E0,-3.551483917E1,-3.192037964E1
1.931119167E-1,6.028244019E0,-3.547379303E1,-3.178036499E1
2.131139167E-1,6.282272339E0,-3.493669891E1,-3.205633545E1
2.331211667E-1,6.825531006E0,-3.541441345E1,-3.221600342E1
2.531231667E-1,6.705184937E0,-3.529810333E1,-3.226620483E1
2.731251667E-1,7.095184326E0,-3.504027557E1,-3.235861206E1
2.931281667E-1,7.244277954E0,-3.518104553E1,-3.223748779E1
3.131301667E-1,6.965942383E0,-3.528169250E1,-3.238168335E1
3.331331667E-1,6.151779175E0,-3.545278168E1,-3.247805786E1
3.531351667E-1,5.527679443E0,-3.501961517E1,-3.293093872E1
3.731371667E-1,4.644424438E0,-3.508333588E1,-3.317288208E1
3.931401667E-1,3.783630371E0,-3.508032990E1,-3.333139038E1
4.131421667E-1,3.000427246E0,-3.527887726E1,-3.344116211E1
4.331451667E-1,2.047668457E0,-3.529120636E1,-3.319299316E1
4.531471667E-1,7.710876465E-1,-3.585169983E1,-3.283154297E1
4.731491667E-1,-5.883331299E-1,-3.629450226E1,-3.253002930E1
4.931521667E-1,-1.859848022E0,-3.661567688E1,-3.190536499E1
5.131541667E-1,-2.794296265E0,-3.669330597E1,-3.147534180E1
5.331561667E-1,-4.173248291E0,-3.706420898E1,-3.111465454E1
5.531591667E-1,-4.807067871E0,-3.714815521E1,-3.107385254E1
5.731611667E-1,-5.259170532E0,-3.687657928E1,-3.092456055E1
5.931641667E-1,-5.792495728E0,-3.629799652E1,-3.198425293E1
6.131661667E-1,-5.435150146E0,-3.517807007E1,-3.267440796E1
