"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.684591667E-2,-1.734443207E0,2.094444580E0,7.518415375E0
7.684791667E-2,-2.065255280E0,2.818788300E0,7.471413116E0
9.685091669E-2,-2.095043335E0,2.903661804E0,7.457042999E0
1.168529167E-1,-1.896855469E0,2.772384796E0,8.033793640E0
1.368549167E-1,-1.686243439E0,2.379601593E0,9.076525269E0
1.568579167E-1,-1.863923950E0,2.193239136E0,1.006836273E1
1.768599167E-1,-2.536924438E0,2.757415924E0,1.044677582E1
1.968629167E-1,-2.926863556E0,3.049757996E0,1.043450134E1
2.168691667E-1,-3.041824493E0,2.584974518E0,1.070229446E1
2.368711667E-1,-3.311264191E0,1.890418854E0,1.154085068E1
2.568741667E-1,-3.751199341E0,1.827399902E0,1.224393860E1
2.768761667E-1,-4.351750488E0,1.835183716E0,1.196626602E1
2.968781667E-1,-5.024451599E0,1.544937286E0,1.229872467E1
3.168811667E-1,-4.854554901E0,1.205892334E0,1.375369904E1
3.368831667E-1,-4.192332001E0,7.933502197E-3,1.396191605E1
3.568861667E-1,-3.665128326E0,-1.160836029E0,1.208242447E1
3.768881667E-1,-3.520229645E0,-6.438111877E-1,9.097481689E0
3.968901667E-1,-3.772455139E0,1.251397705E-1,7.231761475E0
4.168931667E-1,-4.112996979E0,7.794291687E-1,7.285649414E0
4.368951667E-1,-4.348906403E0,-3.682342529E-2,7.930508423E0
4.568971667E-1,-4.972659302E0,-1.130898285E0,7.666158142E0
4.769001667E-1,-3.186124420E0,-3.671864319E-1,7.731272736E0
4.969021667E-1,-1.353934479E0,1.332828369E0,6.976991272E0
5.169051667E-1,-1.981429596E0,9.737251282E-1,6.613996124E0
5.369071667E-1,-3.772455139E0,9.156459045E-1,7.568710785E0
5.569091667E-1,-2.332150269E0,1.989213409E0,7.118896179E0
5.769121667E-1,-1.858086090E0,1.267713776E0,5.586981812E0
5.969141667E-1,-2.772534485E0,5.614823914E-1,5.102738800E0
6.169171667E-1,-1.881138153E0,1.945504303E0,5.741610260E0
6.369191667E-1,3.740721130E-1,4.447700958E0,6.522985382E0
6.569211667E-1,5.894741821E-1,5.103786621E0,6.822811890E0
6.769241667E-1,-4.700225830E-2,3.955225067E0,8.073311462E0
6.969261667E-1,-1.332678680E0,1.700164490E0,9.089997253E0
7.169281667E-1,-2.295925598E0,2.900218964E0,1.154773636E1
7.369311667E-1,-1.414708099E0,2.438728638E0,1.216819611E1
7.569331667E-1,-2.163600769E0,1.828597412E0,1.182002014E1
7.769361667E-1,-2.104324036E0,2.185605011E0,1.254196884E1
7.969381667E-1,-3.001258850E0,1.838177490E0,1.406160873E1
8.169401667E-1,-2.877017212E0,7.309300232E-1,1.430934357E1
8.369431667E-1,-1.467847595E0,1.869312744E0,1.300555481E1
8.569451667E-1,-4.372407532E-1,2.211351471E0,1.141032211E1
8.769471667E-1,-1.674567719E0,5.656736755E-1,1.153860535E1
8.969501667E-1,-1.297501831E0,1.209784241E0,1.148157394E1
9.169521667E-1,-1.809137878E0,1.158141632E0,1.033780243E1
9.369551667E-1,-2.237097931E0,1.304836578E0,8.633596344E0
9.569571667E-1,-3.287912750E0,1.285227356E0,7.960895233E0
9.769591667E-1,-5.644162903E0,-5.158273315E-1,8.123157806E0
9.969621667E-1,-2.904709625E0,-6.453080750E-1,8.260272675E0
1.016964167E0,-4.444108429E0,5.999523926E-1,6.593189392E0
1.036966167E0,-4.488715668E0,1.028511200E0,6.983876953E0
1.056969167E0,-3.648512878E0,5.769003296E-1,6.401288452E0
1.076971167E0,-3.238964539E0,9.243278503E-1,4.395309906E0
1.096974167E0,-3.334316254E0,1.668729858E0,3.819307709E0
1.116976167E0,-3.413351898E0,2.052232361E0,3.828738098E0
1.136978167E0,-3.717519379E0,1.232985992E0,3.379522247E0
1.156981167E0,-4.057312775E0,9.192384338E-1,2.804118805E0
1.176983167E0,-5.087470551E0,1.628613281E-1,3.173101501E0
1.196985167E0,-5.664221191E0,-5.309458923E-1,3.616479492E0
1.216984333E0,-6.162085876E0,-1.327439575E0,4.211791534E0
1.236986333E0,-7.126081238E0,-1.097966766E0,3.353326721E0
1.256989333E0,-9.183253326E0,-2.624192963E0,4.191733246E0
1.276991333E0,-1.044288391E1,-2.817740479E0,5.890999603E0
1.296993333E0,-1.056323364E1,-3.134781189E0,5.946234741E0
1.316996333E0,-1.066172882E1,-3.611988831E0,4.747377777E0
1.336998333E0,-1.154713760E1,-4.713398438E0,3.135230255E0
1.357001333E0,-1.328008392E1,-6.659202118E0,2.192041626E0
1.377003333E0,-1.375998596E1,-7.521259460E0,3.906576233E0
1.397005333E0,-1.415531387E1,-7.459438019E0,6.023623810E0
1.417008333E0,-1.542407547E1,-7.335795135E0,5.662873993E0
1.437010333E0,-1.634286484E1,-7.895630951E0,4.746928711E0
1.457012333E0,-1.703966583E1,-7.782615967E0,4.131708069E0
1.477015333E0,-1.633328476E1,-6.073170776E0,4.236490173E0
1.497017333E0,-1.372675507E1,-3.147504730E0,3.934568024E0
1.517020333E0,-1.116513199E1,-1.389859772E0,2.596051483E0
1.537022333E0,-9.271869049E0,-4.026626587E-1,2.189496918E0
1.557024333E0,-8.086484070E0,3.025209045E-1,1.834884338E0
1.577027333E0,-6.942862244E0,5.782475281E-1,1.216220856E0
1.597029333E0,-6.223308563E0,5.355862427E-1,7.584727478E-1
1.617032333E0,-6.214476929E0,-3.180885315E-1,5.763015747E-1
1.637034333E0,-6.297703857E0,-1.455124054E0,1.024619293E0
1.657036333E0,-6.449637909E0,-2.158960419E0,1.327439575E0
1.677039333E0,-7.303312683E0,-2.388133850E0,1.408271484E0
1.697041333E0,-8.065527649E0,-2.147733765E0,1.282832336E0
1.717044333E0,-8.710536346E0,-2.200723572E0,7.030879211E-1
1.737046333E0,-9.787247314E0,-2.295925598E0,4.391867065E-1
1.757048333E0,-1.084345093E1,-2.103874969E0,1.021176453E0
1.777051333E0,-1.159069702E1,-1.976489868E0,1.818568268E0
1.797053333E0,-1.205428299E1,-2.206860809E0,2.230661316E0
1.817055333E0,-1.233569778E1,-2.450853424E0,2.128274231E0
1.837058333E0,-1.256217682E1,-2.388732605E0,2.031126251E0
1.857060333E0,-1.338411758E1,-3.019820251E0,2.147883453E0
1.877063333E0,-1.405547150E1,-3.777394867E0,2.818937988E0
1.897065333E0,-1.297935928E1,-3.304677887E0,2.792742462E0
1.917067333E0,-1.299148407E1,-3.415297852E0,1.967807922E0
1.937070333E0,-1.341899506E1,-4.613556061E0,1.642684021E0
1.957072333E0,-1.402822815E1,-6.231391754E0,2.097737732E0
1.977075333E0,-1.360161530E1,-7.005432129E0,3.021017761E0
1.997077333E0,-1.228734833E1,-6.741530914E0,3.305576019E0
2.017079333E0,-1.073732162E1,-5.994135132E0,3.306174774E0
2.037082333E0,-9.273815002E0,-5.143005066E0,3.151396637E0
2.057084333E0,-8.330925751E0,-4.202510834E0,3.240910492E0
2.077087333E0,-7.811655579E0,-3.944447479E0,3.065475311E0
2.097089333E0,-7.201075287E0,-3.647914124E0,2.417772217E0
2.117091333E0,-6.592440948E0,-3.793411560E0,1.529219971E0
2.137094333E0,-6.350394287E0,-3.882925415E0,7.792794800E-1
2.157096333E0,-6.339017944E0,-4.186045074E0,8.813671875E-1
2.177099333E0,-6.332281952E0,-5.041516113E0,8.659492493E-1
2.197101333E0,-5.910159760E0,-5.477858734E0,5.486091614E-1
2.217102917E0,-5.445825348E0,-6.109844513E0,1.106349335E0
2.237105917E0,-5.422324219E0,-6.328839111E0,1.397194519E0
2.257107917E0,-5.323379974E0,-6.743776245E0,1.319206696E0
2.277110917E0,-5.748795319E0,-7.813900909E0,9.312135315E-1
2.297112917E0,-5.866001587E0,-8.246501312E0,6.253994751E-1
2.317114917E0,-6.384972382E0,-8.497678986E0,2.158810730E0
2.337117917E0,-6.403683472E0,-8.289911041E0,4.659809875E-1
