"Time (s)","X (hPa)"
-5.070869583E-1,1.016174850E3
4.934840417E-1,1.016178818E3
1.494059042E0,1.016182785E3
2.494639042E0,1.016190109E3
3.495213042E0,1.016190491E3
4.495794042E0,1.016191788E3
5.046737042E0,1.016199799E3
6.047311042E0,1.016200180E3
7.047884042E0,1.016205597E3
8.048462042E0,1.016213913E3
9.049037042E0,1.016216736E3
1.004961404E1,1.016218567E3
1.105033504E1,1.016219025E3
1.205076704E1,1.016220322E3
1.305134504E1,1.016224289E3
1.405192004E1,1.016229477E3
1.505249904E1,1.016235657E3
1.605307104E1,1.016240387E3
1.705364904E1,1.016240387E3
1.805422804E1,1.016238937E3
1.905480104E1,1.016234283E3
2.005537804E1,1.016228561E3
2.105595304E1,1.016221313E3
2.205652704E1,1.016215057E3
2.305710404E1,1.016212082E3
2.405768304E1,1.016211853E3
2.505826104E1,1.016211853E3
2.605883204E1,1.016212387E3
2.705985804E1,1.016212387E3
2.805998704E1,1.016209869E3
2.906056404E1,1.016208191E3
3.006113804E1,1.016206894E3
3.106171204E1,1.016205597E3
3.206228904E1,1.016205444E3
3.306286604E1,1.016205444E3
3.406344304E1,1.016206131E3
3.506402004E1,1.016207352E3
3.606459404E1,1.016207581E3
3.706517004E1,1.016207581E3
3.806574804E1,1.016206589E3
3.906632804E1,1.016203003E3
4.006690204E1,1.016195831E3
4.106748304E1,1.016188354E3
4.206805404E1,1.016180496E3
4.306862704E1,1.016179733E3
4.406920304E1,1.016179733E3
4.506978704E1,1.016185532E3
4.607035904E1,1.016191330E3
4.707094004E1,1.016197357E3
4.807151104E1,1.016201401E3
4.907208804E1,1.016204071E3
5.007266504E1,1.016204071E3
5.107324404E1,1.016202698E3
5.207382104E1,1.016202393E3
5.307439304E1,1.016202393E3
5.407496904E1,1.016202393E3
5.507554604E1,1.016201019E3
5.607612304E1,1.016199265E3
5.707670404E1,1.016198044E3
5.807728304E1,1.016197739E3
5.907785204E1,1.016196442E3
6.007843104E1,1.016196442E3
6.107900204E1,1.016197891E3
6.207958204E1,1.016197891E3
6.308015904E1,1.016196823E3
6.408108504E1,1.016195908E3
6.508130904E1,1.016194382E3
6.608188604E1,1.016194000E3
6.708245704E1,1.016190567E3
6.808303604E1,1.016185303E3
6.908361204E1,1.016181107E3
7.008419404E1,1.016179428E3
7.108476704E1,1.016174240E3
7.208534504E1,1.016174240E3
7.308591404E1,1.016177750E3
7.408649104E1,1.016186600E3
7.508707104E1,1.016195145E3
7.608765004E1,1.016206818E3
7.708822004E1,1.016218719E3
7.808879704E1,1.016231842E3
7.908937104E1,1.016236649E3
8.008994804E1,1.016240540E3
8.109052704E1,1.016240540E3
8.209110504E1,1.016239014E3
8.309168104E1,1.016233826E3
8.409225404E1,1.016227570E3
8.509283204E1,1.016226349E3
8.609341104E1,1.016226349E3
8.709398704E1,1.016227036E3
8.809456204E1,1.016230164E3
8.909513204E1,1.016235199E3
9.009571104E1,1.016236420E3
9.109628504E1,1.016236420E3
9.209686704E1,1.016235123E3
9.309744504E1,1.016234283E3
9.409801604E1,1.016230774E3
9.509859204E1,1.016229172E3
9.609917004E1,1.016224365E3
9.709974604E1,1.016223450E3
9.810032604E1,1.016223221E3
9.910090104E1,1.016223221E3
1.001014740E2,1.016225739E3
1.011020530E2,1.016230545E3
1.021026260E2,1.016232147E3
1.031032040E2,1.016233215E3
1.041037790E2,1.016233215E3
1.051043580E2,1.016233215E3
1.061049300E2,1.016232376E3
1.071055130E2,1.016230698E3
1.081060820E2,1.016229935E3
1.091066640E2,1.016228790E3
1.101072360E2,1.016227036E3
1.111078140E2,1.016227036E3
1.121083870E2,1.016227722E3
1.131089640E2,1.016227722E3
1.141095430E2,1.016227493E3
1.151101210E2,1.016226425E3
1.161106980E2,1.016225357E3
1.171112720E2,1.016217117E3
1.181118440E2,1.016210556E3
1.191124230E2,1.016200943E3
1.201129990E2,1.016195221E3
1.211135790E2,1.016188202E3
1.221141540E2,1.016186600E3
1.231147280E2,1.016186600E3
1.241153050E2,1.016187515E3
1.251158790E2,1.016189041E3
1.261164560E2,1.016192932E3
1.271170320E2,1.016195831E3
1.281178860E2,1.016202850E3
1.291181840E2,1.016212006E3
1.301187610E2,1.016226654E3
1.311193420E2,1.016245041E3
1.321199120E2,1.016268616E3
1.331204890E2,1.016291504E3
1.341210630E2,1.016311951E3
1.351216400E2,1.016328278E3
1.361222200E2,1.016337814E3
1.371227910E2,1.016340714E3
1.381233690E2,1.016340714E3
1.391239450E2,1.016339417E3
1.401245230E2,1.016336212E3
1.411250980E2,1.016334305E3
1.421256760E2,1.016333847E3
1.431262520E2,1.016331940E3
1.441268240E2,1.016327972E3
1.451274060E2,1.016322250E3
1.461279780E2,1.016313400E3
1.471285560E2,1.016304245E3
1.481291330E2,1.016299515E3
1.491297060E2,1.016299515E3
1.501302860E2,1.016302338E3
1.511308680E2,1.016307144E3
1.521314450E2,1.016312561E3
1.531320160E2,1.016317444E3
1.541325920E2,1.016318054E3
1.551331700E2,1.016318054E3
1.561337410E2,1.016318130E3
1.571343220E2,1.016318130E3
1.581348950E2,1.016316910E3
1.591354760E2,1.016316910E3
1.601360500E2,1.016318207E3
1.611366300E2,1.016320496E3
1.621372030E2,1.016321106E3
1.631377770E2,1.016323471E3
1.641383520E2,1.016323471E3
1.651389280E2,1.016322632E3
1.661395050E2,1.016322632E3
1.671400830E2,1.016323395E3
1.681406560E2,1.016323395E3
1.691412370E2,1.016322479E3
1.701418070E2,1.016319122E3
1.711423900E2,1.016313782E3
