"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.012013137E1,3.211717963E1,1.189507174E2,1.745770697E1,1.505496264E0,2.117868334E2,8.191915040E0,8.191915040E0
2.112017179E1,3.211716268E1,1.189507061E2,1.746396323E1,1.632966518E0,2.071167473E2,1.069213915E1,1.069213915E1
2.212021327E1,3.211715058E1,1.189506977E2,1.746034597E1,1.632966518E0,1.964577336E2,8.499232375E0,8.499232375E0
2.312024522E1,3.211713771E1,1.189506997E2,1.741967114E1,1.538342714E0,1.929921272E2,5.866651930E0,5.866651930E0
2.412028706E1,3.211713373E1,1.189506761E2,1.781619921E1,1.440741497E0,1.842359648E2,5.063706956E0,5.063706956E0
2.512031579E1,3.211712161E1,1.189506752E2,1.782102430E1,1.356396642E0,1.768586439E2,5.055888985E0,5.055888985E0
2.612035370E1,3.211710702E1,1.189506688E2,1.781589840E1,1.235426031E0,2.046601353E2,5.038941871E0,5.038941871E0
2.712038040E1,3.211709540E1,1.189506660E2,1.756577640E1,1.300105189E0,1.986357801E2,5.025803228E0,5.025803228E0
2.812040842E1,3.211707986E1,1.189506774E2,1.755052129E1,1.403426381E0,1.782790952E2,4.952084210E0,4.952084210E0
2.912043488E1,3.211706875E1,1.189506731E2,1.775968879E1,1.296665430E0,1.804859083E2,4.946263889E0,4.946263889E0
3.012046003E1,3.211705713E1,1.189506721E2,1.787763598E1,1.314726449E0,1.836424294E2,4.944583421E0,4.944583421E0
3.112048578E1,3.211704208E1,1.189506628E2,1.781446526E1,1.461234651E0,1.938137096E2,4.927295000E0,4.927295000E0
3.212051058E1,3.211703108E1,1.189506541E2,1.759668714E1,1.501390020E0,2.003872363E2,4.911727148E0,4.911727148E0
3.312053406E1,3.211702172E1,1.189506523E2,1.735789257E1,1.348605092E0,1.958279055E2,4.904728941E0,4.904728941E0
3.412055731E1,3.211700689E1,1.189506521E2,1.741056341E1,1.499885862E0,1.874365612E2,4.902168281E0,4.902168281E0
3.512057984E1,3.211699386E1,1.189506539E2,1.721351250E1,1.524446444E0,1.776709783E2,4.890146008E0,4.890146008E0
3.612060189E1,3.211698073E1,1.189506629E2,1.755778509E1,1.529997948E0,1.664124844E2,4.882307176E0,4.882307176E0
3.712062287E1,3.211696750E1,1.189506705E2,1.719906516E1,1.729754446E0,1.658847186E2,4.868320092E0,4.868320092E0
3.812064695E1,3.211695908E1,1.189506724E2,1.733521105E1,1.563571586E0,1.667166657E2,4.858246707E0,4.858246707E0
3.912066448E1,3.211695142E1,1.189506749E2,1.715380906E1,1.502814253E0,1.689363087E2,4.848090081E0,4.848090081E0
4.012068427E1,3.211694660E1,1.189506754E2,1.803090864E1,1.368069058E0,1.754228432E2,4.849615478E0,4.849615478E0
4.112070525E1,3.211694691E1,1.189506815E2,1.781854517E1,8.854204137E-1,1.653214081E2,4.857101884E0,4.857101884E0
4.212072384E1,3.211693815E1,1.189506915E2,1.770432139E1,1.155145445E0,1.524278783E2,4.867830078E0,4.867830078E0
4.312074268E1,3.211693104E1,1.189506962E2,1.745357529E1,1.190340147E0,1.525575788E2,4.880462133E0,4.880462133E0
4.412076175E1,3.211692188E1,1.189506975E2,1.725397917E1,1.261951548E0,1.576592918E2,4.894160726E0,4.894160726E0
4.512077963E1,3.211691065E1,1.189506994E2,1.722242954E1,1.293804426E0,1.628678358E2,4.900977073E0,4.900977073E0
4.612079859E1,3.211690186E1,1.189507010E2,1.712543907E1,1.256024707E0,1.675951010E2,4.902292191E0,4.902292191E0
4.712081623E1,3.211689809E1,1.189507077E2,1.694382121E1,9.389539243E-1,1.619282919E2,4.911065668E0,4.911065668E0
4.812083471E1,3.211688653E1,1.189507139E2,1.677269096E1,1.085983099E0,1.633393408E2,4.902821783E0,4.902821783E0
4.912085235E1,3.211687777E1,1.189507188E2,1.693455902E1,1.147582152E0,1.612218028E2,4.904366737E0,4.904366737E0
5.012086940E1,3.211686525E1,1.189507247E2,1.704489394E1,1.245264341E0,1.629845372E2,4.900654447E0,4.900654447E0
5.112088561E1,3.211685368E1,1.189507302E2,1.709665460E1,1.383973026E0,1.625544208E2,4.902125733E0,4.902125733E0
5.212090230E1,3.211684539E1,1.189507347E2,1.707795866E1,1.523321194E0,1.606093403E2,4.889526460E0,4.889526460E0
5.312091935E1,3.211683729E1,1.189507401E2,1.736754687E1,1.529229174E0,1.586540662E2,4.886031307E0,4.886031307E0
5.412093604E1,3.211682563E1,1.189507465E2,1.732527142E1,1.525613001E0,1.575860015E2,4.883547939E0,4.883547939E0
5.512095284E1,3.211681165E1,1.189507558E2,1.732788133E1,1.533507694E0,1.552985077E2,4.884325972E0,4.884325972E0
5.612096798E1,3.211679606E1,1.189507623E2,1.724361467E1,1.556483083E0,1.613173974E2,4.887016455E0,4.887016455E0
5.712098384E1,3.211678208E1,1.189507715E2,1.725489120E1,1.551300668E0,1.569739290E2,4.877586391E0,4.877586391E0
5.812100029E1,3.211676748E1,1.189507803E2,1.742288582E1,1.545581796E0,1.557744532E2,4.879041199E0,4.879041199E0
5.912101614E1,3.211675353E1,1.189507894E2,1.735067820E1,1.534017635E0,1.541417870E2,4.883931396E0,4.883931396E0
6.012103164E1,3.211673909E1,1.189507972E2,1.722720060E1,1.543492582E0,1.544957993E2,4.891061847E0,4.891061847E0
6.112104762E1,3.211672607E1,1.189508043E2,1.724802004E1,1.557026256E0,1.564355705E2,4.889149578E0,4.889149578E0
6.212106311E1,3.211671242E1,1.189508119E2,1.708791633E1,1.561360437E0,1.563340653E2,4.892946320E0,4.892946320E0
6.312107825E1,3.211669711E1,1.189508191E2,1.719326569E1,1.567116189E0,1.562059206E2,4.891014937E0,4.891014937E0
6.412109351E1,3.211668309E1,1.189508270E2,1.697061435E1,1.568658163E0,1.551230727E2,4.890641045E0,4.890641045E0
6.512110972E1,3.211667113E1,1.189508354E2,1.736384796E1,1.576137112E0,1.514142925E2,4.889490557E0,4.889490557E0
6.612112403E1,3.211665530E1,1.189508400E2,1.742062982E1,1.589355892E0,1.546744115E2,4.885440103E0,4.885440103E0
6.712113905E1,3.211664392E1,1.189508468E2,1.742810933E1,1.567420145E0,1.532002114E2,4.880242884E0,4.880242884E0
6.812115383E1,3.211662945E1,1.189508499E2,1.704462463E1,1.544595741E0,1.562053740E2,4.882648252E0,4.882648252E0
6.912116921E1,3.211661350E1,1.189508548E2,1.730257146E1,1.571247134E0,1.558783706E2,4.882727086E0,4.882727086E0
7.012118447E1,3.211660129E1,1.189508581E2,1.764166231E1,1.559704084E0,1.494096356E2,4.880068664E0,4.880068664E0
7.112119842E1,3.211658814E1,1.189508632E2,1.766313396E1,1.550028390E0,1.432914656E2,4.883215692E0,4.883215692E0
7.212121379E1,3.211657228E1,1.189508580E2,1.766761221E1,1.426009738E0,1.541292736E2,4.875453217E0,4.875453217E0
7.312122738E1,3.211655386E1,1.189508555E2,1.772517497E1,1.568862401E0,1.578241078E2,4.874184244E0,4.874184244E0
7.412124383E1,3.211653779E1,1.189508564E2,1.753247317E1,1.572289534E0,1.607128871E2,4.873157638E0,4.873157638E0
7.512125862E1,3.211652362E1,1.189508617E2,1.737598141E1,1.547710604E0,1.600439700E2,4.865789052E0,4.865789052E0
7.612127197E1,3.211650956E1,1.189508665E2,1.707634192E1,1.588393533E0,1.567900310E2,4.857675413E0,4.857675413E0
7.712128735E1,3.211649849E1,1.189508762E2,1.713152040E1,1.553109164E0,1.541527494E2,4.852983342E0,4.852983342E0
7.812130105E1,3.211648709E1,1.189508867E2,1.694162495E1,1.540560471E0,1.554623021E2,4.845564994E0,4.845564994E0
7.912131631E1,3.211647501E1,1.189508958E2,1.721289074E1,1.567201338E0,1.528766508E2,4.844216798E0,4.844216798E0
8.012133014E1,3.211646236E1,1.189509082E2,1.715161427E1,1.582329391E0,1.488140915E2,4.836294605E0,4.836294605E0
8.112134445E1,3.211645098E1,1.189509216E2,1.726997266E1,1.580658927E0,1.459759155E2,4.830524882E0,4.830524882E0
8.212135911E1,3.211644048E1,1.189509346E2,1.720267482E1,1.579819046E0,1.425133857E2,4.829537253E0,4.829537253E0
8.312137401E1,3.211643020E1,1.189509463E2,1.744412132E1,1.554189456E0,1.446178056E2,4.818978190E0,4.818978190E0
8.412138844E1,3.211641495E1,1.189509508E2,1.749412603E1,1.607849051E0,1.505533380E2,4.825530676E0,4.825530676E0
8.512140286E1,3.211640112E1,1.189509557E2,1.730886576E1,1.581354029E0,1.563752341E2,4.828722902E0,4.828722902E0
8.612141645E1,3.211639027E1,1.189509636E2,1.752630471E1,1.516180018E0,1.527813847E2,4.834909896E0,4.834909896E0
8.712143064E1,3.211638360E1,1.189509685E2,1.747914952E1,1.299898550E0,1.504579424E2,4.836680736E0,4.836680736E0
8.812144554E1,3.211636321E1,1.189509794E2,1.695288355E1,1.773856061E0,1.515304178E2,4.844229675E0,4.844229675E0
8.912146056E1,3.211634914E1,1.189509819E2,1.718784167E1,1.599729785E0,1.598300945E2,4.838274246E0,4.838274246E0
9.012147355E1,3.211633520E1,1.189509883E2,1.703205836E1,1.601665843E0,1.617092902E2,4.839164153E0,4.839164153E0
9.112148833E1,3.211632166E1,1.189509938E2,1.719833417E1,1.609892160E0,1.635140049E2,4.837554602E0,4.837554602E0
9.212150264E1,3.211630874E1,1.189510025E2,1.723836907E1,1.590577801E0,1.613915739E2,4.833345893E0,4.833345893E0
9.312151670E1,3.211629612E1,1.189510106E2,1.696270486E1,1.600492509E0,1.624642115E2,4.829971363E0,4.829971363E0
9.412153161E1,3.211628564E1,1.189510230E2,1.672686267E1,1.592394544E0,1.582256087E2,4.821340693E0,4.821340693E0
9.512154496E1,3.211627564E1,1.189510350E2,1.662502083E1,1.566357094E0,1.510111260E2,4.816834881E0,4.816834881E0
9.612155938E1,3.211626430E1,1.189510430E2,1.656196686E1,1.566559729E0,1.524138586E2,4.814150303E0,4.814150303E0
9.712157285E1,3.211625267E1,1.189510537E2,1.658640640E1,1.589972826E0,1.495195551E2,4.813617348E0,4.813617348E0
9.812158728E1,3.211623923E1,1.189510619E2,1.686121640E1,1.623303324E0,1.542290548E2,4.814393109E0,4.814393109E0
9.912160122E1,3.211622814E1,1.189510735E2,1.639043470E1,1.596380892E0,1.495658088E2,4.814761474E0,4.814761474E0
1.001216153E2,3.211621377E1,1.189510787E2,1.654061705E1,1.587359160E0,1.560293611E2,4.810833011E0,4.810833011E0
1.011216290E2,3.211620283E1,1.189510892E2,1.662169251E1,1.570756185E0,1.539483577E2,4.814402480E0,4.814402480E0
1.021216438E2,3.211618928E1,1.189510957E2,1.647540655E1,1.584283603E0,1.554300401E2,4.816959517E0,4.816959517E0
1.031216588E2,3.211617638E1,1.189511028E2,1.631448721E1,1.592694063E0,1.565496557E2,4.818043152E0,4.818043152E0
1.041216725E2,3.211616432E1,1.189511119E2,1.641953344E1,1.597943263E0,1.529376657E2,4.816568256E0,4.816568256E0
1.051216865E2,3.211615422E1,1.189511232E2,1.629592308E1,1.582775684E0,1.467741199E2,4.814310459E0,4.814310459E0
1.061217004E2,3.211614521E1,1.189511348E2,1.615337046E1,1.567520876E0,1.425022268E2,4.814630484E0,4.814630484E0
1.071217140E2,3.211613561E1,1.189511461E2,1.612099759E1,1.611113895E0,1.375066243E2,4.802635230E0,4.802635230E0
1.081217281E2,3.211612516E1,1.189511571E2,1.627020660E1,1.586738442E0,1.369787891E2,4.802457503E0,4.802457503E0
1.091217427E2,3.211611169E1,1.189511666E2,1.623378299E1,1.605308521E0,1.400469502E2,4.804351009E0,4.804351009E0
1.101217568E2,3.211609928E1,1.189511761E2,1.638164052E1,1.603728204E0,1.443327907E2,4.805365971E0,4.805365971E0
1.111217707E2,3.211608445E1,1.189511820E2,1.598682974E1,1.610227709E0,1.482527728E2,4.805997415E0,4.805997415E0
1.121217843E2,3.211607158E1,1.189511893E2,1.593818542E1,1.613177141E0,1.491130177E2,4.805854849E0,4.805854849E0
1.131217986E2,3.211606108E1,1.189512013E2,1.586892224E1,1.605144899E0,1.463241965E2,4.801483371E0,4.801483371E0
1.141218123E2,3.211604980E1,1.189512109E2,1.575534126E1,1.599472563E0,1.463647536E2,4.804336185E0,4.804336185E0
1.151218264E2,3.211603669E1,1.189512179E2,1.617547050E1,1.609576899E0,1.483799437E2,4.804339379E0,4.804339379E0
1.161218407E2,3.211602324E1,1.189512238E2,1.613427844E1,1.613713044E0,1.507473524E2,4.806581524E0,4.806581524E0
1.171218545E2,3.211601137E1,1.189512308E2,1.601666564E1,1.602933721E0,1.502218271E2,4.803553014E0,4.803553014E0
1.181218697E2,3.211599746E1,1.189512355E2,1.592049846E1,1.621962849E0,1.562759653E2,4.803630529E0,4.803630529E0
1.191218833E2,3.211598705E1,1.189512466E2,1.628973806E1,1.625086049E0,1.514516974E2,4.800242034E0,4.800242034E0
1.201218972E2,3.211597412E1,1.189512520E2,1.654537066E1,1.609592214E0,1.531723625E2,4.801804596E0,4.801804596E0
1.211219109E2,3.211595924E1,1.189512584E2,1.656225643E1,1.623313633E0,1.540442720E2,4.798727750E0,4.798727750E0
1.221219251E2,3.211594505E1,1.189512660E2,1.615536264E1,1.631020542E0,1.526177700E2,4.801257419E0,4.801257419E0
1.231219389E2,3.211592556E1,1.189512619E2,1.612036714E1,1.648055009E0,1.670067479E2,4.800491543E0,4.800491543E0
1.241219529E2,3.211590902E1,1.189512585E2,1.585438832E1,1.608585130E0,1.775033133E2,4.799878890E0,4.799878890E0
1.251219672E2,3.211589357E1,1.189512505E2,1.604920878E1,1.620498202E0,1.891985195E2,4.798181593E0,4.798181593E0
1.261219817E2,3.211587909E1,1.189512462E2,1.584760824E1,1.605259783E0,1.904733706E2,4.795031162E0,4.795031162E0
1.271219953E2,3.211586483E1,1.189512431E2,1.594298184E1,1.632948443E0,1.906654858E2,4.794348907E0,4.794348907E0
1.281220093E2,3.211584888E1,1.189512430E2,1.590932534E1,1.626514581E0,1.857803262E2,4.797874696E0,4.797874696E0
1.291220232E2,3.211583523E1,1.189512466E2,1.554952547E1,1.550147853E0,1.745610538E2,4.800596304E0,4.800596304E0
1.301220372E2,3.211582104E1,1.189512432E2,1.521114088E1,1.567281515E0,1.790508110E2,4.804335299E0,4.804335299E0
1.311220511E2,3.211580674E1,1.189512482E2,1.518572837E1,1.608583740E0,1.694634277E2,4.805879568E0,4.805879568E0
1.321220652E2,3.211579245E1,1.189512561E2,1.524124071E1,1.599418850E0,1.653141223E2,4.804831888E0,4.804831888E0
1.331220800E2,3.211577820E1,1.189512599E2,1.523622387E1,1.619490773E0,1.638990978E2,4.795574135E0,4.795574135E0
1.341226546E2,3.211576460E1,1.189512626E2,1.516531502E1,1.601996569E0,1.660586247E2,4.796572910E0,4.796572910E0
1.351226344E2,3.211575000E1,1.189512693E2,1.571079881E1,1.619892011E0,1.616452930E2,4.800355737E0,4.800355737E0
1.361226290E2,3.211573573E1,1.189512725E2,1.566296482E1,1.633360534E0,1.611693038E2,4.803561301E0,4.803561301E0
1.371225884E2,3.211572294E1,1.189512783E2,1.555121421E1,1.628023609E0,1.580561649E2,4.806554578E0,4.806554578E0
1.381225601E2,3.211570938E1,1.189512846E2,1.548303657E1,1.636978616E0,1.573507075E2,4.808793413E0,4.808793413E0
1.391225026E2,3.211569620E1,1.189512888E2,1.615591453E1,1.608322678E0,1.580041540E2,4.815273163E0,4.815273163E0
1.401224563E2,3.211568177E1,1.189512985E2,1.618090693E1,1.647255365E0,1.526184504E2,4.815257878E0,4.815257878E0
1.411223977E2,3.211566783E1,1.189513020E2,1.607419629E1,1.639959963E0,1.548734170E2,4.816313293E0,4.816313293E0
1.421223514E2,3.211565515E1,1.189513046E2,1.610042997E1,1.537837606E0,1.560678708E2,4.820633348E0,4.820633348E0
1.431222948E2,3.211564108E1,1.189513076E2,1.601166322E1,1.604031061E0,1.588770722E2,4.818582803E0,4.818582803E0
1.441222512E2,3.211562638E1,1.189513060E2,1.595750166E1,1.608063313E0,1.702760333E2,4.818137750E0,4.818137750E0
1.451221948E2,3.211561298E1,1.189513105E2,1.613061750E1,1.624697950E0,1.680314091E2,4.820300125E0,4.820300125E0
1.461221533E2,3.211560178E1,1.189513230E2,1.611736781E1,1.631073288E0,1.581511104E2,4.822965433E0,4.822965433E0
1.471220977E2,3.211558863E1,1.189513346E2,1.608976753E1,1.631987227E0,1.517337901E2,4.820986816E0,4.820986816E0
1.481220567E2,3.211557809E1,1.189513440E2,1.630012253E1,1.651406999E0,1.480610268E2,4.824996262E0,4.824996262E0
1.491220020E2,3.211556782E1,1.189513523E2,1.606317789E1,1.643500924E0,1.492279687E2,4.822631286E0,4.822631286E0
1.501219606E2,3.211555750E1,1.189513622E2,1.608940040E1,1.635796459E0,1.458828400E2,4.828593479E0,4.828593479E0
1.511219085E2,3.211554886E1,1.189513713E2,1.590656541E1,1.557335433E0,1.470287698E2,4.829964470E0,4.829964470E0
1.521218719E2,3.211553572E1,1.189513804E2,1.590439333E1,1.605290964E0,1.475446967E2,4.830671652E0,4.830671652E0
1.531218194E2,3.211552121E1,1.189513873E2,1.586655945E1,1.643203502E0,1.518686675E2,4.828540457E0,4.828540457E0
1.541217690E2,3.211550846E1,1.189513974E2,1.606202388E1,1.638288544E0,1.480727088E2,4.829416469E0,4.829416469E0
1.551217238E2,3.211549452E1,1.189514055E2,1.582148090E1,1.647903697E0,1.469211818E2,4.824628160E0,4.824628160E0
1.561216801E2,3.211548556E1,1.189514208E2,1.614242697E1,1.629836075E0,1.402735772E2,4.820442890E0,4.820442890E0
1.571216394E2,3.211547349E1,1.189514300E2,1.647916138E1,1.607625825E0,1.386586993E2,4.821086173E0,4.821086173E0
1.581216029E2,3.211545900E1,1.189514372E2,1.644498398E1,1.620002674E0,1.461378797E2,4.829888625E0,4.829888625E0
1.591215670E2,3.211544873E1,1.189514485E2,1.664749500E1,1.527779158E0,1.435370329E2,4.823800279E0,4.823800279E0
1.601215351E2,3.211543822E1,1.189514585E2,1.663069291E1,1.502132745E0,1.440627435E2,4.838552387E0,4.838552387E0
1.611215055E2,3.211542264E1,1.189514718E2,1.678640484E1,1.672352026E0,1.442660034E2,4.830227224E0,4.830227224E0
1.621214770E2,3.211541092E1,1.189514820E2,1.665476492E1,1.615883747E0,1.442019026E2,4.821160909E0,4.821160909E0
1.631214504E2,3.211539771E1,1.189514913E2,1.635025440E1,1.625689757E0,1.482985030E2,4.820546033E0,4.820546033E0
1.641214268E2,3.211538356E1,1.189515014E2,1.604932163E1,1.625745051E0,1.493050660E2,4.816359957E0,4.816359957E0
1.651214051E2,3.211537012E1,1.189515129E2,1.631210360E1,1.614500041E0,1.471148538E2,4.814855859E0,4.814855859E0
1.661213843E2,3.211535517E1,1.189515206E2,1.644622140E1,1.640377974E0,1.494583627E2,4.813096674E0,4.813096674E0
1.671213642E2,3.211534054E1,1.189515290E2,1.649440855E1,1.613681765E0,1.501577637E2,4.814628427E0,4.814628427E0
1.681213478E2,3.211532512E1,1.189515367E2,1.627244184E1,1.614488153E0,1.553282958E2,4.812447040E0,4.812447040E0
1.691213305E2,3.211531067E1,1.189515405E2,1.636932231E1,1.616970798E0,1.583472048E2,4.811817706E0,4.811817706E0
1.701213608E2,3.211530048E1,1.189515544E2,1.636188873E1,1.611795507E0,1.503108258E2,4.808625826E0,4.808625826E0
1.711213014E2,3.211528708E1,1.189515637E2,1.650990429E1,1.614548838E0,1.464016891E2,4.810426694E0,4.810426694E0
1.721212891E2,3.211526965E1,1.189515659E2,1.677930478E1,1.657783477E0,1.542073048E2,4.817419380E0,4.817419380E0
1.731212770E2,3.211525852E1,1.189515729E2,1.660021267E1,1.636129909E0,1.540064016E2,4.822472961E0,4.822472961E0
1.741212670E2,3.211524541E1,1.189515780E2,1.656552806E1,1.628150981E0,1.540252725E2,4.829544819E0,4.829544819E0
