"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.845843700E-2,-4.368750000E1,-2.456250000E1,5.062500000E0
3.845843700E-2,-4.268750000E1,-2.462500000E1,8.062500000E0
5.846000000E-2,-4.225000000E1,-2.575000000E1,8.437500000E0
8.845843700E-2,-4.168750000E1,-2.750000000E1,8.125000000E-1
1.084584370E-1,-4.050000000E1,-2.868750000E1,-5.562500000E0
1.284584370E-1,-3.937500000E1,-3.037500000E1,-8.750000000E0
1.484584370E-1,-3.806250000E1,-3.131250000E1,-9.375000000E0
1.684584370E-1,-3.750000000E1,-3.225000000E1,-9.312500000E0
1.884584370E-1,-3.725000000E1,-3.281250000E1,-9.125000000E0
2.084600000E-1,-3.675000000E1,-3.343750000E1,-9.687500000E0
2.384584370E-1,-3.662500000E1,-3.400000000E1,-1.081250000E1
2.584584370E-1,-3.650000000E1,-3.450000000E1,-1.181250000E1
2.784600000E-1,-3.637500000E1,-3.481250000E1,-1.368750000E1
3.084568750E-1,-3.600000000E1,-3.493750000E1,-1.631250000E1
3.284631250E-1,-3.562500000E1,-3.475000000E1,-1.825000000E1
3.584584370E-1,-3.543750000E1,-3.362500000E1,-2.031250000E1
3.884568750E-1,-3.631250000E1,-3.275000000E1,-2.037500000E1
4.084584370E-1,-3.700000000E1,-3.231250000E1,-1.906250000E1
4.284662500E-1,-3.793750000E1,-3.225000000E1,-1.737500000E1
4.584584370E-1,-3.718750000E1,-3.287500000E1,-1.675000000E1
4.784584370E-1,-3.575000000E1,-3.275000000E1,-1.800000000E1
4.984584370E-1,-3.562500000E1,-3.256250000E1,-1.887500000E1
5.284600000E-1,-3.618750000E1,-3.312500000E1,-1.756250000E1
5.584568750E-1,-3.762500000E1,-3.387500000E1,-1.506250000E1
5.784584370E-1,-3.831250000E1,-3.412500000E1,-1.412500000E1
5.984584370E-1,-3.906250000E1,-3.362500000E1,-1.362500000E1
6.184584370E-1,-3.993750000E1,-3.281250000E1,-1.375000000E1
6.384584370E-1,-4.081250000E1,-3.187500000E1,-1.275000000E1
6.584584370E-1,-4.137500000E1,-3.137500000E1,-1.025000000E1
6.784584370E-1,-4.137500000E1,-3.106250000E1,-7.875000000E0
7.084600000E-1,-4.156250000E1,-3.006250000E1,-5.687500000E0
7.384584370E-1,-4.218750000E1,-2.893750000E1,-3.187500000E0
7.584584370E-1,-4.293750000E1,-2.775000000E1,-1.250000000E0
7.784584370E-1,-4.356250000E1,-2.656250000E1,2.500000000E-1
8.084568750E-1,-4.400000000E1,-2.575000000E1,1.812500000E0
8.284584370E-1,-4.431250000E1,-2.593750000E1,2.187500000E0
8.484584370E-1,-4.375000000E1,-2.643750000E1,2.875000000E0
8.684584370E-1,-4.325000000E1,-2.712500000E1,3.750000000E0
8.884584370E-1,-4.281250000E1,-2.768750000E1,5.062500000E0
9.084584370E-1,-4.281250000E1,-2.700000000E1,7.062500000E0
9.284600000E-1,-4.262500000E1,-2.562500000E1,1.037500000E1
9.584584370E-1,-4.175000000E1,-2.400000000E1,1.675000000E1
9.784584370E-1,-4.093750000E1,-2.300000000E1,1.893750000E1
9.984584370E-1,-4.093750000E1,-2.275000000E1,1.856250000E1
1.018458437E0,-4.212500000E1,-2.337500000E1,1.481250000E1
1.038458437E0,-4.293750000E1,-2.512500000E1,8.500000000E0
1.058458437E0,-4.237500000E1,-2.731250000E1,2.812500000E0
1.078458437E0,-4.168750000E1,-2.937500000E1,-5.000000000E-1
1.098458437E0,-4.087500000E1,-3.093750000E1,-1.250000000E0
1.118458437E0,-4.000000000E1,-3.212500000E1,-9.375000000E-1
1.138458437E0,-3.925000000E1,-3.281250000E1,-9.375000000E-1
1.168458437E0,-3.868750000E1,-3.356250000E1,-2.312500000E0
1.188458437E0,-3.850000000E1,-3.356250000E1,-4.125000000E0
1.208458437E0,-3.850000000E1,-3.368750000E1,-5.562500000E0
1.228458437E0,-3.837500000E1,-3.393750000E1,-7.562500000E0
1.248458437E0,-3.818750000E1,-3.381250000E1,-9.562500000E0
1.278458437E0,-3.806250000E1,-3.375000000E1,-1.306250000E1
1.298458437E0,-3.818750000E1,-3.343750000E1,-1.506250000E1
1.318499062E0,-3.862500000E1,-3.268750000E1,-1.625000000E1
1.348458437E0,-3.900000000E1,-3.225000000E1,-1.631250000E1
1.378456875E0,-3.850000000E1,-3.218750000E1,-1.556250000E1
1.398458437E0,-3.818750000E1,-3.250000000E1,-1.487500000E1
1.418458437E0,-3.768750000E1,-3.231250000E1,-1.525000000E1
1.438458437E0,-3.743750000E1,-3.193750000E1,-1.618750000E1
1.458458437E0,-3.750000000E1,-3.193750000E1,-1.656250000E1
1.488458437E0,-3.818750000E1,-3.237500000E1,-1.487500000E1
1.508458437E0,-3.843750000E1,-3.281250000E1,-1.368750000E1
1.538458437E0,-3.900000000E1,-3.312500000E1,-1.306250000E1
1.568458437E0,-3.993750000E1,-3.187500000E1,-1.200000000E1
1.588458437E0,-4.056250000E1,-3.112500000E1,-9.687500000E0
1.608458437E0,-4.106250000E1,-3.037500000E1,-6.875000000E0
1.638458437E0,-4.093750000E1,-2.975000000E1,-5.125000000E0
1.668456875E0,-4.162500000E1,-2.918750000E1,-2.937500000E0
1.688456875E0,-4.237500000E1,-2.793750000E1,-9.375000000E-1
1.708458437E0,-4.293750000E1,-2.668750000E1,1.875000000E0
1.728458437E0,-4.368750000E1,-2.531250000E1,3.937500000E0
1.748458437E0,-4.393750000E1,-2.418750000E1,5.500000000E0
1.778458437E0,-4.400000000E1,-2.387500000E1,6.812500000E0
1.798458437E0,-4.381250000E1,-2.418750000E1,6.812500000E0
1.818458437E0,-4.337500000E1,-2.475000000E1,7.062500000E0
1.848460000E0,-4.318750000E1,-2.468750000E1,9.875000000E0
1.878456875E0,-4.275000000E1,-2.175000000E1,1.562500000E1
1.898458437E0,-4.193750000E1,-2.056250000E1,1.887500000E1
1.918458437E0,-4.156250000E1,-1.993750000E1,2.006250000E1
1.938458437E0,-4.143750000E1,-1.962500000E1,1.993750000E1
1.958458437E0,-4.200000000E1,-2.043750000E1,1.831250000E1
1.978458437E0,-4.306250000E1,-2.237500000E1,1.368750000E1
1.998458437E0,-4.306250000E1,-2.487500000E1,8.375000000E0
2.028456875E0,-4.212500000E1,-2.875000000E1,2.062500000E0
2.048458437E0,-4.075000000E1,-3.056250000E1,9.375000000E-1
2.068458437E0,-3.962500000E1,-3.150000000E1,1.875000000E-1
2.088458437E0,-3.912500000E1,-3.181250000E1,-5.000000000E-1
2.108458437E0,-3.868750000E1,-3.225000000E1,-1.250000000E0
2.138458437E0,-3.868750000E1,-3.281250000E1,-3.000000000E0
2.158458437E0,-3.881250000E1,-3.331250000E1,-4.312500000E0
2.178458437E0,-3.887500000E1,-3.400000000E1,-6.312500000E0
2.208458437E0,-3.818750000E1,-3.431250000E1,-9.937500000E0
2.238456875E0,-3.825000000E1,-3.456250000E1,-1.362500000E1
2.258458437E0,-3.818750000E1,-3.437500000E1,-1.493750000E1
2.278458437E0,-3.862500000E1,-3.406250000E1,-1.525000000E1
2.308456875E0,-3.900000000E1,-3.362500000E1,-1.381250000E1
2.328458437E0,-3.837500000E1,-3.368750000E1,-1.312500000E1
2.348458437E0,-3.762500000E1,-3.368750000E1,-1.443750000E1
2.368458437E0,-3.650000000E1,-3.356250000E1,-1.643750000E1
2.398458437E0,-3.681250000E1,-3.318750000E1,-1.656250000E1
2.418460000E0,-3.743750000E1,-3.318750000E1,-1.518750000E1
2.448458437E0,-3.762500000E1,-3.381250000E1,-1.168750000E1
2.468458437E0,-3.818750000E1,-3.393750000E1,-9.500000000E0
2.488458437E0,-3.862500000E1,-3.331250000E1,-8.187500000E0
2.508458437E0,-3.962500000E1,-3.175000000E1,-8.937500000E0
2.528458437E0,-4.093750000E1,-2.987500000E1,-9.187500000E0
2.548458437E0,-4.131250000E1,-2.937500000E1,-6.937500000E0
2.568458437E0,-4.137500000E1,-2.900000000E1,-5.250000000E0
2.588458437E0,-4.162500000E1,-2.850000000E1,-3.875000000E0
2.608458437E0,-4.218750000E1,-2.800000000E1,-2.312500000E0
2.638458437E0,-4.281250000E1,-2.687500000E1,1.062500000E0
2.668456875E0,-4.381250000E1,-2.506250000E1,4.687500000E0
2.688458437E0,-4.431250000E1,-2.375000000E1,6.000000000E0
2.708458437E0,-4.468750000E1,-2.300000000E1,6.062500000E0
2.728458437E0,-4.518750000E1,-2.262500000E1,6.312500000E0
2.748458437E0,-4.518750000E1,-2.281250000E1,6.562500000E0
2.768458437E0,-4.468750000E1,-2.375000000E1,7.000000000E0
2.788458437E0,-4.462500000E1,-2.350000000E1,8.187500000E0
2.818458437E0,-4.481250000E1,-2.050000000E1,1.237500000E1
2.838458437E0,-4.425000000E1,-1.856250000E1,1.600000000E1
2.858458437E0,-4.337500000E1,-1.743750000E1,1.931250000E1
2.888456875E0,-4.281250000E1,-1.731250000E1,2.093750000E1
2.908458437E0,-4.356250000E1,-1.818750000E1,1.862500000E1
2.928467812E0,-4.468750000E1,-2.081250000E1,1.412500000E1
2.958458437E0,-4.375000000E1,-2.500000000E1,6.500000000E0
2.988458437E0,-4.156250000E1,-2.831250000E1,1.812500000E0
3.008458437E0,-4.056250000E1,-2.956250000E1,1.000000000E0
3.038458437E0,-3.943750000E1,-3.062500000E1,-6.250000000E-2
3.058458437E0,-3.906250000E1,-3.150000000E1,-1.437500000E0
3.078458437E0,-3.900000000E1,-3.250000000E1,-3.062500000E0
3.108458437E0,-3.900000000E1,-3.331250000E1,-6.312500000E0
3.138458437E0,-3.850000000E1,-3.343750000E1,-9.812500000E0
3.158458437E0,-3.856250000E1,-3.300000000E1,-1.225000000E1
3.178458437E0,-3.856250000E1,-3.237500000E1,-1.487500000E1
3.198458437E0,-3.837500000E1,-3.200000000E1,-1.656250000E1
3.218458437E0,-3.868750000E1,-3.162500000E1,-1.737500000E1
3.238458437E0,-3.931250000E1,-3.112500000E1,-1.693750000E1
3.258458437E0,-4.000000000E1,-3.068750000E1,-1.568750000E1
3.278458437E0,-3.962500000E1,-3.106250000E1,-1.406250000E1
3.298458437E0,-3.925000000E1,-3.118750000E1,-1.400000000E1
3.318458437E0,-3.887500000E1,-3.118750000E1,-1.550000000E1
3.338458437E0,-3.837500000E1,-3.093750000E1,-1.662500000E1
3.358458437E0,-3.893750000E1,-3.112500000E1,-1.600000000E1
3.378458437E0,-3.956250000E1,-3.162500000E1,-1.425000000E1
3.398458437E0,-4.006250000E1,-3.206250000E1,-1.187500000E1
3.418460000E0,-4.087500000E1,-3.225000000E1,-1.012500000E1
3.448458437E0,-4.218750000E1,-3.100000000E1,-9.687500000E0
3.468458437E0,-4.331250000E1,-2.943750000E1,-9.437500000E0
3.488458437E0,-4.393750000E1,-2.856250000E1,-7.625000000E0
3.508458437E0,-4.443750000E1,-2.806250000E1,-5.312500000E0
3.528458437E0,-4.462500000E1,-2.787500000E1,-3.562500000E0
3.548458437E0,-4.487500000E1,-2.756250000E1,-2.562500000E0
3.568460000E0,-4.525000000E1,-2.706250000E1,-1.312500000E0
3.598458437E0,-4.606250000E1,-2.506250000E1,2.187500000E0
3.618458437E0,-4.668750000E1,-2.375000000E1,4.125000000E0
3.638460000E0,-4.687500000E1,-2.287500000E1,5.500000000E0
3.668458437E0,-4.675000000E1,-2.243750000E1,6.125000000E0
3.688458437E0,-4.668750000E1,-2.318750000E1,7.125000000E0
3.708460000E0,-4.618750000E1,-2.325000000E1,8.875000000E0
3.738458437E0,-4.600000000E1,-2.168750000E1,1.312500000E1
3.758458437E0,-4.575000000E1,-1.968750000E1,1.625000000E1
3.778458437E0,-4.550000000E1,-1.712500000E1,1.912500000E1
3.798458437E0,-4.525000000E1,-1.562500000E1,2.062500000E1
3.818458437E0,-4.568750000E1,-1.512500000E1,2.018750000E1
3.838458437E0,-4.681250000E1,-1.693750000E1,1.700000000E1
3.858458437E0,-4.668750000E1,-2.062500000E1,1.343750000E1
3.878458437E0,-4.587500000E1,-2.450000000E1,9.375000000E0
3.898458437E0,-4.450000000E1,-2.806250000E1,5.937500000E0
3.918458437E0,-4.331250000E1,-3.006250000E1,4.250000000E0
3.938458437E0,-4.237500000E1,-3.068750000E1,4.000000000E0
3.968458437E0,-4.162500000E1,-3.125000000E1,4.312500000E0
3.998458437E0,-4.162500000E1,-3.162500000E1,2.875000000E0
4.028456875E0,-4.193750000E1,-3.268750000E1,5.625000000E-1
4.048458437E0,-4.225000000E1,-3.312500000E1,-2.312500000E0
4.068460000E0,-4.206250000E1,-3.368750000E1,-5.312500000E0
4.098458437E0,-4.250000000E1,-3.425000000E1,-9.062500000E0
4.118458437E0,-4.287500000E1,-3.381250000E1,-9.937500000E0
4.138458437E0,-4.356250000E1,-3.318750000E1,-9.312500000E0
4.158458437E0,-4.412500000E1,-3.275000000E1,-8.000000000E0
4.178458437E0,-4.381250000E1,-3.262500000E1,-6.437500000E0
4.198458437E0,-4.293750000E1,-3.275000000E1,-5.375000000E0
4.218458437E0,-4.250000000E1,-3.287500000E1,-6.125000000E0
4.238458437E0,-4.162500000E1,-3.287500000E1,-8.312500000E0
4.258458437E0,-4.112500000E1,-3.256250000E1,-9.125000000E0
4.278458437E0,-4.100000000E1,-3.281250000E1,-8.125000000E0
4.298458437E0,-4.125000000E1,-3.300000000E1,-6.000000000E0
4.328458437E0,-4.075000000E1,-3.325000000E1,-2.375000000E0
4.348458437E0,-4.168750000E1,-3.275000000E1,-3.125000000E-1
4.368458437E0,-4.300000000E1,-3.087500000E1,0.000000000E0
4.398458437E0,-4.500000000E1,-2.831250000E1,-1.562500000E0
4.418458437E0,-4.568750000E1,-2.731250000E1,-1.250000000E-1
4.438458437E0,-4.581250000E1,-2.631250000E1,1.437500000E0
4.458458437E0,-4.643750000E1,-2.537500000E1,2.812500000E0
4.478458437E0,-4.693750000E1,-2.425000000E1,4.562500000E0
4.498458437E0,-4.737500000E1,-2.262500000E1,7.250000000E0
4.518458437E0,-4.768750000E1,-2.081250000E1,1.031250000E1
4.548458437E0,-4.775000000E1,-1.875000000E1,1.268750000E1
4.568458437E0,-4.775000000E1,-1.800000000E1,1.325000000E1
4.588458437E0,-4.787500000E1,-1.775000000E1,1.306250000E1
4.618458437E0,-4.750000000E1,-1.862500000E1,1.318750000E1
4.638458437E0,-4.731250000E1,-1.937500000E1,1.462500000E1
4.668456875E0,-4.712500000E1,-1.687500000E1,1.800000000E1
4.688458437E0,-4.656250000E1,-1.525000000E1,2.106250000E1
4.708458437E0,-4.543750000E1,-1.437500000E1,2.400000000E1
4.728458437E0,-4.443750000E1,-1.362500000E1,2.518750000E1
4.748458437E0,-4.418750000E1,-1.387500000E1,2.468750000E1
4.778458437E0,-4.500000000E1,-1.631250000E1,2.081250000E1
4.798458437E0,-4.525000000E1,-1.868750000E1,1.643750000E1
4.828456875E0,-4.500000000E1,-2.306250000E1,1.100000000E1
4.848460000E0,-4.425000000E1,-2.518750000E1,9.812500000E0
4.878458437E0,-4.325000000E1,-2.643750000E1,1.006250000E1
4.898458437E0,-4.275000000E1,-2.731250000E1,9.687500000E0
4.918458437E0,-4.256250000E1,-2.812500000E1,8.937500000E0
4.938458437E0,-4.268750000E1,-2.881250000E1,7.437500000E0
4.958458437E0,-4.300000000E1,-2.962500000E1,5.437500000E0
4.978458437E0,-4.281250000E1,-3.025000000E1,3.375000000E0
