"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,1.090685272E1,-5.536802292E0,1.096439123E0
2.200312500E-2,9.850750923E0,-1.978386402E0,-5.977852345E0
4.399843700E-2,1.013594818E1,-1.366658211E0,-7.819232941E0
6.399843700E-2,9.618878365E0,-3.084890604E0,-6.092984676E0
8.399843700E-2,1.265723419E1,-3.311477900E0,1.714918852E0
1.039984370E-1,1.328152752E1,-2.503415585E0,1.321886635E1
1.239984370E-1,1.381731129E1,7.164121866E-1,1.951129723E1
1.439984370E-1,1.046515179E1,3.450724602E0,1.500283432E1
1.639984370E-1,7.134567738E0,2.704806328E0,8.161900520E0
1.839984370E-1,5.035638332E0,1.639089584E0,4.444442749E0
2.040000000E-1,3.187984943E0,1.247752547E0,2.341749430E0
2.260000000E-1,1.963369846E0,3.633823693E-1,1.265124917E0
2.460000000E-1,1.780251741E0,-6.264189482E-1,8.901641965E-1
2.679984370E-1,2.802920580E0,-1.949540973E0,6.370300055E-1
2.879984370E-1,3.354487419E0,-2.506020546E0,4.261391461E-1
3.079984370E-1,4.151353836E0,-1.775463343E0,1.972439051E0
3.279984370E-1,4.663445473E0,-3.330430388E-1,4.225842953E0
3.479984370E-1,6.209601402E0,1.244218707E0,5.700172901E0
3.699984370E-1,8.832421303E0,3.017335653E0,5.683767796E0
3.899984370E-1,1.253557110E1,3.856158733E0,4.801906586E0
4.099984370E-1,1.879667664E1,2.641925097E0,1.483150482E0
4.299984370E-1,2.232140923E1,3.069012165E0,-4.454996586E0
4.499984370E-1,1.364812756E1,7.051565647E0,-1.173044777E1
4.719984370E-1,9.298170090E0,6.606205940E0,-7.147687912E0
4.919984370E-1,1.212246609E1,4.244843006E0,1.901293039E0
5.119984370E-1,9.770105362E0,1.563854218E0,4.465310574E0
5.319984370E-1,7.856439114E0,2.838852704E-1,4.141317844E0
5.539968750E-1,1.045049858E1,6.503801346E-1,4.730377674E0
5.739984370E-1,1.329453278E1,1.148891211E0,5.500486851E0
5.939984370E-1,1.416461468E1,1.154560685E0,5.693104744E0
6.139984370E-1,1.327962208E1,-7.292929888E-1,1.032819366E1
6.339984370E-1,1.154820251E1,-2.509707451E0,1.137639427E1
6.539984370E-1,7.074482918E0,-1.331501722E0,4.678423405E0
6.739984370E-1,4.729142189E0,-3.602507412E-1,3.138673782E0
6.960000000E-1,2.992234945E0,3.112366199E-1,2.731564045E0
7.160000000E-1,2.685681343E0,6.186521649E-1,2.388216257E0
7.379984370E-1,3.396960497E0,2.934525013E-1,2.469676495E0
7.580000000E-1,4.215786934E0,4.745882154E-1,1.599374652E0
7.799984370E-1,5.118736267E0,-2.122220397E-1,4.396712184E-1
7.999984370E-1,5.571968079E0,-1.696617603E0,1.263535142E0
8.199984370E-1,7.039134979E0,-2.860055923E0,2.131538630E0
8.399984370E-1,8.990169525E0,-2.937876940E0,2.440304518E0
8.599984370E-1,1.161730862E1,-2.654317379E0,2.840375423E0
8.799984370E-1,1.430203247E1,-1.906148434E0,3.512878180E0
8.999984370E-1,1.660563660E1,-2.532098055E0,2.701588392E0
9.200000000E-1,1.521492195E1,-4.562534332E0,1.455961943E0
9.400000000E-1,1.159528160E1,-4.402458191E0,-6.952465057E0
9.600046870E-1,9.673101425E0,-2.482595742E-1,-1.125859928E1
9.819984370E-1,9.855990410E0,-6.750404239E-1,-7.442548275E0
1.001998437E0,9.049880981E0,-2.267472029E0,-6.202428818E0
1.021998437E0,1.191932201E1,-4.078177929E0,-2.162538767E-1
1.041998437E0,1.348431683E1,-4.337670803E0,8.515935898E0
1.063998437E0,1.467670536E1,-2.148221493E0,1.562171555E1
1.085998437E0,1.199012375E1,1.438359737E0,1.552098751E1
1.105998437E0,8.222176552E0,2.356900215E0,9.569911003E0
1.125998437E0,5.512707233E0,1.766001463E0,5.233983517E0
1.145998437E0,3.642059565E0,1.156973958E0,2.977841139E0
1.166000000E0,1.950086951E0,4.252197742E-1,2.408863783E0
1.187998437E0,1.718203664E0,-3.925150037E-1,1.896562099E0
1.207998437E0,2.018082142E0,-9.664338827E-1,1.140722156E0
1.228004687E0,2.785260916E0,-1.225036383E0,8.740751445E-2
1.249998437E0,3.624170065E0,-9.200821519E-1,-2.732262947E-2
1.269998437E0,4.718416214E0,-6.615658104E-2,1.943708777E0
1.289998437E0,6.866809845E0,6.291866302E-1,3.999782085E0
1.309998437E0,9.995983124E0,1.012220621E0,4.651330471E0
1.329998437E0,1.411219978E1,1.327479482E0,4.093308926E0
1.349998437E0,1.890295029E1,2.195396662E0,2.500264883E0
1.369998437E0,1.932510567E1,4.436848640E0,1.268965244E0
1.389998437E0,1.503408337E1,6.532885551E0,-1.327287912E0
1.409998437E0,1.228548241E1,7.628817558E0,-9.160771370E0
1.429998437E0,1.092752934E1,6.092783928E0,-5.952971458E0
1.449998437E0,1.289610004E1,2.374147892E0,2.419034481E0
1.470004687E0,9.546525002E0,3.818847239E-1,3.710246563E0
1.492001562E0,8.838310242E0,-9.740570188E-2,3.916961908E0
1.513996875E0,1.204496098E1,6.218220666E-2,5.247247696E0
1.533998437E0,1.282712650E1,4.304296076E-1,5.938855648E0
1.556001562E0,1.227624035E1,-1.165669799E0,7.695624828E0
1.577998437E0,1.081843090E1,-2.880942822E0,1.002024078E1
1.597998437E0,8.653018951E0,-1.869105339E0,4.592088223E0
1.617998437E0,7.382128239E0,-1.452207923E0,4.827122688E0
1.637998437E0,4.559565544E0,-2.666374445E-1,4.846678257E0
1.657998437E0,2.875216007E0,2.603167593E-1,3.662103891E0
1.679996875E0,2.799338818E0,4.344422519E-1,3.084832907E0
1.699998437E0,3.272663116E0,-5.631833076E-1,2.546549559E0
1.720010937E0,3.695277929E0,-1.597775221E0,1.765388608E0
1.741998437E0,4.162137508E0,-2.326742649E0,1.447496057E0
