"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.205270000E1,1.187766060E2,0.000000000E0,0.000000000E0,0.000000000E0,3.000000000E1,0.000000000E0
6.808703120E-1,3.205270000E1,1.187766060E2,0.000000000E0,0.000000000E0,0.000000000E0,3.000000000E1,0.000000000E0
5.244427603E0,3.205266923E1,1.187764164E2,4.292139047E1,1.189582229E0,2.422614899E2,2.285438156E1,2.285438156E1
6.240554166E0,3.205267532E1,1.187763990E2,3.877400434E1,1.054886580E0,2.331302490E2,1.854414177E1,1.854414177E1
7.241529165E0,3.205267893E1,1.187763858E2,3.449741181E1,8.127017617E-1,2.301210938E2,1.838886070E1,1.838886070E1
8.239838019E0,3.205267452E1,1.187763815E2,3.231525102E1,6.787229776E-1,2.016517944E2,1.627626610E1,1.627626610E1
9.244662498E0,3.205264242E1,1.187764070E2,3.109378215E1,6.456153989E-1,1.938843842E2,9.496932030E0,9.496932030E0
1.025133594E1,3.205263168E1,1.187764056E2,1.874973524E1,1.033569694E0,2.001696930E2,1.093296432E1,1.093296432E1
1.125241875E1,3.205259803E1,1.187764333E2,3.718127022E1,7.199693918E-1,1.722416992E2,1.380786705E1,1.380786705E1
1.210232708E1,3.205259733E1,1.187764334E2,2.788010801E1,7.940590978E-1,1.793869171E2,9.304938316E0,9.304938316E0
1.310476823E1,3.205260202E1,1.187764409E2,2.381928004E1,8.434070349E-1,1.767934875E2,8.013637543E0,8.013637543E0
1.410818125E1,3.205262094E1,1.187764240E2,2.031201076E1,1.416218042E0,1.865605621E2,8.037779808E0,8.037779808E0
1.511024583E1,3.205260739E1,1.187764306E2,1.815265737E1,1.195436597E0,1.865605621E2,7.166043282E0,7.166043282E0
1.610995521E1,3.205259337E1,1.187764214E2,1.199087760E1,1.235134244E0,2.034005737E2,6.245742798E0,6.245742798E0
1.711240416E1,3.205258025E1,1.187764187E2,1.131885369E1,9.979817867E-1,1.918499146E2,4.833014965E0,4.833014965E0
1.811382916E1,3.205255372E1,1.187764231E2,8.380587920E0,1.412567973E0,1.754570160E2,4.617565155E0,4.617565155E0
1.911238698E1,3.205254309E1,1.187764233E2,7.689566859E0,1.654844642E0,1.748136749E2,4.490556717E0,4.490556717E0
2.011560573E1,3.205254125E1,1.187764300E2,7.427960110E0,1.595923543E0,1.837667084E2,4.457552910E0,4.457552910E0
2.111487031E1,3.205253053E1,1.187764333E2,7.549884674E0,1.553787589E0,1.871018372E2,4.493021488E0,4.493021488E0
2.211798125E1,3.205251969E1,1.187764378E2,7.392974658E0,1.529671907E0,1.883480682E2,4.462697029E0,4.462697029E0
2.311494635E1,3.205249704E1,1.187764355E2,7.102110154E0,1.543010235E0,1.867243805E2,4.459502220E0,4.459502220E0
2.411560208E1,3.205246627E1,1.187764543E2,7.295011898E0,1.567069650E0,1.759987640E2,4.615759850E0,4.615759850E0
2.511391041E1,3.205244606E1,1.187764647E2,7.524376285E0,1.565634370E0,1.730186157E2,4.765234470E0,4.765234470E0
2.612182864E1,3.205242522E1,1.187764699E2,7.658643973E0,1.579959989E0,1.763511810E2,4.820083618E0,4.820083618E0
2.711705364E1,3.205240711E1,1.187764801E2,8.050755178E0,1.459614635E0,1.714615784E2,4.730334282E0,4.730334282E0
2.811013281E1,3.205240086E1,1.187764864E2,8.021292302E0,1.106862307E0,1.468630981E2,4.609957695E0,4.609957695E0
2.911606041E1,3.205239485E1,1.187764925E2,7.885774636E0,9.993513823E-1,1.188202209E2,4.344835758E0,4.344835758E0
3.010688281E1,3.205238645E1,1.187764994E2,7.433073378E0,9.112077951E-1,1.232912903E2,4.203142643E0,4.203142643E0
3.111058802E1,3.205238131E1,1.187764989E2,7.150191740E0,6.853699684E-1,1.228961487E2,4.063687801E0,4.063687801E0
3.210261458E1,3.205237751E1,1.187765055E2,7.500911783E0,6.788858175E-1,8.984295654E1,4.110074520E0,4.110074520E0
3.311084114E1,3.205238012E1,1.187765078E2,8.068928382E0,1.007076025E0,1.669333496E2,4.537055969E0,4.537055969E0
3.411030677E1,3.205237011E1,1.187765069E2,7.418886794E0,1.289322853E0,1.855033569E2,4.699999809E0,4.699999809E0
3.511522447E1,3.205236080E1,1.187765016E2,7.983578750E0,1.293345690E0,1.896181030E2,4.699999809E0,4.699999809E0
3.610333124E1,3.205235238E1,1.187765004E2,8.388699490E0,1.040976405E0,1.896768188E2,4.699999809E0,4.699999809E0
3.711257083E1,3.205234459E1,1.187765040E2,8.774018390E0,8.715243340E-1,1.805734406E2,4.699999809E0,4.699999809E0
3.811584426E1,3.205233734E1,1.187765100E2,8.926289690E0,9.448196292E-1,1.587958069E2,4.699999809E0,4.699999809E0
3.912113593E1,3.205232812E1,1.187765180E2,8.733796265E0,1.068761945E0,1.694155273E2,4.699999809E0,4.699999809E0
4.012068593E1,3.205232070E1,1.187765268E2,8.610482912E0,1.219885349E0,9.216870117E1,4.699999809E0,4.699999809E0
4.111657760E1,3.205231767E1,1.187765436E2,8.235002017E0,1.541222453E0,7.884321594E1,4.699999809E0,4.699999809E0
4.211373020E1,3.205231973E1,1.187765630E2,7.961611369E0,1.492306232E0,7.627636719E1,4.699999809E0,4.699999809E0
4.310534635E1,3.205232239E1,1.187765799E2,7.981982319E0,1.433952689E0,6.524134064E1,4.699999809E0,4.699999809E0
4.410711562E1,3.205232646E1,1.187765938E2,8.115790742E0,1.307368517E0,5.583839035E1,4.699999809E0,4.699999809E0
4.511359010E1,3.205233235E1,1.187766066E2,8.264738890E0,1.238662720E0,6.013857651E1,4.699999809E0,4.699999809E0
4.611249895E1,3.205233735E1,1.187766188E2,8.409298601E0,1.221498013E0,6.939392090E1,4.699999809E0,4.699999809E0
4.710785364E1,3.205234209E1,1.187766328E2,8.428585823E0,1.257008314E0,6.618113708E1,4.699999809E0,4.699999809E0
4.810772603E1,3.205234562E1,1.187766454E2,8.349387196E0,1.207477570E0,7.111379242E1,4.699999809E0,4.699999809E0
4.910996458E1,3.205234893E1,1.187766592E2,8.363322071E0,1.227471232E0,7.193668365E1,4.699999809E0,4.699999809E0
5.010917291E1,3.205235071E1,1.187766738E2,8.199645628E0,1.244743705E0,6.402713013E1,4.900000095E0,4.900000095E0
5.110996822E1,3.205235514E1,1.187766923E2,8.014762897E0,1.244635224E0,5.614876175E1,4.699999809E0,4.699999809E0
5.210664062E1,3.205236020E1,1.187767105E2,7.883034003E0,1.271761179E0,5.311680603E1,4.699999809E0,4.699999809E0
5.311010520E1,3.205236638E1,1.187767262E2,7.722638813E0,1.206231117E0,6.734291077E1,4.699999809E0,4.699999809E0
5.410928072E1,3.205236902E1,1.187767442E2,7.541942949E0,1.181019545E0,7.314073944E1,4.699999809E0,4.699999809E0
