"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
0.000000000E0,8.225625610E1,3.494437561E2,1.560000000E2
2.005534400E-2,1.036875076E2,3.492562561E2,1.546125031E2
4.010951500E-2,1.255125046E2,3.507562561E2,1.540875092E2
6.013481100E-2,1.366125031E2,3.518437500E2,1.535812531E2
8.014585900E-2,1.365562592E2,3.520875244E2,1.538812561E2
1.101329650E-1,1.368562622E2,3.521437683E2,1.540875092E2
1.401196570E-1,1.368562622E2,3.520875244E2,1.537875061E2
1.701085970E-1,1.369875031E2,3.519000244E2,1.534125061E2
2.001067490E-1,1.369125061E2,3.519000244E2,1.537125092E2
2.201175410E-1,1.370250092E2,3.517875061E2,1.540125122E2
2.501215970E-1,1.366687622E2,3.516000061E2,1.541437531E2
2.801192820E-1,1.367250061E2,3.518437500E2,1.540125122E2
3.101189950E-1,1.365562592E2,3.516000061E2,1.533000031E2
3.401150190E-1,1.362562561E2,3.514875183E2,1.534875031E2
3.601197890E-1,1.364437561E2,3.511875000E2,1.537125092E2
3.901143930E-1,1.370250092E2,3.511875000E2,1.542000122E2
4.101188790E-1,1.375125122E2,3.513562622E2,1.540875092E2
4.401182730E-1,1.377562561E2,3.512437744E2,1.538437500E2
4.701184080E-1,1.374562531E2,3.513562622E2,1.540875092E2
5.001159190E-1,1.372125092E2,3.518437500E2,1.542000122E2
5.301129790E-1,1.371562500E2,3.522000122E2,1.543125000E2
5.601164660E-1,1.372875061E2,3.522000122E2,1.545000000E2
5.801209930E-1,1.370250092E2,3.517875061E2,1.548000031E2
6.001246550E-1,1.370250092E2,3.516000061E2,1.548000031E2
6.301232310E-1,1.374562531E2,3.513000183E2,1.549875031E2
6.601104610E-1,1.377562561E2,3.510562744E2,1.543125000E2
6.901151940E-1,1.381125031E2,3.506437683E2,1.542000122E2
7.201161430E-1,1.383562622E2,3.504562683E2,1.548000031E2
7.501151590E-1,1.382250061E2,3.499875183E2,1.550812531E2
7.801139680E-1,1.387125092E2,3.495000000E2,1.558687592E2
8.101211560E-1,1.392562561E2,3.492562561E2,1.555125122E2
8.301262530E-1,1.401562500E2,3.494437561E2,1.558687592E2
8.601153620E-1,1.399125061E2,3.497437744E2,1.555875092E2
8.801202910E-1,1.397250061E2,3.496875000E2,1.561687622E2
9.101206690E-1,1.394437561E2,3.501000061E2,1.567875061E2
9.401102930E-1,1.403437500E2,3.498562622E2,1.571437531E2
9.701125010E-1,1.405875092E2,3.504000244E2,1.572000122E2
1.000113626E0,1.404562531E2,3.502875061E2,1.575000000E2
1.030112977E0,1.408125000E2,3.507562561E2,1.582875061E2
1.060112386E0,1.410562592E2,3.511875000E2,1.582875061E2
1.080115572E0,1.409437561E2,3.513000183E2,1.589437561E2
1.100121258E0,1.407562561E2,3.508875122E2,1.588125000E2
1.130120947E0,1.399125061E2,3.504000244E2,1.589437561E2
1.160119221E0,1.396687622E2,3.504000244E2,1.585125122E2
1.190117680E0,1.391437531E2,3.505875244E2,1.585875092E2
1.220116037E0,1.387125092E2,3.508875122E2,1.586437531E2
1.250114124E0,1.384125061E2,3.505875244E2,1.588687592E2
1.280112925E0,1.381687622E2,3.504000244E2,1.593000031E2
1.310114310E0,1.382250061E2,3.504000244E2,1.595812531E2
1.340114641E0,1.381125031E2,3.504000244E2,1.595812531E2
1.370115519E0,1.388437500E2,3.504000244E2,1.601437531E2
1.390141575E0,1.390125122E2,3.501562500E2,1.605000000E2
1.420127607E0,1.391437531E2,3.498562622E2,1.610250092E2
1.440136251E0,1.390125122E2,3.496875000E2,1.612125092E2
1.470131695E0,1.391437531E2,3.485250244E2,1.615875092E2
1.490132604E0,1.393125000E2,3.480562744E2,1.620000000E2
1.510134812E0,1.399125061E2,3.474000244E2,1.618125000E2
1.530158085E0,1.399875031E2,3.470250244E2,1.616437531E2
1.560143505E0,1.391437531E2,3.455250244E2,1.612125092E2
1.590131190E0,1.372125092E2,3.428437500E2,1.597875061E2
1.610143997E0,1.360125122E2,3.413437500E2,1.588125000E2
1.640120726E0,1.350562592E2,3.403875122E2,1.576125031E2
1.670125333E0,1.347562561E2,3.399562683E2,1.572000122E2
1.690145712E0,1.352250061E2,3.403875122E2,1.575000000E2
1.720123165E0,1.354875031E2,3.408000183E2,1.576687622E2
