"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
-1.495101800E-2,1.815000057E0,9.037050247E0,3.211050034E0
5.050863000E-3,1.831950068E0,9.061050415E0,3.232950211E0
2.505275900E-2,1.813050032E0,9.015000343E0,3.229950190E0
4.505464000E-2,1.840950131E0,9.070950508E0,3.205950260E0
6.522565700E-2,1.851000071E0,9.065999985E0,3.192000151E0
8.525404200E-2,1.852950096E0,9.150000572E0,3.190050125E0
1.052823080E-1,1.864950061E0,9.157050133E0,3.156000137E0
1.253105810E-1,1.872000098E0,9.111000061E0,3.205950260E0
1.453388700E-1,1.834050059E0,9.031949997E0,3.253950119E0
1.653671490E-1,1.705050111E0,9.058950424E0,3.223050117E0
1.853956660E-1,1.674000025E0,9.049050331E0,3.235050201E0
2.054239730E-1,1.630950093E0,9.019950867E0,3.277950048E0
2.254522620E-1,1.717050076E0,8.934000015E0,3.360000134E0
2.454805450E-1,1.717050076E0,8.934000015E0,3.348000050E0
2.655089280E-1,1.645050049E0,8.920050621E0,3.349950075E0
2.855372650E-1,1.735950112E0,9.019950867E0,3.357000113E0
3.055655420E-1,1.744950056E0,9.007950783E0,3.357000113E0
3.255938560E-1,1.759950042E0,8.983950615E0,3.348000050E0
3.456221540E-1,1.755000114E0,8.914950371E0,3.331050158E0
3.656504520E-1,1.840950131E0,8.986950874E0,3.345000267E0
3.856789880E-1,1.966050148E0,9.111000061E0,3.292050123E0
4.057073200E-1,1.779000044E0,9.079950333E0,3.253950119E0
4.257356130E-1,1.860000134E0,9.159000397E0,3.345000267E0
4.457639260E-1,1.654050112E0,9.051000595E0,3.349950075E0
4.657923210E-1,1.603950024E0,9.001049995E0,3.418950081E0
4.858206440E-1,1.711950064E0,9.058950424E0,3.405000210E0
5.058489570E-1,1.647000074E0,9.007950783E0,3.397950172E0
5.258772870E-1,1.615950108E0,9.010950089E0,3.373950243E0
5.459058290E-1,1.602000117E0,8.925000191E0,3.382950068E0
5.659341230E-1,1.522950053E0,8.818950653E0,3.441000223E0
5.859624060E-1,1.597050071E0,8.789999962E0,3.481950283E0
6.059907330E-1,1.615950108E0,8.707050323E0,3.585000277E0
6.260190790E-1,1.540050030E0,8.512949944E0,3.637050152E0
6.460473150E-1,1.492050052E0,8.403000832E0,3.628050089E0
6.660756960E-1,1.441050053E0,8.307000160E0,3.685050249E0
6.861039950E-1,1.564050078E0,8.388000488E0,3.664050102E0
7.061325410E-1,1.867950082E0,8.379000664E0,3.300000191E0
7.261608360E-1,1.960950136E0,9.952050209E0,2.976000071E0
7.461891510E-1,1.852950096E0,9.601950645E0,2.980950117E0
7.662174740E-1,1.858050108E0,9.631050110E0,2.401950121E0
7.862457670E-1,1.762050033E0,9.394050598E0,2.437950134E0
8.062741530E-1,2.040000200E0,9.196950912E0,2.304000139E0
8.263024760E-1,2.287050009E0,9.046950340E0,2.125950098E0
8.463307930E-1,2.563950062E0,9.130050659E0,2.092950106E0
8.663593120E-1,3.013950109E0,9.268950462E0,2.100000143E0
8.863876130E-1,3.333000183E0,9.693000793E0,2.116950035E0
9.064159500E-1,3.390000105E0,9.672000885E0,2.064000130E0
9.264442570E-1,3.342000246E0,9.549000740E0,2.055000067E0
9.464726300E-1,2.959050179E0,9.520950317E0,2.040000200E0
9.665009720E-1,2.586000204E0,9.384000778E0,2.325000048E0
9.865292510E-1,2.406000137E0,9.298050880E0,2.470950127E0
1.006557543E0,2.406000137E0,9.367050171E0,2.586000204E0
1.026585856E0,2.266950130E0,9.439050674E0,2.707950115E0
1.046614393E0,2.157000065E0,9.259950638E0,2.871000051E0
1.066642710E0,2.197950125E0,9.019950867E0,3.060000181E0
1.086671012E0,2.180999994E0,8.902950287E0,3.175050259E0
1.106699399E0,2.263050079E0,8.824049950E0,3.172950268E0
1.126727701E0,2.322000027E0,8.776050568E0,3.052950144E0
1.146756038E0,2.233950138E0,8.605950356E0,3.121950150E0
1.166784360E0,2.101950169E0,8.434050560E0,3.115050077E0
1.186812911E0,2.290950060E0,8.173049927E0,3.132000208E0
1.206841223E0,2.197950125E0,8.079000473E0,3.301950216E0
1.226869526E0,2.326950073E0,8.046000481E0,3.345000267E0
1.246897937E0,2.422950029E0,8.275950432E0,3.253950119E0
1.266926269E0,2.542950153E0,8.515049934E0,3.240000248E0
1.286954596E0,2.670000076E0,8.521950722E0,3.481950283E0
1.306982913E0,2.530950069E0,8.272950172E0,3.496050119E0
1.327011444E0,2.482950211E0,8.589000702E0,3.964950085E0
1.347039772E0,2.883000135E0,8.656050682E0,3.781050205E0
1.367068082E0,2.437050104E0,8.806950569E0,4.071000099E0
1.387096393E0,2.167050123E0,8.800050735E0,4.344000340E0
1.407124745E0,1.924950123E0,8.947950363E0,4.348050117E0
1.427153024E0,1.084950089E0,9.724050522E0,3.895950079E0
1.447181317E0,8.359500170E-1,1.058400059E1,3.321000099E0
1.467209834E0,9.790500402E-1,1.151295090E1,3.340050220E0
1.487238137E0,1.864950061E0,1.217805099E1,3.391050100E0
1.507266421E0,2.494950056E0,1.285605049E1,2.476050138E0
1.527294792E0,2.064000130E0,1.272195053E1,2.650950193E0
1.547323086E0,-8.539500237E-1,1.205895042E1,2.172000170E0
1.567351399E0,-2.388000011E0,1.077795029E1,9.720000625E-1
1.587379944E0,-2.032050133E0,9.054000854E0,3.000000026E-3
1.607408267E0,-1.725000024E0,8.529000282E0,7.810500264E-1
1.627436594E0,6.079500318E-1,8.440950394E0,1.522950053E0
1.647464874E0,5.200500488E-1,8.182050705E0,2.044950008E0
1.667493259E0,7.395000011E-2,8.704050064E0,3.312000275E0
1.687521586E0,1.319999993E-1,8.869050026E0,2.896950245E0
1.707549923E0,1.489500105E-1,9.051000595E0,2.554950237E0
1.727578440E0,-4.200000316E-2,9.061050415E0,2.565000057E0
1.747606748E0,-3.649500310E-1,8.653950691E0,2.125950098E0
1.767635017E0,-1.050000079E-3,9.042000771E0,1.614000082E0
1.787663374E0,-9.900000691E-2,8.692049980E0,1.873050094E0
1.807691697E0,1.720500141E-1,8.095950127E0,1.830000043E0
1.827720214E0,7.039500475E-1,7.714950562E0,1.771950126E0
1.847748536E0,1.140000105E0,7.620000362E0,2.007000208E0
1.867776824E0,1.546950102E0,7.641000271E0,2.091000080E0
1.887805230E0,1.884000063E0,7.846950531E0,2.124000072E0
1.907833542E0,1.960950136E0,8.245050430E0,2.146050215E0
1.927861870E0,2.180999994E0,8.548950195E0,2.011950016E0
1.947890455E0,2.109000206E0,8.616000175E0,1.867950082E0
1.967918743E0,2.107050180E0,9.286050797E0,1.755000114E0
1.987947032E0,2.479950190E0,9.264000893E0,1.717050076E0
2.007975344E0,2.691000223E0,1.021005058E1,1.854000092E0
2.028003765E0,2.964000225E0,1.088505077E1,1.899000049E0
2.048032106E0,3.016950130E0,1.147200012E1,1.843950033E0
2.068060625E0,2.428050041E0,1.171395016E1,1.960950136E0
2.088088941E0,2.052000046E0,1.203900051E1,2.004000187E0
2.108117258E0,1.896000147E0,1.323405075E1,1.561050057E0
2.128145640E0,1.729050040E0,1.487895107E1,1.648050070E0
2.148173967E0,-1.569000125E0,1.343805027E1,1.055999994E0
2.168202491E0,-2.320950031E0,9.961050034E0,-2.295000106E-2
2.188230749E0,-1.747050047E0,7.383000374E0,-4.870500267E-1
2.208259042E0,-1.372950077E0,6.837000370E0,-7.930500507E-1
2.228287399E0,-1.207950115E0,7.723050594E0,-1.381950021E0
2.248315682E0,-1.275000095E0,8.521950722E0,-1.804050088E0
2.268344000E0,-1.696050048E0,9.801000595E0,-2.296950102E0
2.288372521E0,-1.692000031E0,1.001400089E1,-2.580000162E0
2.308400853E0,-3.439500034E-1,9.916050911E0,-1.087950110E0
2.328429250E0,3.469500244E-1,9.742950439E0,-5.400000140E-2
2.348457586E0,6.700500250E-1,8.860050201E0,1.285950065E0
2.368485879E0,9.340500236E-1,8.740050316E0,6.670950413E0
2.388514437E0,-1.095000096E-2,7.816050529E0,2.316000223E0
2.408542738E0,-8.680500388E-1,7.873050213E0,-2.020500153E-1
2.428571045E0,-1.408950090E0,7.768050194E0,5.770500302E-1
2.448599432E0,-1.432950020E0,7.608000278E0,2.044950008E0
2.468627731E0,-9.349500537E-1,7.681950569E0,7.710000277E-1
2.488656252E0,-4.969500303E-1,7.966950417E0,6.300000548E-1
2.508684531E0,2.299500108E-1,8.428950310E0,1.072950006E0
2.528712947E0,1.175999999E0,9.079950333E0,8.719500303E-1
2.548741273E0,2.044950008E0,9.751049995E0,9.630000591E-1
2.568769802E0,2.524050236E0,1.037505054E1,1.276950002E0
2.588798095E0,2.434950113E0,1.119405079E1,1.699950099E0
2.608826416E0,2.040000200E0,1.169505024E1,2.257950068E0
2.628854827E0,3.660000265E-1,1.212795067E1,2.349000216E0
2.648883130E0,-7.219500542E-1,1.216605091E1,2.737050056E0
2.668911442E0,-8.029500246E-1,1.203900051E1,3.024000168E0
2.688940003E0,-5.539500117E-1,1.234605026E1,3.003000259E0
2.708968282E0,-8.700000644E-1,1.232895088E1,3.058050156E0
2.728996678E0,-1.402050018E0,1.224795055E1,3.046050072E0
2.749024975E0,-2.050950050E0,1.193205070E1,2.304000139E0
2.769053541E0,-4.174050331E0,1.142400074E1,2.701050043E0
2.789081815E0,-3.490050077E0,8.968050003E0,1.710000038E0
2.809110216E0,-3.870000124E0,7.945050240E0,1.317000031E0
2.829138509E0,-4.189050198E0,7.861050606E0,1.432050109E0
2.849167043E0,-2.223000050E0,8.290050507E0,2.404050112E0
2.869195315E0,-1.597950101E0,8.407050133E0,2.656050205E0
2.889223690E0,-1.038000107E0,8.992050171E0,1.711950064E0
2.909252028E0,-2.070000172E-1,9.660000801E0,1.339050055E0
2.929280560E0,7.180500627E-1,9.552000046E0,9.870000482E-1
2.949308849E0,1.341000080E0,8.977050781E0,3.499500155E-1
2.969337142E0,1.990050077E0,8.209050179E0,1.080000028E-1
