"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211816500E1,1.189534170E2,0.000000000E0,0.000000000E0,0.000000000E0,5.000000000E1,0.000000000E0
4.478744790E-1,3.211808651E1,1.189532367E2,3.236990704E1,1.482790232E0,2.590830078E2,8.457778931E0,8.457778931E0
8.023385410E-1,3.211831195E1,1.189530928E2,2.154556963E1,1.355484724E0,3.083800354E2,4.699999809E0,4.699999809E0
1.808468228E0,3.211830647E1,1.189531076E2,2.896117117E1,2.958697081E-1,1.539488068E2,4.699999809E0,4.699999809E0
2.806941145E0,3.211828428E1,1.189531117E2,2.834520443E1,9.769592881E-1,1.545844269E2,4.699999809E0,4.699999809E0
3.530484895E0,3.211825135E1,1.189531001E2,3.208069783E1,1.767315745E0,1.542666016E2,4.699999809E0,4.699999809E0
4.530921874E0,3.211821980E1,1.189531022E2,3.316663771E1,1.100479960E0,1.363406067E2,4.699999809E0,4.699999809E0
5.532507811E0,3.211819310E1,1.189531028E2,2.921459454E1,1.648234487E0,1.354994507E2,4.699999809E0,4.699999809E0
6.538023436E0,3.211817564E1,1.189531095E2,2.421421519E1,7.528792024E-1,1.354994507E2,4.699999809E0,4.699999809E0
7.530711978E0,3.211816285E1,1.189531162E2,2.036916663E1,1.218866706E0,1.569777527E2,4.699999809E0,4.699999809E0
8.535063540E0,3.211814959E1,1.189531189E2,2.036913334E1,8.532066941E-1,1.569777527E2,2.361549139E0,2.361549139E0
9.538141665E0,3.211813699E1,1.189531243E2,2.036909252E1,5.972446799E-1,1.569777527E2,3.504215717E0,3.504215717E0
1.053733229E1,3.211813018E1,1.189531352E2,2.036904371E1,4.180712998E-1,1.569777527E2,4.428632736E0,4.428632736E0
1.153585677E1,3.211812431E1,1.189531449E2,2.036900050E1,2.926498950E-1,1.569777527E2,4.972409248E0,4.972409248E0
1.253985156E1,3.211811737E1,1.189531579E2,2.036894455E1,2.048549354E-1,1.569777527E2,4.699999809E0,4.699999809E0
1.353440677E1,3.211811006E1,1.189531696E2,2.036889207E1,1.433984488E-1,1.569777527E2,4.699999809E0,4.699999809E0
1.454931354E1,3.211810287E1,1.189531802E2,2.036884358E1,1.003789157E-1,1.569777527E2,4.699999809E0,4.699999809E0
1.554115625E1,3.211809533E1,1.189531946E2,2.036878198E1,7.026524097E-2,1.569777527E2,4.699999809E0,4.699999809E0
1.653723646E1,3.211808923E1,1.189532076E2,1.881021240E1,3.007137477E-1,1.367832031E2,4.699999809E0,4.699999809E0
1.753758437E1,3.211808355E1,1.189532207E2,1.844169696E1,6.959692240E-1,1.298695221E2,4.699999809E0,4.699999809E0
1.853769948E1,3.211807741E1,1.189532373E2,1.713630914E1,9.466742277E-1,1.245814362E2,4.699999809E0,4.699999809E0
1.953621302E1,3.211807070E1,1.189532550E2,1.658942834E1,1.115405917E0,1.164808197E2,4.191456318E0,4.191456318E0
2.054010260E1,3.211806474E1,1.189532717E2,1.643965761E1,1.238702893E0,1.151241608E2,3.609333515E0,3.609333515E0
2.154721458E1,3.211805873E1,1.189532891E2,1.623470405E1,1.323099136E0,1.157561951E2,3.174562454E0,3.174562454E0
2.253893802E1,3.211805450E1,1.189533052E2,1.599227583E1,1.379627824E0,1.212812195E2,3.047669888E0,3.047669888E0
2.354975572E1,3.211804981E1,1.189533195E2,1.625612189E1,1.413828492E0,1.240386810E2,3.018872738E0,3.018872738E0
2.453764062E1,3.211804533E1,1.189533332E2,1.630155595E1,1.422393441E0,1.423934631E2,3.461008787E0,3.461008787E0
2.554211979E1,3.211804089E1,1.189533478E2,1.644620975E1,1.444622517E0,1.402453766E2,3.612244844E0,3.612244844E0
2.653832656E1,3.211803004E1,1.189533827E2,1.480316879E1,1.463962913E0,1.364863434E2,3.827417850E0,3.827417850E0
2.753990208E1,3.211801154E1,1.189534349E2,1.436935288E1,1.467409253E0,1.271574249E2,4.112167358E0,4.112167358E0
2.853420781E1,3.211800649E1,1.189534513E2,1.327146835E1,1.482263446E0,1.116414948E2,4.592116356E0,4.592116356E0
2.953600156E1,3.211800193E1,1.189534636E2,1.301353223E1,1.593679786E0,1.035314026E2,4.901358604E0,4.901358604E0
3.054245989E1,3.211799891E1,1.189534757E2,1.314653966E1,1.632842302E0,9.560241699E1,4.699999809E0,4.699999809E0
3.154024895E1,3.211800185E1,1.189534853E2,1.505861773E1,1.641176581E0,8.811405182E1,4.699999809E0,4.699999809E0
3.253898124E1,3.211801032E1,1.189535056E2,1.500556638E1,1.641107082E0,1.076268158E2,4.699999809E0,4.699999809E0
3.353592291E1,3.211800371E1,1.189535184E2,1.481539716E1,1.392207980E0,1.150141907E2,4.699999809E0,4.699999809E0
3.454031041E1,3.211800136E1,1.189535330E2,1.473013282E1,1.421032906E0,1.081004791E2,4.699999809E0,4.699999809E0
3.554057083E1,3.211799624E1,1.189535484E2,1.463838598E1,1.543096662E0,1.149558563E2,4.699999809E0,4.699999809E0
3.654365468E1,3.211799219E1,1.189535638E2,1.452413248E1,1.568630219E0,1.112252197E2,4.699999809E0,4.699999809E0
3.754309739E1,3.211798565E1,1.189535825E2,1.432379017E1,1.626765251E0,1.181055145E2,4.699999809E0,4.699999809E0
3.853774739E1,3.211797887E1,1.189536006E2,1.422726010E1,1.693153024E0,1.167823944E2,4.699999809E0,4.699999809E0
3.953951041E1,3.211797031E1,1.189536176E2,1.418876182E1,1.754653931E0,1.177313843E2,4.944753170E0,4.944753170E0
4.054529322E1,3.211796135E1,1.189536335E2,1.410971467E1,1.774169922E0,1.192282867E2,4.937223911E0,4.937223911E0
4.153851301E1,3.211795272E1,1.189536490E2,1.410127777E1,1.761503458E0,1.196955261E2,4.902729034E0,4.902729034E0
4.254255989E1,3.211794703E1,1.189536667E2,1.411437564E1,1.788647294E0,1.127707825E2,4.921428680E0,4.921428680E0
4.353796822E1,3.211794286E1,1.189536860E2,1.410266451E1,1.830555797E0,1.029702759E2,4.809367657E0,4.809367657E0
4.453797656E1,3.211794161E1,1.189537030E2,1.412768112E1,1.804387689E0,8.574741364E1,4.847739220E0,4.847739220E0
