"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-3.086623907E0,5.598591805E0,8.356807709E0
2.000156200E-2,-3.226502895E0,5.553312302E0,8.481363297E0
4.200000000E-2,-2.760725260E0,5.340496540E0,7.970556259E0
6.200156200E-2,-2.112193346E0,5.070890427E0,7.781031132E0
8.400781200E-2,-1.707889438E0,4.717917919E0,8.115980148E0
1.060015620E-1,-1.517722726E0,4.146508217E0,8.578874588E0
1.260046870E-1,-1.730222583E0,4.079652786E0,8.518589020E0
1.480015620E-1,-2.209340572E0,4.432031155E0,8.387482643E0
1.680015620E-1,-2.599260330E0,4.881164551E0,8.087287903E0
1.880015620E-1,-2.297265291E0,4.836479187E0,7.365847588E0
2.080015620E-1,-1.934610724E0,4.645249367E0,7.062502384E0
2.300015620E-1,-1.555694818E0,4.573155403E0,7.114408493E0
2.500031250E-1,-1.569954753E0,4.686171055E0,6.848087311E0
2.720000000E-1,-1.862669826E0,4.938356876E0,7.285067558E0
2.920078120E-1,-2.238750935E0,5.299747467E0,7.610065937E0
3.140000000E-1,-1.918061972E0,5.042686939E0,7.794581890E0
3.340062500E-1,-1.752804637E0,4.721145630E0,7.675925732E0
3.560062500E-1,-1.854433775E0,4.977286816E0,7.749781609E0
3.760078120E-1,-1.976346493E0,5.483439922E0,7.785905838E0
3.980000000E-1,-1.893171906E0,5.778243065E0,8.063910484E0
4.180062500E-1,-1.577271342E0,5.536572456E0,8.132959366E0
4.400000000E-1,-1.246632099E0,5.547097206E0,8.186417580E0
4.600000000E-1,-9.522123337E-1,5.598189354E0,8.309833527E0
4.800000000E-1,-7.881999612E-1,5.694570541E0,8.548401833E0
5.000031250E-1,-1.175926566E0,6.205856800E0,9.122808456E0
5.200031250E-1,-1.429242730E0,6.642904282E0,9.227981567E0
5.420015620E-1,-5.263891816E-1,5.920401096E0,9.403351784E0
5.640000000E-1,2.855708003E-1,5.133982658E0,9.977778435E0
5.840000000E-1,5.985983014E-1,4.712009430E0,9.714195251E0
6.040000000E-1,4.970650077E-1,4.711827278E0,9.709157944E0
6.240000000E-1,2.621171996E-2,4.895069599E0,9.259996414E0
6.440000000E-1,2.495907396E-1,4.908755302E0,9.861783981E0
6.640000000E-1,1.017832637E0,4.566058636E0,9.388689041E0
6.840000000E-1,2.350119591E0,3.573154449E0,8.802618027E0
7.040000000E-1,2.137227297E0,3.136930943E0,8.685157776E0
7.240000000E-1,1.002538443E0,3.646780968E0,8.848902702E0
7.440000000E-1,4.014214575E-1,4.293043137E0,9.077587128E0
7.640000000E-1,5.295495391E-1,4.451185226E0,8.642675400E0
7.840000000E-1,7.233457565E-1,4.449030399E0,7.676098347E0
8.040000000E-1,2.252656519E-1,4.640163898E0,7.191271782E0
8.240000000E-1,-3.549930751E-1,4.666069508E0,7.144393444E0
8.440000000E-1,-6.567390561E-1,4.728701591E0,6.944985390E0
8.640015620E-1,-6.490105987E-1,4.800987244E0,7.382923126E0
8.860015620E-1,-5.162568688E-1,4.775445938E0,8.054075241E0
9.060015620E-1,-2.471965402E-1,4.582559586E0,8.420963287E0
9.260015620E-1,1.240196545E-2,4.587223530E0,8.967942238E0
9.480000000E-1,7.977480069E-3,4.738709450E0,9.059774399E0
9.680015620E-1,-1.072602347E-2,5.049706459E0,8.890284538E0
9.880015620E-1,-3.442861885E-2,5.437576771E0,8.461060524E0
1.008001562E0,-8.214984834E-2,5.802788734E0,8.514202118E0
1.028001562E0,8.099105954E-2,6.014809132E0,8.933685303E0
1.050000000E0,4.921233952E-1,5.640384674E0,9.276544571E0
1.070001562E0,5.615456700E-1,5.208451748E0,9.177645683E0
1.090001562E0,2.896122038E-1,5.395410061E0,9.088025093E0
1.112000000E0,-7.627926767E-2,5.504652977E0,9.507959366E0
1.132001562E0,-8.976341039E-2,5.538114071E0,9.523607254E0
1.154001562E0,1.541291326E-1,5.140523434E0,9.867185593E0
1.176001562E0,5.032420158E-1,4.490468979E0,9.432034492E0
1.196017187E0,3.310414851E-1,4.088319778E0,8.908584595E0
1.218001562E0,-9.558610618E-2,3.956341743E0,8.655019760E0
1.238001562E0,-4.391923547E-2,3.793401957E0,8.527638435E0
1.260000000E0,3.729974627E-1,3.552114248E0,8.410532951E0
1.280001562E0,6.138541698E-1,3.399967432E0,8.154354095E0
1.302000000E0,5.520933270E-1,3.520970345E0,7.968803883E0
1.322001562E0,4.090732932E-1,3.734322548E0,7.979500771E0
1.342001562E0,3.657574058E-1,3.899972677E0,7.996289253E0
1.364000000E0,2.870264947E-1,4.170163155E0,7.783913612E0
1.384000000E0,1.893621981E-1,4.285161018E0,7.554424763E0
1.404000000E0,1.316619366E-1,4.363547325E0,7.285326004E0
1.424000000E0,9.562440962E-2,4.674793720E0,7.186387539E0
1.444000000E0,-3.703351319E-2,4.986212254E0,7.252889156E0
1.464000000E0,-6.022853777E-2,5.094172001E0,7.615189552E0
1.484000000E0,1.171530783E-1,4.908324242E0,7.664586544E0
1.504000000E0,2.164166868E-1,4.748200417E0,7.510993481E0
1.524000000E0,3.976290300E-2,4.624898434E0,7.706035137E0
1.544000000E0,-3.346040547E-1,4.794245243E0,7.645969391E0
1.564000000E0,-5.356499553E-1,5.105328560E0,8.022672653E0
1.584000000E0,6.498821080E-2,4.611471653E0,8.598918915E0
1.604001562E0,5.915880799E-1,4.043069363E0,9.542616844E0
1.626000000E0,6.177518964E-1,3.896639824E0,1.080421734E1
1.646000000E0,1.112202525E0,3.450734138E0,1.151356220E1
1.666000000E0,1.293357253E0,3.102349043E0,1.101515770E1
1.686001562E0,1.459218025E0,3.464505672E0,1.139633274E1
1.708000000E0,2.325238943E0,3.072852612E0,1.063615513E1
1.728000000E0,3.205941439E0,2.467856884E0,1.074691010E1
1.748000000E0,2.843631506E0,2.193155766E0,1.237398148E1
1.768000000E0,2.460061312E0,1.985597610E0,9.973918915E0
1.788000000E0,2.883423328E0,2.346758366E0,7.723397732E0
1.808000000E0,2.665866852E0,3.295005560E0,6.784420490E0
1.828000000E0,2.277613878E0,4.121187687E0,1.058751488E1
1.848000000E0,1.667389154E0,3.331387997E0,1.097578716E1
1.868000000E0,1.809671760E0,3.194334269E0,6.815133095E0
1.888000000E0,1.115401149E0,2.816117525E0,8.567947388E0
1.908000000E0,1.842194498E-1,2.744741440E0,8.141291618E0
1.928000000E0,-2.982887924E-1,2.348616123E0,8.239319801E0
1.948000000E0,-7.827315927E-1,2.244602203E0,7.876378059E0
1.968000000E0,-1.373543978E0,3.155318260E0,7.492750168E0
1.988000000E0,-1.243816495E0,3.261314392E0,8.204967499E0
2.008000000E0,-1.234048247E0,3.185743809E0,8.213758469E0
2.028000000E0,-1.412425756E0,2.819364071E0,9.478664398E0
2.048000000E0,-1.533984184E0,2.561786175E0,1.001793385E1
2.068000000E0,-1.730567217E0,2.675147057E0,1.013126564E1
2.088000000E0,-1.947740555E0,2.757315874E0,9.853174210E0
