"Time (s)","Pressure (hPa)"
1.184600000E-1,1.018863770E3
1.984600000E-1,1.018858398E3
2.784600000E-1,1.018864746E3
3.584600000E-1,1.018862305E3
4.384600000E-1,1.018860840E3
5.184615620E-1,1.018856934E3
5.984600000E-1,1.018861816E3
6.784600000E-1,1.018865234E3
7.584600000E-1,1.018862305E3
8.384600000E-1,1.018858398E3
9.184615620E-1,1.018860352E3
9.984600000E-1,1.018870117E3
1.078461562E0,1.018875977E3
1.158461562E0,1.018878418E3
1.238461562E0,1.018874512E3
1.318461562E0,1.018872559E3
1.398460000E0,1.018861816E3
1.478460000E0,1.018859863E3
1.558460000E0,1.018861328E3
1.638460000E0,1.018854980E3
1.718460000E0,1.018868164E3
1.798460000E0,1.018873047E3
1.878460000E0,1.018866699E3
1.958460000E0,1.018864258E3
2.038460000E0,1.018860840E3
2.118460000E0,1.018858887E3
2.198460000E0,1.018861816E3
2.278460000E0,1.018867188E3
2.358460000E0,1.018865234E3
2.438460000E0,1.018865234E3
2.518460000E0,1.018863770E3
2.598460000E0,1.018875000E3
2.678460000E0,1.018875977E3
2.758460000E0,1.018872559E3
2.838460000E0,1.018869141E3
2.918460000E0,1.018871094E3
2.998460000E0,1.018875977E3
3.078460000E0,1.018884766E3
3.158460000E0,1.018873535E3
3.238460000E0,1.018876953E3
3.318460000E0,1.018884766E3
3.398460000E0,1.018883301E3
3.478460000E0,1.018875488E3
3.558460000E0,1.018871094E3
3.638460000E0,1.018874512E3
3.718460000E0,1.018881836E3
3.798460000E0,1.018890625E3
3.878460000E0,1.018890625E3
3.958460000E0,1.018896973E3
4.038460000E0,1.018893555E3
4.118460000E0,1.018883301E3
4.198460000E0,1.018886719E3
4.278461562E0,1.018880859E3
4.358460000E0,1.018902832E3
4.438460000E0,1.018892578E3
4.518460000E0,1.018882324E3
4.598460000E0,1.018874512E3
4.678466250E0,1.018868652E3
4.758460000E0,1.018881836E3
4.838460000E0,1.018882324E3
4.918463125E0,1.018892578E3
4.998460000E0,1.018895020E3
5.078460000E0,1.018898438E3
5.158460000E0,1.018907715E3
5.238461562E0,1.018895020E3
5.318461562E0,1.018894043E3
5.398460000E0,1.018910645E3
5.478460000E0,1.018914551E3
5.558460000E0,1.018921387E3
5.638460000E0,1.018927734E3
5.718460000E0,1.018927734E3
5.798460000E0,1.018929688E3
5.878460000E0,1.018920898E3
5.958460000E0,1.018923828E3
6.038460000E0,1.018926270E3
6.118460000E0,1.018921875E3
6.198460000E0,1.018925293E3
6.278460000E0,1.018923340E3
6.358460000E0,1.018914551E3
6.438460000E0,1.018918457E3
6.518460000E0,1.018914062E3
6.598460000E0,1.018922363E3
6.678460000E0,1.018920898E3
6.758460000E0,1.018937012E3
6.838460000E0,1.018937500E3
6.918460000E0,1.018944824E3
6.998460000E0,1.018937012E3
7.078460000E0,1.018924316E3
7.158460000E0,1.018909668E3
7.238460000E0,1.018913086E3
7.318460000E0,1.018898926E3
7.398460000E0,1.018901367E3
7.478460000E0,1.018912109E3
7.558460000E0,1.018915527E3
7.638460000E0,1.018912598E3
7.718460000E0,1.018901855E3
7.798460000E0,1.018898926E3
7.878460000E0,1.018908203E3
7.958464687E0,1.018901855E3
8.038466250E0,1.018897949E3
8.118460000E0,1.018912598E3
8.198460000E0,1.018899902E3
8.278460000E0,1.018909668E3
8.358460000E0,1.018904297E3
8.438460000E0,1.018898926E3
8.518460000E0,1.018901855E3
8.598460000E0,1.018904785E3
8.678460000E0,1.018897461E3
8.758460000E0,1.018909180E3
8.838460000E0,1.018910645E3
8.918460000E0,1.018903809E3
8.998460000E0,1.018894043E3
9.078460000E0,1.018904785E3
9.158460000E0,1.018888672E3
9.238460000E0,1.018900879E3
9.318460000E0,1.018930176E3
9.398460000E0,1.018929199E3
9.478460000E0,1.018932129E3
9.558460000E0,1.018923340E3
9.638460000E0,1.018912598E3
9.718460000E0,1.018915527E3
9.798460000E0,1.018922363E3
9.878460000E0,1.018927246E3
9.958460000E0,1.018929688E3
1.003846000E1,1.018927246E3
1.011846000E1,1.018921387E3
1.019846000E1,1.018923340E3
1.027846000E1,1.018916992E3
1.035846156E1,1.018915039E3
1.043846000E1,1.018917480E3
1.051846000E1,1.018919922E3
1.059846000E1,1.018918457E3
1.067846000E1,1.018916016E3
1.075846000E1,1.018916016E3
1.083846000E1,1.018912598E3
1.091846000E1,1.018907227E3
1.099846000E1,1.018911133E3
1.107846000E1,1.018917969E3
1.115846156E1,1.018911133E3
1.123846000E1,1.018916016E3
1.131846000E1,1.018918457E3
1.139846000E1,1.018925781E3
1.147846156E1,1.018920410E3
1.155846000E1,1.018936523E3
1.163846000E1,1.018923828E3
1.171846000E1,1.018917480E3
1.179846000E1,1.018938477E3
1.187846000E1,1.018927734E3
1.195846000E1,1.018928711E3
1.203846000E1,1.018918945E3
1.211846000E1,1.018921875E3
1.219846000E1,1.018923828E3
1.227846000E1,1.018916016E3
1.235846156E1,1.018931641E3
1.243846000E1,1.018925293E3
1.251846000E1,1.018929199E3
1.259846000E1,1.018930176E3
1.267846000E1,1.018927246E3
1.275846000E1,1.018927734E3
1.283846000E1,1.018937500E3
1.291846000E1,1.018937012E3
1.299846000E1,1.018929199E3
1.307846000E1,1.018922363E3
1.315846156E1,1.018910645E3
1.323846000E1,1.018918457E3
1.331846000E1,1.018921387E3
1.339846000E1,1.018920898E3
1.347846000E1,1.018928223E3
1.355846000E1,1.018929199E3
1.363846625E1,1.018916992E3
1.371846000E1,1.018908203E3
1.379846000E1,1.018917969E3
1.387846000E1,1.018927734E3
1.395846000E1,1.018927734E3
1.403846000E1,1.018926270E3
1.411846000E1,1.018917480E3
1.419846000E1,1.018912598E3
1.427846000E1,1.018916016E3
1.435846156E1,1.018916504E3
1.443846000E1,1.018905273E3
1.451846000E1,1.018913086E3
1.459846000E1,1.018912598E3
1.467846000E1,1.018894531E3
1.475846000E1,1.018906738E3
1.483846000E1,1.018913086E3
1.491846000E1,1.018913086E3
1.499846000E1,1.018908203E3
1.507846000E1,1.018913574E3
1.515846000E1,1.018905273E3
1.523846000E1,1.018909668E3
1.531846000E1,1.018913574E3
1.539846000E1,1.018912598E3
1.547846000E1,1.018918945E3
1.555846000E1,1.018927734E3
1.563846000E1,1.018921875E3
1.571846000E1,1.018921387E3
1.579846000E1,1.018915527E3
1.587846000E1,1.018912598E3
1.595846156E1,1.018923340E3
1.603846000E1,1.018925781E3
1.611846000E1,1.018928711E3
1.619846000E1,1.018918457E3
1.627846000E1,1.018933105E3
1.635846000E1,1.018921875E3
1.643846000E1,1.018919434E3
1.651846000E1,1.018928223E3
1.659846000E1,1.018930664E3
1.667846000E1,1.018918945E3
1.675846000E1,1.018929688E3
1.683846000E1,1.018930664E3
1.691846000E1,1.018922363E3
1.699846000E1,1.018918945E3
1.707846000E1,1.018924316E3
1.715846000E1,1.018918945E3
1.723846000E1,1.018926758E3
1.731846000E1,1.018920410E3
1.739846000E1,1.018934570E3
1.747846000E1,1.018919434E3
1.755846000E1,1.018924316E3
1.763846000E1,1.018914551E3
1.771846000E1,1.018923340E3
1.779846000E1,1.018937988E3
1.787846000E1,1.018935059E3
1.795846000E1,1.018934082E3
1.803846000E1,1.018926270E3
1.811846000E1,1.018921387E3
1.819846000E1,1.018908691E3
1.827846000E1,1.018921875E3
1.835846156E1,1.018915527E3
1.843846000E1,1.018915527E3
1.851846000E1,1.018927734E3
1.859846000E1,1.018926758E3
1.867846000E1,1.018916504E3
1.875846000E1,1.018929199E3
1.883846000E1,1.018936523E3
1.891846156E1,1.018934082E3
1.899846000E1,1.018927734E3
1.907846000E1,1.018924316E3
1.915846000E1,1.018921387E3
1.923846000E1,1.018921387E3
1.931846000E1,1.018916992E3
1.939846000E1,1.018931152E3
1.947846000E1,1.018925781E3
1.955846000E1,1.018938477E3
1.963846000E1,1.018931152E3
1.971846000E1,1.018920410E3
1.979846000E1,1.018926270E3
1.987846000E1,1.018921875E3
1.995846000E1,1.018922363E3
2.003846000E1,1.018916992E3
2.011846000E1,1.018912109E3
2.019846000E1,1.018909668E3
2.027846000E1,1.018923828E3
2.035846000E1,1.018918945E3
2.043846000E1,1.018911133E3
2.051846000E1,1.018920898E3
2.059846156E1,1.018930176E3
2.067846000E1,1.018916992E3
2.075846000E1,1.018919922E3
2.083846000E1,1.018922363E3
2.091846000E1,1.018922852E3
2.099846000E1,1.018925781E3
2.107846000E1,1.018915039E3
2.115846000E1,1.018910645E3
2.123846000E1,1.018895020E3
2.131846000E1,1.018916016E3
2.139846000E1,1.018906738E3
2.147846000E1,1.018914551E3
2.155846000E1,1.018928711E3
2.163846156E1,1.018919434E3
2.171846000E1,1.018924805E3
2.179846000E1,1.018932617E3
2.187846000E1,1.018924805E3
2.195846156E1,1.018923340E3
2.203846000E1,1.018926270E3
2.211846000E1,1.018920898E3
2.219846000E1,1.018913574E3
2.227846000E1,1.018925781E3
2.235846000E1,1.018926270E3
2.243846000E1,1.018931641E3
2.251846000E1,1.018937500E3
2.259846000E1,1.018928223E3
2.267846000E1,1.018926270E3
2.275846000E1,1.018926758E3
2.283846000E1,1.018935059E3
2.291846000E1,1.018935059E3
2.299846156E1,1.018941895E3
2.307846000E1,1.018940430E3
2.315846000E1,1.018927246E3
2.323846000E1,1.018929199E3
2.331846000E1,1.018926270E3
2.339846000E1,1.018924805E3
2.347846000E1,1.018933594E3
2.355846000E1,1.018939453E3
2.363846000E1,1.018935059E3
2.371846000E1,1.018933594E3
2.379846000E1,1.018941406E3
2.387846000E1,1.018941895E3
2.395846156E1,1.018936035E3
2.403846000E1,1.018938477E3
2.411846000E1,1.018932129E3
2.419846000E1,1.018932129E3
2.427846000E1,1.018944824E3
2.435846000E1,1.018931641E3
2.443846000E1,1.018916504E3
2.451846000E1,1.018934082E3
2.459846000E1,1.018926270E3
2.467846000E1,1.018919922E3
2.475846000E1,1.018915527E3
2.483846000E1,1.018931641E3
2.491846000E1,1.018942383E3
2.499846156E1,1.018937012E3
2.507846000E1,1.018928223E3
2.515846000E1,1.018933105E3
2.523846000E1,1.018925293E3
