"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.205735600E1,1.187751220E2,0.000000000E0,0.000000000E0,0.000000000E0,5.000000000E1,0.000000000E0
4.883026040E-1,3.205735600E1,1.187751220E2,0.000000000E0,0.000000000E0,0.000000000E0,5.000000000E1,0.000000000E0
4.060682812E0,3.205729190E1,1.187750338E2,6.501376673E1,1.532453746E-1,1.017182388E2,2.617498398E1,2.617498398E1
5.071170832E0,3.205725396E1,1.187750525E2,5.241671222E1,7.816864550E-2,9.153681946E1,2.148640442E1,2.148640442E1
6.073801561E0,3.205735855E1,1.187750300E2,4.447085207E1,1.391675025E-1,9.792626190E1,1.330593300E1,1.330593300E1
6.707189061E0,3.205729358E1,1.187750354E2,2.864020140E1,1.907547116E-1,1.911800690E2,1.151752663E1,1.151752663E1
7.706371353E0,3.205731365E1,1.187750329E2,2.836832547E1,5.363522768E-1,1.992231598E2,8.448188782E0,8.448188782E0
8.708073957E0,3.205728422E1,1.187750729E2,2.494463607E1,1.019186497E0,1.910613098E2,7.232627869E0,7.232627869E0
9.713885415E0,3.205726262E1,1.187750737E2,2.398905484E1,1.284511089E0,1.910613098E2,5.827128410E0,5.827128410E0
1.070971875E1,3.205724427E1,1.187750856E2,2.345963224E1,1.395151019E0,1.697237396E2,4.699999809E0,4.699999809E0
1.170767968E1,3.205722855E1,1.187750930E2,2.376919740E1,1.466184855E0,1.618547821E2,3.521084309E0,3.521084309E0
1.270646823E1,3.205721276E1,1.187750959E2,2.481885366E1,1.363284707E0,1.614356537E2,4.273207664E0,4.273207664E0
1.371608385E1,3.205719985E1,1.187751024E2,2.469471498E1,1.400070667E0,1.682184448E2,4.365334034E0,4.365334034E0
1.471542968E1,3.205719891E1,1.187751109E2,2.509820715E1,1.425084829E0,1.740790100E2,4.244901180E0,4.244901180E0
1.571228698E1,3.205718637E1,1.187751146E2,2.399560932E1,1.461460710E0,1.696191559E2,4.308565617E0,4.308565617E0
1.671856302E1,3.205717122E1,1.187751189E2,2.315972127E1,1.472435832E0,1.645502472E2,4.699999809E0,4.699999809E0
1.770942968E1,3.205715581E1,1.187751223E2,2.250814892E1,1.265275836E0,1.646157684E2,4.699999809E0,4.699999809E0
1.871576406E1,3.205714240E1,1.187751256E2,2.215212638E1,1.122106552E0,1.666283722E2,4.699999809E0,4.699999809E0
1.970835000E1,3.205713008E1,1.187751240E2,2.200885453E1,1.248308659E0,1.718783569E2,4.699999809E0,4.699999809E0
