"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.993750000E-3,2.136999965E-1,-4.504999816E-1,1.199999973E-1
2.999375000E-2,2.901999950E-1,-1.679999940E-2,7.992999554E-1
5.000312500E-2,9.660999775E-1,4.371999800E-1,1.671999991E-1
7.999375000E-2,7.475000024E-1,5.536999702E-1,-8.635999560E-1
1.000031250E-1,4.570999742E-1,1.165999994E-1,-6.520000100E-1
1.299937500E-1,-2.142999917E-1,-4.640999734E-1,5.606999993E-1
1.500046870E-1,-7.090000063E-2,-2.261999995E-1,8.694999814E-1
1.799937500E-1,5.719999671E-1,5.655999780E-1,7.633999586E-1
2.000046870E-1,1.537999958E-1,4.185999930E-1,-9.169999510E-2
2.200296870E-1,-1.278999895E-1,-7.159999758E-2,-6.983999610E-1
2.499984370E-1,1.441999972E-1,7.589999586E-2,3.242000043E-1
2.799937500E-1,6.801999807E-1,2.155999988E-1,-6.799999624E-2
2.999968750E-1,2.314999998E-1,1.999999949E-4,-2.917000055E-1
3.299921870E-1,-4.499999806E-2,-1.489999983E-2,8.049999923E-2
3.500062500E-1,2.321999967E-1,1.872999966E-1,8.479999751E-2
3.799921870E-1,2.960000001E-2,-8.219999820E-2,-2.310999930E-1
4.000000000E-1,-2.681999803E-1,-3.687999845E-1,-5.823000073E-1
4.299937500E-1,3.583000004E-1,-1.308999956E-1,-5.169999599E-1
4.500015620E-1,8.053999543E-1,5.692999959E-1,1.226999983E-1
4.799921870E-1,4.452999830E-1,3.441999853E-1,4.491999745E-1
5.000000000E-1,9.399999864E-3,-5.812999606E-1,1.467999965E-1
5.299937500E-1,1.864999980E-1,-5.282999873E-1,1.310000010E-2
5.499984370E-1,6.362000108E-1,3.718000054E-1,-7.569999993E-2
5.799937500E-1,5.776000023E-1,5.941999555E-1,-3.567000031E-1
6.000015620E-1,1.533999890E-1,-8.919999748E-2,-1.854999959E-1
6.299921870E-1,7.259999961E-2,-5.124999881E-1,-4.055999815E-1
6.500015620E-1,2.423999906E-1,2.251999974E-1,-4.964999855E-1
6.799921870E-1,1.509999949E-2,2.675999999E-1,-9.290000051E-2
7.000046870E-1,-2.143999934E-1,-3.537999988E-1,2.569999918E-2
