"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211620000E1,1.189493600E2,0.000000000E0,0.000000000E0,0.000000000E0,2.850000000E2,0.000000000E0
4.586078120E-1,3.211620000E1,1.189493600E2,1.507700743E1,9.120812416E-1,3.508425903E2,2.850000000E2,0.000000000E0
1.026236979E0,3.211615445E1,1.189494681E2,2.968711591E1,2.787441492E0,1.585374908E2,1.763504791E1,1.763504791E1
2.027630729E0,3.211612811E1,1.189496322E2,3.208083620E1,2.640039921E0,1.706706543E2,2.058272552E1,2.058272552E1
3.022185416E0,3.211609425E1,1.189496484E2,2.923176314E1,2.692041159E0,1.607107697E2,1.319090652E1,1.319090652E1
4.028803645E0,3.211607040E1,1.189496640E2,2.810007027E1,3.072926283E0,1.557294006E2,1.182134628E1,1.182134628E1
5.144281249E0,3.211604168E1,1.189496632E2,3.230256582E1,2.873574734E0,1.601090546E2,1.282245636E1,1.282245636E1
6.158739582E0,3.211599020E1,1.189496886E2,3.478955138E1,3.143633604E0,1.541072998E2,1.421819687E1,1.421819687E1
7.159946353E0,3.211597756E1,1.189495882E2,2.915504351E1,3.490953684E0,1.528943024E2,1.178024292E1,1.178024292E1
8.149016145E0,3.211594857E1,1.189495942E2,2.848716534E1,3.878267050E0,1.528943024E2,9.378341675E0,9.378341675E0
9.168177082E0,3.211590814E1,1.189496048E2,2.864671550E1,4.295872688E0,1.528943024E2,7.486270905E0,7.486270905E0
1.014674166E1,3.211586434E1,1.189496285E2,2.915814461E1,4.471460819E0,1.528943024E2,5.983151436E0,5.983151436E0
1.115526198E1,3.211581953E1,1.189496517E2,3.023442722E1,4.708837986E0,1.528943024E2,4.699999809E0,4.699999809E0
1.216488854E1,3.211577457E1,1.189496705E2,2.987278246E1,5.266417027E0,1.623767700E2,4.699999809E0,4.699999809E0
1.315046510E1,3.211572755E1,1.189496966E2,3.035202650E1,4.937260151E0,1.542419586E2,4.699999809E0,4.699999809E0
1.416000416E1,3.211568639E1,1.189497156E2,3.007103051E1,4.728158951E0,1.638641663E2,4.699999809E0,4.699999809E0
1.515727448E1,3.211564568E1,1.189497301E2,2.910352105E1,4.694118977E0,1.618289032E2,4.699999809E0,4.699999809E0
1.616399114E1,3.211560225E1,1.189497429E2,2.902671995E1,5.058874607E0,1.634248962E2,4.699999809E0,4.699999809E0
1.715079375E1,3.211555635E1,1.189497625E2,2.916146183E1,5.401959419E0,1.600453949E2,4.699999809E0,4.699999809E0
1.816664375E1,3.211551242E1,1.189497869E2,2.907572999E1,5.372669697E0,1.539659729E2,4.865258694E0,4.865258694E0
1.916240729E1,3.211546978E1,1.189498132E2,2.906279275E1,5.442422390E0,1.515670929E2,4.528863907E0,4.528863907E0
2.015264427E1,3.211542279E1,1.189498403E2,2.916585752E1,5.734295845E0,1.538005829E2,4.385463715E0,4.385463715E0
2.124494843E1,3.211537389E1,1.189498661E2,2.910729702E1,5.718778133E0,1.550008545E2,3.972541571E0,3.972541571E0
2.215594896E1,3.211532588E1,1.189498935E2,2.864921889E1,5.715551376E0,1.537420502E2,3.712090492E0,3.712090492E0
2.316037864E1,3.211527777E1,1.189499187E2,2.824270606E1,5.744664669E0,1.569179535E2,3.458806515E0,3.458806515E0
2.419705937E1,3.211522868E1,1.189499444E2,2.817675378E1,6.007665157E0,1.545940857E2,3.277165413E0,3.277165413E0
2.516063229E1,3.211517998E1,1.189499710E2,2.795372965E1,6.005721569E0,1.526479645E2,3.178176165E0,3.178176165E0
2.615181302E1,3.211513014E1,1.189499972E2,2.776023229E1,5.884970665E0,1.571578979E2,3.220381021E0,3.220381021E0
2.716689427E1,3.211508066E1,1.189500183E2,2.730828040E1,5.619678974E0,1.591067505E2,3.165598392E0,3.165598392E0
2.815635208E1,3.211503263E1,1.189500410E2,2.725284088E1,5.886114120E0,1.549984436E2,3.000000000E0,3.000000000E0
2.915283072E1,3.211498513E1,1.189500673E2,2.673421382E1,5.692340374E0,1.543552246E2,3.000000000E0,3.000000000E0
3.015576406E1,3.211493732E1,1.189500914E2,2.626710921E1,5.869933128E0,1.571132812E2,3.000000000E0,3.000000000E0
3.116620156E1,3.211488818E1,1.189501145E2,2.623047058E1,5.842403412E0,1.604828949E2,3.000000000E0,3.000000000E0
3.215661614E1,3.211483979E1,1.189501365E2,2.623113949E1,5.728609562E0,1.552665558E2,3.000000000E0,3.000000000E0
3.319017708E1,3.211479312E1,1.189501609E2,2.596062474E1,5.851189137E0,1.559291840E2,3.000000000E0,3.000000000E0
3.415262604E1,3.211474578E1,1.189501854E2,2.571188275E1,5.872686386E0,1.539613647E2,3.000000000E0,3.000000000E0
3.515649895E1,3.211469649E1,1.189502134E2,2.601901158E1,5.907772064E0,1.514064484E2,3.000000000E0,3.000000000E0
3.619774062E1,3.211464829E1,1.189502406E2,2.586118770E1,5.831120014E0,1.561507721E2,3.000000000E0,3.000000000E0
3.716993749E1,3.211460029E1,1.189502671E2,2.593863737E1,5.904858112E0,1.525338898E2,3.000000000E0,3.000000000E0
3.816091406E1,3.211455244E1,1.189502953E2,2.598024449E1,5.822982311E0,1.505471649E2,3.000000000E0,3.000000000E0
3.926874218E1,3.211450373E1,1.189503226E2,2.636430883E1,5.851166248E0,1.542756348E2,3.000000000E0,3.000000000E0
4.016488333E1,3.211445618E1,1.189503476E2,2.643370660E1,5.783490658E0,1.539826050E2,3.000000000E0,3.000000000E0
4.117242239E1,3.211440686E1,1.189503707E2,2.663505087E1,5.851509571E0,1.589076843E2,3.000000000E0,3.000000000E0
4.217481249E1,3.211436001E1,1.189503911E2,2.639496542E1,5.570667744E0,1.592061920E2,3.000000000E0,3.000000000E0
4.316594270E1,3.211431302E1,1.189504101E2,2.640627670E1,5.798238277E0,1.582559662E2,3.000000000E0,3.000000000E0
4.416675520E1,3.211426404E1,1.189504339E2,2.627577523E1,5.824663639E0,1.559501190E2,3.000000000E0,3.000000000E0
4.517663020E1,3.211421659E1,1.189504627E2,2.615752519E1,5.767792702E0,1.502523804E2,3.000000000E0,3.000000000E0
4.619143489E1,3.211417140E1,1.189504904E2,2.577812048E1,5.629267693E0,1.528390350E2,3.000000000E0,3.000000000E0
4.724174895E1,3.211412428E1,1.189505174E2,2.534445146E1,5.811537743E0,1.547822113E2,3.000000000E0,3.000000000E0
4.824567291E1,3.211407495E1,1.189505417E2,2.517883469E1,5.803615093E0,1.567619019E2,3.000000000E0,3.000000000E0
4.918519635E1,3.211402267E1,1.189505612E2,2.488250631E1,5.987874031E0,1.624011688E2,3.000000000E0,3.000000000E0
5.018577864E1,3.211397110E1,1.189505793E2,2.471988429E1,5.919519424E0,1.557752075E2,3.000000000E0,3.000000000E0
5.121545572E1,3.211392133E1,1.189506023E2,2.437147468E1,5.987275600E0,1.577192841E2,3.000000000E0,3.000000000E0
5.219146145E1,3.211387161E1,1.189506270E2,2.410334466E1,6.209246635E0,1.552627563E2,3.000000000E0,3.000000000E0
5.322614687E1,3.211382206E1,1.189506533E2,2.358618104E1,6.343122482E0,1.550177307E2,3.000000000E0,3.000000000E0
5.417157239E1,3.211377214E1,1.189506817E2,2.340986689E1,6.034455776E0,1.537649689E2,3.000000000E0,3.000000000E0
5.517586041E1,3.211372182E1,1.189507081E2,2.316224480E1,6.183512211E0,1.555007019E2,3.000000000E0,3.000000000E0
5.616389999E1,3.211367040E1,1.189507391E2,2.299579083E1,6.451728821E0,1.508512421E2,3.000000000E0,3.000000000E0
5.725803280E1,3.211362144E1,1.189507695E2,2.270552314E1,6.198187351E0,1.525270233E2,3.000000000E0,3.000000000E0
5.817363072E1,3.211357237E1,1.189507978E2,2.255699028E1,6.199276924E0,1.539488373E2,3.000000000E0,3.000000000E0
5.917328905E1,3.211352082E1,1.189508246E2,2.231591566E1,6.360832214E0,1.576660309E2,3.000000000E0,3.000000000E0
6.017725260E1,3.211346538E1,1.189508471E2,2.205436014E1,6.162002563E0,1.605822296E2,3.000000000E0,3.000000000E0
6.117391926E1,3.211341065E1,1.189508693E2,2.198391818E1,6.465829849E0,1.588911591E2,3.000000000E0,3.000000000E0
6.219367291E1,3.211335612E1,1.189508935E2,2.172043605E1,6.668414593E0,1.583843384E2,3.000000000E0,3.000000000E0
6.320174895E1,3.211329977E1,1.189509202E2,2.146237412E1,6.669335365E0,1.597773132E2,3.000000000E0,3.000000000E0
6.417038541E1,3.211324485E1,1.189509446E2,2.102754560E1,6.515037537E0,1.601329498E2,3.000000000E0,3.000000000E0
6.515921770E1,3.211319207E1,1.189509657E2,2.031326238E1,6.306241035E0,1.610861511E2,3.000000000E0,3.000000000E0
6.619588697E1,3.211313941E1,1.189509866E2,2.013395561E1,6.249842644E0,1.595571594E2,3.000000000E0,3.000000000E0
6.715713436E1,3.211308884E1,1.189510087E2,1.971319413E1,6.146479130E0,1.579504395E2,3.000000000E0,3.000000000E0
6.816452447E1,3.211303851E1,1.189510360E2,1.934433839E1,5.967503548E0,1.546282196E2,3.000000000E0,3.000000000E0
