"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-4.461173534E0,3.602765799E0,6.834928513E0
2.199531200E-2,-4.816224098E0,3.675022840E0,8.304288864E0
4.200156200E-2,-3.830837727E0,4.032735825E0,8.461128235E0
6.399375000E-2,-3.402897835E0,4.381360531E0,7.347383976E0
8.400468700E-2,-3.591896296E0,4.337574959E0,7.076187611E0
1.059937500E-1,-3.790327549E0,3.835635662E0,7.583212376E0
1.259937500E-1,-4.256516933E0,3.469887733E0,8.444732666E0
1.459937500E-1,-4.069357872E0,3.478506804E0,8.958815575E0
1.659937500E-1,-3.027199984E0,3.975888014E0,9.223729134E0
1.859937500E-1,-3.093873501E0,4.446511269E0,8.855587006E0
2.079921870E-1,-3.468738556E0,4.124031544E0,7.938119411E0
2.279921870E-1,-3.537586212E0,3.849359035E0,7.688087940E0
2.479937500E-1,-3.258585215E0,4.037648678E0,8.574201584E0
2.679937500E-1,-2.506336451E0,4.257570744E0,8.707223892E0
2.899937500E-1,-2.736381054E0,4.105050087E0,8.086118698E0
3.099937500E-1,-3.092992783E0,3.951697111E0,8.238352776E0
3.319921870E-1,-3.149237156E0,3.981921434E0,8.523837090E0
3.519937500E-1,-2.828337431E0,4.178130627E0,8.504463196E0
3.719937500E-1,-2.785289764E0,4.028483868E0,8.296254158E0
3.920015620E-1,-3.192284822E0,3.785395861E0,8.005329132E0
4.139968750E-1,-2.873042107E0,3.629830122E0,7.700403690E0
4.359921870E-1,-2.374052048E0,4.093854904E0,8.134712219E0
4.559937500E-1,-2.007145405E0,4.695134640E0,8.797187805E0
4.779937500E-1,-2.253413200E0,4.385210514E0,9.013929367E0
4.979937500E-1,-2.643591404E0,3.452994347E0,8.765181541E0
5.199921870E-1,-2.669736147E0,3.127919197E0,8.602166176E0
5.399921870E-1,-2.240819693E0,3.847108603E0,8.633395195E0
5.599937500E-1,-1.819037795E0,4.518825531E0,8.371613503E0
5.799937500E-1,-2.001274824E0,4.478028774E0,8.292805672E0
6.000015620E-1,-2.393636703E0,3.787464380E0,8.474957466E0
6.219921870E-1,-2.500552177E0,3.256689072E0,8.408599854E0
6.419984370E-1,-2.259264469E0,3.786037445E0,8.136818886E0
6.639921870E-1,-2.134536028E0,4.394490242E0,8.335709572E0
6.839937500E-1,-2.430756330E0,3.988835812E0,8.725907326E0
7.039937500E-1,-2.506422520E0,3.363384008E0,8.731643677E0
7.259921870E-1,-2.186825514E0,3.219138145E0,8.135104179E0
7.459921870E-1,-2.245531321E0,3.689397812E0,7.763601303E0
7.659921870E-1,-2.202636719E0,3.931030273E0,7.809675217E0
7.859921870E-1,-1.824841380E0,3.984267473E0,7.885705471E0
8.059921870E-1,-1.600217462E0,4.073705673E0,7.683615685E0
8.259937500E-1,-2.063169718E0,4.079805851E0,7.791306973E0
8.479921870E-1,-2.768884659E0,3.603474617E0,8.972778320E0
8.679921870E-1,-2.685078144E0,3.213066578E0,9.878734589E0
8.879937500E-1,-2.248605490E0,3.515396833E0,1.035215473E1
