"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211379800E1,1.189505210E2,0.000000000E0,0.000000000E0,0.000000000E0,2.500000000E1,0.000000000E0
7.217291660E-1,3.211379800E1,1.189505210E2,6.111932328E0,1.415291905E0,2.964361572E2,2.500000000E1,0.000000000E0
1.101752083E0,3.211393011E1,1.189503658E2,1.132060125E1,9.576203227E-1,7.022733307E1,1.029447937E1,1.029447937E1
2.104613020E0,3.211392266E1,1.189503713E2,9.596574817E0,9.918822050E-1,8.100610352E1,7.197330475E0,7.197330475E0
3.108781770E0,3.211392136E1,1.189503866E2,1.043352336E1,1.170517564E0,7.091262054E1,1.058278084E1,1.058278084E1
4.056117187E0,3.211392051E1,1.189504019E2,9.438081009E0,1.080770493E0,7.187473297E1,4.699999809E0,4.699999809E0
5.057036978E0,3.211392851E1,1.189504167E2,7.932879081E0,9.613997936E-1,8.157167816E1,4.699999809E0,4.699999809E0
6.060870832E0,3.211394372E1,1.189504338E2,1.191744956E1,9.131017327E-1,8.825800323E1,4.699999809E0,4.699999809E0
7.057891145E0,3.211394927E1,1.189504383E2,1.262473086E1,5.903772116E-1,8.825800323E1,4.699999809E0,4.699999809E0
8.065991665E0,3.211394839E1,1.189504448E2,1.331639367E1,6.489582062E-1,5.835755920E1,4.699999809E0,4.699999809E0
9.062713540E0,3.211394543E1,1.189504522E2,1.293816133E1,9.841870070E-1,8.639665985E1,1.000000000E0,1.000000000E0
1.007406510E1,3.211394445E1,1.189504600E2,1.272591496E1,1.124011517E0,5.943750000E1,2.306218386E0,2.306218386E0
1.107188802E1,3.211395158E1,1.189504741E2,1.195886442E1,1.200538158E0,2.702486420E1,2.885690689E0,2.885690689E0
1.206678698E1,3.211395707E1,1.189504820E2,1.102239308E1,1.294826150E0,3.960816574E1,3.348907471E0,3.348907471E0
1.306579166E1,3.211396799E1,1.189504893E2,1.080717336E1,1.131183863E0,3.899423599E1,3.926738024E0,3.926738024E0
1.406272500E1,3.211397318E1,1.189504910E2,1.033246095E1,9.607167840E-1,3.565138550E2,4.699999809E0,4.699999809E0
1.506794479E1,3.211398193E1,1.189504819E2,1.094092482E1,1.063624859E0,3.258944702E2,4.699999809E0,4.699999809E0
1.606489323E1,3.211398742E1,1.189504716E2,1.107160147E1,9.634740353E-1,3.248183594E2,4.699999809E0,4.699999809E0
1.706711823E1,3.211399684E1,1.189504611E2,1.107472575E1,8.415222168E-1,3.214984131E2,4.699999809E0,4.699999809E0
1.807110677E1,3.211401038E1,1.189504471E2,1.195497696E1,9.802492261E-1,3.184705505E2,4.699999809E0,4.699999809E0
1.906195312E1,3.211401850E1,1.189504528E2,1.257352530E1,9.027566910E-1,3.380837402E2,4.699999809E0,4.699999809E0
2.006136406E1,3.211402935E1,1.189504456E2,1.322446474E1,1.028913498E0,3.393047791E2,4.699999809E0,4.699999809E0
2.105732187E1,3.211403924E1,1.189504414E2,1.368986564E1,9.828529358E-1,3.304821472E2,4.699999809E0,4.699999809E0
2.206053177E1,3.211405098E1,1.189504384E2,1.409630735E1,9.562096000E-1,3.399789124E2,4.699999809E0,4.699999809E0
2.306561041E1,3.211406061E1,1.189504317E2,1.414540745E1,8.968216181E-1,3.507573242E2,4.699999809E0,4.699999809E0
2.406742708E1,3.211406776E1,1.189504293E2,1.420057689E1,8.909478188E-1,3.460175476E2,4.699999809E0,4.699999809E0
2.506413645E1,3.211407553E1,1.189504242E2,1.425949411E1,8.161775470E-1,3.441473083E2,4.699999809E0,4.699999809E0
2.606590989E1,3.211408094E1,1.189504209E2,1.412653366E1,6.508989334E-1,3.445356445E2,4.699999809E0,4.699999809E0
2.707502031E1,3.211408817E1,1.189504178E2,1.402534245E1,6.781922579E-1,3.445488281E2,4.699999809E0,4.699999809E0
2.806557604E1,3.211409607E1,1.189504124E2,1.404361630E1,1.024927735E0,3.412934265E2,4.699999809E0,4.699999809E0
2.907153645E1,3.211410304E1,1.189504066E2,1.395551627E1,9.140814543E-1,3.409917908E2,4.699999809E0,4.699999809E0
3.007546875E1,3.211411145E1,1.189504012E2,1.380224537E1,1.027625442E0,3.487499390E2,4.699999809E0,4.699999809E0
3.106594218E1,3.211412061E1,1.189503984E2,1.371923661E1,1.035306573E0,2.272223949E0,4.699999809E0,4.699999809E0
3.207170572E1,3.211413020E1,1.189504000E2,1.355782392E1,1.041510105E0,2.109076118E1,4.699999809E0,4.699999809E0
3.306446145E1,3.211413974E1,1.189504031E2,1.336034032E1,9.640385509E-1,2.240505981E1,4.699999809E0,4.699999809E0
3.406671718E1,3.211414840E1,1.189504045E2,1.319173743E1,8.802667260E-1,3.548603210E2,4.699999809E0,4.699999809E0
3.506867395E1,3.211415737E1,1.189504066E2,1.302975741E1,9.395059943E-1,3.443004456E2,4.699999809E0,4.699999809E0
3.607619531E1,3.211416521E1,1.189504112E2,1.278660483E1,8.625921607E-1,3.642626190E1,4.699999809E0,4.699999809E0
3.706635156E1,3.211417555E1,1.189504179E2,1.259212480E1,1.066596031E0,5.775976181E1,4.699999809E0,4.699999809E0
3.806420781E1,3.211418665E1,1.189504276E2,1.240927568E1,1.152438402E0,4.564051819E1,4.699999809E0,4.699999809E0
3.907518749E1,3.211419636E1,1.189504373E2,1.223105680E1,1.116932631E0,4.086370087E1,4.699999809E0,4.699999809E0
4.008180364E1,3.211420693E1,1.189504465E2,1.212064539E1,1.141995907E0,4.057250977E1,4.699999809E0,4.699999809E0
4.107510260E1,3.211421671E1,1.189504563E2,1.211142750E1,1.146097302E0,4.368280029E1,4.713906288E0,4.713906288E0
4.206325104E1,3.211422690E1,1.189504648E2,1.227662021E1,1.141793370E0,4.181862259E1,4.590565681E0,4.590565681E0
4.306623333E1,3.211423777E1,1.189504723E2,1.247379807E1,1.099181294E0,3.286338806E1,4.565615177E0,4.565615177E0
4.407482395E1,3.211425036E1,1.189504810E2,1.257535494E1,1.188111067E0,4.008686066E1,4.774609566E0,4.774609566E0
4.506669114E1,3.211426053E1,1.189504893E2,1.259581833E1,1.124613285E0,3.885329437E1,4.863017082E0,4.863017082E0
4.606231978E1,3.211426761E1,1.189504956E2,1.257663487E1,9.239367843E-1,3.698342133E1,4.968625069E0,4.968625069E0
4.706653697E1,3.211427469E1,1.189505028E2,1.254149840E1,8.238518834E-1,4.721092224E1,4.699999809E0,4.699999809E0
4.806603385E1,3.211428043E1,1.189505096E2,1.249510374E1,7.070761919E-1,4.846074677E1,4.699999809E0,4.699999809E0
4.907777395E1,3.211428703E1,1.189505164E2,1.230302734E1,6.791893244E-1,6.527018738E1,4.699999809E0,4.699999809E0
5.006304583E1,3.211429345E1,1.189505245E2,1.208574598E1,8.279201984E-1,3.405253220E1,4.699999809E0,4.699999809E0
5.107405468E1,3.211430358E1,1.189505305E2,1.204585839E1,9.881974459E-1,2.299202538E1,4.699999809E0,4.699999809E0
5.207895989E1,3.211431722E1,1.189505343E2,1.204238663E1,1.039542317E0,1.876935768E1,4.699999809E0,4.699999809E0
5.306792030E1,3.211432750E1,1.189505352E2,1.209021700E1,9.675524235E-1,8.677452087E0,4.699999809E0,4.699999809E0
5.408213697E1,3.211433709E1,1.189505357E2,1.213982789E1,9.754334092E-1,3.571258850E2,4.699999809E0,4.699999809E0
5.507280520E1,3.211434534E1,1.189505332E2,1.223187373E1,9.928925037E-1,3.533566589E2,4.699999809E0,4.699999809E0
5.607236197E1,3.211435359E1,1.189505287E2,1.222499129E1,9.451084137E-1,3.452278442E2,4.663920403E0,4.663920403E0
5.706603124E1,3.211436144E1,1.189505218E2,1.223342431E1,8.923534155E-1,3.373553467E2,4.120041847E0,4.120041847E0
5.807822134E1,3.211436971E1,1.189505137E2,1.205922377E1,7.432770729E-1,3.367345276E2,3.895619154E0,3.895619154E0
