"Time (s)","Pressure (hPa)"
1.104584380E-1,1.017659668E3
1.904584380E-1,1.017657715E3
2.704662500E-1,1.017647949E3
3.504568750E-1,1.017650879E3
4.304568750E-1,1.017646973E3
5.104646880E-1,1.017650879E3
5.904568750E-1,1.017661133E3
6.704568750E-1,1.017658691E3
7.504568750E-1,1.017659180E3
8.304568750E-1,1.017648438E3
9.104568750E-1,1.017656738E3
9.904568750E-1,1.017652832E3
1.070456875E0,1.017663086E3
1.150458438E0,1.017666992E3
1.230456875E0,1.017668457E3
1.310458438E0,1.017651367E3
1.390456875E0,1.017649414E3
1.470456875E0,1.017639648E3
1.550456875E0,1.017617188E3
1.630456875E0,1.017627441E3
1.710456875E0,1.017631348E3
1.790456875E0,1.017644531E3
1.870456875E0,1.017643066E3
1.950455313E0,1.017659668E3
2.030455313E0,1.017659180E3
2.110456875E0,1.017666504E3
2.190456875E0,1.017663086E3
2.270456875E0,1.017659668E3
2.350455313E0,1.017666992E3
2.430455313E0,1.017664551E3
2.510456875E0,1.017665527E3
2.590456875E0,1.017659668E3
2.670455313E0,1.017657227E3
2.750456875E0,1.017643066E3
2.830456875E0,1.017638672E3
2.910456875E0,1.017655762E3
2.990455313E0,1.017653809E3
3.070455313E0,1.017650879E3
3.150456875E0,1.017651855E3
3.230455313E0,1.017656738E3
3.310456875E0,1.017655273E3
3.390456875E0,1.017660645E3
3.470456875E0,1.017665527E3
3.550456875E0,1.017671387E3
3.630456875E0,1.017674805E3
3.710456875E0,1.017665527E3
3.790456875E0,1.017657715E3
3.870456875E0,1.017644531E3
3.950456875E0,1.017639648E3
4.030456875E0,1.017643066E3
4.110458438E0,1.017648438E3
4.190458438E0,1.017637207E3
4.270456875E0,1.017628906E3
4.350456875E0,1.017640625E3
4.430456875E0,1.017646973E3
4.510458438E0,1.017644531E3
4.590456875E0,1.017641602E3
4.670456875E0,1.017643555E3
4.750458438E0,1.017649902E3
4.830458438E0,1.017653320E3
4.910458438E0,1.017645020E3
4.990456875E0,1.017637207E3
5.070456875E0,1.017634277E3
5.150458438E0,1.017639160E3
5.230458438E0,1.017645020E3
5.310458438E0,1.017645020E3
5.390456875E0,1.017641113E3
5.470458438E0,1.017639160E3
5.550460000E0,1.017647949E3
5.630458438E0,1.017637207E3
5.710456875E0,1.017631836E3
5.790456875E0,1.017634277E3
5.870456875E0,1.017630859E3
5.950456875E0,1.017640625E3
6.030456875E0,1.017637207E3
6.110456875E0,1.017644531E3
6.190456875E0,1.017642090E3
6.270456875E0,1.017639160E3
6.350455313E0,1.017637207E3
6.430455313E0,1.017645508E3
6.510456875E0,1.017645020E3
6.590455313E0,1.017635742E3
6.670455313E0,1.017628418E3
6.750456875E0,1.017622070E3
