"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.528510000E-1,9.337511845E-3,-1.533446312E-1,-1.409178823E-1
1.728510000E-1,1.998402029E-1,3.890338913E-2,-2.327222079E-1
1.928603750E-1,3.323106766E-1,2.658485472E-1,-3.719122112E-1
2.148510000E-1,2.622182667E-1,2.709449232E-1,-4.624773562E-1
2.348650630E-1,2.823244631E-1,1.422792375E-1,-3.814068139E-1
2.568494380E-1,5.409822464E-1,7.379251719E-2,-2.336297780E-1
2.768510000E-1,6.329087615E-1,3.623303398E-2,-3.235665858E-1
2.968510000E-1,4.878718853E-1,-5.405284837E-2,-3.995058537E-1
3.168556880E-1,8.916886896E-2,-1.624726951E-1,-4.133114219E-1
3.388510000E-1,-4.493001103E-1,-1.258207858E-1,-2.319717109E-1
3.608494380E-1,-5.529202819E-1,-7.963937521E-2,-1.030442417E-1
3.808494380E-1,-2.188991904E-1,7.784168236E-3,-1.583537161E-1
4.008556880E-1,2.494948208E-1,-6.161012221E-3,-2.882411182E-1
4.228494380E-1,6.151412725E-1,2.694788389E-2,-2.166651785E-1
4.428556880E-1,5.498310924E-1,5.061454698E-2,-9.793042392E-2
4.648494380E-1,-4.370304570E-2,6.489133835E-2,-1.468171030E-1
4.848494380E-1,-6.306921840E-1,2.247984149E-2,-2.442762852E-1
5.048510000E-1,-7.307868004E-1,-4.590216093E-3,-2.965489030E-1
5.248588130E-1,-4.722511768E-1,4.801400751E-2,-3.176150024E-1
5.468494380E-1,-1.158374995E-1,1.954768784E-3,-3.227637410E-1
5.668510000E-1,1.012639999E-1,-1.339714676E-1,-2.943323255E-1
5.868510000E-1,1.476024985E-1,-1.994736791E-1,-2.705434859E-1
6.068510000E-1,9.637708217E-2,-1.007927656E-1,-1.895427555E-1
6.288510000E-1,9.442231618E-3,1.481959075E-1,-1.816364080E-1
6.488697500E-1,2.007128671E-3,2.438748628E-1,-1.707804650E-1
6.708494380E-1,3.892084211E-2,2.572440803E-1,-1.396612525E-1
6.908494380E-1,6.003932655E-2,2.564063072E-1,-9.440486133E-2
7.108494380E-1,1.277057379E-1,1.671676338E-1,-7.169812173E-2
7.308510000E-1,2.114815414E-1,7.895869762E-2,-2.736676298E-2
7.508510000E-1,2.459168881E-1,2.951351739E-2,5.410520732E-2
7.708510000E-1,2.381327152E-1,7.241371274E-2,1.237787530E-1
7.908510000E-1,2.168048024E-1,1.015258059E-1,1.749867052E-1
8.108510000E-1,1.608844548E-1,1.023112014E-1,2.281319797E-1
8.328619380E-1,2.626720443E-2,-6.236061454E-2,2.680825591E-1
8.548510000E-1,6.352998316E-2,-8.955284208E-2,2.767917514E-1
8.768510000E-1,7.850491256E-2,1.757546514E-2,3.267081678E-1
8.968510000E-1,-2.469466329E-1,1.897172816E-2,4.310614169E-1
9.188494380E-1,-6.022782326E-1,-2.728298604E-1,4.245338738E-1
9.388494380E-1,-4.354247451E-1,-4.594753683E-1,3.413514793E-1
9.588494380E-1,1.626297832E-1,-3.017674387E-1,2.517637312E-1
9.788494380E-1,6.553885937E-1,9.473647177E-2,3.250501156E-1
9.988510000E-1,6.775019169E-1,2.285508662E-1,3.422765136E-1
1.020851000E0,2.039591819E-1,3.377212211E-2,2.449220568E-1
1.042851000E0,-3.707079291E-1,-2.528458536E-1,1.473930478E-1
1.064849438E0,-5.411044359E-1,-3.123790324E-1,1.064825356E-1
1.084851000E0,-3.293087184E-1,-2.070658654E-1,1.313534826E-1
1.106849438E0,6.236061454E-2,-1.122246683E-2,9.180431813E-2
1.126849438E0,2.905274928E-1,4.513421282E-2,8.035495877E-2
1.146849438E0,3.126931787E-1,2.288126573E-2,1.288402081E-1
