"Time (s)","Pressure (hPa)"
7.446312500E-2,1.031919922E3
1.544615630E-1,1.031908691E3
2.344600000E-1,1.031919434E3
3.144600000E-1,1.031921875E3
3.944662500E-1,1.031921387E3
4.744600000E-1,1.031915527E3
5.544584380E-1,1.031921875E3
6.344600000E-1,1.031924316E3
7.144584380E-1,1.031924805E3
7.944600000E-1,1.031925293E3
8.744600000E-1,1.031927734E3
9.544600000E-1,1.031928223E3
1.034458438E0,1.031929199E3
1.114458438E0,1.031932129E3
1.194458438E0,1.031928711E3
1.274458438E0,1.031919922E3
1.354458438E0,1.031940918E3
1.434460000E0,1.031934570E3
1.514460000E0,1.031936523E3
1.594460000E0,1.031926270E3
1.674460000E0,1.031931641E3
1.754460000E0,1.031922363E3
1.834460000E0,1.031924805E3
1.914458438E0,1.031915527E3
1.994458438E0,1.031919434E3
2.074458438E0,1.031931152E3
2.154458438E0,1.031924805E3
2.234460000E0,1.031925781E3
2.314460000E0,1.031938965E3
2.394460000E0,1.031950195E3
2.474458438E0,1.031954102E3
2.554458438E0,1.031948730E3
2.634460000E0,1.031944336E3
2.714458438E0,1.031949219E3
2.794460000E0,1.031946777E3
2.874460000E0,1.031935547E3
2.954461563E0,1.031929688E3
3.034458438E0,1.031943848E3
3.114458438E0,1.031946289E3
3.194460000E0,1.031945312E3
3.274460000E0,1.031941895E3
3.354458438E0,1.031935059E3
3.434458438E0,1.031937500E3
3.514460000E0,1.031934570E3
3.594460000E0,1.031941406E3
3.674458438E0,1.031941406E3
3.754458438E0,1.031942383E3
3.834460000E0,1.031940430E3
3.914460000E0,1.031928711E3
3.994460000E0,1.031928711E3
4.074460000E0,1.031934570E3
4.154460000E0,1.031939453E3
4.234460000E0,1.031939941E3
4.314458438E0,1.031933594E3
4.394458438E0,1.031929199E3
4.474458438E0,1.031932617E3
4.554460000E0,1.031924805E3
4.634458438E0,1.031936035E3
4.714458438E0,1.031943359E3
4.794460000E0,1.031935547E3
4.874460000E0,1.031933105E3
4.954460000E0,1.031931641E3
5.034458438E0,1.031926758E3
5.114458438E0,1.031929199E3
5.194474063E0,1.031932129E3
5.274458438E0,1.031940430E3
5.354458438E0,1.031941895E3
5.434458438E0,1.031932617E3
5.514458438E0,1.031940918E3
5.594461563E0,1.031943848E3
5.674460000E0,1.031939453E3
5.754458438E0,1.031937012E3
5.834458438E0,1.031941895E3
5.914458438E0,1.031938965E3
5.994458438E0,1.031932129E3
6.074458438E0,1.031934082E3
6.154458438E0,1.031923340E3
6.234458438E0,1.031928223E3
6.314458438E0,1.031919434E3
6.394458438E0,1.031923340E3
6.474458438E0,1.031933105E3
6.554458438E0,1.031928711E3
6.634460000E0,1.031926270E3
6.714458438E0,1.031942871E3
6.794461563E0,1.031939453E3
6.874458438E0,1.031937500E3
6.954460000E0,1.031937988E3
7.034458438E0,1.031926758E3
7.114458438E0,1.031946289E3
7.194481875E0,1.031943848E3
7.274458438E0,1.031946289E3
7.354458438E0,1.031948242E3
7.434458438E0,1.031934570E3
7.514460000E0,1.031937500E3
7.594460000E0,1.031929688E3
7.674460000E0,1.031943359E3
7.754458438E0,1.031936523E3
7.834460000E0,1.031943359E3
7.914458438E0,1.031944336E3
7.994460000E0,1.031950684E3
8.074463125E0,1.031942871E3
8.154458438E0,1.031937500E3
8.234458438E0,1.031948730E3
8.314460000E0,1.031952148E3
8.394483438E0,1.031953613E3
8.474458438E0,1.031953613E3
8.554458438E0,1.031934082E3
8.634458438E0,1.031938965E3
8.714458438E0,1.031932617E3
8.794497500E0,1.031935547E3
8.874460000E0,1.031932129E3
8.954460000E0,1.031935059E3
9.034458438E0,1.031940918E3
9.114458438E0,1.031926758E3
9.194460000E0,1.031939453E3
9.274458438E0,1.031921875E3
9.354458438E0,1.031917480E3
9.434458438E0,1.031921875E3
9.514458438E0,1.031906250E3
9.594460000E0,1.031910645E3
9.674460000E0,1.031916504E3
9.754458438E0,1.031916992E3
9.834466250E0,1.031929199E3
9.914458438E0,1.031929199E3
9.994458438E0,1.031916992E3
1.007446313E1,1.031924316E3
1.015445844E1,1.031920898E3
1.023446000E1,1.031917480E3
1.031446000E1,1.031921387E3
1.039445844E1,1.031924316E3
1.047445844E1,1.031928711E3
1.055445844E1,1.031916016E3
1.063445844E1,1.031916992E3
1.071445844E1,1.031913574E3
1.079445844E1,1.031921387E3
1.087445844E1,1.031929199E3
1.095446000E1,1.031922852E3
1.103446000E1,1.031925293E3
1.111445844E1,1.031922852E3
1.119445844E1,1.031927246E3
1.127445844E1,1.031925293E3
1.135446156E1,1.031937500E3
1.143445844E1,1.031930176E3
1.151446000E1,1.031927246E3
1.159446938E1,1.031926270E3
1.167446000E1,1.031914551E3
1.175445844E1,1.031923340E3
1.183446313E1,1.031923340E3
1.191445844E1,1.031920898E3
1.199445844E1,1.031918457E3
1.207445844E1,1.031920898E3
1.215445844E1,1.031919922E3
1.223446000E1,1.031924805E3
1.231446000E1,1.031915527E3
1.239445844E1,1.031901367E3
1.247445844E1,1.031905273E3
1.255445844E1,1.031899414E3
1.263446000E1,1.031887207E3
1.271445844E1,1.031892090E3
1.279445844E1,1.031883789E3
1.287446000E1,1.031896484E3
1.295446156E1,1.031893555E3
1.303446000E1,1.031900391E3
1.311446312E1,1.031919434E3
1.319446000E1,1.031919922E3
1.327445844E1,1.031907715E3
1.335446312E1,1.031913574E3
1.343446000E1,1.031912109E3
1.351445844E1,1.031924316E3
1.359446000E1,1.031917969E3
