"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211814449E1,1.189533438E2,1.566916297E1,1.916384935E0,2.466433716E2,2.385366440E1,2.385366440E1
1.560015620E-1,3.211813365E1,1.189530966E2,3.341139728E1,1.118789196E0,3.052090149E2,2.264968872E1,2.264968872E1
1.177245833E0,3.211818921E1,1.189531004E2,3.597020734E1,9.829742312E-1,2.975357361E2,9.005975723E0,9.005975723E0
2.175928645E0,3.211812839E1,1.189531052E2,4.008117975E1,7.510089874E-1,2.927788391E2,1.145390701E1,1.145390701E1
2.979829687E0,3.211815578E1,1.189531041E2,2.930665617E1,9.201689363E-1,2.934126892E2,9.975848198E0,9.975848198E0
3.979552603E0,3.211815327E1,1.189531099E2,2.842170852E1,1.042785645E0,3.121065063E2,7.812159538E0,7.812159538E0
4.989252082E0,3.211809316E1,1.189530822E2,2.381839131E1,9.075945020E-1,3.198243713E2,6.591790199E0,6.591790199E0
5.987247395E0,3.211811397E1,1.189530651E2,2.160629359E1,9.208768606E-1,3.198243713E2,5.370451927E0,5.370451927E0
6.987385415E0,3.211812191E1,1.189530463E2,2.340329326E1,9.026545882E-1,3.032897034E2,4.699999809E0,4.699999809E0
7.991479686E0,3.211812828E1,1.189530360E2,2.311367658E1,1.200626135E0,3.005841064E2,1.420630455E0,1.420630455E0
8.986589582E0,3.211813371E1,1.189530295E2,2.295065786E1,1.216894865E0,3.086580505E2,2.148310423E0,2.148310423E0
9.988826040E0,3.211814160E1,1.189530247E2,2.287197343E1,1.272412777E0,3.007658081E2,2.631864548E0,2.631864548E0
1.099477135E1,3.211814890E1,1.189530204E2,2.240872812E1,1.331469417E0,3.017890320E2,2.788712740E0,2.788712740E0
1.199201979E1,3.211815563E1,1.189530146E2,2.181318569E1,1.368691683E0,2.999370117E2,2.967797756E0,2.967797756E0
1.299521927E1,3.211816186E1,1.189530089E2,2.139691034E1,1.402392507E0,2.964160461E2,3.416584492E0,3.416584492E0
1.399112396E1,3.211816829E1,1.189530024E2,2.097666225E1,1.436822891E0,2.950799255E2,3.597841263E0,3.597841263E0
1.498871562E1,3.211817810E1,1.189529951E2,2.057932291E1,1.440363169E0,2.975722656E2,3.647083282E0,3.647083282E0
1.599485208E1,3.211819070E1,1.189529887E2,2.028258983E1,1.444900870E0,2.984682312E2,3.669364214E0,3.669364214E0
1.699207812E1,3.211820268E1,1.189529817E2,1.996809569E1,1.460730076E0,2.954017029E2,3.710807085E0,3.710807085E0
1.799337083E1,3.211820604E1,1.189529678E2,1.944462132E1,1.377615213E0,2.932619934E2,3.473463535E0,3.473463535E0
1.899502135E1,3.211821350E1,1.189529563E2,1.906177010E1,1.337998986E0,2.892277527E2,3.351345778E0,3.351345778E0
1.999412239E1,3.211821970E1,1.189529429E2,1.870560299E1,1.335887671E0,2.983147583E2,3.136024475E0,3.136024475E0
2.098919010E1,3.211822978E1,1.189529300E2,1.790920620E1,1.259493709E0,3.015780945E2,3.137677908E0,3.137677908E0
2.199562812E1,3.211823562E1,1.189529145E2,1.730538804E1,1.100441813E0,3.054762878E2,3.101379395E0,3.101379395E0
2.298964948E1,3.211824560E1,1.189528995E2,1.693572285E1,1.007275701E0,3.038952942E2,3.385528564E0,3.385528564E0
2.398970364E1,3.211825347E1,1.189528915E2,1.582013858E1,9.771424532E-1,3.091492004E2,3.368414640E0,3.368414640E0
2.499235104E1,3.211826015E1,1.189528807E2,1.511954851E1,8.545187712E-1,3.088885498E2,3.474587679E0,3.474587679E0
2.598817291E1,3.211826593E1,1.189528699E2,1.449286918E1,7.928401232E-1,3.083850708E2,3.387125492E0,3.387125492E0
2.699046927E1,3.211827511E1,1.189528587E2,1.383770423E1,9.823307395E-1,3.103409119E2,3.338705063E0,3.338705063E0
2.798664791E1,3.211828275E1,1.189528480E2,1.336747381E1,9.738050103E-1,3.100481567E2,3.330943584E0,3.330943584E0
2.899518645E1,3.211829064E1,1.189528301E2,1.236473249E1,1.038023829E0,3.066351624E2,3.455500364E0,3.455500364E0
