"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.762533500E0,-6.087600708E0,-4.229571533E1,-1.276785278E1
4.782534500E0,-6.457412720E0,-4.225001526E1,-1.256878662E1
4.802535500E0,-7.133209229E0,-4.210546875E1,-1.216830444E1
4.822536500E0,-7.817245483E0,-4.190915680E1,-1.237298584E1
4.842537500E0,-7.914871216E0,-4.179370117E1,-1.238183594E1
4.862538500E0,-7.381988525E0,-4.148867798E1,-1.269589233E1
4.882539500E0,-7.321105957E0,-4.159613800E1,-1.287515259E1
4.902540500E0,-7.489151001E0,-4.156642151E1,-1.321484375E1
4.922541500E0,-7.354568481E0,-4.111293030E1,-1.321453857E1
4.942542500E0,-7.371612549E0,-4.127521515E1,-1.335189819E1
4.962542500E0,-7.255233765E0,-4.138848114E1,-1.290493774E1
4.982543500E0,-7.759841919E0,-4.132758331E1,-1.197073364E1
5.002544500E0,-7.795455933E0,-4.165570068E1,-1.169824219E1
5.022545500E0,-8.398345947E0,-4.151074982E1,-1.146780396E1
5.042546500E0,-9.097305298E0,-4.146381378E1,-1.149667358E1
5.062547500E0,-9.567382812E0,-4.129959869E1,-1.129260254E1
5.082548500E0,-1.014483643E1,-4.119155884E1,-1.104428101E1
5.102549500E0,-1.108038330E1,-4.106389618E1,-1.100204468E1
5.122550500E0,-1.144482422E1,-4.057976532E1,-1.096264648E1
5.142551500E0,-1.187733459E1,-4.068762207E1,-1.049615479E1
5.162552500E0,-1.250172424E1,-4.073208618E1,-1.013360596E1
5.182553500E0,-1.355067444E1,-4.010717773E1,-1.088641357E1
5.202554500E0,-1.481452942E1,-3.942315674E1,-1.169104004E1
5.222555500E0,-1.576606750E1,-3.878617859E1,-1.182205200E1
5.242556500E0,-1.666453552E1,-3.816475677E1,-1.197943115E1
5.262557500E0,-1.747398376E1,-3.758712006E1,-1.260675049E1
5.282557500E0,-1.780667114E1,-3.688481903E1,-1.322079468E1
5.302558500E0,-1.854508972E1,-3.630589294E1,-1.354675293E1
5.322559500E0,-1.954916382E1,-3.535845947E1,-1.388519287E1
5.342560500E0,-2.035330200E1,-3.479431915E1,-1.473162842E1
5.362561500E0,-2.119128418E1,-3.381282806E1,-1.495053101E1
5.382562500E0,-2.228260803E1,-3.313201141E1,-1.494686890E1
5.402563500E0,-2.290870667E1,-3.234716034E1,-1.525616455E1
5.422564500E0,-2.388050842E1,-3.147712517E1,-1.526513672E1
5.442565500E0,-2.455464172E1,-3.094742775E1,-1.555599976E1
5.462566500E0,-2.520359802E1,-3.035436630E1,-1.568887329E1
5.482567500E0,-2.562225342E1,-2.971940422E1,-1.615225220E1
5.502568500E0,-2.583911133E1,-2.931070137E1,-1.661218262E1
5.522569500E0,-2.615065002E1,-2.899965477E1,-1.694189453E1
5.542570500E0,-2.604882812E1,-2.844451904E1,-1.720928955E1
5.562571500E0,-2.613119507E1,-2.801762390E1,-1.752194214E1
5.582572500E0,-2.619155884E1,-2.763669968E1,-1.755917358E1
5.602572500E0,-2.619931030E1,-2.684633827E1,-1.800729370E1
5.622573500E0,-2.625550842E1,-2.708060265E1,-1.793832397E1
5.642574500E0,-2.585919189E1,-2.744125175E1,-1.807104492E1
5.662575500E0,-2.568070984E1,-2.714313698E1,-1.808877563E1
5.682576500E0,-2.557296753E1,-2.709858894E1,-1.797036743E1
5.702577500E0,-2.532797241E1,-2.720953751E1,-1.756427002E1
5.722578500E0,-2.521926880E1,-2.706226349E1,-1.730950928E1
5.742579500E0,-2.465405273E1,-2.718140030E1,-1.686755371E1
5.762580500E0,-2.409757996E1,-2.748410034E1,-1.660263062E1
5.782581500E0,-2.354020691E1,-2.748447609E1,-1.687542725E1
5.802582500E0,-2.299206543E1,-2.778074646E1,-1.655328369E1
5.822583500E0,-2.232366943E1,-2.795211029E1,-1.630944824E1
5.842584500E0,-2.127380371E1,-2.827127075E1,-1.608502197E1
5.862585500E0,-2.064752197E1,-2.859035683E1,-1.586468506E1
5.882586500E0,-1.943756104E1,-2.903081512E1,-1.548367310E1
5.902587500E0,-1.889750671E1,-2.943970490E1,-1.508892822E1
5.922587500E0,-1.812525940E1,-2.952082825E1,-1.480426025E1
5.942588500E0,-1.731571960E1,-2.987530708E1,-1.446392822E1
5.962589500E0,-1.671505737E1,-2.998334122E1,-1.435440063E1
5.982590500E0,-1.611080933E1,-2.988595009E1,-1.424771118E1
6.002591500E0,-1.560269165E1,-2.984271431E1,-1.427346802E1
6.022592500E0,-1.550093079E1,-2.995620918E1,-1.412915039E1
6.042593500E0,-1.488273621E1,-2.941387177E1,-1.418402100E1
6.062594500E0,-1.436878967E1,-2.945012283E1,-1.398184204E1
6.082595500E0,-1.393371582E1,-2.933591270E1,-1.442483521E1
6.102596500E0,-1.345637512E1,-2.891822243E1,-1.465179443E1
6.122597500E0,-1.308200073E1,-2.872704506E1,-1.467895508E1
6.142598500E0,-1.297288513E1,-2.850277710E1,-1.539599609E1
6.162599500E0,-1.266108704E1,-2.808631516E1,-1.547174072E1
6.182600500E0,-1.227986145E1,-2.824668121E1,-1.564071655E1
6.202601500E0,-1.183982849E1,-2.794181442E1,-1.581372070E1
6.222602500E0,-1.130567932E1,-2.786588478E1,-1.609808350E1
6.242603500E0,-1.091636658E1,-2.774238968E1,-1.587777710E1
6.262603500E0,-1.099806213E1,-2.752026749E1,-1.558752441E1
6.282604500E0,-1.065187073E1,-2.727140427E1,-1.575616455E1
6.302605875E0,-1.067048645E1,-2.693937683E1,-1.577246094E1
6.322606875E0,-1.063233948E1,-2.680343628E1,-1.618881226E1
6.342607875E0,-1.081042480E1,-2.667794037E1,-1.613568115E1
6.362608875E0,-1.104512024E1,-2.629229736E1,-1.563806152E1
6.382609875E0,-1.128405762E1,-2.583601189E1,-1.639282227E1
6.402610875E0,-1.190010071E1,-2.565456772E1,-1.628164673E1
6.422611875E0,-1.180755615E1,-2.535911942E1,-1.606893921E1
6.442612875E0,-1.240542603E1,-2.514736557E1,-1.614761353E1
6.462613875E0,-1.280795288E1,-2.483824539E1,-1.616464233E1
6.482614875E0,-1.308111572E1,-2.464518166E1,-1.677551270E1
6.502615875E0,-1.297824097E1,-2.443828011E1,-1.682583618E1
6.522616875E0,-1.342616272E1,-2.434680748E1,-1.680990601E1
6.542617875E0,-1.358534241E1,-2.401887703E1,-1.688052368E1
6.562618875E0,-1.370776367E1,-2.385868263E1,-1.707864380E1
6.582618875E0,-1.388406372E1,-2.398564339E1,-1.738015747E1
6.602619875E0,-1.384774780E1,-2.388109016E1,-1.724908447E1
6.622620875E0,-1.412255859E1,-2.389130974E1,-1.749609375E1
6.642621875E0,-1.391618347E1,-2.402143097E1,-1.713720703E1
6.662622875E0,-1.382662964E1,-2.394931030E1,-1.672943115E1
6.682623875E0,-1.416610718E1,-2.376891708E1,-1.714141846E1
6.702624875E0,-1.434121704E1,-2.373226738E1,-1.724594116E1
6.722625875E0,-1.435498047E1,-2.377666092E1,-1.739105225E1
6.742626875E0,-1.400022888E1,-2.411136818E1,-1.699615479E1
6.762627875E0,-1.340919495E1,-2.452909279E1,-1.650491333E1
6.782628875E0,-1.319554138E1,-2.473177338E1,-1.660702515E1
6.802629875E0,-1.303048706E1,-2.505030251E1,-1.596331787E1
6.822630875E0,-1.312358093E1,-2.509744835E1,-1.577880859E1
6.842631875E0,-1.260154724E1,-2.560308647E1,-1.538229370E1
6.862632875E0,-1.207038879E1,-2.600950241E1,-1.483734131E1
6.882633875E0,-1.128004456E1,-2.590338707E1,-1.456341553E1
6.902633875E0,-1.079389954E1,-2.638620186E1,-1.428424072E1
6.922634875E0,-1.013856506E1,-2.642890167E1,-1.429806519E1
6.942635875E0,-9.414459229E0,-2.664536667E1,-1.451333618E1
6.962636875E0,-8.935592651E0,-2.665836906E1,-1.451904297E1
6.982637875E0,-8.271804810E0,-2.694522095E1,-1.421319580E1
7.002638875E0,-7.549514771E0,-2.722239304E1,-1.427841187E1
7.022639875E0,-6.436172485E0,-2.751421165E1,-1.380203247E1
7.042640875E0,-5.711242676E0,-2.751049232E1,-1.387545776E1
7.062641875E0,-5.298629761E0,-2.781918526E1,-1.395632935E1
7.082642875E0,-4.628860474E0,-2.782692337E1,-1.400531006E1
7.102643875E0,-4.068679810E0,-2.792379761E1,-1.403375244E1
7.122644875E0,-3.349227905E0,-2.791023254E1,-1.405932617E1
7.142645875E0,-2.878326416E0,-2.796121025E1,-1.437377930E1
7.162646875E0,-2.588653564E0,-2.777159119E1,-1.469821167E1
7.182647875E0,-2.157577515E0,-2.810827827E1,-1.465078735E1
7.202648875E0,-1.757751465E0,-2.818414116E1,-1.459118652E1
7.222649875E0,-1.421722412E0,-2.793550873E1,-1.467031860E1
7.242650875E0,-1.317871094E0,-2.832919884E1,-1.481478882E1
7.262650875E0,-8.942871094E-1,-2.846409988E1,-1.512426758E1
7.282651875E0,-5.339813232E-1,-2.864630699E1,-1.532208252E1
7.302652375E0,1.365356445E-1,-2.850392532E1,-1.512280273E1
7.322653375E0,4.161224365E-1,-2.881118393E1,-1.532501221E1
7.342654375E0,8.193817139E-1,-2.906099129E1,-1.494378662E1
7.362655375E0,6.467895508E-1,-2.918373680E1,-1.554870605E1
7.382656375E0,7.137451172E-1,-2.952143097E1,-1.554318237E1
7.402657375E0,7.247772217E-1,-2.980344582E1,-1.500231934E1
7.422658375E0,2.586364746E-2,-2.981504822E1,-1.487698364E1
7.442659375E0,-6.580505371E-1,-3.047705650E1,-1.527575684E1
7.462660375E0,-1.280258179E0,-3.025816345E1,-1.506423950E1
7.482661375E0,-2.095642090E0,-3.059119225E1,-1.524328613E1
7.502662375E0,-2.773391724E0,-3.068474579E1,-1.551229858E1
7.522663375E0,-3.480682373E0,-3.139696693E1,-1.574053955E1
7.542664375E0,-4.239761353E0,-3.168852425E1,-1.539746094E1
7.562665375E0,-5.260406494E0,-3.189862251E1,-1.523529053E1
7.582666375E0,-5.908645630E0,-3.199188423E1,-1.522213745E1
7.602666375E0,-6.407333374E0,-3.207997131E1,-1.543127441E1
7.622667375E0,-7.447494507E0,-3.229431152E1,-1.532192993E1
7.642668375E0,-7.892562866E0,-3.222242737E1,-1.444338989E1
7.662669375E0,-8.767868042E0,-3.246363068E1,-1.559823608E1
7.682670375E0,-9.018692017E0,-3.276943970E1,-1.551193237E1
7.702671375E0,-9.581542969E0,-3.296540833E1,-1.568640137E1
7.722672375E0,-9.932647705E0,-3.265560913E1,-1.573416138E1
7.742673375E0,-1.022360229E1,-3.270112610E1,-1.555303955E1
7.762674375E0,-1.082745361E1,-3.299563599E1,-1.571475220E1
7.782675375E0,-1.114706421E1,-3.279003906E1,-1.599160767E1
7.802676375E0,-1.175871277E1,-3.290907288E1,-1.616983032E1
7.822677375E0,-1.226672363E1,-3.319458771E1,-1.640228271E1
7.842678375E0,-1.229235840E1,-3.311602020E1,-1.643310547E1
7.862679375E0,-1.181388855E1,-3.341800690E1,-1.621035767E1
7.882680375E0,-1.170210266E1,-3.377770996E1,-1.622964478E1
7.902681375E0,-1.182215881E1,-3.385594177E1,-1.636972046E1
