"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.175353600E2,3.211555442E1,1.189517522E2,1.611496117E1,1.381880085E0,1.403877484E2,4.917656316E0,4.917656316E0
2.185353764E2,3.211553804E1,1.189517579E2,1.633026346E1,1.462234450E0,1.393052553E2,4.922587340E0,4.922587340E0
2.195353942E2,3.211553352E1,1.189517681E2,1.605717395E1,1.330057291E0,1.299467887E2,4.931991156E0,4.931991156E0
2.205354109E2,3.211552440E1,1.189517709E2,1.595926546E1,1.225154405E0,1.310425218E2,4.932008527E0,4.932008527E0
2.215354290E2,3.211551950E1,1.189517829E2,1.600513712E1,1.212046997E0,1.240946176E2,4.943981398E0,4.943981398E0
2.225354454E2,3.211551423E1,1.189517897E2,1.586046411E1,1.029453753E0,1.277919411E2,4.940425759E0,4.940425759E0
2.235354627E2,3.211550530E1,1.189518015E2,1.593808639E1,1.185716665E0,1.285766352E2,4.959514627E0,4.959514627E0
2.245354804E2,3.211549933E1,1.189518067E2,1.586711582E1,9.346970077E-1,1.345007899E2,4.984370621E0,4.984370621E0
2.255354977E2,3.211549090E1,1.189518170E2,1.585016325E1,8.871520062E-1,1.347454170E2,4.983690888E0,4.983690888E0
2.265355142E2,3.211548267E1,1.189518319E2,1.598895010E1,1.008321601E0,1.295955024E2,4.992268699E0,4.992268699E0
2.275355337E2,3.211547302E1,1.189518476E2,1.603011548E1,1.132099316E0,1.279899825E2,5.011629033E0,5.011629033E0
2.285355503E2,3.211546087E1,1.189518637E2,1.608972374E1,1.273142011E0,1.275545433E2,5.019294313E0,5.019294313E0
2.295355687E2,3.211544737E1,1.189518818E2,1.609389346E1,1.466878328E0,1.265901785E2,5.013850989E0,5.013850989E0
2.305355865E2,3.211543502E1,1.189518885E2,1.573058645E1,1.277485024E0,1.288926687E2,5.009422246E0,5.009422246E0
2.315356034E2,3.211541833E1,1.189519025E2,1.588505179E1,1.354932890E0,1.297529892E2,5.015707006E0,5.015707006E0
2.325356227E2,3.211540889E1,1.189519116E2,1.573404086E1,1.213725112E0,1.298515924E2,5.015368765E0,5.015368765E0
2.335356405E2,3.211540116E1,1.189519251E2,1.568944306E1,1.260554507E0,1.278545373E2,5.019446431E0,5.019446431E0
2.345356585E2,3.211538753E1,1.189519411E2,1.600401766E1,1.529160825E0,1.291146294E2,5.017707165E0,5.017707165E0
2.355356764E2,3.211537873E1,1.189519489E2,1.614749909E1,1.345525040E0,1.296260845E2,5.034408933E0,5.034408933E0
2.365356949E2,3.211536925E1,1.189519581E2,1.594819056E1,1.279260767E0,1.312955432E2,5.040058372E0,5.040058372E0
2.375357133E2,3.211536258E1,1.189519683E2,1.574571556E1,1.138257907E0,1.294754047E2,5.052079623E0,5.052079623E0
2.385357311E2,3.211535720E1,1.189519785E2,1.605428861E1,1.009031597E0,1.281075692E2,5.070136538E0,5.070136538E0
2.395357495E2,3.211534836E1,1.189519968E2,1.593069061E1,1.335482323E0,1.259230740E2,5.050238518E0,5.050238518E0
2.405357679E2,3.211533873E1,1.189520128E2,1.582447659E1,1.443194701E0,1.257585788E2,5.047969719E0,5.047969719E0
2.415357870E2,3.211533079E1,1.189520220E2,1.570171229E1,1.233904513E0,1.258190288E2,5.055534055E0,5.055534055E0
2.425358049E2,3.211532641E1,1.189520358E2,1.576972739E1,1.051181958E0,1.188709568E2,5.043664747E0,5.043664747E0
2.435358244E2,3.211531993E1,1.189520532E2,1.577877117E1,1.175114044E0,1.160574346E2,5.027075469E0,5.027075469E0
2.445358417E2,3.211531089E1,1.189520612E2,1.567508217E1,1.021014451E0,1.139448810E2,5.012048504E0,5.012048504E0
2.455358605E2,3.211529765E1,1.189520771E2,1.586548263E1,1.252878808E0,1.198182931E2,5.010687132E0,5.010687132E0
2.465358792E2,3.211529153E1,1.189520937E2,1.572813714E1,1.299311307E0,1.195299633E2,5.003550625E0,5.003550625E0
2.475358989E2,3.211528276E1,1.189521115E2,1.561950648E1,1.519569290E0,1.212339230E2,4.989286253E0,4.989286253E0
2.485359170E2,3.211527831E1,1.189521233E2,1.569444889E1,1.371313604E0,1.246694680E2,4.981976506E0,4.981976506E0
2.495359353E2,3.211527299E1,1.189521386E2,1.573238222E1,1.285363632E0,1.227229352E2,4.986290296E0,4.986290296E0
2.505359538E2,3.211527386E1,1.189521523E2,1.581346020E1,1.121631602E0,1.200105187E2,4.976967817E0,4.976967817E0
2.515359729E2,3.211527502E1,1.189521704E2,1.604153125E1,1.127423327E0,1.092356593E2,4.966657438E0,4.966657438E0
2.525359912E2,3.211527606E1,1.189521777E2,1.610817370E1,7.908542820E-1,1.019734705E2,4.964900665E0,4.964900665E0
2.535360098E2,3.211526802E1,1.189521884E2,1.604635400E1,6.667044976E-1,1.123686767E2,4.964352003E0,4.964352003E0
2.545360290E2,3.211525978E1,1.189521987E2,1.594941410E1,7.806979302E-1,1.242298574E2,4.951753088E0,4.951753088E0
2.555360489E2,3.211525092E1,1.189522159E2,1.583056554E1,1.083805639E0,1.208697911E2,4.970480124E0,4.970480124E0
2.565360660E2,3.211524794E1,1.189522200E2,1.590174830E1,6.807942326E-1,1.163094931E2,4.960438120E0,4.960438120E0
2.575360857E2,3.211524461E1,1.189522300E2,1.577022956E1,6.962230945E-1,1.085253550E2,4.961882633E0,4.961882633E0
2.585361048E2,3.211524129E1,1.189522413E2,1.584940783E1,7.182197093E-1,1.051503489E2,4.969744314E0,4.969744314E0
2.595361230E2,3.211523834E1,1.189522509E2,1.595025823E1,6.312529657E-1,1.074632469E2,4.990836071E0,4.990836071E0
2.605361416E2,3.211523575E1,1.189522600E2,1.574039522E1,5.783185811E-1,1.085573206E2,5.013261066E0,5.013261066E0
2.615361611E2,3.211523084E1,1.189522781E2,1.591531578E1,8.999842649E-1,1.085447740E2,5.027343573E0,5.027343573E0
2.625361799E2,3.211522417E1,1.189522909E2,1.588243827E1,9.218253368E-1,1.107994527E2,5.026794859E0,5.026794859E0
2.635361988E2,3.211522383E1,1.189522986E2,1.582961211E1,7.134272462E-1,1.106078258E2,5.018328864E0,5.018328864E0
2.645362167E2,3.211522328E1,1.189523095E2,1.584364323E1,6.805739598E-1,1.092288198E2,5.011694106E0,5.011694106E0
2.655362353E2,3.211522205E1,1.189523233E2,1.576592673E1,7.396718313E-1,1.090945118E2,5.011875979E0,5.011875979E0
2.665362554E2,3.211521886E1,1.189523377E2,1.575944911E1,7.061716190E-1,1.057299466E2,5.021323210E0,5.021323210E0
2.675362738E2,3.211521400E1,1.189523501E2,1.596543282E1,7.987806884E-1,1.071972077E2,5.012470709E0,5.012470709E0
2.685362923E2,3.211521427E1,1.189523603E2,1.604513649E1,7.263401810E-1,1.055413038E2,5.009137059E0,5.009137059E0
2.695363115E2,3.211521087E1,1.189523717E2,1.626168028E1,7.209768473E-1,1.100642930E2,5.020505676E0,5.020505676E0
2.705363299E2,3.211520670E1,1.189523831E2,1.637040526E1,6.887774078E-1,1.156645427E2,5.029360986E0,5.029360986E0
2.715370760E2,3.211520359E1,1.189523951E2,1.635871465E1,6.848413969E-1,1.144005225E2,5.049168256E0,5.049168256E0
2.725370529E2,3.211519440E1,1.189524135E2,1.615937819E1,9.158756722E-1,1.173095384E2,5.057754575E0,5.057754575E0
2.735370452E2,3.211518886E1,1.189524278E2,1.618418723E1,8.618328473E-1,1.174224058E2,5.024190548E0,5.024190548E0
2.745369912E2,3.211518613E1,1.189524431E2,1.630026286E1,6.872199963E-1,1.142499038E2,5.015054263E0,5.015054263E0
2.755369559E2,3.211518405E1,1.189524593E2,1.617104989E1,5.786561396E-1,1.101667081E2,5.006780262E0,5.006780262E0
2.765368864E2,3.211518297E1,1.189524705E2,1.615055182E1,0.000000000E0,1.031191694E2,5.009318771E0,5.009318771E0
2.775368313E2,3.211518280E1,1.189524848E2,1.611184477E1,0.000000000E0,1.031191766E2,4.999666447E0,4.999666447E0
2.785367509E2,3.211517535E1,1.189525036E2,1.625989510E1,6.346722603E-1,1.250905471E2,5.012663857E0,5.012663857E0
2.795366898E2,3.211516791E1,1.189525222E2,1.619732203E1,7.248387405E-1,1.307260151E2,5.008870100E0,5.008870100E0
2.805366020E2,3.211516134E1,1.189525417E2,1.637017443E1,8.951619376E-1,1.216085680E2,4.987922110E0,4.987922110E0
2.815365331E2,3.211515662E1,1.189525579E2,1.659641601E1,8.928976080E-1,1.191764323E2,4.974209130E0,4.974209130E0
2.825364489E2,3.211515105E1,1.189525699E2,1.655887040E1,7.291571182E-1,1.199176670E2,4.977265420E0,4.977265420E0
2.835363851E2,3.211514823E1,1.189525866E2,1.653096542E1,6.775758364E-1,1.140267400E2,4.978708259E0,4.978708259E0
2.845363024E2,3.211514519E1,1.189526063E2,1.639685747E1,7.653301709E-1,1.077720479E2,4.983335272E0,4.983335272E0
2.855362360E2,3.211513934E1,1.189526253E2,1.654515358E1,9.845060994E-1,1.116927542E2,4.975612431E0,4.975612431E0
2.865361571E2,3.211513232E1,1.189526364E2,1.640817144E1,9.546797990E-1,1.185691010E2,4.970606573E0,4.970606573E0
2.875360963E2,3.211512798E1,1.189526497E2,1.666088136E1,9.353560524E-1,1.176345921E2,4.972638035E0,4.972638035E0
2.885360228E2,3.211512218E1,1.189526592E2,1.645962808E1,8.335890373E-1,1.185353161E2,4.975936525E0,4.975936525E0
2.895359714E2,3.211511626E1,1.189526713E2,1.662455722E1,7.646728460E-1,1.201295319E2,4.981785788E0,4.981785788E0
2.905359001E2,3.211511104E1,1.189526801E2,1.672979361E1,7.079148794E-1,1.180511530E2,4.987236051E0,4.987236051E0
2.915358322E2,3.211510984E1,1.189526925E2,1.651849082E1,5.832142576E-1,1.114296866E2,4.993862819E0,4.993862819E0
2.925357689E2,3.211510484E1,1.189527057E2,1.684507373E1,6.540107900E-1,1.138413837E2,4.990871219E0,4.990871219E0
2.935357113E2,3.211510322E1,1.189527240E2,1.687950616E1,7.666707883E-1,1.082211244E2,4.975732535E0,4.975732535E0
2.945356562E2,3.211509775E1,1.189527319E2,1.664695804E1,7.070998571E-1,1.100228047E2,4.974468865E0,4.974468865E0
2.955356051E2,3.211509656E1,1.189527452E2,1.670912591E1,6.133101431E-1,1.022888640E2,4.976551818E0,4.976551818E0
2.965355574E2,3.211509416E1,1.189527564E2,1.694136217E1,5.196342480E-1,1.004033280E2,4.981639607E0,4.981639607E0
2.975355140E2,3.211509145E1,1.189527711E2,1.678318320E1,6.518097930E-1,9.767242675E1,4.960169374E0,4.960169374E0
2.985354727E2,3.211509087E1,1.189527848E2,1.659648578E1,6.705142882E-1,9.614257054E1,4.958077533E0,4.958077533E0
2.995354344E2,3.211508906E1,1.189528066E2,1.672913546E1,1.064727899E0,9.698474225E1,4.953889100E0,4.953889100E0
3.005353999E2,3.211508621E1,1.189528224E2,1.666819320E1,9.576108138E-1,9.888354148E1,4.956238034E0,4.956238034E0
3.015353670E2,3.211507841E1,1.189528306E2,1.672212225E1,8.457338823E-1,1.097403272E2,4.939715125E0,4.939715125E0
3.025353368E2,3.211507256E1,1.189528440E2,1.678675455E1,8.286596245E-1,1.059843403E2,4.929932930E0,4.929932930E0
3.035353085E2,3.211507091E1,1.189528662E2,1.677301677E1,1.035016706E0,9.863828815E1,4.925013676E0,4.925013676E0
3.045352824E2,3.211506836E1,1.189528859E2,1.665483389E1,1.101149938E0,9.786654907E1,4.921621913E0,4.921621913E0
3.055352586E2,3.211506544E1,1.189529069E2,1.669407831E1,1.124112952E0,9.987369423E1,4.898700201E0,4.898700201E0
3.065352362E2,3.211506232E1,1.189529256E2,1.684375271E1,1.002721014E0,1.014364385E2,4.888641779E0,4.888641779E0
3.075352164E2,3.211505832E1,1.189529448E2,1.709232117E1,1.027440209E0,9.856151238E1,4.884074761E0,4.884074761E0
3.085351976E2,3.211505788E1,1.189529629E2,1.706123616E1,1.003856074E0,9.642775739E1,4.882249463E0,4.882249463E0
3.095351801E2,3.211505311E1,1.189529832E2,1.658562904E1,9.850738951E-1,1.002006190E2,4.877766504E0,4.877766504E0
3.105351638E2,3.211504599E1,1.189529977E2,1.697820915E1,9.690898802E-1,1.090191713E2,4.881738445E0,4.881738445E0
3.115351498E2,3.211503754E1,1.189530153E2,1.687996890E1,1.194166910E0,1.107974180E2,4.882422044E0,4.882422044E0
3.125351369E2,3.211503378E1,1.189530218E2,1.720538313E1,8.124950876E-1,1.076158268E2,4.883789115E0,4.883789115E0
3.135351250E2,3.211503017E1,1.189530410E2,1.687727051E1,1.019612816E0,1.015578226E2,4.885445801E0,4.885445801E0
3.145351136E2,3.211502489E1,1.189530564E2,1.714437035E1,1.074449685E0,1.032844207E2,4.880651789E0,4.880651789E0
3.155351041E2,3.211502071E1,1.189530683E2,1.695084179E1,9.438346606E-1,1.060417675E2,4.888323272E0,4.888323272E0
3.165350952E2,3.211501732E1,1.189530832E2,1.735324147E1,9.314590504E-1,1.028069311E2,4.879972212E0,4.879972212E0
3.175350864E2,3.211501522E1,1.189531012E2,1.707911870E1,1.083069567E0,9.902347607E1,4.887950632E0,4.887950632E0
3.185350804E2,3.211501377E1,1.189531160E2,1.715136332E1,1.229209743E0,1.001684894E2,4.888601662E0,4.888601662E0
3.195350732E2,3.211501354E1,1.189531332E2,1.709728861E1,1.300021050E0,9.526957286E1,4.883082914E0,4.883082914E0
3.205350686E2,3.211501397E1,1.189531491E2,1.714294496E1,1.232157869E0,8.992604160E1,4.893975335E0,4.893975335E0
3.215350634E2,3.211501180E1,1.189531619E2,1.707690495E1,1.152908275E0,9.318788686E1,4.912260947E0,4.912260947E0
3.225350588E2,3.211501118E1,1.189531699E2,1.699706113E1,8.932289142E-1,9.155881751E1,4.918727760E0,4.918727760E0
3.235350555E2,3.211500845E1,1.189531812E2,1.677147488E1,8.441173816E-1,9.963728742E1,4.913639921E0,4.913639921E0
3.245350535E2,3.211500656E1,1.189531939E2,1.683543283E1,8.247161324E-1,9.660909360E1,4.917185166E0,4.917185166E0
3.255350505E2,3.211500831E1,1.189532075E2,1.683001629E1,7.545275189E-1,9.115329946E1,4.933223086E0,4.933223086E0
3.265350486E2,3.211501244E1,1.189532219E2,1.685405992E1,7.082525527E-1,8.507244063E1,4.932459224E0,4.932459224E0
3.275350468E2,3.211501269E1,1.189532352E2,1.693588648E1,5.749371150E-1,8.651580192E1,4.949796810E0,4.949796810E0
3.285350466E2,3.211500901E1,1.189532449E2,1.667525661E1,0.000000000E0,9.771199486E1,4.959626538E0,4.959626538E0
3.295350457E2,3.211500127E1,1.189532547E2,1.661894169E1,0.000000000E0,9.771199927E1,4.956720980E0,4.956720980E0
3.305350454E2,3.211498724E1,1.189532613E2,1.691695386E1,0.000000000E0,9.771200128E1,4.989380296E0,4.989380296E0
3.315350456E2,3.211497303E1,1.189532689E2,1.659573619E1,0.000000000E0,9.771200381E1,5.024168064E0,5.024168064E0
3.325350456E2,3.211495244E1,1.189532863E2,1.689904124E1,9.828996186E-1,1.366292825E2,4.991132135E0,4.991132135E0
3.335350474E2,3.211495282E1,1.189532985E2,1.663074915E1,7.824859678E-1,1.186586438E2,4.972067866E0,4.972067866E0
3.345350490E2,3.211495040E1,1.189533180E2,1.688623876E1,9.534537679E-1,1.057452983E2,4.924139407E0,4.924139407E0
3.355350505E2,3.211495659E1,1.189533311E2,1.697835400E1,8.459953671E-1,8.380901061E1,4.917090121E0,4.917090121E0
3.365350513E2,3.211496114E1,1.189533492E2,1.682909333E1,9.694915952E-1,7.783460821E1,4.916433122E0,4.916433122E0
3.375350537E2,3.211496754E1,1.189533630E2,1.667478093E1,9.865709026E-1,6.884900538E1,4.905377322E0,4.905377322E0
