"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.281666667E-2,3.389172638E-1,1.540158942E0,2.915482535E0
5.281766667E-2,-1.299451585E-1,2.080513296E0,2.905496660E0
7.281866667E-2,-1.093277665E0,2.113524045E0,2.751638290E0
9.281966666E-2,-1.755421262E0,1.365984421E0,2.631492627E0
1.128196667E-1,-1.937098346E0,-5.122862577E-1,2.182697775E0
1.328206667E-1,-2.131765019E0,-9.739084384E-1,2.685700409E0
1.528261250E-1,-1.822829134E0,-9.880297565E-1,1.801838799E0
1.728271250E-1,-1.395944677E0,-9.363535264E-1,1.222407210E-1
1.928281250E-1,-1.781641493E0,-1.191137762E0,-4.616417688E-1
2.128291250E-1,-2.222341020E0,-1.043393826E0,-7.849138570E-1
2.328301250E-1,-1.849338363E0,-7.215361789E-1,-9.345096070E-1
2.528311250E-1,-8.843043901E-1,-9.211703539E-1,-9.918830717E-1
2.728321250E-1,-3.737355327E-1,-1.259351088E0,-1.169886349E0
2.928331250E-1,3.839330037E-1,-1.110321348E0,-1.250273870E0
3.128341250E-1,7.026685296E-1,-8.441642779E-1,-1.779245158E0
3.328351250E-1,8.472274880E-1,-3.824540967E-1,-2.779658148E0
3.528361250E-1,7.256562001E-1,-6.657639742E-3,-2.624956024E0
3.728371250E-1,7.548297863E-1,7.753203303E-2,-1.982380353E0
3.928381250E-1,7.584101095E-1,-1.151805004E-1,-2.231941856E0
4.128391250E-1,8.686299784E-1,7.940811217E-2,-2.266672563E0
4.328401250E-1,4.112286104E-1,4.319940466E-1,-2.084490280E0
4.528401250E-1,-6.077595949E-2,4.727047008E-1,-1.190190221E0
4.728411250E-1,-1.900511002E-1,2.492539394E-1,-6.148312175E-1
4.928421250E-1,-3.044723397E-1,4.879881531E-1,-5.040446073E-1
5.128431250E-1,-1.128544781E-1,1.222863000E0,-4.370858020E-1
5.328441250E-1,9.325987369E-2,1.802039651E0,2.012886447E-1
5.528451250E-1,1.034235770E-1,1.783194367E0,1.358352050E0
5.728461250E-1,2.352852336E-1,1.777410009E0,2.621309701E0
5.928471250E-1,2.293013392E-1,1.345157808E0,2.978359399E0
6.128481250E-1,4.091255862E-1,7.939577454E-1,1.845191810E0
6.328491250E-1,4.122817670E-1,1.538342212E0,1.859036263E0
6.528501250E-1,1.580362058E-1,2.113769628E0,3.424049964E0
6.728511250E-1,4.558657430E-1,1.755040024E0,4.227301274E0
6.928521250E-1,7.612631853E-1,-2.488604218E-2,3.778654357E0
7.128531250E-1,5.665034685E-1,-1.575373798E0,3.567343000E0
7.328541250E-1,6.172669483E-1,-2.317518196E0,2.083087533E0
7.528551250E-1,7.979688623E-1,-2.458106310E0,3.400226068E-1
7.728561250E-1,1.063987573E0,-1.752328962E0,-6.824536818E-1
7.928561250E-1,1.146751914E0,-9.209133688E-1,-1.293519292E0
8.128571250E-1,1.175778442E0,-7.324944457E-1,-1.706956031E0
8.328581250E-1,9.961058577E-1,-6.441953498E-1,-2.033848130E0
8.528591250E-1,6.992082936E-1,-5.346109271E-1,-2.150236373E0
8.728601250E-1,5.090868075E-1,-7.280064154E-1,-2.417419630E0
8.928611250E-1,4.333560824E-1,-9.176541308E-1,-2.899040750E0
9.128621250E-1,4.944942769E-1,-8.306346980E-1,-3.431638480E0
9.328631250E-1,6.145308899E-1,-5.595706442E-1,-3.539268179E0
