"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211092300E1,1.189543930E2,0.000000000E0,0.000000000E0,0.000000000E0,2.710000000E2,0.000000000E0
4.439651040E-1,3.211092300E1,1.189543930E2,1.902773111E1,2.274441421E-1,1.564405060E2,2.710000000E2,0.000000000E0
1.001418229E0,3.211329253E1,1.189577023E2,3.425810859E1,2.704142809E0,3.425394592E2,2.987598801E1,2.987598801E1
1.995101041E0,3.211331621E1,1.189576676E2,3.762227961E1,2.588361740E0,3.594037781E2,2.101820564E1,2.101820564E1
2.993277083E0,3.211333715E1,1.189576150E2,4.173986402E1,2.650319815E0,3.355540466E2,1.722987366E1,1.722987366E1
3.994044791E0,3.211335804E1,1.189575710E2,4.689198447E1,2.305426359E0,3.451215820E2,1.374021530E1,1.374021530E1
4.994924999E0,3.211337681E1,1.189575469E2,4.756965293E1,2.460889816E0,3.444976196E2,1.713725853E1,1.713725853E1
6.000871353E0,3.211339317E1,1.189575288E2,4.814027528E1,1.604023576E0,3.560038147E2,1.656413460E1,1.656413460E1
6.995615624E0,3.211341409E1,1.189575096E2,4.817142273E1,1.712175012E0,3.478977966E2,1.416366196E1,1.416366196E1
7.995433853E0,3.211346264E1,1.189575186E2,3.155741369E1,1.761488914E0,3.355896912E2,1.133068275E1,1.133068275E1
9.000906249E0,3.211348919E1,1.189575288E2,2.185322440E1,1.920762420E0,3.270264893E2,7.316583633E0,7.316583633E0
1.000334635E1,3.211352746E1,1.189575250E2,1.051982281E1,1.731157541E0,3.504355774E2,1.181055832E1,1.181055832E1
1.095853385E1,3.211358788E1,1.189574677E2,1.980570428E1,1.506303787E0,3.276341553E2,1.751481438E1,1.751481438E1
1.195982812E1,3.211360650E1,1.189574645E2,1.934932926E1,2.011718988E0,3.334167175E2,1.497465515E1,1.497465515E1
1.296657760E1,3.211353459E1,1.189574649E2,1.740264344E1,2.226256609E0,3.345312195E2,1.317469788E1,1.317469788E1
1.396601354E1,3.211355158E1,1.189574423E2,1.787886715E1,2.622515202E0,3.345312195E2,1.065256691E1,1.065256691E1
1.496352656E1,3.211357241E1,1.189574246E2,1.925975594E1,2.444914341E0,3.345312195E2,8.566613197E0,8.566613197E0
1.596017812E1,3.211359336E1,1.189573995E2,1.896492564E1,2.798287153E0,3.345312195E2,6.722474098E0,6.722474098E0
1.696945781E1,3.211360952E1,1.189573746E2,2.011133152E1,2.944860220E0,3.345312195E2,5.224736214E0,5.224736214E0
1.797353437E1,3.211362441E1,1.189573531E2,2.188948690E1,3.010037899E0,2.876355591E2,4.699999809E0,4.699999809E0
1.896490052E1,3.211363180E1,1.189573304E2,2.255114547E1,2.549154282E0,2.707243042E2,4.699999809E0,4.699999809E0
