"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.480000000E-3,-3.815464377E-1,-6.394711733E-1,-3.313856721E-1
2.348000000E-2,-5.254662633E-1,-1.180505753E0,-2.747497261E-1
4.348000000E-2,-5.030388236E-1,-1.359698772E0,-2.179392576E-1
6.348000000E-2,-3.053453565E-1,-8.178612590E-1,-1.724734306E-1
8.348000000E-2,-1.310916841E-1,-2.236464918E-1,-2.118829638E-1
1.034800000E-1,-1.078089848E-1,-6.681120396E-2,-7.459536940E-2
1.234800000E-1,-2.528283894E-1,-2.760063708E-1,1.274788529E-1
1.434800000E-1,-3.438996673E-1,-5.316970944E-1,8.466592431E-2
1.654909380E-1,-1.913578957E-1,-7.838273644E-1,-1.916546077E-1
1.874784380E-1,5.026548170E-3,-8.118748069E-1,-3.531150222E-1
2.074878130E-1,-2.347467840E-2,-8.263959289E-1,-3.077364564E-1
2.294800000E-1,-1.821774691E-1,-7.766889930E-1,-2.274862081E-1
2.494862500E-1,-2.016029805E-1,-6.091024280E-1,-2.436305135E-1
2.714784380E-1,-1.547932476E-1,-5.150117278E-1,-3.475823104E-1
2.914800000E-1,-1.858251989E-1,-5.622752905E-1,-3.726626933E-1
3.134784380E-1,-2.743657529E-1,-6.098180413E-1,-3.313333094E-1
3.334784380E-1,-2.415012121E-1,-4.645193815E-1,-2.185675800E-1
3.534800000E-1,-1.870643944E-1,-2.556907237E-1,-6.183701381E-2
3.734893750E-1,-2.290221006E-1,-1.647416204E-1,7.817329466E-2
3.954784380E-1,-4.808731079E-1,-1.325228512E-1,-2.490584925E-2
4.154831250E-1,-7.449239492E-1,-9.812241048E-2,-3.180513382E-1
4.374784380E-1,-8.069180846E-1,3.310889751E-2,-6.760882139E-1
4.574878130E-1,-6.010913849E-1,1.792976707E-1,-8.170759082E-1
4.794971880E-1,-5.290092826E-1,1.114043668E-1,-6.170960665E-1
5.014800000E-1,-7.821867466E-1,-1.504473835E-1,-4.884129465E-1
5.234893750E-1,-1.164745450E0,-2.068913281E-1,-7.382742763E-1
5.454784380E-1,-1.522921920E0,-7.232644409E-2,-8.880060911E-1
5.654784380E-1,-1.738993645E0,-9.084438533E-2,-6.698748469E-1
5.854784380E-1,-1.899948001E0,4.429645464E-2,-3.319092691E-1
6.054784380E-1,-2.292734385E0,7.984706759E-1,-3.591015041E-1
6.255065630E-1,-3.004374743E0,7.734252214E-1,-8.170409799E-1
6.474784380E-1,-3.535321474E0,3.854210675E-1,-1.190332055E0
6.674800000E-1,-3.321867704E0,1.692428350E0,-1.098056436E0
6.894800000E-1,-2.368097544E0,2.406669378E0,-7.551690340E-1
7.094800000E-1,-8.981115222E-1,1.259132862E0,-6.930004358E-1
7.314784380E-1,1.111024261E0,-1.189494252E0,-1.244454622E0
7.514784380E-1,2.334168434E0,-4.339324951E0,-1.746498585E0
7.714784380E-1,1.545646071E0,-6.833121300E0,-2.688173532E0
7.914800000E-1,1.297966480E0,-3.468929052E0,-2.461263418E0
8.134784380E-1,1.469706893E0,8.594001085E-2,-1.411447763E0
8.334784380E-1,1.209181547E0,-1.408480704E-1,-6.717597842E-1
8.534784380E-1,1.270861506E0,-2.051110983E0,1.026428118E-1
8.734784380E-1,1.898394585E0,-5.005324841E0,9.383588433E-1
8.934784380E-1,3.308044672E0,-6.761143684E0,1.174327374E0
9.134784380E-1,4.631178856E0,-7.192711353E0,6.410070658E-1
9.334784380E-1,5.136416912E0,-7.757883549E0,-4.004308879E-1
9.534784380E-1,4.510349751E0,-8.843879700E0,-9.423207045E-1
