"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-4.285246372E0,4.644767761E0,6.470491409E0
2.135880200E-2,-4.033700943E0,4.448556423E0,6.918248653E0
4.264453100E-2,-3.983451605E0,4.312165737E0,7.492825031E0
6.393432300E-2,-4.823631287E0,3.950550079E0,7.861618996E0
8.522411500E-2,-4.433601379E0,3.304188967E0,6.623931408E0
1.065139060E-1,-3.837489367E0,2.760719061E0,8.029116631E0
1.278036980E-1,-3.815953970E0,2.873181820E0,1.017188931E1
1.490934900E-1,-3.499802113E0,2.562114954E0,1.110568810E1
1.703833330E-1,-3.133401155E0,1.781456470E0,1.081107140E1
1.916731250E-1,-3.451945782E0,3.024228811E0,8.500801086E0
2.129629170E-1,-7.704889178E-1,2.332104683E0,8.824131966E0
2.342527080E-1,-1.121635586E-1,1.697707653E0,7.887939930E0
2.555425520E-1,-1.680359721E0,-1.177567840E0,7.380362511E0
2.768323440E-1,-2.286042929E0,-1.948355794E0,1.089960670E1
2.981221350E-1,-1.577468276E0,-1.685145378E0,1.391635704E1
3.194119790E-1,-4.486542661E-3,-2.616551638E0,1.492642784E1
3.407017710E-1,-6.173482537E-1,-3.064009428E0,1.057418251E1
3.619915630E-1,-1.053141117E0,-2.532503605E0,9.554242134E0
3.832814060E-1,-3.298804998E0,7.495517135E-1,9.192625999E0
4.045711980E-1,3.355933726E-1,-8.446664214E-1,9.425029755E0
4.258610420E-1,-5.712864175E-2,1.618744493E0,8.816953659E0
4.471508330E-1,-7.537391186E-1,-7.393822074E-1,8.927022934E0
4.684406770E-1,-1.194317579E0,5.461617708E-1,4.208077908E0
4.897304690E-1,9.795617461E-1,1.853241086E0,7.411468983E0
5.110202600E-1,1.544566989E0,1.563709617E0,1.000199890E1
5.323101040E-1,6.299105883E-1,1.374676585E0,1.229312611E1
5.535999480E-1,3.379862010E-1,1.151844978E0,1.159890842E1
5.748897400E-1,3.858426511E-1,1.961217284E0,1.033699417E1
5.961795310E-1,5.027918816E0,-6.915257573E-1,8.098507881E0
6.174693750E-1,8.350951195E0,-2.865405083E0,6.870391846E0
6.387591670E-1,4.122833252E0,3.379862010E-1,1.155553913E1
6.600490100E-1,4.908277512E0,-1.815554202E-1,1.754567146E1
6.813388540E-1,4.838885784E0,1.716850281E0,1.881446457E1
7.026286460E-1,1.103988528E0,5.216951370E0,1.436381531E1
7.239184900E-1,5.458925724E0,-2.412862539E0,9.319445610E0
7.452082810E-1,3.218047380E0,3.605983734E0,6.973283291E0
7.664981250E-1,1.319043487E-1,7.826623917E0,4.478765965E0
7.877879690E-1,2.662613392E0,5.078167915E0,-1.853540182E0
8.090777600E-1,3.251546860E0,4.517948151E0,-1.760220170E0
8.303676040E-1,1.954038739E0,5.485246658E0,-3.381058455E0
8.516574480E-1,-3.059822023E-1,6.433403015E0,-2.174477577E0
8.729472400E-1,-9.765707254E-1,4.328915119E0,1.814058661E0
8.942370830E-1,1.934896231E0,1.542174220E0,6.525825500E0
9.155269270E-1,5.767600060E0,7.232306600E-1,8.903095245E0
9.368167190E-1,6.349354744E0,4.874777794E0,1.457228947E1
9.581065630E-1,1.005075264E1,1.300199986E0,1.125164986E1
9.793964060E-1,7.307082176E0,2.643470764E0,8.809774399E0
1.000686250E0,1.021825027E1,1.642672777E0,1.368873978E1
1.021976094E0,1.405843163E1,1.053739309E0,1.784985924E1
1.043265885E0,1.409671593E1,3.658625841E0,-7.163512707E-1
1.064555729E0,3.435794115E0,5.430212021E0,2.378226471E1
