"Time (s)","Pressure (hPa)"
1.694289060E-1,1.013524963E3
2.094050520E-1,1.013529968E3
2.494108850E-1,1.013505005E3
2.893983850E-1,1.013552490E3
3.294021880E-1,1.013568726E3
3.694408330E-1,1.013582458E3
4.094288020E-1,1.013565002E3
4.494271350E-1,1.013582458E3
4.894288540E-1,1.013548706E3
5.294150520E-1,1.013534973E3
5.694138540E-1,1.013527466E3
6.094151040E-1,1.013571228E3
6.494135940E-1,1.013522461E3
6.894115100E-1,1.013482483E3
7.293908850E-1,1.013469971E3
7.693973440E-1,1.013507507E3
8.093973440E-1,1.013512451E3
8.494091150E-1,1.013513733E3
8.894128130E-1,1.013570007E3
9.294130730E-1,1.013541199E3
9.694154170E-1,1.013529968E3
1.009413594E0,1.013534973E3
1.049414375E0,1.013466248E3
1.089412865E0,1.013456238E3
1.129409063E0,1.013501221E3
1.169396094E0,1.013497498E3
1.209397344E0,1.013509949E3
1.249397031E0,1.013519958E3
1.289397135E0,1.013449951E3
1.329413854E0,1.013717468E3
1.369417240E0,1.013393738E3
1.409414948E0,1.013656250E3
1.449410521E0,1.013673706E3
1.489415365E0,1.013646240E3
1.529413333E0,1.013543701E3
1.569428073E0,1.013529968E3
1.609402292E0,1.013423706E3
1.649401510E0,1.013493713E3
1.689401719E0,1.013478699E3
1.729398073E0,1.013625000E3
1.769413906E0,1.013581238E3
1.809415260E0,1.013609985E3
1.849414635E0,1.013603699E3
1.889426823E0,1.013551208E3
1.929410729E0,1.013626221E3
1.969440000E0,1.013589966E3
2.009398073E0,1.013493713E3
2.049395781E0,1.013505005E3
2.089396302E0,1.013452454E3
2.129396510E0,1.013502502E3
2.169400729E0,1.013578735E3
2.209411458E0,1.013602478E3
2.249416927E0,1.013692505E3
2.289415313E0,1.013774963E3
2.329414375E0,1.013536255E3
2.369415365E0,1.013582458E3
2.409413646E0,1.013638733E3
2.449413854E0,1.013653748E3
2.489404167E0,1.013519958E3
2.529395833E0,1.013492493E3
2.569396146E0,1.013562500E3
2.609401250E0,1.013539978E3
2.649418802E0,1.013529968E3
2.689398073E0,1.013559998E3
2.729409948E0,1.013541199E3
2.769396823E0,1.013548706E3
2.809412500E0,1.013574951E3
2.849414167E0,1.013561218E3
2.889410990E0,1.013606201E3
2.929398281E0,1.013517456E3
2.969403490E0,1.013432495E3
3.009396458E0,1.013524963E3
3.049397292E0,1.013641235E3
3.089414375E0,1.013603699E3
3.129412292E0,1.013582458E3
3.169412292E0,1.013594971E3
3.209417188E0,1.013516235E3
3.249411771E0,1.013494995E3
3.289414896E0,1.013643738E3
3.329422031E0,1.013702454E3
3.369403802E0,1.013649963E3
