"Time (s)","Pressure (hPa)"
7.445531200E-2,1.014543457E3
1.544631250E-1,1.014543457E3
2.344537500E-1,1.014539551E3
3.144537500E-1,1.014560059E3
3.944553120E-1,1.014563965E3
4.744553120E-1,1.014568848E3
5.544553120E-1,1.014554199E3
6.344553120E-1,1.014546875E3
7.144553120E-1,1.014554199E3
7.944553120E-1,1.014560059E3
8.744553120E-1,1.014563477E3
9.544537500E-1,1.014566895E3
1.034453750E0,1.014568359E3
1.114455312E0,1.014572754E3
1.194453750E0,1.014587891E3
1.274453750E0,1.014559570E3
1.354455312E0,1.014563965E3
1.434461562E0,1.014562012E3
1.514455312E0,1.014555664E3
1.594453750E0,1.014568848E3
1.674463125E0,1.014547852E3
1.754455312E0,1.014563477E3
1.834455312E0,1.014564941E3
1.914458437E0,1.014561035E3
1.994455312E0,1.014544434E3
2.074455312E0,1.014530273E3
2.154455312E0,1.014542480E3
2.234455312E0,1.014548828E3
2.314461562E0,1.014557617E3
2.394455312E0,1.014573730E3
2.474455312E0,1.014562012E3
2.554456875E0,1.014543945E3
2.634455312E0,1.014560547E3
2.714455312E0,1.014558594E3
2.794455312E0,1.014559082E3
2.874453750E0,1.014542480E3
2.954453750E0,1.014528809E3
3.034453750E0,1.014523438E3
3.114455312E0,1.014524414E3
3.194453750E0,1.014525879E3
3.274455312E0,1.014554688E3
3.354455312E0,1.014560059E3
3.434455312E0,1.014562988E3
3.514455312E0,1.014552246E3
3.594453750E0,1.014550781E3
3.674455312E0,1.014541992E3
3.754455312E0,1.014552246E3
3.834453750E0,1.014567871E3
3.914455312E0,1.014556152E3
3.994455312E0,1.014546387E3
4.074455312E0,1.014536621E3
4.154456875E0,1.014530273E3
4.234453750E0,1.014538086E3
4.314455312E0,1.014541016E3
4.394455312E0,1.014556641E3
4.474453750E0,1.014549316E3
4.554455312E0,1.014556152E3
4.634453750E0,1.014552734E3
4.714455312E0,1.014529785E3
4.794455312E0,1.014530762E3
4.874455312E0,1.014539062E3
4.954470937E0,1.014547852E3
5.034455312E0,1.014543945E3
5.114455312E0,1.014557617E3
5.194453750E0,1.014567871E3
5.274455312E0,1.014572266E3
5.354455312E0,1.014584473E3
5.434455312E0,1.014585938E3
5.514455312E0,1.014607422E3
5.594455312E0,1.014615723E3
5.674453750E0,1.014599609E3
5.754455312E0,1.014583496E3
5.834453750E0,1.014579102E3
5.914455312E0,1.014582520E3
5.994455312E0,1.014573242E3
6.074455312E0,1.014578125E3
6.154455312E0,1.014579590E3
6.234453750E0,1.014590332E3
6.314453750E0,1.014579102E3
6.394453750E0,1.014582031E3
6.474455312E0,1.014572266E3
6.554453750E0,1.014561035E3
6.634453750E0,1.014549316E3
6.714455312E0,1.014534180E3
6.794455312E0,1.014537109E3
6.874455312E0,1.014553223E3
6.954455312E0,1.014556152E3
7.034453750E0,1.014555176E3
7.114455312E0,1.014561035E3
7.194455312E0,1.014562500E3
7.274453750E0,1.014562012E3
7.354455312E0,1.014579590E3
7.434455312E0,1.014592773E3
7.514455312E0,1.014598145E3
7.594453750E0,1.014600586E3
7.674453750E0,1.014588379E3
7.754455312E0,1.014573242E3
7.834453750E0,1.014581055E3
7.914453750E0,1.014574707E3
7.994455312E0,1.014583984E3
8.074455312E0,1.014580078E3
8.154456875E0,1.014590820E3
8.234453750E0,1.014591797E3
8.314455312E0,1.014596191E3
8.394453750E0,1.014577148E3
8.474455312E0,1.014583008E3
8.554469375E0,1.014579102E3
8.634453750E0,1.014572754E3
8.714455312E0,1.014563965E3
8.794455312E0,1.014568359E3
8.874455312E0,1.014569824E3
8.954455312E0,1.014579102E3
9.034455312E0,1.014577637E3
9.114455312E0,1.014562988E3
9.194453750E0,1.014559082E3
9.274453750E0,1.014550781E3
9.354455312E0,1.014535156E3
9.434455312E0,1.014544434E3
9.514455312E0,1.014552734E3
9.594453750E0,1.014561523E3
9.674453750E0,1.014551758E3
9.754455312E0,1.014549805E3
9.834453750E0,1.014547363E3
9.914455312E0,1.014550293E3
9.994455312E0,1.014562012E3
1.007445531E1,1.014554199E3
1.015445531E1,1.014549316E3
1.023445531E1,1.014536133E3
1.031445375E1,1.014540039E3
1.039445375E1,1.014540039E3
1.047445531E1,1.014555176E3
1.055445531E1,1.014577637E3
1.063445375E1,1.014599609E3
1.071445531E1,1.014600098E3
1.079445531E1,1.014610352E3
1.087445375E1,1.014607422E3
1.095445531E1,1.014599609E3
1.103445375E1,1.014588867E3
1.111445531E1,1.014593750E3
1.119445375E1,1.014593750E3
1.127445375E1,1.014598145E3
1.135445531E1,1.014602051E3
1.143445531E1,1.014596191E3
1.151445531E1,1.014598145E3
