"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211681431E1,1.189492989E2,4.586984715E1,5.089503527E-1,1.210649490E2,1.631128311E1,1.631128311E1
4.846937500E-1,3.211681431E1,1.189492989E2,4.586984715E1,5.089503527E-1,1.210649490E2,1.631128311E1,1.631128311E1
1.058952083E0,3.211664316E1,1.189492908E2,4.784083470E1,3.905827403E-1,1.885516052E2,2.620454597E1,2.620454597E1
2.066332812E0,3.211668910E1,1.189494074E2,2.936758066E1,9.625413418E-1,1.664042969E2,2.198238754E1,2.198238754E1
3.065146874E0,3.211658678E1,1.189494301E2,5.436724320E1,1.115727425E0,1.725973053E2,1.662011337E1,1.662011337E1
3.764303124E0,3.211661001E1,1.189493636E2,2.938316544E1,8.377621174E-1,1.894514771E2,1.194367599E1,1.194367599E1
4.767108853E0,3.211659149E1,1.189493755E2,3.361673395E1,1.026146650E0,1.709380188E2,1.222458839E1,1.222458839E1
5.771761457E0,3.211660017E1,1.189493523E2,2.488029840E1,1.002286315E0,1.663068695E2,9.858963013E0,9.858963013E0
6.775490103E0,3.211659578E1,1.189493430E2,2.181721801E1,1.138825297E0,1.663068695E2,8.253884315E0,8.253884315E0
7.779629686E0,3.211659426E1,1.189493468E2,2.167170941E1,9.838576913E-1,1.741795349E2,6.517658234E0,6.517658234E0
8.782983332E0,3.211659253E1,1.189493546E2,2.548146075E1,1.303120613E0,1.769994202E2,4.699999809E0,4.699999809E0
9.783316144E0,3.211658432E1,1.189493576E2,2.849418223E1,1.288509488E0,1.733779449E2,4.699999809E0,4.699999809E0
1.078522604E1,3.211657311E1,1.189493542E2,2.885712066E1,1.364508390E0,1.814884033E2,4.699999809E0,4.699999809E0
1.177466667E1,3.211656251E1,1.189493518E2,2.730168111E1,1.358312249E0,1.772551422E2,4.699999809E0,4.699999809E0
1.277711875E1,3.211655382E1,1.189493544E2,2.657980820E1,1.356566668E0,1.754771881E2,4.699999809E0,4.699999809E0
1.378249062E1,3.211654549E1,1.189493576E2,2.669944894E1,1.366841674E0,1.700232239E2,4.699999809E0,4.699999809E0
1.478903125E1,3.211652776E1,1.189493533E2,2.586741119E1,1.170167327E0,1.711526642E2,4.699999809E0,4.699999809E0
1.578238541E1,3.211651773E1,1.189493555E2,2.564085267E1,1.026115656E0,1.714143982E2,4.699999809E0,4.699999809E0
1.678317083E1,3.211651154E1,1.189493525E2,2.519639480E1,1.146217346E0,1.726973724E2,4.699999809E0,4.699999809E0
1.778486823E1,3.211650326E1,1.189493528E2,2.464668710E1,1.237161994E0,1.733480225E2,4.699999809E0,4.699999809E0
1.878918698E1,3.211649421E1,1.189493602E2,2.401944215E1,1.256391406E0,1.699245453E2,4.928723335E0,4.928723335E0
1.979077968E1,3.211648345E1,1.189493666E2,2.376604203E1,1.287423372E0,1.665805969E2,4.770472527E0,4.770472527E0
2.079058229E1,3.211647241E1,1.189493770E2,2.340259054E1,1.288331985E0,1.683421478E2,4.617437363E0,4.617437363E0
2.178212500E1,3.211646072E1,1.189493867E2,2.292645120E1,1.295962214E0,1.610095367E2,4.399495125E0,4.399495125E0
2.278575000E1,3.211645098E1,1.189493940E2,2.270287959E1,1.192122817E0,1.603015747E2,4.257783413E0,4.257783413E0
2.379256510E1,3.211643888E1,1.189494018E2,2.213772163E1,1.081348181E0,1.612824097E2,4.470021248E0,4.470021248E0
2.478697604E1,3.211642901E1,1.189494074E2,2.158010733E1,9.838313460E-1,1.626885529E2,4.740221977E0,4.740221977E0
2.578003437E1,3.211641710E1,1.189494131E2,2.114760749E1,1.007582188E0,1.625518646E2,4.699999809E0,4.699999809E0
2.678726510E1,3.211640870E1,1.189494165E2,2.072965448E1,9.390487671E-1,1.660852051E2,4.699999809E0,4.699999809E0
2.778504687E1,3.211640006E1,1.189494209E2,2.010443537E1,9.388923049E-1,1.681657410E2,4.699999809E0,4.699999809E0
2.878150000E1,3.211639056E1,1.189494247E2,1.959173363E1,8.089742064E-1,1.692834930E2,4.699999809E0,4.699999809E0
2.977931041E1,3.211638454E1,1.189494285E2,1.917947029E1,8.825730085E-1,1.729124451E2,4.699999809E0,4.699999809E0
3.078383437E1,3.211637610E1,1.189494319E2,1.901369655E1,8.060807586E-1,1.698312988E2,4.699999809E0,4.699999809E0
3.178097135E1,3.211636687E1,1.189494355E2,1.896052682E1,8.136174679E-1,1.698832092E2,4.699999809E0,4.699999809E0
