"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.288055041E2,3.211920160E1,1.189495509E2,1.995164251E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.352617520E2,3.211900455E1,1.189496274E2,1.792984009E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
2.388073200E2,3.211891515E1,1.189496716E2,1.701167083E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
2.417224140E2,3.211893749E1,1.189496497E2,1.814906478E1,-1.000000000E0,-1.000000000E0,4.612302311E1,4.612302311E1
2.477901400E2,3.211878077E1,1.189496364E2,1.896048331E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
2.482016120E2,3.211874399E1,1.189496427E2,1.928196287E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
2.546833791E2,3.211873689E1,1.189497293E2,1.957723570E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
2.611969681E2,3.211877568E1,1.189496441E2,1.975500822E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
2.676591810E2,3.211873937E1,1.189497718E2,1.985820723E1,-1.000000000E0,-1.000000000E0,4.575200000E1,4.575200000E1
2.741234320E2,3.211853517E1,1.189499654E2,1.873540878E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.805938801E2,3.211852166E1,1.189499637E2,1.932747030E1,-1.000000000E0,-1.000000000E0,4.598149466E1,4.598149466E1
2.870452120E2,3.211834655E1,1.189499729E2,1.751843047E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.935085020E2,3.211822354E1,1.189500947E2,1.870949125E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
2.999500951E2,3.211818891E1,1.189500777E2,1.727865767E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.064582081E2,3.211812808E1,1.189502052E2,1.860315466E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.130908420E2,3.211820491E1,1.189503061E2,1.807046604E1,-1.000000000E0,-1.000000000E0,3.900000000E1,3.900000000E1
3.196182511E2,3.211830600E1,1.189503162E2,1.903360343E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.260480270E2,3.211815404E1,1.189503328E2,1.963387179E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.325575670E2,3.211803424E1,1.189503465E2,2.001144481E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.390409371E2,3.211794698E1,1.189502658E2,2.008218431E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.455451441E2,3.211794789E1,1.189501861E2,2.008197165E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.519729960E2,3.211788389E1,1.189501716E2,2.008214474E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.584149491E2,3.211785315E1,1.189501451E2,1.857700872E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.649413201E2,3.211765521E1,1.189502183E2,1.805917406E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.714544741E2,3.211749492E1,1.189502399E2,1.773036909E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.779116430E2,3.211742706E1,1.189503196E2,1.744621921E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.843391221E2,3.211739311E1,1.189503458E2,1.754056334E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.908397681E2,3.211733758E1,1.189503887E2,1.746736193E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
3.973161720E2,3.211732204E1,1.189504373E2,1.746755600E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
4.038248620E2,3.211728259E1,1.189505133E2,1.746790552E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
4.102666650E2,3.211720855E1,1.189505716E2,1.729913425E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
4.167197751E2,3.211724104E1,1.189505597E2,1.716715288E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
4.231494310E2,3.211722952E1,1.189506384E2,1.936544466E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
4.291617360E2,3.211713340E1,1.189506610E2,1.936543226E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
4.355818731E2,3.211701370E1,1.189507479E2,1.936592770E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
4.420094581E2,3.211696742E1,1.189507218E2,1.826306486E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
4.484894121E2,3.211693919E1,1.189507254E2,1.826320553E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
4.549210660E2,3.211675187E1,1.189508017E2,1.992952776E1,-1.000000000E0,-1.000000000E0,4.000000000E1,4.000000000E1
