"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.322208348E-3,-6.771666557E-2,-8.334579319E-2,5.252541602E-2
2.426820830E-2,-7.463505864E-2,-4.295469448E-2,3.649865091E-2
4.421420832E-2,-9.068714082E-2,1.163439639E-2,1.910657063E-2
6.416020833E-2,-1.081939861E-1,3.833501413E-2,1.859702170E-2
8.410620835E-2,-1.298299432E-1,2.113887109E-2,3.706693649E-2
1.040522083E-1,-1.298096180E-1,-1.572014391E-2,5.330159888E-2
1.239982083E-1,-1.319946200E-1,-6.852888316E-2,5.883693695E-2
1.439442083E-1,-1.398247629E-1,-1.080630720E-1,4.893701896E-2
1.638892083E-1,-1.375669986E-1,-1.411767453E-1,3.379427642E-2
1.838352083E-1,-1.510565430E-1,-1.603535265E-1,2.190261334E-2
2.037812083E-1,-1.758428067E-1,-1.663238704E-1,1.117979642E-2
2.237272083E-1,-2.071456313E-1,-1.573074311E-1,1.339658163E-2
2.436732083E-1,-2.248806655E-1,-1.325483173E-1,2.013071254E-2
2.636192083E-1,-2.118610889E-1,-1.189738661E-1,1.710981876E-2
2.835655417E-1,-1.883859336E-1,-1.229013950E-1,-5.199595354E-3
3.035115417E-1,-1.730670780E-1,-1.204803810E-1,-9.215840138E-3
3.234575416E-1,-1.544445008E-1,-9.818722308E-2,6.918010768E-4
3.434035417E-1,-1.411239058E-1,-5.452923849E-2,-9.070843458E-3
3.633495417E-1,-1.258401424E-1,-1.889895275E-2,-2.998673916E-2
3.832945417E-1,-1.103384867E-1,-6.469624583E-3,-3.551597148E-2
4.032405416E-1,-1.096141040E-1,4.929713439E-3,-2.596564218E-2
4.231865417E-1,-1.055507362E-1,1.666850783E-2,-9.834371507E-3
4.431325417E-1,-9.957798570E-2,7.697315421E-3,-1.414759271E-2
4.630785417E-1,-1.007024720E-1,-2.290603518E-2,-3.123721108E-2
4.830245416E-1,-1.222185418E-1,-3.947851062E-2,-4.446086660E-2
5.029705417E-1,-1.462992579E-1,-3.166970983E-2,-4.053327814E-2
5.229165417E-1,-1.462789029E-1,-2.666441537E-2,-2.226003446E-2
5.428625417E-1,-1.261632144E-1,-2.890789136E-2,-9.525384521E-4
5.628085416E-1,-1.128899455E-1,-2.505250275E-2,1.795780845E-2
5.827545417E-1,-1.113661826E-1,-4.414238036E-3,3.598596156E-2
6.026995417E-1,-1.178702936E-1,4.166312516E-2,4.244462401E-2
6.226455417E-1,-1.007286236E-1,7.076030225E-2,2.892390825E-2
6.425915416E-1,-7.573089004E-2,9.599963576E-2,2.697888389E-2
6.625375416E-1,-5.781114474E-2,1.101829931E-1,3.805736452E-2
6.824835417E-1,-3.636827320E-2,1.222575828E-1,5.935158581E-2
7.024295417E-1,-2.177908085E-3,1.207372844E-1,8.678948879E-2
7.223755416E-1,2.653395198E-2,1.214392558E-1,1.082864776E-1
7.423215416E-1,3.899766132E-2,1.125417724E-1,1.183012277E-1
7.622675417E-1,4.738634080E-2,6.681507826E-2,1.244642586E-1
7.822135417E-1,4.870659485E-2,3.034211509E-2,1.396711469E-1
8.021595416E-1,6.976190954E-2,-2.924727835E-2,1.767938733E-1
8.221055417E-1,9.598834068E-2,-1.075720489E-1,2.177935839E-1
8.420515417E-1,1.116588637E-1,-2.154566497E-1,2.436399013E-1
8.619965417E-1,1.099332869E-1,-2.961739898E-1,2.557586730E-1
8.819425417E-1,6.903136522E-2,-3.603700101E-1,2.862200737E-1
9.018885416E-1,-2.938888036E-2,-4.096103609E-1,3.512201309E-1
9.218345417E-1,-1.482895613E-1,-5.169543028E-1,4.346494973E-1
9.417805417E-1,-2.718189657E-1,-6.375784278E-1,4.960631430E-1
9.617265417E-1,-3.686604798E-1,-7.744879127E-1,4.843601584E-1
9.816725416E-1,-4.014753997E-1,-8.912789822E-1,3.822422922E-1
1.001618542E0,-3.418234587E-1,-9.839410186E-1,2.515889406E-1
1.021564542E0,-1.993218511E-1,-1.066947103E0,1.080604941E-1
1.041510542E0,-3.144653141E-2,-1.088748217E0,-2.797764912E-2
1.061456542E0,9.257653356E-2,-8.958781362E-1,-1.227143183E-1
1.081402542E0,1.573222578E-1,-4.896619022E-1,-1.542788297E-1
1.101348542E0,1.372011155E-1,8.777949959E-2,-1.330801845E-1
1.121293542E0,7.459358871E-2,6.801917553E-1,-1.113501564E-1
1.141239542E0,8.167850226E-2,1.074597120E0,-1.015186757E-1
1.161185542E0,1.061686799E-1,1.319651246E0,-8.415079117E-2
1.181131542E0,1.448549777E-1,1.432015657E0,-5.918274447E-2
1.201077542E0,1.292435080E-1,1.449171543E0,-5.460484698E-2
1.221023542E0,7.407020032E-2,1.313423872E0,-1.048179939E-1
1.240969542E0,-9.392613918E-2,1.008230567E0,-1.647157073E-1
1.260915542E0,-2.122967392E-1,5.188462734E-1,-1.333014071E-1
1.280861542E0,-1.303629205E-2,-8.384100348E-2,-2.277418971E-4
1.300807167E0,-1.557331346E-2,-4.334662855E-1,5.146489665E-2
1.320753167E0,-1.027677134E-1,-4.334073663E-1,5.058563873E-2
1.340699167E0,-1.121308655E-1,-3.052743971E-1,7.053747028E-2
1.360645167E0,-9.615714848E-2,-1.094876751E-1,1.024093702E-1
1.380591167E0,-3.007423319E-2,8.407112211E-2,1.199278086E-1
1.400536167E0,6.594801694E-2,1.478139907E-1,1.354683638E-1
1.420482167E0,1.824678332E-1,8.954448253E-2,1.822827160E-1
1.440428167E0,1.995272785E-1,-5.517042428E-2,1.747098565E-1
1.460374167E0,1.856105030E-1,-1.850060076E-1,1.339937896E-1
1.480320167E0,1.853049994E-1,-2.583198547E-1,3.864706680E-2
1.500266167E0,2.983164489E-1,-2.738617659E-1,-7.786539942E-2
1.520212167E0,3.959905803E-1,-3.292789757E-1,-2.275647670E-1
1.540158167E0,3.565447330E-1,-4.095890820E-1,-3.938787580E-1
1.560104167E0,1.792355925E-1,-4.652498364E-1,-5.586405396E-1
1.580050167E0,-1.431160513E-2,-4.861803055E-1,-6.744428873E-1
1.599996167E0,-1.258088201E-1,-3.662128747E-1,-7.412801981E-1
