"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.362083510E-4,1.414558411E-1,3.786376190E0,8.806935883E0
2.088220831E-2,2.290237427E-1,3.791315918E0,8.658893738E0
4.082720832E-2,2.516267395E-1,3.745660858E0,8.502918091E0
6.077320833E-2,2.086660767E-1,3.810476074E0,8.508755951E0
8.071920834E-2,1.338217163E-1,3.903432770E0,8.640032959E0
1.006652083E-1,8.577163696E-2,3.874542847E0,8.780291290E0
1.206112083E-1,1.519340515E-1,3.847449188E0,8.870852966E0
1.405572083E-1,2.469863892E-1,3.755690002E0,8.864266663E0
1.605032083E-1,3.038681030E-1,3.738026733E0,8.889564056E0
1.804492083E-1,3.855981445E-1,3.732787628E0,8.785829773E0
2.003952083E-1,5.605842590E-1,3.802093506E0,8.694369965E0
2.203412083E-1,6.484515381E-1,3.833977203E0,8.627010040E0
2.402872083E-1,7.035369873E-1,3.806434479E0,8.688831482E0
2.602322084E-1,7.728428650E-1,3.753294983E0,8.790769501E0
2.801782083E-1,9.219328308E-1,3.732338562E0,8.788374481E0
3.001245417E-1,9.282197571E-1,3.794010315E0,8.768914948E0
3.200705416E-1,1.002016296E0,3.886517944E0,8.774453430E0
3.400165417E-1,1.150657196E0,3.873045959E0,8.773555298E0
3.599625417E-1,1.209784241E0,3.887715454E0,8.809330902E0
3.799085417E-1,1.268911285E0,3.922143860E0,8.972341919E0
3.998545416E-1,1.236428833E0,3.905827789E0,9.074130249E0
4.198005417E-1,1.157842255E0,3.807631989E0,9.209598541E0
4.397465417E-1,1.169817352E0,3.735332336E0,9.238189087E0
4.596925417E-1,1.165626068E0,3.707041168E0,9.018296356E0
4.796385416E-1,1.175505524E0,3.755839691E0,8.759484558E0
4.995835416E-1,1.075064392E0,3.779640198E0,8.623567200E0
5.195295417E-1,9.776170349E-1,3.799698486E0,8.645721130E0
5.394755417E-1,8.650511169E-1,3.837719421E0,8.728798370E0
5.594215416E-1,8.646020508E-1,3.922293549E0,8.782985687E0
5.793675416E-1,9.428892517E-1,3.919299774E0,8.754694519E0
5.993135417E-1,1.088386688E0,3.782035217E0,8.677305450E0
6.192595417E-1,1.200503540E0,3.576362915E0,8.788823547E0
6.392055416E-1,1.259031830E0,3.532055054E0,8.939410400E0
6.591515417E-1,1.270108795E0,3.579506378E0,9.034911804E0
6.790975417E-1,1.264121246E0,3.598516846E0,9.072034607E0
6.990435417E-1,1.179846497E0,3.572920074E0,9.065298615E0
7.189895416E-1,1.109492798E0,3.574566650E0,9.009015656E0
7.389345416E-1,1.113983459E0,3.732937317E0,9.051826630E0
7.588805417E-1,1.063987427E0,3.835773468E0,9.124575348E0
7.788265417E-1,1.027164001E0,3.874991913E0,9.145831146E0
7.987725417E-1,9.589059448E-1,3.929777985E0,9.260043640E0
8.187185416E-1,9.898915100E-1,4.016747131E0,9.448950806E0
8.386645417E-1,1.188977509E0,4.030069427E0,9.588460693E0
8.586105417E-1,1.461710358E0,3.932173004E0,9.546248474E0
8.785565416E-1,1.599423981E0,3.922143860E0,9.418114929E0
8.985025416E-1,1.462907867E0,3.904181213E0,9.393266602E0
9.184485417E-1,1.091530151E0,3.794010315E0,9.850116577E0
