"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.857250000E-3,-3.570594490E-1,-6.487214565E-1,-1.023810133E-1
2.485100000E-2,-3.210358620E-1,-7.801446915E-1,-7.499679923E-2
4.485725000E-2,-2.524793148E-1,-8.277572989E-1,-8.185594529E-2
6.685100000E-2,-2.472433448E-1,-6.998944879E-1,-5.736897141E-2
8.685725000E-2,-3.405312002E-1,-6.283010840E-1,-5.274384841E-2
1.088510000E-1,-4.927413464E-1,-6.399249434E-1,-3.942698613E-2
1.288588130E-1,-5.782799125E-1,-7.164925337E-1,-1.115265395E-2
1.508510000E-1,-5.414186120E-1,-6.395758986E-1,6.993534416E-2
1.708510000E-1,-3.799930811E-1,-4.774173498E-1,1.060113013E-1
1.908510000E-1,-1.246165112E-1,-2.102074474E-1,1.174955666E-1
2.108556880E-1,1.048768312E-1,1.328195538E-2,1.315280050E-1
2.328525630E-1,2.049016505E-1,-2.357939817E-2,1.028173491E-1
2.528572500E-1,1.143539697E-1,-1.712516993E-1,5.796238407E-2
2.748525630E-1,-2.783800103E-2,-2.315528244E-1,8.936085738E-3
2.948556880E-1,-6.684611086E-3,-8.562584966E-2,-1.204277202E-2
3.168525630E-1,9.574875981E-2,-4.605923966E-2,1.282817032E-2
3.368525630E-1,9.058258682E-2,-3.424336016E-2,4.799655639E-3
3.568525630E-1,-1.675516134E-3,-5.218534265E-3,-5.122541264E-2
3.768525630E-1,-7.599163800E-2,-6.077236310E-2,-1.068316028E-1
3.968525630E-1,-4.942772537E-2,-7.485716790E-2,-1.064650863E-1
4.168525630E-1,8.552113432E-4,-6.649704278E-2,-6.820746511E-2
4.368525630E-1,1.809906401E-2,-5.977752805E-2,-5.174901336E-2
4.568525630E-1,5.246459693E-2,-6.677629799E-2,-5.246459693E-2
4.768603750E-1,2.515019476E-2,-2.061233856E-2,-1.832595654E-2
4.988510000E-1,-3.473205259E-3,-1.378810150E-3,3.764675185E-2
5.188556880E-1,-6.105161831E-2,-3.249803185E-2,4.722860828E-2
5.408510000E-1,-1.306727976E-1,-9.613273293E-2,2.661627159E-2
5.608510000E-1,-1.250702888E-1,-1.447052509E-1,2.757620253E-2
5.808510000E-1,-8.761552721E-2,-1.361182332E-1,7.211700082E-2
6.008510000E-1,-6.497860700E-2,-9.082693607E-2,1.147903055E-1
6.208510000E-1,-2.968805097E-2,-9.409070015E-2,7.312929630E-2
6.408510000E-1,-1.073377486E-2,-1.599245220E-1,2.192133479E-2
6.608510000E-1,-7.452555932E-3,-1.162389293E-1,1.289798319E-2
6.808510000E-1,1.204277156E-3,-6.312856078E-2,3.157300502E-2
7.008510000E-1,1.783726551E-2,-7.862707973E-2,4.213224724E-2
7.208510000E-1,3.790855035E-2,-1.007404029E-1,3.508111835E-2
7.408510000E-1,6.003932655E-2,-6.288421154E-2,3.441789374E-2
7.608510000E-1,4.457570985E-2,-5.265658349E-2,3.380702808E-2
7.808510000E-1,5.113814492E-3,-1.816887781E-2,5.942846090E-2
8.008510000E-1,-1.439896598E-2,4.136430100E-3,9.194394201E-2
8.208510000E-1,-6.620033830E-2,-6.544984877E-3,7.394959778E-2
8.408510000E-1,-1.503077596E-1,1.106538717E-2,9.347983450E-2
8.608510000E-1,-2.036799192E-1,5.564109609E-2,1.225570217E-1
8.808510000E-1,-2.107310593E-1,3.216641769E-2,1.130100712E-1
9.008510000E-1,-1.839053482E-1,-1.792453043E-2,8.011060953E-2
9.208525630E-1,-1.370432526E-1,-6.255260110E-2,5.729915947E-2
9.428510000E-1,-7.374016196E-2,-1.752310619E-2,1.263618376E-2
9.628525630E-1,-8.096582443E-2,3.712315485E-2,-2.090904489E-2
9.848525630E-1,-1.340936422E-1,4.173082113E-2,-2.679080330E-2
1.006852563E0,-2.125287354E-1,-1.479864717E-1,-2.623229846E-2
1.026852563E0,-2.465277612E-1,-2.835985422E-1,-1.322959550E-2
1.048851000E0,-2.433512509E-1,-3.854210675E-1,3.972369432E-2
1.068851000E0,-1.488416791E-1,-4.753055274E-1,8.388052136E-2
1.088851000E0,-3.581415489E-2,-4.003087282E-1,5.771803856E-2
1.108851000E0,8.970992267E-2,-2.885378301E-1,-4.487241432E-2
1.128851000E0,1.829105020E-1,-2.568775713E-1,-1.008451208E-1
1.148851000E0,2.833018303E-1,-2.879618704E-1,-1.071108580E-1
1.168851000E0,3.795043826E-1,-2.555510998E-1,-6.766641140E-2
1.188851000E0,4.487590492E-1,-1.545663625E-1,-4.295255244E-2
1.208851000E0,4.414286613E-1,-4.075343907E-2,-1.178097259E-2
1.228851000E0,3.296403289E-1,-2.750638872E-2,-1.980948634E-2
1.248851000E0,1.625774205E-1,2.893755957E-2,-4.735078290E-2
1.268851000E0,1.216494478E-2,7.635815442E-2,-5.400048569E-2
1.288851000E0,-5.675810575E-2,6.906268001E-2,-1.331686229E-2
1.308851000E0,-4.487241432E-2,7.080800831E-2,2.832669392E-2
1.328852563E0,1.780235791E-3,5.965535343E-2,3.890338913E-2
1.350866625E0,7.932521403E-2,-3.090978041E-2,7.016223390E-3
1.372852563E0,1.328544617E-1,1.012290944E-3,-1.801179722E-2
1.392854125E0,1.070584953E-1,6.269222498E-2,-3.492403775E-2
1.414852563E0,7.927285135E-2,1.557531804E-1,6.038838997E-3
1.436852563E0,3.361504152E-2,2.046398520E-1,-3.577925032E-3
1.458851000E0,-1.975712739E-2,8.101818711E-2,-2.741912194E-2
1.478851000E0,-6.028367206E-2,2.890265174E-2,-1.474803220E-2
1.498851000E0,-3.146828711E-2,2.047271281E-2,1.242674422E-2
1.518851000E0,3.089232743E-2,5.506513640E-2,5.715953186E-2
1.538852563E0,5.504768342E-2,5.731661245E-2,6.265731901E-2
1.560851000E0,2.918190509E-2,-1.071632188E-2,1.909390278E-2
1.580851000E0,1.778490469E-2,-4.450589418E-3,-4.712388909E-4
1.600851000E0,6.541494280E-2,1.009498462E-1,-4.817108624E-3
1.620851000E0,1.462934911E-1,2.588148713E-1,5.972516537E-2
1.640851000E0,1.700299680E-1,1.822472811E-1,5.619960278E-2
1.660851000E0,1.476897597E-1,9.691813588E-2,9.005898610E-3
1.680851000E0,1.226093769E-1,1.876403540E-1,-3.642502055E-2
1.700851000E0,5.892231688E-2,2.916794121E-1,-6.461209059E-2
1.720851000E0,2.663372457E-2,3.780208528E-1,-4.377285764E-2
1.740851000E0,-1.404990070E-2,2.547133565E-1,9.529497474E-3
1.760851000E0,-3.794345632E-2,1.713389754E-1,1.129228063E-2
1.780852563E0,-1.253146399E-2,7.389724255E-2,-2.288126573E-2
1.802852563E0,7.178539038E-2,1.352630183E-2,-3.345796093E-2
1.822852563E0,1.142318025E-1,-1.703441329E-2,-4.293509945E-2
1.844852563E0,1.079137102E-1,1.809906401E-2,-8.368853480E-2
1.866851000E0,6.627015024E-2,8.313003182E-2,-7.620107383E-2
1.886851000E0,-9.494591504E-3,5.674065277E-2,-6.773623079E-2
1.906851000E0,-5.970771238E-2,-5.749114603E-2,-8.759807795E-2
1.926851000E0,-3.303908184E-2,-7.576474547E-2,-6.644468755E-2
1.946857250E0,8.168140426E-3,4.701916873E-2,1.207767799E-2
1.968852563E0,6.021386012E-3,1.263792962E-1,5.019566789E-2
1.988852563E0,-3.714060783E-2,5.951572582E-2,5.649630725E-2
2.008852563E0,-2.228785492E-2,-8.335692436E-2,1.214400083E-1
2.028852563E0,1.281071641E-2,-1.086991057E-1,1.638689637E-1
2.048852563E0,4.630358517E-2,-6.723008305E-2,2.144486010E-1
2.070852563E0,7.178539038E-2,-9.384635091E-2,2.423738688E-1
2.090852563E0,1.139874533E-1,-1.163261905E-1,2.407158166E-1
2.110852563E0,2.007477731E-1,1.874483563E-2,2.106961459E-1
2.130880688E0,2.128603607E-1,2.622880936E-1,1.806764901E-1
2.152863500E0,1.014385372E-1,1.912008226E-1,1.379333735E-1
2.174852563E0,1.103048120E-2,-2.345722541E-2,5.361651629E-2
2.194852563E0,2.275909297E-2,7.923794910E-3,5.014330894E-2
2.214852563E0,5.007349700E-2,1.192234382E-1,9.932668507E-2
2.236852563E0,6.023131311E-2,-5.216789246E-2,1.000248194E-1
2.258851000E0,1.225919276E-1,-2.257583439E-1,3.776892647E-2
2.278851000E0,2.171014994E-1,-1.400277615E-1,-2.242748067E-2
2.298851000E0,2.106088847E-1,1.330988109E-1,-4.007275775E-2
2.318851000E0,6.522295624E-2,2.956238687E-1,-2.710496262E-2
2.338851000E0,-6.494370103E-2,1.262571216E-1,-3.028146178E-2
2.358869750E0,-6.892304868E-2,-9.735446423E-2,-3.455751762E-2
2.380851000E0,3.284709528E-2,-1.510058790E-1,-1.745329238E-2
2.400851000E0,3.544763848E-2,-1.021541208E-1,4.768239334E-2
2.420855688E0,-5.024803057E-2,-3.853686899E-2,1.065872535E-1
2.442851000E0,-1.561371535E-1,-7.822565734E-2,1.456651837E-1
2.462855688E0,-1.603608578E-1,-2.294758856E-1,1.300793886E-1
2.484852563E0,-6.733480096E-2,-2.740690410E-1,1.107585952E-1
2.506851000E0,4.248131439E-2,-9.780824929E-2,1.251052022E-1
2.526855688E0,7.271041721E-2,1.392772794E-1,1.550375968E-1
2.546885375E0,1.790707745E-2,2.797239125E-1,1.510931551E-1
2.568851000E0,-8.319984376E-2,2.368586361E-1,1.471487135E-1
2.588851000E0,-1.053480729E-1,1.025380939E-1,1.679530293E-1
2.608851000E0,-2.738421597E-2,4.495968297E-2,1.648114473E-1
2.628851000E0,5.787511915E-2,-8.115780540E-3,1.713215262E-1
2.648851000E0,1.012290940E-1,5.235987919E-5,1.776221544E-1
2.668851000E0,1.061334684E-1,1.091354340E-1,1.928414255E-1
2.688851000E0,1.876228862E-2,1.773603559E-1,1.607448310E-1
2.708851000E0,-1.051211804E-1,2.039591819E-1,9.826203436E-2
2.728851000E0,-2.409078032E-1,1.504822820E-1,4.370304570E-2
2.748851000E0,-3.490833044E-1,-4.609414563E-2,4.181808978E-2
2.768851000E0,-3.670427501E-1,-2.622008026E-1,1.062730998E-1
2.788851000E0,-3.003188074E-1,-3.062703907E-1,1.969778538E-1
2.808851000E0,-1.755626649E-1,-2.058790326E-1,2.472258806E-1
2.828851000E0,-1.204451695E-1,-3.755948693E-2,2.338741124E-1
2.848851000E0,-1.356818974E-1,1.768542081E-1,1.956339478E-1
2.868851000E0,-1.801528782E-1,2.697231770E-1,1.425585002E-1
2.890849438E0,-1.204451695E-1,1.733635515E-1,6.857398897E-2
2.910851000E0,4.021238536E-2,-1.113520097E-2,4.009021446E-2
2.930858813E0,2.453758419E-1,-9.880308807E-2,3.892084211E-2
2.952852563E0,3.786491752E-1,-2.371902391E-2,-2.630211227E-2
2.972855688E0,3.562217057E-1,1.248259470E-1,-1.383173466E-1
2.994852563E0,2.289872020E-1,2.808234692E-1,-2.170316875E-1
3.016852563E0,9.971065819E-2,2.924299240E-1,-1.833468378E-1
3.038851000E0,4.049163777E-3,-6.515314430E-2,-1.468694508E-1
3.058851000E0,8.702211827E-2,-3.731513917E-1,-1.060636565E-1
3.078851000E0,2.838777900E-1,-2.711543441E-1,-7.932521403E-2
3.098851000E0,3.577401340E-1,2.202954590E-1,-2.591813914E-2
3.118854125E0,1.718276590E-1,4.139571786E-1,-5.139994621E-2
3.140858813E0,-1.293114424E-1,1.309171468E-1,-1.487893164E-1
3.160868188E0,-2.214648277E-1,-1.143539697E-1,-1.808684766E-1
3.182852563E0,-6.045820564E-2,-2.267531753E-1,-4.103269055E-2
3.202855688E0,1.029744223E-1,-2.354449183E-1,7.435102761E-2
3.224851000E0,7.265805453E-2,-2.520604432E-1,6.113888323E-2
3.244851000E0,-6.506587565E-2,-1.920036674E-1,1.993165910E-2
3.264852563E0,-1.714785993E-1,-3.129375353E-2,1.445132587E-2
3.284852563E0,-2.048143893E-1,5.796238407E-2,4.272565991E-2
3.306851000E0,-1.974491030E-1,-2.481858246E-2,-1.980948634E-2
3.326851000E0,-5.981243402E-2,-2.443460934E-2,-1.419825405E-1
3.346851000E0,9.145525284E-3,8.806931227E-2,-2.040988058E-1
3.366851000E0,-1.154535264E-1,-5.427974090E-2,-2.564412355E-1
3.386851000E0,-2.567204833E-1,-2.591464818E-1,-3.558900952E-1
3.406851000E0,-2.423913330E-1,-1.844114810E-1,-4.706454873E-1
3.426851000E0,-1.791231334E-1,-5.024803057E-2,-5.259374976E-1
3.446852563E0,-1.861742735E-1,4.742059484E-2,-4.646764696E-1
3.468851000E0,-1.095194072E-1,1.105666086E-1,-2.748544514E-1
3.488851000E0,2.316051908E-2,5.637413636E-2,-1.466774642E-1
3.508851000E0,9.231046587E-2,4.101523757E-2,-1.044928655E-1
3.528851000E0,3.869394958E-2,5.110324174E-2,-8.574802428E-2
3.548852563E0,-1.521927118E-2,8.920377493E-2,-1.652826741E-2
3.570851000E0,5.986479111E-3,1.324879378E-1,4.352851212E-2
3.590851000E0,4.729842301E-3,1.178795397E-1,2.864085324E-2
3.610851000E0,-4.213224724E-2,-3.237585723E-2,-4.860742018E-2
3.630851000E0,-6.672393531E-2,-2.031039596E-1,-1.765575111E-1
3.650851000E0,-3.686135262E-2,-1.889144331E-1,-1.890889704E-1
3.672851000E0,1.328195538E-2,-7.597418129E-2,1.396263367E-3
3.692851000E0,4.948008433E-2,1.130973361E-2,1.673945338E-1
3.712860375E0,9.103637189E-2,-4.808381945E-2,2.166826278E-1
3.734851000E0,1.546536237E-1,-2.313084900E-1,1.442165524E-1
3.754851000E0,1.180191636E-1,-4.191931784E-1,-3.982841223E-2
3.774852563E0,1.514945831E-2,-4.304854572E-1,-1.311091334E-1
3.796851000E0,-1.373225003E-1,-1.575334221E-1,-5.106833205E-2
3.816851000E0,-2.269277126E-1,1.580919176E-1,1.728574038E-1
3.836851000E0,-2.297202349E-1,1.831374019E-1,3.724881709E-1
3.856851000E0,-1.201833710E-1,-1.098161191E-1,4.200309217E-1
3.876851000E0,7.014477998E-2,-3.523296118E-1,3.996454775E-1
3.896851000E0,2.451140434E-1,-3.334276974E-1,3.789284229E-1
3.916855688E0,2.780658603E-1,-1.076169983E-1,4.071504176E-1
3.938852563E0,1.699950695E-1,1.742536724E-1,3.820351064E-1
3.960851000E0,5.681046844E-2,2.269451618E-1,3.007551432E-1
3.980851000E0,9.927432984E-2,7.838273793E-2,3.031986058E-1
4.000851000E0,2.765299678E-1,3.028146178E-2,3.813718855E-1
4.020851000E0,4.113391936E-1,1.776570678E-1,4.059286714E-1
