"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.975000000E-3,2.317999899E-1,-8.324999809E-1,-6.660999656E-1
2.597500000E-2,-4.447000027E-1,-3.436999917E-1,-8.054999709E-1
4.598437500E-2,-5.228999853E-1,-2.334999889E-1,-1.321499944E0
7.597500000E-2,-2.199999988E-1,-6.619999558E-2,-1.037999988E-1
9.597968800E-2,1.793999970E-1,-2.950000018E-2,-1.198999956E-1
1.259734380E-1,3.068999946E-1,3.574000001E-1,-5.385999680E-1
1.459843750E-1,4.506999850E-1,-7.389999926E-2,-1.807899952E0
1.759734380E-1,8.465999961E-1,-2.563000023E-1,-1.508199930E0
1.959781250E-1,9.217000008E-1,-1.212700009E0,-1.350700021E0
2.259734380E-1,3.643100023E0,-7.540000081E-1,-1.066699982E0
2.459750000E-1,4.402100086E0,-3.700999916E-1,2.501699924E0
2.759750000E-1,4.288599968E0,2.716999948E-1,5.317299843E0
2.959859380E-1,3.924899817E0,3.147099972E0,1.298599958E0
3.259734380E-1,-1.504899979E0,-5.977200031E0,-9.965799332E0
3.459843750E-1,-3.707199812E0,-2.729099989E0,-1.008659935E1
3.759734380E-1,5.173599720E0,-3.743199825E0,-5.111599922E0
3.959828130E-1,6.037999988E-1,-8.851000071E-1,1.886009979E1
4.259734380E-1,-3.225999773E-1,-1.021500015E1,2.780299902E0
4.459843750E-1,-5.406999588E-1,-1.696200013E0,-1.165499926E0
4.759734380E-1,3.758199930E0,-8.544999957E-1,5.351099968E0
4.959781250E-1,3.330499887E0,-6.827999949E-1,2.962899923E0
5.259750000E-1,-1.837000012E0,9.465000033E-1,-5.436599731E0
5.459859380E-1,-1.800300002E0,1.320299983E0,-1.230999947E1
5.759750000E-1,-9.163999557E-1,1.982099891E0,-1.812520027E1
5.959781250E-1,-4.014400005E0,-2.733899832E0,-1.439479923E1
6.259734380E-1,-3.801599979E0,-6.694999695E0,-8.549300194E0
6.459765630E-1,-1.570500016E0,-8.154799461E0,-4.693799973E0
6.759750000E-1,3.463799953E0,-1.185039997E1,1.805000007E-1
7.059734380E-1,8.687500000E0,-1.054369926E1,1.386520004E1
7.259734380E-1,1.209879971E1,-8.246500015E0,1.666139984E1
7.459734380E-1,1.556049919E1,-8.427299500E0,1.143429947E1
7.659734380E-1,1.803089905E1,-7.956299782E0,6.394099712E0
7.859734380E-1,2.177629852E1,-5.312399864E0,6.050299644E0
8.059734380E-1,2.251999855E1,-6.620999575E-1,6.398200035E0
8.259734380E-1,1.991219902E1,1.127499938E0,2.544199944E0
8.459734380E-1,1.567329979E1,1.253799915E0,-4.999399662E0
8.659734380E-1,1.161100006E1,2.376799822E0,-5.905200005E0
8.859750000E-1,1.070889950E1,2.165099859E0,1.202199936E0
9.159734380E-1,7.437699795E0,3.330199957E0,2.657500029E0
9.359734380E-1,3.358399868E0,4.693900108E0,4.109999835E-1
9.559750000E-1,3.084300041E0,5.087500095E0,2.799299955E0
9.859734380E-1,-4.691800117E0,1.225099921E0,3.185099840E0
1.005973438E0,-1.426760006E1,-5.760999918E-1,-1.604800034E1
1.025975000E0,-9.254799843E0,-3.088999987E0,-5.615200043E0
1.055975000E0,4.069999978E-2,2.993399858E0,-2.468299866E0
1.075978125E0,7.448999882E-1,2.694999874E-1,-3.867999911E-1
1.105973438E0,-4.723999798E-1,-3.726399899E0,4.688600063E0
1.125973438E0,-4.252299786E0,-3.851499796E0,8.090600014E0
1.145975000E0,6.103899956E0,3.865899801E0,1.047609997E1
1.165975000E0,3.143000007E-1,7.960000038E-1,1.392459965E1
1.185989063E0,-1.571999937E-1,-2.021100044E0,9.941999435E0
1.215973438E0,-3.789299965E0,-5.694299698E0,-3.013999939E0
1.235987500E0,-5.509399891E0,-7.156499863E0,-6.263599873E0
1.265973438E0,-2.430500031E0,-9.591400146E0,-1.153299928E0
1.285981250E0,-1.083999947E-1,-7.625199795E0,-7.418999672E-1
1.315975000E0,1.461300015E0,-2.342499971E0,8.363900185E0
1.335976563E0,-4.012099743E0,-3.013299942E0,-6.366999745E-1
1.365973438E0,-2.639099836E0,1.158800006E0,-3.628599882E0
1.385978125E0,-1.322999954E0,7.956999540E-1,1.358879948E1
1.415973438E0,2.969099998E0,3.523099899E0,6.518099785E0
1.435979688E0,4.210599899E0,7.288999557E-1,-2.357299995E1
1.465973438E0,1.974699974E0,4.768199921E0,-1.082380009E1
1.485975000E0,-7.855299950E0,7.019000053E-1,9.111000061E0
1.515973438E0,-2.005199909E0,-1.181599975E0,2.820699930E0
1.535982813E0,2.062999904E-1,-2.277999967E-1,-1.967899919E0
1.565973438E0,1.588799953E0,-1.378499985E0,-5.186899662E0
1.585981250E0,1.650799990E0,-1.487200022E0,-1.522599936E0
1.615973438E0,3.511099815E0,1.684299946E0,-2.822399855E0
1.635982813E0,3.426100016E0,4.210999906E-1,-3.852699995E0
1.665975000E0,1.259799957E0,-9.849999547E-1,-6.614399910E0
1.695973438E0,-3.290099859E0,-4.542399883E0,-6.476899624E0
1.715973438E0,-4.904099941E0,-5.431600094E0,-2.975199938E0
1.735978125E0,-2.654399872E0,-7.926399708E0,9.762199402E0
1.765973438E0,1.513599992E0,-5.713999867E-1,3.961199999E0
1.785978125E0,2.334300041E0,-7.277999520E-1,2.887099981E0
1.815975000E0,-1.413599968E0,-9.399999678E-2,-2.192999840E0
1.845973438E0,-2.150399923E0,2.301499844E0,1.826999933E-1
1.865973438E0,-5.710199833E0,2.296200037E0,5.405600071E0
1.885975000E0,-6.348700047E0,1.360799909E0,6.003900051E0
1.915973438E0,-2.569299936E0,2.402099848E0,2.758199930E0
1.935973438E0,-2.516599894E0,4.152400017E0,1.993399978E0
1.955975000E0,-3.950500011E0,4.143599987E0,3.023599863E0
1.985973438E0,-3.417500019E0,4.367199898E0,5.049599648E0
2.005973438E0,-1.969399929E0,2.411299944E0,3.293200016E0
2.025975000E0,5.289999843E-1,2.426399946E0,2.024899960E0
2.055973438E0,1.426999927E0,1.240899920E0,3.188000023E-1
2.075973438E0,5.737999678E-1,1.508999944E0,-9.519999623E-1
2.095975000E0,2.824999988E-1,1.124099970E0,-1.601799965E0
2.125978125E0,-1.379999984E-2,1.534500003E0,-1.143399954E0
2.155973438E0,6.469999552E-1,1.472499967E0,1.942099929E0
2.175981250E0,9.912999868E-1,2.041399956E0,1.110899925E0
2.205973438E0,8.411999941E-1,2.893299818E0,-3.349999905E0
2.225987500E0,2.375999928E0,3.357699871E0,-4.601999760E0
2.255973438E0,4.099400043E0,1.866299987E0,6.439799786E0
2.275979688E0,1.360599995E0,8.892999887E-1,2.787999868E0
2.305973438E0,-2.818099976E0,-2.102699995E0,6.826099873E0
2.325978125E0,-5.378000140E-1,-3.156999946E-1,-2.255100012E0
2.355973438E0,-3.752099991E0,-3.783999920E0,-1.501299977E0
2.375982813E0,-2.463399887E0,-2.342099905E0,-1.972499967E0
2.405973438E0,-9.422999620E-1,3.297399998E0,-2.253200054E0
2.425981250E0,-1.911999941E0,5.108200073E0,7.310999632E-1
2.455973438E0,-1.726899981E0,6.914700031E0,-2.827000022E-1
2.475978125E0,-2.725600004E0,-1.507499933E0,-3.103999794E-1
2.505973438E0,-9.797200203E0,-2.543109894E1,6.823899746E0
2.525987500E0,-6.600199699E0,-1.157319927E1,2.693699837E0
2.555973438E0,8.125000000E-1,2.063600063E0,-1.268499970E0
2.575976563E0,1.571999937E-1,5.589799881E0,-2.296799898E0
2.605973438E0,1.900999904E0,1.488799930E0,-2.237299919E0
2.625984375E0,2.731400013E0,-6.620999575E-1,-3.551000059E-1
2.655973438E0,3.034199953E0,-1.561199903E0,4.752699852E0
2.675982813E0,-2.633000016E-1,5.846999884E-1,4.887399673E0
2.705973438E0,-2.043400049E0,5.605999827E-1,-4.696999788E-1
2.725973438E0,-2.572999954E0,1.853999943E-1,-2.119499922E0
2.745973438E0,-2.927500010E0,-2.203999907E-1,-1.858699918E0
2.765973438E0,-3.249599934E0,2.400000021E-2,1.738299966E0
2.785973438E0,-2.648799896E0,-2.656999826E-1,4.736899853E0
2.805973438E0,-1.744199991E0,1.230999976E-1,5.815799713E0
2.825973438E0,-2.522199869E0,2.999999933E-2,4.049999714E0
2.845973438E0,-4.325099945E0,-3.057000041E-1,2.618099928E0
2.865973438E0,-6.517799854E0,-8.797000051E-1,2.200599909E0
2.885975000E0,-7.916899681E0,-2.410199881E0,1.860599995E0
2.915973438E0,-8.084300041E0,-6.537999630E0,4.677099705E0
2.935973438E0,-7.206899643E0,-9.766099930E0,6.408999920E0
2.955975000E0,-8.386199951E0,-9.133699417E0,1.028709984E1
2.985973438E0,-1.595299959E0,-5.059999943E0,3.367599964E0
3.005973438E0,5.198599815E0,-1.949000001E0,-7.019599915E0
3.025975000E0,5.244400024E0,2.072999924E-1,-1.007269955E1
3.055975000E0,1.146700025E0,-2.016299963E0,2.200099945E0
3.075975000E0,2.518999875E-1,-4.086599827E0,8.586199760E0
3.095975000E0,2.206599951E0,-2.359699965E0,1.398699999E0
3.125973438E0,3.198499918E0,1.415199995E0,-4.858200073E0
3.145975000E0,2.911999941E0,2.839799881E0,-4.189799786E0
3.165975000E0,3.063299894E0,3.886899948E0,-3.743999958E0
3.195973438E0,3.097499847E0,4.048099995E0,-3.690299988E0
3.215975000E0,3.570899963E0,4.156199932E0,-4.124399662E0
3.245975000E0,4.893099785E0,5.026199818E0,-3.041100025E0
3.265984375E0,5.592700005E0,6.443500042E0,-7.774999738E-1
3.295973438E0,1.424700022E0,4.132999897E0,4.912399769E0
3.315982813E0,-3.904299974E0,7.079999894E-2,7.756000042E0
3.345973438E0,-9.261599541E0,-9.030699730E0,7.742899895E0
3.365989063E0,-9.253299713E0,-9.231200218E0,1.448069954E1
3.395975000E0,3.466099977E0,6.036999822E-1,-1.117359924E1
3.415985938E0,8.205699921E0,-3.647199869E0,-1.092689991E1
3.445973438E0,2.905499935E0,-1.976499915E0,-9.442399979E0
3.465976563E0,2.063600063E0,-5.916999578E-1,-9.534999847E0
3.495973438E0,3.196799994E0,-9.182999730E-1,-5.312599659E0
3.515978125E0,2.647199869E0,1.509499907E0,-2.914700031E0
3.545973438E0,2.277999878E0,1.062799931E0,-5.288999677E-1
3.565978125E0,6.931200027E0,-1.079999954E-1,1.142619991E1
3.595975000E0,3.424199820E0,1.166999936E-1,1.783999920E0
3.615985938E0,3.379999995E-1,-4.305999875E-1,-6.823599815E0
3.645973438E0,-2.801499844E0,2.931999862E-1,-7.447399616E0
3.665982813E0,-3.777299881E0,6.818000078E-1,-3.217999935E-1
3.696015625E0,-6.184999943E0,3.129999936E-1,6.236599922E0
3.725973438E0,-2.067999840E0,-3.664000034E-1,2.765100002E0
3.745975000E0,-3.887999952E-1,-4.546999931E-1,2.171000004E0
3.765985938E0,-1.420400023E0,-1.150399923E0,5.232399940E0
3.795973438E0,-1.912400007E0,-1.588599920E0,6.994899750E0
3.815975000E0,-2.561399937E0,-2.448299885E0,8.924799919E0
3.845973438E0,-2.169600010E0,-6.531399727E0,9.846599579E0
3.865973438E0,3.641999960E-1,-8.166099548E0,2.270699978E0
3.885975000E0,3.833499908E0,-5.517600060E0,-6.649299622E0
3.915973438E0,3.601899862E0,-4.385900021E0,-9.320899963E0
3.935973438E0,2.053599834E0,-6.422999859E0,-7.045499802E0
3.955975000E0,-1.271099925E0,-3.636699915E0,-1.461300015E0
3.985973438E0,-8.768999577E-1,-3.421999812E-1,2.310499907E0
4.005973438E0,1.765699983E0,1.688199997E0,-3.560499907E0
4.025973438E0,3.133100033E0,2.955600023E0,-6.097399712E0
4.045973438E0,3.562899828E0,3.586299896E0,-5.295799732E0
4.065973438E0,4.004300117E0,3.921299934E0,-4.797100067E0
4.085973438E0,3.786999941E0,4.692999840E0,-4.945899963E0
4.105973438E0,3.564499855E0,5.659499645E0,-4.894899845E0
4.125973438E0,4.030399799E0,5.944200039E0,-5.417799950E0
4.145973438E0,4.193099976E0,5.668399811E0,-5.570499897E0
4.165975000E0,3.250900030E0,4.767899990E0,-3.330899954E0
4.195973438E0,-4.022999763E0,-9.664999843E-1,1.489449978E1
4.215973438E0,-1.503709984E1,-1.235179996E1,1.398919964E1
4.235973438E0,-2.019599915E0,-1.111870003E1,-1.001029968E1
4.255973438E0,6.369199753E0,-7.356799603E0,-6.720299721E0
4.275975000E0,7.921000004E0,-3.059499979E0,-4.494499683E0
4.305973438E0,1.292079926E1,3.674499989E0,-1.181900024E0
4.325973438E0,6.662499905E0,1.356799960E0,-3.023999929E-1
4.345973438E0,2.293599844E0,-4.851999879E-1,-5.033400059E0
4.365973438E0,-7.157999873E-1,-1.917299986E0,-7.438299656E0
4.385975000E0,-3.165999889E0,-3.325599909E0,-8.130700111E0
4.415973438E0,-7.055599689E0,-2.423399925E0,1.222899914E0
4.435973438E0,-3.092599869E0,3.907999992E-1,-2.017899990E0
4.455975000E0,-1.039299965E0,4.357999861E-1,-9.154999852E-1
4.485973438E0,1.719299912E0,6.889999658E-2,9.366999865E-1
4.505973438E0,3.290099859E0,9.217000008E-1,1.374099970E0
4.525975000E0,2.902400017E0,5.698999763E-1,1.209200025E0
4.555975000E0,4.488999844E-1,4.979999736E-2,9.373999834E-1
4.575975000E0,-2.750999928E-1,4.745999873E-1,-4.180999994E-1
4.595975000E0,-1.411199927E0,2.996999919E-1,-1.897099972E0
4.625973438E0,-2.116400003E0,7.815999985E-1,-3.237499952E0
4.645975000E0,-1.597299933E0,1.635499954E0,-2.323400021E0
4.665975000E0,-1.367100000E0,1.736999899E-1,2.093999982E-1
4.685975000E0,-9.855999947E-1,-2.290699959E0,2.117100000E0
4.715973438E0,-8.463999629E-1,-2.892499924E0,4.625899792E0
4.735973438E0,-2.168400049E0,-4.605999947E0,4.854000092E0
4.755973438E0,-1.637099981E0,-3.806799889E0,2.145400047E0
4.775973438E0,1.047799945E0,-2.189899921E0,-1.954800010E0
4.795973438E0,6.491499901E0,-2.296099901E0,9.289999604E-1
4.815975000E0,1.055459976E1,-4.223999977E0,8.693900108E0
4.845975000E0,5.596899986E0,-2.727099895E0,4.424499989E0
4.875973438E0,1.092000008E0,8.363999724E-1,-5.610499859E0
4.895975000E0,-1.739699960E0,1.697699904E0,-9.344900131E0
4.925973438E0,-5.626599789E0,1.947699904E0,-8.602600098E0
4.945973438E0,-6.959599972E0,2.015599966E0,-1.081040001E1
4.965975000E0,-6.254600048E0,2.186599970E0,-1.081629944E1
4.995973438E0,-1.378700018E0,3.690999985E0,-7.928999901E0
5.015973438E0,6.513000131E-1,4.425300121E0,-5.890999794E0
5.035973438E0,1.138299942E0,4.377900124E0,-4.576900005E0
5.055973438E0,3.966999948E-1,3.557399988E0,-1.859599948E0
5.075975000E0,-1.664000005E-1,1.785899997E0,6.028199673E0
5.095975000E0,-4.993299961E0,-3.407099962E0,7.602499962E0
5.125973438E0,-7.432000041E-1,-1.488490009E1,-9.041399956E0
5.145975000E0,7.099599838E0,-1.023320007E1,-2.456500053E0
5.165975000E0,8.959400177E0,-7.162999630E0,2.286960030E1
5.195975000E0,2.016999960E0,1.369899988E0,-1.110989952E1
5.225973438E0,2.019999921E-2,6.640299797E0,-1.262209988E1
5.245975000E0,-2.081300020E0,2.899999857E0,-9.422000051E-1
5.275973438E0,-7.325899601E0,-3.417199850E0,-3.475099802E0
5.295973438E0,-9.134099960E0,-2.197700024E0,6.607999802E-1
5.315975000E0,-7.584899902E0,9.560999870E-1,2.623499870E0
5.345973438E0,-3.861999810E-1,1.657499909E0,9.468999505E-1
5.365973438E0,3.723899841E0,1.454899907E0,5.579000115E-1
5.385973438E0,2.350199938E0,-6.760999560E-1,3.969999850E-1
5.405973438E0,-1.099300027E0,-1.089699984E0,1.722899914E0
5.425973438E0,-4.761300087E0,-4.111999869E-1,-6.294999719E-1
5.445973438E0,-6.873299599E0,1.239999942E-2,1.533999890E-1
5.465973438E0,-7.626499653E0,-2.629999816E-1,2.607399940E0
5.485973438E0,-5.902899742E0,-5.579999685E-1,2.672899961E0
5.505973438E0,-3.701399803E0,-5.528999567E-1,1.263700008E0
5.525975000E0,-2.220200062E0,-7.447999716E-1,-2.275999933E-1
5.555973438E0,-8.370000124E-2,-9.257999659E-1,1.341899991E0
5.575973438E0,-2.026999891E-1,-2.400799990E0,5.096199989E0
5.595975000E0,-1.941199899E0,-3.592999935E0,8.856100082E0
5.625973438E0,-3.645599842E0,-7.154299736E0,3.836399794E0
5.645973438E0,-3.174999952E0,-5.566499710E0,-2.028999925E-1
5.665975000E0,-1.479799986E0,-2.913499832E0,-3.422600031E0
5.685975000E0,6.193000078E-1,-8.363999724E-1,-7.734899998E0
5.715973438E0,3.233000040E-1,-9.975999594E-1,-5.809700012E0
5.735973438E0,-8.587999940E-1,-2.001100063E0,-4.117399693E0
5.755973438E0,-1.810599923E0,-9.499999695E-3,-5.880099773E0
5.775973438E0,-2.471799850E0,1.683200002E0,-4.690499783E0
5.795973438E0,-2.653699875E0,2.825099945E0,-4.817899704E0
5.815975000E0,-1.674299955E0,3.202499866E0,-6.779399872E0
5.845973438E0,1.068400025E0,2.549999952E0,-7.755899906E0
5.865973438E0,2.013200045E0,2.082399845E0,-7.868999958E0
5.885975000E0,1.842899919E0,2.123999834E0,-8.582799911E0
5.915973438E0,5.109999776E-1,2.151299953E0,-9.815899849E0
5.935973438E0,-2.989999950E-2,9.989999980E-2,-1.193330002E1
5.955973438E0,1.106199980E0,-2.463099957E0,-1.255109978E1
5.975973438E0,2.503599882E0,-5.215300083E0,-8.832799911E0
5.995973438E0,4.093699932E0,-6.234699726E0,-4.045899868E0
6.015973438E0,7.849599838E0,-6.805799961E0,-8.463000059E-1
6.035975000E0,1.802569962E1,-1.269049931E1,2.564699888E0
6.055975000E0,3.065839958E1,5.880999565E-1,1.024909973E1
6.075976563E0,1.348159981E1,4.754099846E0,4.636600018E0
6.105973438E0,-3.282699823E0,-2.343499899E0,-2.428400040E0
6.125973438E0,-9.451700211E0,-6.710199833E0,-6.641599655E0
6.145975000E0,-1.623519897E1,-7.192800045E0,-7.752999663E-1
6.175973438E0,-1.440929985E1,4.340499878E0,-5.894199848E0
6.195973438E0,-1.495749950E1,3.413800001E0,-7.710199833E0
6.215973438E0,-1.120629978E1,-1.111500025E0,1.427000016E-1
6.235973438E0,-2.650300026E0,7.142999768E-1,-1.154799938E0
6.255973438E0,1.454999894E-1,1.690999985E0,-3.635799885E0
6.275975000E0,-5.116999745E-1,7.543999553E-1,-5.879299641E0
6.305973438E0,-1.826699972E0,-2.243700027E0,-6.676300049E0
6.325973438E0,9.549999833E-1,-9.858999848E-1,-5.301300049E0
6.345973438E0,7.921999693E-1,7.439000010E-1,-6.266900063E0
6.365973438E0,4.171499729E0,4.469999969E-1,-6.811800003E0
6.385973438E0,7.815199852E0,-1.473099947E0,8.940000087E-2
6.405973438E0,7.316199780E0,-3.606999815E-1,-9.690999985E-1
6.425973438E0,3.679899931E0,5.047000051E-1,4.150999784E-1
6.445973438E0,1.974900007E0,2.024199963E0,-1.722999960E-1
6.465975000E0,-1.061299920E0,1.618499994E0,-2.516099930E0
6.495973438E0,-2.548099995E0,-3.320299864E0,-7.360999584E-1
6.515973438E0,-2.030099869E0,-1.346799970E0,-7.925999761E-1
6.535973438E0,-1.082700014E0,2.418599844E0,5.900000036E-2
6.555973438E0,-2.553799868E0,2.254600048E0,2.690199852E0
6.575975000E0,-5.964499950E0,-5.672000051E-1,2.302500010E0
6.595975000E0,-9.939499855E0,-3.019599915E0,-7.081999779E-1
6.625973438E0,-9.225299835E0,-9.537999630E-1,4.928999841E-1
6.645973438E0,-6.587499619E0,-1.283800006E0,6.220999956E-1
6.665973438E0,-3.659299850E0,-4.252799988E0,2.003999949E-1
6.685973438E0,-3.432099819E0,-5.914799690E0,2.388999909E-1
6.705979688E0,-3.962099791E0,-5.109200001E0,-5.521999598E-1
6.735973438E0,-1.989199996E0,-2.642899990E0,-4.312999725E0
6.755973438E0,-3.105999827E-1,-2.529099941E0,-4.384699821E0
6.775973438E0,5.004000068E-1,-3.489499807E0,-3.831099987E0
6.795973438E0,2.335899830E0,-3.531699896E0,-2.676599979E0
6.815975000E0,3.981999874E0,-2.254099846E0,-1.596699953E0
6.845973438E0,8.168700218E0,-2.979999967E-2,-2.154999971E-1
6.865973438E0,9.402299881E0,2.060799837E0,4.549200058E0
6.885975000E0,6.435999870E0,4.451499939E0,6.868799686E0
6.915973438E0,5.522999763E-1,4.028800011E0,-2.563999891E-1
6.935973438E0,-1.847399950E0,2.062299967E0,-6.901999950E0
6.955975000E0,-2.520699978E0,1.485700011E0,-1.226239967E1
6.985973438E0,-2.137300014E0,3.285999894E-1,-6.190599918E0
7.005973438E0,-3.018999815E0,-6.808999777E-1,-1.618999988E-1
7.025975000E0,9.606999755E-1,-7.748999596E-1,-1.644299984E0
7.055975000E0,4.026400089E0,1.911000013E-1,-3.003899813E0
7.075975000E0,3.634699821E0,3.981999755E-1,-6.583999991E-1
7.095975000E0,3.589399815E0,-3.450999856E-1,2.487999946E-1
7.115975000E0,3.523899794E0,-8.560000062E-1,1.437899947E0
7.145975000E0,3.383100033E0,8.772999644E-1,4.832599640E0
7.175973438E0,8.626999855E-1,1.811399937E0,6.843000054E-1
7.195973438E0,-3.579999879E-2,-3.972999752E-1,-1.034169960E1
7.215973438E0,2.335000038E0,-1.360899925E1,-7.330599785E0
7.235973438E0,4.728399754E0,-1.426099968E1,-2.807999849E0
7.255973438E0,7.912999630E0,-4.482999742E-1,3.100499868E0
7.275973438E0,1.023759937E1,7.598599911E0,-1.109399915E0
7.295973438E0,6.255099773E0,4.464900017E0,-5.217000008E0
7.315975000E0,3.961099863E0,8.955000043E-1,-5.956399918E0
7.345973438E0,1.251299977E0,-1.456799984E0,-7.396899700E0
7.365973438E0,1.423399925E0,-1.536799908E0,-6.442999840E0
7.385975000E0,-1.333799958E0,-4.287999868E-1,-9.569999576E-1
7.415973438E0,-4.808999896E-1,3.565999866E-1,8.210700035E0
7.435973438E0,1.506699920E0,2.791899920E0,3.674499989E0
7.455975000E0,2.815999985E-1,1.443399906E0,-3.826599836E0
7.475975000E0,-5.151000023E-1,3.924999833E-1,-4.522999763E0
7.505973438E0,-1.156299949E0,-1.356000006E-1,2.766999900E-1
7.525975000E0,-2.566299915E0,-3.500999808E-1,1.666099906E0
7.555973438E0,-2.496199846E0,-4.459999874E-2,4.869000018E-1
7.575975000E0,-2.164000034E0,-4.409999773E-2,-9.084999561E-1
7.595975000E0,-1.761599898E0,-3.808999956E-1,-3.308999836E-1
7.625973438E0,-1.425999999E-1,-1.609499931E0,4.685199738E0
7.645973438E0,-4.059000015E-1,-1.912400007E0,6.017999649E0
7.665973438E0,-3.413499832E0,-2.223199844E0,4.040699959E0
7.685975000E0,-6.331899643E0,-1.219099998E0,2.038300037E0
7.715975000E0,-7.093099594E0,-9.271000028E-1,1.721599936E0
7.735975000E0,-6.748600006E0,-1.290300012E0,6.360399723E0
7.755975000E0,-4.538799763E0,-2.204099894E0,8.317299843E0
7.785973438E0,4.063999951E-1,-2.705999911E-1,4.550199986E0
7.805973438E0,-6.263999939E-1,-1.809899926E0,-3.462800026E0
7.825975000E0,-3.220899820E0,-7.070799828E0,-5.722899914E0
7.855973438E0,3.136999905E-1,-9.944600105E0,-1.276099920E0
7.875973438E0,4.514400005E0,-9.715600014E0,-1.369899988E0
7.895973438E0,6.147799969E0,-3.104399920E0,3.177999973E0
7.915973438E0,6.977599621E0,4.436999857E-1,9.965999722E-1
7.935973438E0,6.430899620E0,2.957899809E0,-8.642999649E0
7.955975000E0,4.418200016E0,1.528899908E0,-9.218099594E0
7.985973438E0,1.377200007E0,2.972599983E0,-3.174999952E0
8.005973438E0,8.391000032E-1,3.497399807E0,-2.020999938E-1
8.025975000E0,2.513999939E0,3.351500034E0,-1.195500016E0
8.045975000E0,3.789399862E0,3.021800041E0,-4.546899796E0
8.075975000E0,6.515799999E0,4.000599861E0,-6.531399727E0
8.095975000E0,7.849999905E0,4.773999691E0,-3.918799877E0
8.115975000E0,8.772600174E0,4.267099857E0,-2.788899899E0
8.145975000E0,7.736899853E0,1.317299962E0,4.839999974E-2
8.175975000E0,-1.136299968E0,-4.960499763E0,8.796299934E0
8.205973438E0,-5.302700043E0,-8.786600113E0,1.219749928E1
8.225975000E0,-6.677399635E0,-5.259799957E0,5.072499752E0
8.245975000E0,-7.095499992E0,-1.937699914E0,-4.253299713E0
8.275978125E0,-2.094599962E0,2.821699858E0,-1.410200000E0
8.305973438E0,4.049999714E0,-4.699999932E-3,-3.855000019E0
8.325975000E0,5.846299648E0,-6.891900063E0,-2.464699984E0
8.355973438E0,1.190689945E1,-6.708899975E0,-4.819900036E0
8.375973438E0,9.086199760E0,2.086199999E0,5.977799892E0
8.395973438E0,7.730099678E0,4.512499809E0,8.920999765E-1
