"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.455000000E-3,-6.403089166E-1,1.189267337E-1,1.178271770E-1
2.545343800E-2,-4.837354422E-1,3.074048460E-1,2.039068192E-1
4.545343800E-2,-5.053251982E-1,2.764950693E-1,3.387334943E-1
6.545656300E-2,-6.171833277E-1,1.110727564E-1,3.997153044E-1
8.745343800E-2,-6.181083322E-1,-1.706931926E-2,3.918613195E-1
1.074550000E-1,-5.850518346E-1,9.782570601E-2,3.423463404E-1
1.294550000E-1,-5.110847354E-1,3.407057226E-1,3.582637310E-1
1.494550000E-1,-7.746120095E-1,1.223650351E-1,3.456624448E-1
1.694550000E-1,-8.967676163E-1,-8.974482864E-2,5.660102963E-1
1.894628130E-1,-1.043165803E0,-7.980692387E-1,9.312204123E-1
2.114534380E-1,-1.324966669E0,-1.803029776E0,1.387676358E0
2.314550000E-1,-1.463807583E0,-1.453545094E0,1.339749694E0
2.534550000E-1,-3.554711938E-1,9.039933085E-1,7.447843552E-1
2.734550000E-1,-3.703414202E-1,8.585448861E-1,-9.973509312E-1
2.934550000E-1,2.536661625E-1,1.661099672E0,-1.186335206E0
3.134550000E-1,-8.227481693E-2,1.309433222E0,-1.461817980E0
3.354550000E-1,-3.285442591E0,-1.397118568E0,1.612509638E-1
3.554581250E-1,-5.172457695E0,-3.360648870E0,1.338527918E0
3.774534380E-1,-3.483886719E0,-7.677772999E0,7.262140512E-1
3.974628130E-1,5.743355155E-1,-6.949883461E0,3.599043489E-1
4.194550000E-1,2.146388531E0,-3.364680529E0,8.138644695E-1
4.394550000E-1,9.823934436E-1,-1.352804661E0,1.724071145E0
4.614534380E-1,-8.613199592E-1,-3.451039493E-1,2.261143923E0
4.814550000E-1,-1.235518575E0,8.339183331E-1,2.591377497E0
5.014550000E-1,-1.445551515E0,1.850921631E0,2.781217098E0
5.214550000E-1,-1.487369537E0,1.891640186E0,2.507985830E0
5.414550000E-1,-4.610461593E-1,-2.202605456E-1,1.953390002E0
5.614550000E-1,6.008296013E-1,-4.400359154E0,1.031733990E0
5.814550000E-1,4.521100819E-1,-8.504552841E0,-1.932777613E-1
6.014550000E-1,-5.775992870E-1,-1.031711197E1,-2.879793290E-3
6.214550000E-1,-1.734036922E0,-1.021211338E1,1.213824153E0
6.434534380E-1,-3.276524067E0,-9.465356827E0,2.003795147E0
6.634659380E-1,-3.903743029E0,-9.345226288E0,2.463898659E0
6.854550000E-1,-3.328185797E0,-9.855734825E0,2.916218281E0
7.054596880E-1,-8.342499137E-1,-1.009257603E1,3.202626705E0
7.274534380E-1,3.036838055E0,-8.404667854E0,3.103806257E0
7.474534380E-1,3.854053497E0,-4.418248653E0,3.518060207E0
7.674534380E-1,1.991368294E0,7.742280364E-1,4.412366867E0
7.874534380E-1,6.862634420E-2,4.469770908E0,4.886118889E0
8.074534380E-1,6.443231702E-1,5.898479939E0,3.931738138E0
8.274534380E-1,2.311304569E0,5.268136501E0,2.395185232E0
8.474534380E-1,2.695695877E0,3.999160051E0,1.321441174E0
8.674534380E-1,2.390926600E0,2.297673702E0,5.469338298E-1
8.874550000E-1,2.849476814E0,-1.396088898E-1,-2.824291885E-1
9.094550000E-1,3.697951317E0,-1.464732647E0,-1.652355552E0
9.294690630E-1,3.439188719E0,-2.314742804E0,-2.378604412E0
9.514550000E-1,2.902814150E0,-3.022159815E0,-2.781059980E0
9.714675000E-1,3.629883289E0,-4.520908833E0,-3.584609509E0
9.934534380E-1,4.199244499E0,-5.557948589E0,-2.805407286E0
1.013455000E0,6.597170234E-1,-5.380536079E0,-1.261174917E0
1.035453438E0,1.261698455E-1,-5.772850990E0,-6.639930606E-1
1.055455000E0,1.242569685E0,-5.562242031E0,-2.227563620E0
1.075455000E0,1.841776133E0,-4.961517334E0,-3.696677208E0
1.097455000E0,1.179458618E0,-4.520978928E0,-4.275184155E0
1.119455000E0,9.446070790E-1,-3.360072851E0,-2.974756718E0
1.139455000E0,6.229429245E-1,-2.139040709E0,-1.878707290E0
1.159455000E0,8.947954178E-1,-5.789257213E-2,-2.247687340E0
1.179475313E0,1.261960268E0,2.182429552E0,-2.036397696E0
1.201455000E0,7.975282073E-1,4.840862751E0,-1.223283768E0
1.221467500E0,-3.692942262E-1,6.209008694E0,3.588920534E-1
1.243453438E0,-6.967703700E-1,5.745885849E0,2.306365252E0
1.263456563E0,-2.249729447E-2,5.450226784E0,3.417634010E0
1.285455000E0,-1.310742259E0,7.413338184E0,4.492739201E0
1.307453438E0,-2.225399494E0,1.018162251E1,4.074924946E0
1.327455000E0,-1.148513913E0,1.034348392E1,3.166219234E0
1.349455000E0,-2.631886721E0,1.025726509E1,2.682710648E0
1.369455000E0,-4.321121216E0,1.043879700E1,1.568701982E0
1.389455000E0,-4.559044361E0,1.428110409E1,1.519239306E0
1.409455000E0,-4.329132080E0,1.839591026E1,9.646260142E-1
1.429464375E0,-4.224429607E0,1.746549225E1,1.612527132E0
1.451455000E0,-1.205987573E0,3.382395744E0,1.796607018E0
1.471462813E0,7.002609968E-1,1.583886266E0,-7.291636467E-1
1.493453438E0,1.912479401E0,3.531848192E0,-6.260495782E-1
1.513453438E0,3.593441010E0,4.070142746E0,-6.320709586E-1
1.533453438E0,3.594575405E0,3.101607084E0,-1.328719139E0
1.553461250E0,3.036838055E0,2.309995651E0,-1.937629580E0
1.575455000E0,2.720723867E0,4.453207552E-1,-2.170421600E0
1.595467500E0,2.868466139E0,-7.332476974E-1,-2.171189547E0
1.617453438E0,2.315947294E0,-2.242730618E0,-2.529976845E0
1.637462813E0,1.755905986E0,-2.484144688E0,-2.949780941E0
1.659453438E0,1.218693614E0,-2.515071869E0,-2.983430862E0
1.679455000E0,5.081176758E-1,-1.752851605E0,-2.568042517E0
1.699455000E0,-3.621034622E-1,-1.052608013E0,-2.045351267E0
1.719455000E0,-9.270141721E-1,-2.005383372E-1,-1.617361665E0
1.739455000E0,-5.202302933E-1,3.635817528E0,-1.163942575E0
1.759455000E0,5.605124831E-1,3.813073158E0,-2.331899405E0
1.779455000E0,7.991164327E-1,3.626165867E0,-2.797867537E0
1.799455000E0,6.986553073E-1,3.986070156E0,-2.281599045E0
1.821453438E0,3.413864076E-1,3.614611864E0,-1.141934037E0
1.841455000E0,-2.606649101E-1,2.853159428E0,-1.143627048E0
1.861475313E0,-8.775340915E-1,3.111503124E0,-1.624150991E0
1.883453438E0,-5.230053663E-1,3.710919142E0,-1.270303011E0
1.903456563E0,-2.517113984E-1,4.284608841E0,-8.178787231E-1
1.925455000E0,-1.385442317E-1,4.539810658E0,-1.135511175E-1
1.945458125E0,8.237954229E-2,3.532668591E0,8.080874383E-2
1.967453438E0,5.928359628E-1,1.070846796E0,-1.782155633E-1
1.987453438E0,6.686007380E-1,-2.470164448E-1,-7.981390357E-1
2.007453438E0,4.138175547E-1,7.571238279E-2,-7.404209971E-1
2.027455000E0,-5.782275647E-2,5.695358515E-1,-6.994755864E-1
2.049453438E0,-4.739092588E-1,1.742187589E-1,-6.934891343E-1
2.069459688E0,-7.096334100E-1,-3.969576955E-1,-2.222851366E-1
2.091455000E0,-8.928406239E-1,-7.439466119E-1,1.387013197E-1
2.111459688E0,-1.242709279E0,-5.625196099E-1,1.994562298E-1
2.133455000E0,-1.569382548E0,-4.017747939E-2,2.685363591E-1
2.153456563E0,-1.666161060E0,1.246095300E0,2.879967690E-1
2.175453438E0,-1.622737288E0,2.022836685E0,2.765997648E-1
2.195453438E0,-1.474209785E0,1.690944791E0,7.537553310E-1
2.215455000E0,-1.372823596E0,9.580112249E-2,1.292451262E0
2.237455000E0,-1.367831945E0,-1.680437922E0,1.270198226E0
2.259455000E0,-1.427522302E0,2.116560787E-1,7.658504844E-1
2.279455000E0,-1.697001100E0,3.381366014E0,5.126206279E-1
2.301455000E0,-1.185497403E0,2.457912207E0,-9.580112249E-2
2.323455000E0,2.182010561E-1,2.725296736E0,-1.070305705E0
2.345453438E0,5.873032808E-1,-1.338824630E0,-2.160508156E0
2.365455000E0,-5.192878246E-1,-8.995426893E-1,-1.790603042E0
2.385462813E0,-1.635513186E0,-5.362175107E-1,-2.562911272E0
2.407453438E0,-1.838075995E0,-1.048489094E0,-3.724200964E0
2.427461250E0,-1.843015313E0,-1.142073631E0,-3.515738964E0
2.449455000E0,-1.228799105E0,3.175626695E-1,-3.225647688E0
2.469456563E0,-1.222498417E0,2.003637999E-1,-2.846684456E0
2.491453438E0,-4.985882044E-1,-2.055264711E0,-2.302682638E0
2.511455000E0,5.857673883E-1,-2.690390110E0,2.483079880E-1
2.533453438E0,9.740508199E-1,-3.000046313E-1,2.575547457E0
2.553455000E0,1.748156667E0,1.892338276E0,1.923893929E0
2.573455000E0,5.585053563E-1,2.800799608E0,7.140491009E-1
2.593465938E0,-1.268679857E0,3.345394850E0,1.117307425E0
2.615453438E0,-2.078111172E0,2.189253807E0,8.383688927E-1
2.635459688E0,-1.635879636E0,9.863030314E-1,2.737025321E-1
2.657453438E0,-9.252862930E-1,-3.876376152E-1,-2.063502818E-1
2.677462813E0,7.234390080E-2,-3.983539343E-1,-5.593256354E-1
2.699497188E0,6.460336447E-1,-2.456027269E-1,-6.199060678E-1
2.721453438E0,4.271693230E-1,-5.233195424E-1,-4.686907232E-1
2.741455000E0,-2.532821894E-1,-9.286198616E-1,-3.493276536E-1
2.763453438E0,-9.331752062E-1,-5.661150217E-1,-3.081378639E-1
2.783453438E0,-1.136575818E0,7.437894940E-1,-1.724210829E-1
2.803453438E0,-7.635815740E-1,1.921432972E0,-9.546951391E-3
2.823455000E0,-1.556659192E-1,2.299872637E0,-9.663888067E-2
2.843467500E0,1.516691130E-2,2.046171665E0,-2.426007688E-1
2.865481563E0,-1.607099175E-1,1.666457772E0,-2.995683253E-1
2.887455000E0,-1.974840015E-1,9.671916366E-1,-6.881833076E-2
2.909455000E0,3.829077780E-1,4.630533159E-1,2.724458873E-1
2.929455000E0,1.223056912E0,5.163730979E-1,8.160112500E-1
2.949455000E0,1.980268002E0,1.547391415E0,1.494752288E0
2.969455000E0,2.618744373E0,3.009244442E0,2.110225201E0
2.989455000E0,2.856231213E0,1.986167192E0,2.457004786E0
3.009455000E0,2.510970354E0,-1.519012451E0,1.819575548E0
3.029455000E0,1.724263072E0,-3.610510349E0,8.788779974E-1
3.049455000E0,1.295941830E0,-3.414213181E0,6.944665313E-1
3.069455000E0,1.604254246E0,-3.359409869E-1,1.119715929E0
3.089455000E0,1.888900042E0,2.630298376E0,1.434503555E0
3.109465938E0,1.556746364E0,2.528476000E0,1.355824113E0
3.131455000E0,1.126226068E0,8.813912868E-1,1.036673188E0
3.151461250E0,1.046464562E0,-7.716100663E-2,8.133757710E-1
3.173453438E0,1.170505047E0,-5.961346626E-1,5.927312374E-1
3.193456563E0,1.208483458E0,-9.529672265E-1,4.276754856E-1
3.215455000E0,8.305673003E-1,-1.491959810E0,2.464928478E-1
3.237453438E0,4.377285764E-2,-1.933580518E0,1.530653704E-2
3.257455000E0,-6.698224545E-1,-1.805124283E0,-3.059911132E-1
3.277455000E0,-9.638057351E-1,-1.652355552E0,-7.393563986E-1
3.299455000E0,-6.373418570E-1,-2.319368124E0,-1.121339083E0
3.319455000E0,-4.658283889E-1,-3.069405794E0,-1.214208126E0
3.339455000E0,-1.200786471E0,-2.586926937E0,-5.743180513E-1
3.359459688E0,-1.502431750E0,5.567774773E-1,1.073744059E0
3.381455000E0,-6.518106461E-1,3.083560467E0,2.598655701E0
3.401459688E0,5.674588680E-1,-9.968448281E-1,1.802279353E0
3.423453438E0,4.094193280E-1,-2.153212786E0,-5.572312474E-1
3.443453438E0,-4.642052054E-1,-2.140558958E0,-1.352211237E0
