"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.212173074E1,1.189463961E2,2.037782431E1,7.130105495E-1,2.554164886E2,8.110773087E0,8.110773087E0
9.584291670E-1,3.212173153E1,1.189463908E2,2.044159402E1,5.545623302E-1,2.631008301E2,9.356496811E0,9.356496811E0
1.941002604E0,3.212173255E1,1.189463900E2,2.047024969E1,-1.396769425E-3,2.608249512E2,1.175154495E1,1.175154495E1
2.950951563E0,3.212173208E1,1.189463880E2,2.063622869E1,2.108597606E-1,2.605134888E2,4.900000095E0,4.900000095E0
3.942199479E0,3.212173658E1,1.189463807E2,2.073984998E1,8.477325439E-1,2.911940308E2,1.316018105E1,1.316018105E1
4.933563021E0,3.212174425E1,1.189463735E2,2.094761507E1,8.006821871E-1,3.011967773E2,1.240159988E1,1.240159988E1
6.054228125E0,3.212174752E1,1.189463672E2,2.084918536E1,1.022227526E0,2.025093536E2,1.153677368E1,1.153677368E1
6.941338541E0,3.212175150E1,1.189463655E2,2.096567682E1,8.144074678E-1,1.015179749E2,9.571403503E0,9.571403503E0
7.946190624E0,3.212175358E1,1.189463786E2,2.111782704E1,5.995013118E-1,5.052738190E1,8.499773979E0,8.499773979E0
8.978763020E0,3.212176802E1,1.189463778E2,2.101144643E1,8.091268539E-1,2.801152649E2,7.354663849E0,7.354663849E0
9.964818749E0,3.212177427E1,1.189463764E2,2.096863903E1,5.873158202E-2,2.974901123E2,7.134359360E0,7.134359360E0
1.096334219E1,3.212177815E1,1.189463778E2,2.106118715E1,-1.335729659E-1,3.438352356E2,6.853817940E0,6.853817940E0
1.197985469E1,3.212177561E1,1.189463850E2,2.099546370E1,-1.499436051E-1,3.581231079E2,6.865400314E0,6.865400314E0
1.295806458E1,3.212177589E1,1.189463877E2,2.072426486E1,2.640383542E-1,2.290767908E0,6.862179756E0,6.862179756E0
1.396635052E1,3.212178071E1,1.189463911E2,2.033120065E1,5.681446195E-1,3.436406555E2,7.428236961E0,7.428236961E0
1.496761510E1,3.212178997E1,1.189463917E2,1.998901231E1,7.598795891E-1,3.516451111E2,7.081922531E0,7.081922531E0
1.594851614E1,3.212180260E1,1.189463920E2,1.980161910E1,1.281545162E0,2.700413818E2,6.559366226E0,6.559366226E0
1.693977916E1,3.212181001E1,1.189463873E2,1.975678751E1,1.148724675E0,2.762772217E2,6.265536308E0,6.265536308E0
1.795624010E1,3.212182036E1,1.189463816E2,1.992407815E1,1.170740724E0,3.131895447E2,6.406808853E0,6.406808853E0
1.894971875E1,3.212183873E1,1.189463862E2,1.994476100E1,1.277622938E0,7.861463070E0,6.343717575E0,6.343717575E0
1.993440468E1,3.212185029E1,1.189463883E2,1.984883996E1,1.449677467E0,1.170957851E1,6.820161819E0,6.820161819E0
2.099348802E1,3.212185801E1,1.189463913E2,1.997373036E1,1.267080784E0,2.153409576E1,7.158193588E0,7.158193588E0
2.194876406E1,3.212186370E1,1.189463953E2,2.007285505E1,9.204978943E-1,5.759840775E1,6.979993820E0,6.979993820E0
2.294693593E1,3.212186549E1,1.189463991E2,2.015217852E1,8.411732316E-1,4.874987793E1,6.902964592E0,6.902964592E0
2.406746771E1,3.212186581E1,1.189463993E2,2.027045125E1,2.849338055E-1,5.293876648E1,4.900000095E0,4.900000095E0
2.495180104E1,3.212186485E1,1.189463985E2,2.037066487E1,1.367494613E-1,2.504023552E1,6.194837570E0,6.194837570E0
