"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.205232000E1,1.187765142E2,0.000000000E0,0.000000000E0,0.000000000E0,2.309446526E1,0.000000000E0
4.297635420E-1,3.205243839E1,1.187765108E2,2.072093730E1,1.967720687E-2,1.894829407E2,8.847162247E0,8.847162247E0
8.104364580E-1,3.205218463E1,1.187764107E2,2.648201693E1,1.435496330E0,1.013133621E2,1.274756432E1,1.274756432E1
1.812743229E0,3.205210236E1,1.187764140E2,3.231275141E1,1.201907039E0,7.841439819E1,2.247755241E1,2.247755241E1
2.819825520E0,3.205212304E1,1.187764765E2,3.216290331E1,1.287685513E0,8.144350433E1,2.566827011E1,2.566827011E1
3.789248437E0,3.205210848E1,1.187764659E2,6.411553741E1,8.950192332E-1,7.583949280E1,1.589268684E1,1.589268684E1
4.789370833E0,3.205207317E1,1.187765146E2,6.113927266E1,9.380695820E-1,7.739058685E1,2.000000000E1,2.000000000E1
5.789692707E0,3.205211206E1,1.187766221E2,3.820781613E1,8.451992273E-1,8.872430420E1,1.479002380E1,1.479002380E1
6.789099999E0,3.205215133E1,1.187766499E2,3.381069080E1,8.528732061E-1,8.872430420E1,1.457288361E1,1.457288361E1
7.800091665E0,3.205216129E1,1.187766502E2,3.196860208E1,1.007096529E0,9.914166260E1,1.290798569E1,1.290798569E1
8.803724999E0,3.205219705E1,1.187766785E2,3.271648614E1,6.965727806E-1,7.995773315E1,8.544073105E0,8.544073105E0
9.793799998E0,3.205217820E1,1.187766797E2,3.235365260E1,8.309714794E-1,7.897339630E1,9.805381775E0,9.805381775E0
1.079539166E1,3.205216433E1,1.187766925E2,3.235358551E1,5.816800594E-1,8.470947266E1,9.808077812E0,9.808077812E0
1.180360156E1,3.205215054E1,1.187767007E2,3.235353387E1,4.071760178E-1,8.470947266E1,9.478178978E0,9.478178978E0
1.280575000E1,3.205213744E1,1.187767111E2,3.235347602E1,2.850232124E-1,8.470947266E1,9.465471268E0,9.465471268E0
1.379971979E1,3.205213222E1,1.187767191E2,3.235344029E1,1.995162517E-1,8.470947266E1,9.552068710E0,9.552068710E0
1.479646458E1,3.205212215E1,1.187767262E2,3.235339879E1,1.396613717E-1,8.470947266E1,9.228569031E0,9.228569031E0
1.579967291E1,3.205212095E1,1.187767372E2,3.235335969E1,9.776296467E-2,8.470947266E1,9.366744995E0,9.366744995E0
1.680198125E1,3.205214537E1,1.187767578E2,3.235333210E1,6.843407452E-2,8.470947266E1,1.013729095E1,1.013729095E1
1.780570989E1,3.205213831E1,1.187767649E2,3.235329599E1,4.790385067E-2,8.470947266E1,1.089431190E1,1.089431190E1
1.880844844E1,3.205212569E1,1.187767712E2,3.130501184E1,2.728445828E-1,9.809896851E1,1.133442307E1,1.133442307E1
1.980086198E1,3.205210868E1,1.187767788E2,2.808125666E1,6.606755257E-1,1.129047546E2,1.240769005E1,1.240769005E1
2.079825416E1,3.205210026E1,1.187767878E2,2.795412188E1,9.173201323E-1,1.106923981E2,1.363815308E1,1.363815308E1
2.180876770E1,3.205209327E1,1.187767967E2,2.751855424E1,1.104561090E0,1.244454498E2,1.611619949E1,1.611619949E1
2.279876979E1,3.205208370E1,1.187768244E2,2.736580139E1,1.229989171E0,1.080126495E2,1.820797539E1,1.820797539E1
2.380166146E1,3.205209768E1,1.187768430E2,2.746190596E1,1.275850058E0,9.260635376E1,1.900542831E1,1.900542831E1
2.480143958E1,3.205209085E1,1.187768610E2,2.766071150E1,1.322098494E0,9.288864136E1,1.875373459E1,1.875373459E1
2.580392239E1,3.205208144E1,1.187768692E2,2.764804438E1,1.132240534E0,8.605485535E1,1.728664780E1,1.728664780E1
2.680128125E1,3.205207537E1,1.187768755E2,2.782759843E1,1.005978823E0,7.385399628E1,1.571683121E1,1.571683121E1
2.779939687E1,3.205206713E1,1.187768798E2,2.794873902E1,1.150697351E0,8.069650269E1,1.329887962E1,1.329887962E1
2.879901718E1,3.205206064E1,1.187768880E2,2.795075511E1,1.196453333E0,8.267382050E1,4.900000095E0,4.900000095E0
2.979986406E1,3.205205718E1,1.187768965E2,2.801303766E1,1.229746699E0,7.842136383E1,1.518925476E1,1.518925476E1
3.080119791E1,3.205206060E1,1.187769098E2,2.796341598E1,1.274976969E0,8.243019104E1,4.900000095E0,4.900000095E0
3.180821822E1,3.205205383E1,1.187769193E2,2.795675743E1,1.280699611E0,1.063410492E2,1.678631973E1,1.678631973E1
3.280219010E1,3.205204941E1,1.187769275E2,2.818625282E1,1.105885625E0,1.070551147E2,1.679926682E1,1.679926682E1
3.379881614E1,3.205203057E1,1.187769389E2,2.836357996E1,9.976019859E-1,1.041705017E2,1.702797508E1,1.702797508E1
