"Time (s)","Pressure (hPa)"
7.846000000E-2,1.016664062E3
1.584600000E-1,1.016642578E3
2.384600000E-1,1.016630371E3
3.184646880E-1,1.016625977E3
3.984600000E-1,1.016648926E3
4.784600000E-1,1.016623535E3
5.584584380E-1,1.016604004E3
6.384584380E-1,1.016586426E3
7.184646880E-1,1.016568848E3
7.984584380E-1,1.016576172E3
8.784600000E-1,1.016566895E3
9.584600000E-1,1.016551270E3
1.038460000E0,1.016563965E3
1.118460000E0,1.016569336E3
1.198460000E0,1.016572266E3
1.278460000E0,1.016588867E3
1.358458438E0,1.016595215E3
1.438460000E0,1.016602051E3
1.518463125E0,1.016624512E3
1.598460000E0,1.016608398E3
1.678458438E0,1.016590332E3
1.758458438E0,1.016596191E3
1.838458438E0,1.016576660E3
1.918458438E0,1.016576172E3
1.998458438E0,1.016577637E3
2.078458438E0,1.016585938E3
2.158458438E0,1.016589844E3
2.238458438E0,1.016596191E3
2.318467813E0,1.016609863E3
2.398458438E0,1.016586914E3
2.478458438E0,1.016605469E3
2.558458438E0,1.016621094E3
2.638458438E0,1.016612305E3
2.718458438E0,1.016610352E3
2.798458438E0,1.016639648E3
2.878458438E0,1.016615234E3
2.958458438E0,1.016603027E3
3.038458438E0,1.016606934E3
3.118464688E0,1.016606934E3
3.198458438E0,1.016623535E3
3.278458438E0,1.016624023E3
3.358458438E0,1.016603516E3
3.438458438E0,1.016613770E3
3.518464688E0,1.016614746E3
3.598458438E0,1.016610840E3
3.678458438E0,1.016610352E3
3.758458438E0,1.016604004E3
3.838458438E0,1.016579102E3
3.918458438E0,1.016580566E3
3.998458438E0,1.016585938E3
4.078458438E0,1.016590820E3
4.158460000E0,1.016609375E3
4.238458438E0,1.016602051E3
4.318461563E0,1.016606445E3
4.398458438E0,1.016606445E3
4.478460000E0,1.016596191E3
4.558458438E0,1.016592285E3
4.638458438E0,1.016616211E3
4.718460000E0,1.016607910E3
4.798458438E0,1.016589355E3
4.878458438E0,1.016586914E3
4.958458438E0,1.016595703E3
5.038458438E0,1.016588867E3
5.118466250E0,1.016605469E3
5.198460000E0,1.016604004E3
5.278460000E0,1.016598145E3
5.358458438E0,1.016611328E3
5.438458438E0,1.016603027E3
5.518466250E0,1.016604492E3
5.598458438E0,1.016616211E3
5.678460000E0,1.016605469E3
5.758460000E0,1.016583008E3
5.838460000E0,1.016590820E3
5.918460000E0,1.016598145E3
5.998460000E0,1.016585449E3
6.078460000E0,1.016596191E3
6.158460000E0,1.016611328E3
6.238460000E0,1.016593262E3
6.318469375E0,1.016603027E3
6.398458438E0,1.016610352E3
6.478460000E0,1.016606934E3
6.558460000E0,1.016615723E3
6.638460000E0,1.016617676E3
6.718460000E0,1.016590820E3
6.798458438E0,1.016607910E3
6.878458438E0,1.016620117E3
6.958458438E0,1.016614746E3
7.038458438E0,1.016610840E3
7.118464688E0,1.016609863E3
7.198458438E0,1.016610840E3
7.278460000E0,1.016612305E3
7.358458438E0,1.016610352E3
7.438458438E0,1.016610840E3
7.518469375E0,1.016607910E3
7.598458438E0,1.016604004E3
7.678458438E0,1.016576660E3
7.758458438E0,1.016586914E3
7.838458438E0,1.016603516E3
7.918464688E0,1.016600098E3
7.998458438E0,1.016605957E3
8.078458438E0,1.016608887E3
8.158458438E0,1.016602051E3
8.238458438E0,1.016602051E3
8.318464688E0,1.016613281E3
8.398458438E0,1.016606934E3
8.478458438E0,1.016596191E3
8.558460000E0,1.016598145E3
8.638460000E0,1.016578613E3
8.718460000E0,1.016576172E3
8.798460000E0,1.016597168E3
8.878460000E0,1.016608398E3
8.958460000E0,1.016600586E3
9.038460000E0,1.016593750E3
9.118461563E0,1.016601074E3
9.198460000E0,1.016593750E3
9.278460000E0,1.016608887E3
9.358458438E0,1.016600098E3
9.438458438E0,1.016596680E3
9.518460000E0,1.016623535E3
9.598458438E0,1.016604004E3
9.678458438E0,1.016601074E3
9.758460000E0,1.016606934E3
9.838460000E0,1.016598145E3
9.918467813E0,1.016598145E3
9.998460000E0,1.016606445E3
1.007845844E1,1.016608398E3
1.015846000E1,1.016599609E3
1.023845844E1,1.016601562E3
1.031846313E1,1.016612305E3
1.039845844E1,1.016596191E3
1.047846000E1,1.016609863E3
1.055846000E1,1.016596191E3
1.063845844E1,1.016592773E3
1.071846625E1,1.016613770E3
1.079845844E1,1.016603027E3
1.087845844E1,1.016591797E3
1.095845844E1,1.016605957E3
1.103845844E1,1.016602539E3
1.111846781E1,1.016593750E3
1.119846000E1,1.016600098E3
1.127846000E1,1.016612793E3
1.135845844E1,1.016604004E3
1.143845844E1,1.016616211E3
1.151847875E1,1.016620117E3
1.159846000E1,1.016590820E3
1.167845844E1,1.016599121E3
1.175845844E1,1.016596680E3
1.183846000E1,1.016587891E3
1.191846625E1,1.016586914E3
1.199845844E1,1.016603516E3
1.207845844E1,1.016596680E3
1.215845844E1,1.016595215E3
1.223845844E1,1.016609375E3
1.231845844E1,1.016613770E3
1.239845844E1,1.016606445E3
1.247845844E1,1.016607422E3
1.255845844E1,1.016607422E3
1.263846000E1,1.016600586E3
1.271845844E1,1.016618164E3
1.279845844E1,1.016627930E3
1.287845844E1,1.016617676E3
1.295845844E1,1.016615234E3
1.303845844E1,1.016625977E3
1.311846625E1,1.016609375E3
1.319845844E1,1.016611816E3
1.327845844E1,1.016605957E3
1.335845844E1,1.016605957E3
1.343845844E1,1.016597656E3
1.351846469E1,1.016600098E3
1.359845844E1,1.016571289E3
1.367845844E1,1.016577637E3
1.375845844E1,1.016604492E3
1.383846000E1,1.016598633E3
1.391846469E1,1.016602539E3
1.399845844E1,1.016600098E3
1.407845844E1,1.016602539E3
1.415845844E1,1.016587891E3
1.423845844E1,1.016598145E3
1.431845844E1,1.016600098E3
1.439845844E1,1.016578125E3
1.447845844E1,1.016584473E3
1.455846000E1,1.016574707E3
1.463845844E1,1.016554688E3
1.471846469E1,1.016578613E3
1.479845844E1,1.016598145E3
1.487845844E1,1.016598145E3
1.495845844E1,1.016591309E3
1.503845844E1,1.016585938E3
1.511845844E1,1.016583984E3
