"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.200000000E-2,-7.739999890E-2,-5.879999697E-2,-2.469999902E-2
5.199843700E-2,-1.480000000E-2,-3.130000085E-2,-5.989999697E-2
7.200000000E-2,-3.469999880E-2,-6.599999964E-2,6.199999712E-3
9.200000000E-2,-4.270000011E-2,-8.029999584E-2,5.200000014E-3
1.219968750E-1,-2.819999866E-2,-4.839999974E-2,-1.300000004E-3
1.419968750E-1,-2.939999849E-2,-6.709999591E-2,-2.149999887E-2
1.619984370E-1,-2.300000004E-2,-4.100000020E-3,-4.639999941E-2
1.820015620E-1,-8.999999613E-3,-4.069999978E-2,-2.679999918E-2
2.120000000E-1,-7.279999554E-2,-6.489999592E-2,5.669999868E-2
2.320031250E-1,-7.090000063E-2,-8.419999480E-2,2.049999870E-2
2.620000000E-1,-2.279999852E-2,-4.100000020E-3,-6.859999895E-2
2.820031250E-1,-5.350000039E-2,-1.439999975E-2,-6.350000203E-2
3.120015620E-1,-5.299999937E-2,-6.599999964E-3,1.063999981E-1
3.420000000E-1,-1.439999975E-2,-1.699999906E-2,-3.720000014E-2
3.620015620E-1,1.370000001E-2,3.209999949E-2,5.499999970E-3
3.820078120E-1,-3.689999878E-2,-1.649999991E-2,2.999999851E-4
4.120000000E-1,-6.729999930E-2,-9.429999441E-2,7.019999623E-2
4.320000000E-1,-2.939999849E-2,-8.329999447E-2,-2.630000003E-2
4.520015620E-1,-1.109999977E-2,-5.200000014E-3,-1.583999991E-1
4.819984370E-1,-5.109999701E-2,3.089999966E-2,3.769999743E-2
5.020000000E-1,-1.069999952E-2,1.850000024E-1,-8.599999361E-3
5.220062500E-1,-1.759999990E-1,2.006999999E-1,-1.405999959E-1
5.520000000E-1,-2.228000015E-1,-2.909999900E-2,9.399999864E-3
5.720000000E-1,-2.869999968E-2,2.709999867E-2,-8.559999615E-2
5.920015620E-1,3.700000048E-2,-1.878999919E-1,1.083999947E-1
6.220000000E-1,-6.239999831E-2,2.070000023E-2,3.023999929E-1
6.420000000E-1,7.289999723E-2,-1.072999984E-1,6.480000168E-2
6.620015620E-1,-1.921999902E-1,1.551000029E-1,3.563999832E-1
6.920000000E-1,-2.836000025E-1,4.677999914E-1,1.388999969E-1
7.120000000E-1,-3.741999865E-1,8.210999966E-1,-2.509000003E-1
7.320015620E-1,-5.047999620E-1,3.910000026E-1,-2.380999923E-1
7.620000000E-1,-8.307999969E-1,2.976999879E-1,2.107999921E-1
7.920015620E-1,-5.723999739E-1,7.839999795E-1,-2.511999905E-1
8.120015620E-1,-1.939999871E-2,3.304999769E-1,-5.759999901E-2
8.420000000E-1,-3.094999790E-1,2.915000021E-1,2.273999900E-1
8.620015620E-1,-3.993999958E-1,2.428999990E-1,1.437000036E-1
8.820015620E-1,-2.427999973E-1,2.689999938E-1,-2.567999959E-1
9.120000000E-1,-2.930999994E-1,6.292999983E-1,-2.525999844E-1
9.320000000E-1,-3.828999996E-1,4.479999840E-1,-2.017000020E-1
9.520015620E-1,-3.542000055E-1,4.253999889E-1,6.610000134E-2
9.819984370E-1,-1.940999925E-1,6.414999962E-1,-7.329999655E-2
1.001998437E0,-2.351999879E-1,5.816999674E-1,-2.484999895E-1
1.022001562E0,-2.863999903E-1,5.036000013E-1,-3.476999998E-1
1.052000000E0,-2.793000042E-1,5.261999965E-1,-2.300000051E-3
1.082001562E0,-5.389999971E-2,2.255999893E-1,-3.459999859E-1
1.112000000E0,-3.014000058E-1,2.850000001E-2,-2.563999891E-1
1.132000000E0,-2.559999824E-1,2.769999951E-2,-1.521999985E-1
1.152001562E0,-9.420000017E-2,-6.989999861E-2,-1.737999916E-1
1.182000000E0,-6.179999933E-2,-1.149000004E-1,-2.575999796E-1
1.202000000E0,-8.590000123E-2,-8.540000021E-2,-2.010999918E-1
1.222001562E0,-1.105000004E-1,-5.529999733E-2,1.229999959E-2
1.252000000E0,-9.919999540E-2,-1.102999970E-1,-2.117999941E-1
1.272000000E0,-1.340999901E-1,-9.179999679E-2,-2.748999894E-1
1.292001562E0,-1.312000006E-1,-9.149999917E-2,-2.585999966E-1
1.312001562E0,-1.319999993E-2,2.859999985E-2,-1.992999911E-1
1.342000000E0,2.809999883E-1,1.001999974E-1,-1.792999953E-1
1.362001562E0,2.956999838E-1,-8.879999816E-2,-2.100999951E-1
1.382001562E0,2.597999871E-1,-4.325999916E-1,-7.440000027E-2
1.412000000E0,2.089999914E-1,-8.677999973E-1,-1.333999932E-1
1.442000000E0,3.648999929E-1,-1.115000010E0,9.600000083E-2
1.462000000E0,5.471999645E-1,-1.007300019E0,2.355999947E-1
1.482000000E0,8.127999902E-1,-7.329999804E-1,2.261999995E-1
1.502000000E0,1.014699936E0,-6.829000115E-1,3.831000030E-1
1.522001562E0,8.797999620E-1,-7.135999799E-1,4.484999776E-1
1.552000000E0,2.527000010E-1,-8.833999634E-1,3.121999800E-1
1.582001562E0,-3.209999800E-1,-1.031800032E0,1.774999946E-1
1.612000000E0,-4.959999919E-1,-1.064000010E0,4.338999987E-1
1.632000000E0,-4.165999889E-1,-1.023299932E0,5.927999616E-1
1.652001562E0,-3.251999915E-1,-9.684000015E-1,4.856999815E-1
1.682000000E0,1.888999939E-1,-8.987999558E-1,1.560999900E-1
1.702000000E0,6.301000118E-1,-7.847999930E-1,1.210999936E-1
1.722001562E0,7.609999776E-1,-6.841999888E-1,8.100000024E-2
1.752000000E0,6.067999601E-1,-5.935999751E-1,3.719999790E-1
1.772000000E0,5.515999794E-1,-5.328999758E-1,3.829999864E-1
1.792001562E0,4.813999832E-1,-4.192000031E-1,2.710999846E-1
1.822000000E0,1.489999983E-2,-5.192999840E-1,2.426999956E-1
1.842000000E0,-1.471000016E-1,-5.868999958E-1,3.558999896E-1
1.862001562E0,-1.015999988E-1,-5.092999935E-1,4.861999750E-1
1.882001562E0,8.359999955E-2,-4.943999946E-1,4.002999961E-1
1.912000000E0,2.680000067E-1,-4.915999770E-1,4.539999962E-1
1.942001562E0,6.990999579E-1,-2.228999883E-1,7.096999884E-1
1.972000000E0,1.053499937E0,-1.059999969E-2,8.578000069E-1
1.992000000E0,9.718999863E-1,4.779999703E-2,7.950999737E-1
2.012001562E0,3.889999986E-1,-2.800999880E-1,3.779000044E-1
2.042000000E0,-1.442999989E-1,-6.583999991E-1,1.105999947E-1
2.072000000E0,7.091999650E-1,-4.419999942E-2,3.291999996E-1
2.092001562E0,1.002900004E0,5.095999837E-1,-7.930000126E-2
2.122000000E0,2.180999964E-1,6.004999876E-1,-1.021000028E0
2.142000000E0,-3.046000004E-1,2.773000002E-1,-9.350999594E-1
2.162001562E0,-6.502999663E-1,4.422999918E-1,-4.332999885E-1
2.192000000E0,-8.693000078E-1,6.107999682E-1,-7.263000011E-1
2.212000000E0,-1.092800021E0,6.880999804E-1,-9.706999660E-1
2.232000000E0,-1.180199981E0,6.586999893E-1,-9.860000014E-1
2.252000000E0,-7.890999913E-1,6.901999712E-1,-8.101999760E-1
2.272000000E0,-5.790000036E-2,6.772999763E-1,-5.350999832E-1
2.292001562E0,4.641999900E-1,5.827000141E-1,-2.087000012E-1
2.312001562E0,5.127999783E-1,3.965999782E-1,9.759999812E-2
2.342000000E0,-2.203999907E-1,1.330000013E-1,1.988999993E-1
2.362000000E0,-8.504999876E-1,1.059999969E-2,4.404999912E-1
2.382001562E0,-1.305799961E0,-1.307999939E-1,4.364999831E-1
2.412000000E0,-1.238600016E0,-4.145999849E-1,4.526000023E-1
2.432000000E0,-1.025099993E0,-3.272999823E-1,4.314000010E-1
2.452004687E0,-8.015999794E-1,-2.019999921E-1,3.082000017E-1
2.482000000E0,-6.319999695E-1,-5.399999768E-2,4.600999951E-1
2.502000000E0,-4.585999846E-1,-5.209999904E-2,4.092999995E-1
2.522001562E0,-4.175999761E-1,-1.689999923E-2,3.714999855E-1
2.552000000E0,-3.222000003E-1,-2.116999924E-1,8.671000004E-1
2.572000000E0,-1.943999976E-1,-3.195999861E-1,9.296000004E-1
2.592001562E0,-5.749999732E-2,-3.371999860E-1,5.473999977E-1
2.622000000E0,-5.059999824E-1,-3.989999741E-2,5.953999758E-1
2.642000000E0,-6.101999879E-1,6.140000001E-2,9.054999948E-1
2.662000000E0,-3.313999772E-1,1.920000017E-1,1.036000013E0
2.682000000E0,1.088999957E-1,3.303000033E-1,8.082999587E-1
2.702000000E0,5.080999732E-1,4.526000023E-1,4.816999733E-1
2.722001562E0,9.562000036E-1,6.548999548E-1,4.229999781E-1
2.752000000E0,1.936599970E0,9.785999656E-1,9.490999579E-1
2.772000000E0,2.402400017E0,1.101199985E0,9.368999600E-1
2.792001562E0,2.223799944E0,1.316900015E0,5.275999904E-1
2.812001562E0,1.654799938E0,1.350899935E0,1.840000004E-1
2.842000000E0,5.253999829E-1,4.966999888E-1,-1.514999986E0
2.872001562E0,-4.071999788E-1,-1.376399994E0,-1.538599968E0
2.902000000E0,6.129999831E-2,-3.140100002E0,-1.472599983E0
2.922000000E0,8.792999983E-1,-2.522300005E0,-1.266799927E0
2.942001562E0,1.811699986E0,-7.489999533E-1,-8.059999943E-1
2.972000000E0,2.294800043E0,-1.277000010E-1,-2.608199835E0
2.992000000E0,1.295199990E0,1.063999981E-1,-2.659399986E0
3.012001562E0,3.913999796E-1,-2.325999886E-1,-2.904000044E0
3.042000000E0,-2.529000044E-1,-7.644999623E-1,-1.580399990E0
3.062000000E0,-5.631999969E-1,-8.129999638E-1,-6.961999536E-1
3.082001562E0,-8.863999844E-1,-1.169999957E0,-4.743999839E-1
3.112000000E0,-1.081200004E0,-1.355000019E0,-1.442999989E-1
3.132000000E0,-9.869999886E-1,-1.065799952E0,2.620000020E-2
3.152045312E0,-4.430999756E-1,-1.067199945E0,6.889999658E-2
3.182000000E0,1.150999963E-1,-8.988999724E-1,-6.769999862E-2
3.202000000E0,2.187999934E-1,-8.897999525E-1,-2.180000022E-2
3.222001562E0,4.285999835E-1,-9.661999941E-1,-6.999999750E-4
3.242001562E0,6.093999743E-1,-1.151499987E0,4.549999908E-2
3.271998437E0,4.111000001E-1,-1.420199990E0,3.859999776E-2
3.292001562E0,1.553999931E-1,-1.493999958E0,1.462000012E-1
3.312001562E0,3.659999743E-2,-1.360299945E0,3.115999997E-1
3.342000000E0,-1.856999993E-1,-1.010999918E0,5.555999875E-1
3.372000000E0,-1.658999920E-1,-1.052199960E0,1.034199953E0
3.392000000E0,-2.539999969E-2,-5.835999846E-1,1.147199988E0
3.412000000E0,5.081999898E-1,-4.307999909E-1,1.154899955E0
3.432000000E0,7.889999747E-1,-3.985999823E-1,1.028699994E0
3.452001562E0,1.013700008E0,-1.534999907E-1,1.247200012E0
3.481998437E0,1.042699933E0,1.544999927E-1,1.172500014E0
3.502000000E0,1.054399967E0,4.718999863E-1,6.165999770E-1
3.522001562E0,1.222399950E0,7.527999878E-1,2.395000011E-1
3.552000000E0,1.090399981E0,8.906999826E-1,-1.693999916E-1
3.572000000E0,3.098999858E-1,8.202999830E-1,-4.923999906E-1
3.592001562E0,-5.180999637E-1,6.414999962E-1,-9.473999739E-1
3.622000000E0,-1.180799961E0,7.105999589E-1,-1.453099966E0
3.642000000E0,-1.023999929E0,8.779999614E-1,-1.673799992E0
3.662001562E0,-3.364999890E-1,9.774000049E-1,-2.105999947E0
3.692000000E0,2.242999971E-1,6.388999820E-1,-1.585799932E0
3.712000000E0,1.407999992E-1,2.775000036E-1,-9.684999585E-1
3.732000000E0,1.529999916E-2,-1.086999997E-1,-6.620000005E-1
3.752000000E0,-2.791999876E-1,-4.417999983E-1,-4.638999999E-1
3.772000000E0,-7.712000012E-1,-6.737999916E-1,-2.063999921E-1
3.792001562E0,-1.204499960E0,-7.863999605E-1,2.622999847E-1
3.812001562E0,-1.196200013E0,-7.526999712E-1,8.292999864E-1
3.842000000E0,-8.752999902E-1,-4.711000025E-1,8.114999533E-1
3.872001562E0,-7.021999955E-1,-1.754999906E-1,2.926000059E-1
3.902000000E0,-4.395999908E-1,-2.439999878E-1,5.428999662E-1
3.922000000E0,-3.352999985E-1,-2.748000026E-1,5.636000037E-1
3.942001562E0,-3.772999942E-1,-2.280000001E-1,5.191000104E-1
3.972000000E0,-3.675999939E-1,-8.219999820E-2,4.002999961E-1
3.992000000E0,-3.392999768E-1,-6.599999964E-2,7.037999630E-1
4.012001562E0,-2.268999964E-1,-1.068999991E-1,6.599999666E-1
4.042000000E0,-2.075999975E-1,-1.107999980E-1,3.470999897E-1
4.062000000E0,-2.868999839E-1,-1.823999882E-1,3.044999838E-1
4.082001562E0,-2.579999864E-1,-1.661999971E-1,5.386999846E-1
4.112000000E0,-2.547000051E-1,2.129999995E-1,5.507999659E-1
4.132000000E0,-1.218999997E-1,3.730999827E-1,4.989999831E-1
4.152001562E0,1.639999896E-1,3.920999765E-1,5.658999681E-1
4.182000000E0,1.353999972E0,1.746999919E-1,1.019799948E0
4.202000000E0,2.374799967E0,3.190000057E-1,1.581399918E0
4.222001562E0,2.502599955E0,6.121999621E-1,9.034999609E-1
4.242001562E0,2.014999866E0,5.586000085E-1,3.172000051E-1
4.271998437E0,1.348199964E0,2.365999967E-1,2.793999910E-1
4.292001562E0,8.689000010E-1,-3.839999810E-2,-1.164999977E-1
4.312001562E0,1.942999959E-1,-4.192999899E-1,-1.231799960E0
4.342000000E0,-7.199999690E-1,-8.190999627E-1,-1.351999998E0
4.362000000E0,2.314999998E-1,-1.438499928E0,-2.703899860E0
4.382001562E0,1.820099950E0,-9.044999480E-1,-5.481599808E0
4.412000000E0,1.605999947E0,1.473500013E0,-2.631199837E0
4.442000000E0,-7.270000130E-2,1.695799947E0,-8.664000034E-1
4.462000000E0,-6.542999744E-1,8.858999610E-1,-4.422999918E-1
4.482000000E0,-1.197000027E0,1.548999995E-1,-1.850999892E-1
4.502000000E0,-1.475700021E0,-3.032000065E-1,-6.939999759E-2
4.522001562E0,-1.697099924E0,-4.375999868E-1,-9.409999847E-2
4.552000000E0,-1.839399934E0,-5.848000050E-1,-3.299999982E-2
4.572000000E0,-1.791499972E0,-5.582000017E-1,1.768999994E-1
4.592000000E0,-1.526199937E0,-5.997999907E-1,-1.750000007E-2
4.612000000E0,-1.132799983E0,-7.788999677E-1,-3.540999889E-1
4.632000000E0,-6.204999685E-1,-5.302999616E-1,1.225999966E-1
4.652001562E0,-2.836999893E-1,-2.556999922E-1,2.471999973E-1
4.682000000E0,1.824999899E-1,-6.279000044E-1,3.737999797E-1
4.711998437E0,1.300000004E-3,-4.265999794E-1,5.339999795E-1
4.732001562E0,-2.289999872E-1,-1.617999971E-1,4.745999873E-1
4.762000000E0,8.370000124E-2,1.976999938E-1,4.901999831E-1
4.782000000E0,2.813999951E-1,3.671000004E-1,3.247999847E-1
4.802001562E0,6.262999773E-1,1.055999994E-1,-3.529999778E-2
4.832000000E0,7.974999547E-1,-3.287000060E-1,-4.149999842E-2
4.852000000E0,8.208999634E-1,-1.400000006E-1,1.463999897E-1
4.872001562E0,8.647999763E-1,2.127999961E-1,6.071999669E-1
4.902000000E0,3.326999843E-1,1.218799949E0,6.843999624E-1
4.931998437E0,-9.219999611E-2,1.705500007E0,6.434000134E-1
4.952000000E0,-5.295999646E-1,1.974499941E0,4.756999910E-1
4.982000000E0,-1.822499990E0,1.990999937E0,-3.962000012E-1
5.012001562E0,-2.764999866E0,9.201999903E-1,-1.565799952E0
5.042000000E0,-1.252200007E0,1.995999962E-1,-2.138399839E0
5.062000000E0,4.178999960E-1,6.033999920E-1,-8.064999580E-1
5.082001562E0,8.236999512E-1,1.144899964E0,-3.010999858E-1
5.112000000E0,-1.774999946E-1,9.738999605E-1,-8.870999813E-1
5.132000000E0,-9.589999914E-1,4.114999771E-1,-7.518999577E-1
5.152001562E0,-1.439799905E0,1.750000007E-2,-2.058999985E-1
5.182000000E0,-1.768099904E0,-2.638999820E-1,3.969999850E-1
5.202000000E0,-1.605899930E0,-3.999999911E-2,6.592000127E-1
5.222001562E0,-1.487100005E0,4.217999876E-1,7.730999589E-1
5.242001562E0,-1.343299985E0,7.416999936E-1,8.357999921E-1
5.272000000E0,-1.048200011E0,7.480999827E-1,8.033999801E-1
5.302000000E0,-7.060999870E-1,4.860000014E-1,6.740999818E-1
5.322000000E0,-4.880999923E-1,5.018000007E-1,5.903999805E-1
5.342000000E0,-3.920999765E-1,5.704999566E-1,6.008999944E-1
5.372001562E0,-5.116999745E-1,7.012999654E-1,9.963999987E-1
5.402000000E0,-4.919999838E-1,1.120299935E0,7.809000015E-1
5.422000000E0,-6.664999723E-1,1.437699914E0,5.110999942E-1
5.442001562E0,-4.964999855E-1,1.513099909E0,2.885999978E-1
5.472000000E0,-1.784999967E-1,2.289299965E0,8.379999548E-2
5.492000000E0,7.285000086E-1,2.092599869E0,4.781000018E-1
5.512001562E0,1.903800011E0,1.452299953E0,9.325000048E-1
5.542000000E0,1.943300009E0,1.806800008E0,1.125100017E0
5.562000000E0,1.836799979E0,1.334699988E0,1.339599967E0
5.582001562E0,1.239099979E0,1.193099976E0,1.146899939E0
5.612000000E0,-1.634999961E-1,9.846999645E-1,-9.453999996E-1
5.632000000E0,-1.360799909E0,-1.229999959E-2,-3.518199921E0
5.652001562E0,-1.278999925E0,-1.711799979E0,-4.755700111E0
5.682000000E0,1.335899949E0,-2.078099966E0,-4.020999968E-1
5.702000000E0,8.339999914E-1,4.476999938E-1,2.035999894E-1
5.722001562E0,5.880999565E-1,9.534999728E-1,-1.938599944E0
5.752000000E0,-3.678999841E-1,1.261199951E0,-1.412899971E0
5.772000000E0,-6.881999969E-1,6.430000067E-1,3.838000000E-1
5.792000000E0,-9.781999588E-1,-3.959999979E-2,9.110999703E-1
5.812000000E0,-1.341399908E0,-1.930999905E-1,9.458999634E-1
5.832000000E0,-1.505699992E0,-4.730999768E-1,6.959999800E-1
5.852000000E0,-1.462799907E0,-7.326999903E-1,5.546999574E-1
5.872001562E0,-1.585099936E0,-5.903999805E-1,5.485000014E-1
5.902000000E0,-1.606599927E0,-5.430999994E-1,9.109999537E-1
5.922000000E0,-1.246899962E0,-6.775000095E-1,8.589999676E-1
5.942001562E0,-8.069999814E-1,-6.457999945E-1,8.808999658E-1
5.972000000E0,-4.668999910E-1,-1.834999919E-1,1.203899980E0
5.992000000E0,-2.849999964E-1,-3.213000000E-1,7.087000012E-1
6.012001562E0,-2.483000010E-1,-3.631999791E-1,1.656000018E-1
6.042000000E0,9.969999641E-2,-4.199999850E-3,7.599999756E-2
6.062000000E0,3.906999826E-1,2.373999953E-1,4.792999923E-1
6.082001562E0,4.860999882E-1,4.272999763E-1,7.688999772E-1
6.111998437E0,8.044999838E-1,5.593000054E-1,5.655999780E-1
6.132000000E0,1.278199911E0,8.894000053E-1,6.863999963E-1
6.152001562E0,1.693599939E0,1.330799937E0,1.104599953E0
6.172001562E0,1.741199970E0,1.836499929E0,1.529199958E0
6.202000000E0,4.372999966E-1,2.476099968E0,4.041000009E-1
6.222001562E0,-3.956999779E-1,2.348099947E0,-1.049700022E0
6.242001562E0,-1.055299997E0,2.072700024E0,-1.669499993E0
6.272000000E0,-2.120899916E0,2.092599869E0,-2.283499956E0
6.302001562E0,-1.800599933E0,1.521499991E0,-2.500799894E0
6.332000000E0,9.349999577E-2,1.393800020E0,-1.826499939E0
6.361998437E0,1.358399987E0,1.583999991E0,-1.162400007E0
6.382001562E0,1.032899976E0,1.053300023E0,-1.007200003E0
6.412000000E0,-6.699999571E-1,1.544999927E-1,-7.188999653E-1
6.442001562E0,-1.925399899E0,-6.708999872E-1,7.539999485E-2
6.472000000E0,-2.287899971E0,-1.257399917E0,6.890999675E-1
6.492000000E0,-2.108199835E0,-1.420099974E0,1.049099922E0
6.512001562E0,-1.629799962E0,-1.341799974E0,1.308200002E0
6.542000000E0,-7.767999768E-1,-7.663999796E-1,1.284399986E0
6.562000000E0,-3.242000043E-1,-2.478999943E-1,5.544999838E-1
6.582001562E0,2.924999893E-1,-2.105999887E-1,4.973999858E-1
6.612000000E0,7.609999776E-1,-2.070000023E-2,1.209599972E0
6.642000000E0,2.256999910E-1,4.064999819E-1,1.597099900E0
6.662000000E0,-2.254000008E-1,7.770999670E-1,1.671599984E0
6.682000000E0,-7.723999619E-1,1.499499917E0,5.860999823E-1
6.702000000E0,-5.983999968E-1,1.932999969E0,-3.606999815E-1
6.722001562E0,1.556999981E-1,1.845199943E0,1.075999960E-1
6.742001562E0,9.935999513E-1,1.488899946E0,6.269999743E-1
6.772000000E0,2.078599930E0,2.412000000E-1,1.564700007E0
6.792000000E0,2.042700052E0,1.949999928E-1,1.539999962E0
6.812001562E0,1.437500000E0,-3.096999824E-1,3.761999905E-1
