"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.134800000E-1,-4.326671362E-2,-4.914847016E-2,-2.261946723E-2
2.334831250E-1,-4.539601505E-2,-5.447172746E-2,-2.049016580E-2
2.554815620E-1,-5.366887525E-2,-5.722934753E-2,-1.822123677E-2
2.754878120E-1,-4.948008433E-2,-5.810201168E-2,-1.836086437E-2
2.974815620E-1,-3.286454827E-2,-4.684463516E-2,-1.673770696E-2
3.195050000E-1,-2.328269184E-2,-5.347688869E-2,-1.415462047E-2
3.414800000E-1,-2.776818909E-2,-5.042256042E-2,-7.661995478E-3
3.614800000E-1,-1.830850355E-2,-4.103269055E-2,-4.293509759E-3
3.814800000E-1,-1.167625282E-2,-3.324852139E-2,-6.667157635E-3
4.014800000E-1,-1.385791413E-2,-2.895501256E-2,-1.117010717E-3
4.214815620E-1,-6.475171540E-3,-3.783873841E-2,-6.021386012E-3
4.434815620E-1,-8.639379404E-3,-3.731513768E-2,-9.791296907E-3
4.654815620E-1,4.904375412E-3,-1.296779606E-2,-5.166174378E-3
4.874784370E-1,1.506219152E-2,-1.436406001E-2,-2.687806962E-3
5.074846870E-1,-3.141592606E-4,-2.167698927E-2,4.014257283E-4
5.294815620E-1,-3.522074595E-2,-1.319468953E-2,4.642575979E-3
5.514815620E-1,-2.164208330E-3,-6.503096968E-2,1.361356769E-2
5.734800000E-1,2.740166849E-3,-7.257079333E-2,2.652900526E-3
5.934815620E-1,-2.047271281E-2,-2.471386269E-2,-3.351032268E-3
6.154815620E-1,-5.061454605E-3,-3.977605328E-2,-6.736970972E-3
6.374815620E-1,4.646066576E-2,-5.462880433E-2,-4.450589418E-3
6.594800000E-1,8.292059600E-2,-7.374016196E-2,-1.954768784E-3
6.794815620E-1,9.857619554E-2,-1.539729387E-1,4.660028964E-3
7.014815620E-1,1.884955564E-3,-2.342057377E-1,4.834562074E-3
7.234815620E-1,-5.791002512E-2,-2.082352340E-1,2.007128671E-3
7.454784370E-1,-4.928809777E-2,-2.628465891E-1,-3.141592722E-3
7.654815620E-1,-5.323254038E-3,-3.809879124E-1,-1.748819835E-2
7.874815620E-1,-5.309291556E-2,-4.657760262E-1,-2.389355749E-2
8.094815620E-1,-1.621759981E-1,-3.844960332E-1,-2.127556317E-2
8.314800000E-1,-3.072652221E-1,-4.203101993E-1,-4.625122622E-2
8.514815620E-1,-2.688330710E-1,-4.485670626E-1,-7.126179338E-2
8.734800000E-1,-2.359859645E-1,-4.331907332E-1,-8.918632567E-2
8.934800000E-1,-3.464303911E-1,-3.863111734E-1,-1.202531829E-1
9.134800000E-1,-4.043578804E-1,-3.843738735E-1,-1.284213215E-1
9.334800000E-1,-4.509407282E-1,-3.570943773E-1,-1.248259470E-1
9.534815620E-1,-4.733332992E-1,-3.663271666E-1,-1.267981678E-1
9.754846870E-1,-5.016075969E-1,-4.002737999E-1,-1.299572140E-1
9.974815620E-1,-5.573359728E-1,-3.958755732E-1,-1.365545541E-1
1.019480000E0,-5.858721137E-1,-3.897320330E-1,-1.296081543E-1
