"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,7.531009197E0,5.705918789E0,2.527491570E0
2.200000000E-2,7.505640030E0,5.695279121E0,2.395925522E0
4.400156200E-2,7.537693501E0,5.742598057E0,2.333580494E0
6.600156200E-2,7.572112560E0,5.684629440E0,2.395456076E0
8.600156200E-2,7.561051369E0,5.639771938E0,2.410079956E0
1.060015620E-1,7.565638542E0,5.667544365E0,2.470519066E0
1.279968750E-1,7.563426495E0,5.645134926E0,2.411640882E0
1.479968750E-1,7.579381466E0,5.623414516E0,2.420106888E0
1.679984370E-1,7.616117954E0,5.679180145E0,2.367051363E0
1.900062500E-1,7.587186337E0,5.674382210E0,2.363852739E0
2.120000000E-1,7.560802460E0,5.629305363E0,2.465816975E0
2.320031250E-1,7.562411308E0,5.604950428E0,2.429291010E0
2.540015620E-1,7.622649670E0,5.667726517E0,2.356737137E0
2.740078120E-1,7.612363815E0,5.676594734E0,2.326550961E0
2.960015620E-1,7.559930801E0,5.666232586E0,2.452035904E0
3.180250000E-1,7.590231895E0,5.674133301E0,2.492516994E0
3.400000000E-1,7.603275776E0,5.673367023E0,2.369177341E0
3.600000000E-1,7.645317554E0,5.729286194E0,2.396950245E0
3.800000000E-1,7.618091106E0,5.682225704E0,2.380267382E0
4.000000000E-1,7.547539711E0,5.534024715E0,2.525662422E0
4.200015620E-1,7.546255112E0,5.576162338E0,2.452457428E0
4.420015620E-1,7.574650764E0,5.665878296E0,2.310261011E0
4.640015620E-1,7.656082153E0,5.698745728E0,2.161753416E0
4.859984370E-1,7.588163376E0,5.732542038E0,2.474503040E0
5.060046870E-1,7.605018616E0,5.864673615E0,2.261668205E0
5.280015620E-1,7.428125381E0,5.907969952E0,2.211064339E0
5.500015620E-1,7.406022072E0,5.653907299E0,2.394508123E0
5.720000000E-1,7.607134819E0,5.746045589E0,2.262386322E0
5.920015620E-1,7.671510220E0,5.518701553E0,2.447094202E0
6.140015620E-1,7.637388229E0,5.511212826E0,2.637749434E0
6.360015620E-1,7.715831757E0,5.685223103E0,2.354218483E0
6.580000000E-1,7.411212921E0,5.874776840E0,2.723327637E0
6.780015620E-1,7.408598423E0,5.856331825E0,2.407388926E0
7.000015620E-1,7.412505627E0,6.346070766E0,2.466343641E0
7.220015620E-1,7.347478867E0,6.079319477E0,1.741369843E0
7.439984370E-1,7.113440990E0,5.960643768E0,2.563778162E0
7.640015620E-1,6.833118439E0,6.104332924E0,2.319684505E0
7.860015620E-1,6.980141640E0,6.466872692E0,1.991123438E0
8.080015620E-1,7.460083008E0,6.136549473E0,1.869842768E0
8.300000000E-1,7.781643391E0,6.289213181E0,2.010746241E0
8.500015620E-1,7.207561970E0,6.099458218E0,2.247121096E0
8.720000000E-1,7.408484459E0,5.994161606E0,1.837568879E0
8.920000000E-1,7.456673622E0,6.217262745E0,1.628353953E0
9.120000000E-1,7.374188900E0,6.470904350E0,1.624398708E0
9.320000000E-1,7.275164604E0,6.304239273E0,1.670223713E0
9.520015620E-1,7.295764446E0,6.293551445E0,1.926087260E0
9.740046870E-1,7.437156200E0,6.442662239E0,1.874382138E0
9.960015620E-1,7.438640594E0,6.533383369E0,1.643284202E0
1.018000000E0,7.404307842E0,6.384540558E0,1.578679085E0
1.038001562E0,7.264783382E0,6.386370182E0,1.934409499E0
1.060001562E0,7.397000790E0,6.538277149E0,1.655820251E0
1.082001562E0,7.556138515E0,6.136941910E0,1.522731423E0
1.104000000E0,7.295697212E0,5.992102623E0,1.601692200E0
1.124001562E0,7.275002003E0,5.894840240E0,1.705188632E0
1.146001562E0,7.488938332E0,5.853468418E0,1.767457128E0
1.168001562E0,7.598056316E0,5.691965103E0,1.745152712E0
1.190000000E0,7.568444729E0,5.800681114E0,1.671516657E0
1.210001562E0,7.526297092E0,5.757393837E0,1.863579512E0
1.232000000E0,7.515101910E0,5.832227230E0,1.939265013E0
1.252000000E0,7.555142403E0,5.735520840E0,1.757200360E0
1.272000000E0,7.522466660E0,5.743009567E0,1.697757125E0
1.292001562E0,7.535088539E0,5.735788822E0,1.722762108E0
1.312001562E0,7.657432556E0,5.839946270E0,1.772350788E0
1.334001562E0,7.908718109E0,5.872900009E0,1.763798714E0
1.356001562E0,8.036626816E0,5.733432770E0,1.761155486E0
1.378001562E0,7.977652073E0,5.379177094E0,1.830165982E0
1.398001562E0,7.957406521E0,5.045588493E0,1.863167644E0
1.420001562E0,8.026840210E0,4.735893726E0,1.827197194E0
1.442000000E0,8.150302887E0,4.556137085E0,1.994322062E0
1.462000000E0,8.376641273E0,4.616250515E0,2.122354269E0
1.482000000E0,8.697809219E0,4.817325115E0,2.075399399E0
1.502000000E0,8.916046143E0,4.837436676E0,2.220650673E0
1.522001562E0,8.828025818E0,4.760026932E0,2.262099028E0
1.544001562E0,8.479888916E0,4.543543339E0,2.180485487E0
1.566001562E0,7.976502895E0,4.463289738E0,1.983270407E0
1.588000000E0,7.692272663E0,4.332413197E0,1.922122478E0
1.608001562E0,7.599195957E0,4.232900620E0,2.068178415E0
1.630001562E0,7.695261002E0,4.222653389E0,2.253853559E0
1.652001562E0,7.836106777E0,4.260615826E0,2.094964743E0
1.674000000E0,8.196799278E0,4.241069794E0,1.770741940E0
1.694007812E0,8.625486374E0,4.359285831E0,1.641225219E0
1.716001562E0,8.982021332E0,4.427692890E0,1.475613475E0
1.738001562E0,8.906918526E0,4.553263664E0,1.596807957E0
1.759998437E0,8.836069107E0,4.584570408E0,1.738736272E0
1.780001562E0,8.812845230E0,4.681794167E0,1.699327707E0
1.802000000E0,8.617010117E0,4.692280769E0,1.481493592E0
1.822000000E0,8.266795158E0,4.645086288E0,1.524302006E0
1.842000000E0,8.097841263E0,4.588228703E0,1.636465549E0
1.862001562E0,8.139107704E0,4.682579517E0,1.769372463E0
1.882001562E0,8.313683510E0,4.709701061E0,1.677530885E0
1.904000000E0,8.420167923E0,4.729898453E0,1.709718466E0
1.924000000E0,8.661599159E0,4.830177307E0,1.826335311E0
1.944000000E0,8.914398193E0,5.048710346E0,2.022353411E0
1.964001562E0,9.150992393E0,5.197553158E0,2.127142668E0
1.984001562E0,9.269993782E0,5.357389927E0,2.246651649E0
2.006001562E0,8.705241203E0,5.145416737E0,1.925838351E0
2.028001562E0,8.143579483E0,4.794963360E0,1.561814308E0
2.050001562E0,8.088580132E0,4.689187527E0,1.607131720E0
2.070001562E0,8.731844902E0,5.242621422E0,1.818779230E0
2.092001562E0,9.095036507E0,5.888501644E0,1.389680743E0
2.114001562E0,8.597462654E0,6.088895321E0,6.449596286E-1
2.136001562E0,7.892006874E0,5.759989262E0,4.306881428E-1
2.158000000E0,7.459203243E0,5.813735485E0,9.648823738E-1
2.178000000E0,7.248282433E0,5.981184959E0,9.863440394E-1
2.198000000E0,7.124991894E0,6.054284573E0,5.913677812E-1
2.218000000E0,6.912107944E0,6.128945351E0,4.046488106E-1
2.238001562E0,6.919108391E0,6.128332615E0,4.294048548E-1
2.260000000E0,7.578894138E0,6.148673534E0,5.921148062E-1
2.280001562E0,8.274102211E0,6.115011215E0,8.511291146E-1
2.302001562E0,8.592664719E0,5.930398941E0,1.197723269E0
2.324009375E0,8.433728218E0,5.677782059E0,1.295550346E0
2.346000000E0,7.747244835E0,5.534168243E0,1.440026045E0
2.366001562E0,7.141740799E0,5.409267426E0,1.656509757E0
2.388001562E0,6.796611786E0,5.177508831E0,1.568929911E0
2.410001562E0,6.877305984E0,4.962969303E0,1.558768868E0
2.432000000E0,7.125545979E0,5.039976120E0,1.502859473E0
2.452004687E0,7.366259098E0,5.152944565E0,1.323658347E0
2.474001562E0,7.519334793E0,5.264188290E0,1.370268583E0
2.496001562E0,7.688260078E0,5.272587299E0,1.321484327E0
2.518000000E0,7.773656368E0,5.319111347E0,1.228349924E0
2.538001562E0,7.839000225E0,5.200991154E0,1.368860841E0
2.560000000E0,7.947322369E0,5.057100773E0,1.744989872E0
2.580000000E0,8.150639534E0,4.939544201E0,1.550101876E0
2.600000000E0,8.143206596E0,5.055059910E0,1.183827400E0
2.620001562E0,7.766196251E0,5.216697216E0,1.267653108E0
2.640001562E0,7.641755104E0,5.302447796E0,1.564141512E0
2.662000000E0,7.957215309E0,5.429110527E0,1.710436821E0
2.682000000E0,8.411951065E0,5.535145283E0,1.463747859E0
2.702000000E0,8.839143753E0,5.615829468E0,1.112039566E0
2.722001562E0,9.300804138E0,5.789964676E0,1.047262073E0
2.744000000E0,1.004086971E1,6.005165100E0,1.411123276E0
2.764001562E0,1.068737221E1,6.098692417E0,1.683056712E0
2.786001562E0,1.071203232E1,6.325796604E0,1.254322171E0
2.808001562E0,1.018680191E1,6.415195942E0,8.903748393E-1
2.830000000E0,9.452480316E0,6.017576694E0,-1.933461428E-1
2.850001562E0,8.620370865E0,5.084144592E0,-1.385275483E0
2.872001562E0,8.029808998E0,3.629111528E0,-1.139007926E0
2.894001562E0,8.247804642E0,2.085330486E0,-9.771215320E-1
