"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211459089E1,1.189517509E2,1.177898788E1,1.877051890E-1,1.518006744E2,1.817568970E1,1.817568970E1
1.016933854E0,3.211460185E1,1.189518036E2,1.075333056E1,6.051244736E-1,5.118400574E1,1.828035736E1,1.828035736E1
2.016854687E0,3.211459799E1,1.189518092E2,1.126330735E1,8.738359213E-1,5.050237274E1,1.595959473E1,1.595959473E1
2.699214583E0,3.211458388E1,1.189518113E2,1.180358799E1,7.917136550E-1,3.524588013E1,1.415303802E1,1.415303802E1
3.703828645E0,3.211457874E1,1.189518292E2,1.588203261E1,6.400364041E-1,6.473246002E1,5.257216454E0,5.257216454E0
4.702093229E0,3.211455576E1,1.189518411E2,1.309950906E1,7.065470219E-1,1.200791321E2,4.699999809E0,4.699999809E0
5.703891666E0,3.211454398E1,1.189518557E2,1.309160567E1,9.506087899E-1,1.200791321E2,4.699999809E0,4.699999809E0
6.708490624E0,3.211453307E1,1.189518653E2,1.303977499E1,1.098730326E0,1.365542145E2,4.699999809E0,4.699999809E0
7.712793749E0,3.211451500E1,1.189518804E2,1.719109920E1,8.600131869E-1,1.323563080E2,3.797310114E0,3.797310114E0
8.709794270E0,3.211450371E1,1.189518925E2,1.620059016E1,1.164578915E0,1.269227600E2,3.646226168E0,3.646226168E0
9.715091665E0,3.211449291E1,1.189519048E2,1.603817685E1,1.196710348E0,1.176957550E2,3.626295328E0,3.626295328E0
1.070654010E1,3.211448789E1,1.189519188E2,1.590924139E1,1.210148692E0,1.320299988E2,3.938286781E0,3.938286781E0
1.171917969E1,3.211447409E1,1.189519409E2,1.523439062E1,1.228420138E0,1.422303925E2,4.099495888E0,4.099495888E0
1.271151458E1,3.211446165E1,1.189519395E2,1.496596083E1,1.259298325E0,1.331715698E2,4.632542610E0,4.632542610E0
1.371524062E1,3.211445258E1,1.189519449E2,1.500169320E1,1.080958128E0,1.340374146E2,4.699999809E0,4.699999809E0
1.471453646E1,3.211444443E1,1.189519499E2,1.500112502E1,9.569023252E-1,1.298589478E2,4.699999809E0,4.699999809E0
1.571324375E1,3.211443934E1,1.189519506E2,1.494461861E1,1.070342302E0,1.371202087E2,4.699999809E0,4.699999809E0
1.670619896E1,3.211443602E1,1.189519596E2,1.488194577E1,1.152904987E0,1.334179230E2,4.699999809E0,4.699999809E0
1.771662916E1,3.211444689E1,1.189519811E2,1.449810879E1,9.202975631E-1,1.061705933E2,4.699999809E0,4.699999809E0
1.871862135E1,3.211444402E1,1.189519896E2,1.389636077E1,9.199951887E-1,1.029208374E2,4.699999809E0,4.699999809E0
1.971846666E1,3.211444251E1,1.189519960E2,1.325781673E1,1.095051289E0,8.546751404E1,4.699999809E0,4.699999809E0
2.071576823E1,3.211443904E1,1.189520019E2,1.268755207E1,1.062165141E0,9.227929688E1,4.699999809E0,4.699999809E0
2.171609843E1,3.211443822E1,1.189520072E2,1.210226357E1,8.944842815E-1,1.022760925E2,4.699999809E0,4.699999809E0
2.271456718E1,3.211443827E1,1.189520134E2,1.165664423E1,7.890926600E-1,1.032651672E2,4.699999809E0,4.699999809E0
2.372024479E1,3.211443912E1,1.189520212E2,1.128599176E1,7.465596795E-1,9.611703491E1,4.699999809E0,4.699999809E0
2.471365937E1,3.211444019E1,1.189520291E2,1.096979821E1,5.208327770E-1,9.896252441E1,4.699999809E0,4.699999809E0
2.571576146E1,3.211444031E1,1.189520351E2,1.065999796E1,4.426534772E-1,1.168248749E2,4.699999809E0,4.699999809E0
2.671532135E1,3.211443821E1,1.189520461E2,1.023185082E1,7.378935814E-1,1.304844818E2,4.699999809E0,4.699999809E0
2.771660677E1,3.211443319E1,1.189520522E2,1.001738538E1,7.003306746E-1,1.352544708E2,4.699999809E0,4.699999809E0
2.870847552E1,3.211442580E1,1.189520593E2,1.013100704E1,8.519266844E-1,1.441981354E2,4.699999809E0,4.699999809E0
2.970810729E1,3.211441757E1,1.189520690E2,1.021500283E1,1.072632313E0,1.460943146E2,4.699999809E0,4.699999809E0
3.071104062E1,3.211440987E1,1.189520778E2,1.017795137E1,1.140118003E0,1.510153503E2,4.699999809E0,4.699999809E0
3.170789843E1,3.211440255E1,1.189520867E2,1.008230488E1,1.164376497E0,1.446291504E2,4.699999809E0,4.699999809E0
3.271135000E1,3.211439667E1,1.189520962E2,9.833199264E0,1.095534205E0,1.349102936E2,4.699999809E0,4.699999809E0
3.371287343E1,3.211439005E1,1.189521049E2,9.519189694E0,1.109914541E0,1.394871368E2,4.699999809E0,4.699999809E0
3.471905937E1,3.211438317E1,1.189521142E2,9.315603573E0,9.805438519E-1,1.357112427E2,4.699999809E0,4.699999809E0
3.569902031E1,3.211437517E1,1.189521219E2,9.236337652E0,8.951045275E-1,1.414546204E2,4.699999809E0,4.699999809E0
3.670587343E1,3.211436787E1,1.189521272E2,9.175178768E0,1.050940990E0,1.387013397E2,4.699999809E0,4.699999809E0
3.770427656E1,3.211436126E1,1.189521360E2,9.080933645E0,1.061652064E0,1.305808258E2,4.699999809E0,4.699999809E0
3.871186041E1,3.211435532E1,1.189521425E2,9.062864371E0,1.049381018E0,1.295676270E2,4.699999809E0,4.699999809E0
