"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.719467750E0,-2.861417133E0,-1.059157042E0,-3.160209560E-1
4.739470750E0,-1.656418838E0,6.673985633E-1,5.777926147E-1
4.759473750E0,-2.066244921E0,-4.931325334E-1,2.798033023E-1
4.779476750E0,-9.234607083E-1,-1.043862480E0,1.085057284E0
4.799479750E0,2.086701697E-1,-9.196939319E-2,1.355100414E0
4.819482750E0,1.031112334E0,9.440417379E-1,-6.054265559E-2
4.839485750E0,-1.312783529E0,-7.200144410E-2,1.592387441E0
4.859488750E0,-3.012728164E0,1.279953167E0,7.766722065E-1
4.879490750E0,-1.076548708E0,2.125776885E0,7.850530207E-2
4.899493750E0,-2.592294939E0,1.332388659E0,-9.973654211E-2
4.919496750E0,-2.830726267E0,4.787419510E-1,6.026415271E-1
4.939499750E0,-1.845103810E0,1.111304265E-1,1.282853971E0
4.959502750E0,-1.485358544E0,-3.054000735E-1,3.640301049E-2
4.979505750E0,3.409286329E-1,-8.719432300E-1,4.251984125E-1
4.999508750E0,-5.744798747E-1,-1.864995745E0,-5.567069703E-1
5.019511750E0,1.217954555E-1,-5.389811361E-1,2.559583569E-1
5.039514750E0,-9.490542635E-1,3.415563315E-1,5.115009767E-1
5.059517750E0,-6.128662607E-1,1.180656336E0,1.504221954E0
5.079520750E0,1.344820131E0,3.269920868E-1,9.172942346E-1
5.099523750E0,2.015572950E0,2.411543763E-1,-1.423651416E0
5.119526750E0,-1.118165827E0,1.708918356E0,-2.756079251E0
5.139529750E0,-7.149501675E-1,-3.030731741E0,-3.789166481E0
5.159532750E0,6.341363847E0,-2.582336839E0,-1.359013370E0
5.179535750E0,5.241373360E0,-2.150310633E0,1.371294862E0
5.199538750E0,3.633891331E0,3.470912474E0,-8.531187040E-1
5.219541750E0,7.989236395E-1,3.707474447E0,-9.520173401E-1
5.239544750E0,-3.958123532E-1,2.378666039E0,-6.867519701E-1
5.259547750E0,1.665515790E0,7.524495310E-1,8.381317055E-1
5.279550750E0,3.550540441E0,1.297099543E0,-7.094344890E-1
5.299553750E0,2.647073995E-1,3.554627645E-1,-1.761307070E0
5.319556750E0,8.691049916E-1,1.189100300E0,2.103114831E0
5.339559750E0,9.231157225E-1,3.247578657E0,-3.498078053E0
5.359562750E0,-6.796572509E-1,-2.401451468E-1,1.661129647E0
5.379565750E0,-2.618118583E-1,1.648383302E0,-1.945716557E0
5.399568750E0,7.346639089E-1,1.452620861E0,-1.717784489E0
5.419571750E0,6.734407836E-1,1.697413375E0,-8.845492423E-1
5.439574750E0,2.870796359E0,2.245003366E-1,-2.736992769E0
5.459577750E0,8.800476171E-1,-2.876005644E-1,1.304741853E0
5.479581750E0,-4.861731774E0,-2.452030176E0,2.141793578E0
5.499584750E0,-2.641088200E0,-1.107339853E-1,1.982206106E0
5.519587750E0,-7.378906072E0,-1.105391561E0,2.375869315E0
5.539590750E0,-2.488919675E0,2.133553974E0,-1.146983390E0
5.559593750E0,-3.237122081E0,1.255273824E0,1.444360499E0
5.579596750E0,-2.304978550E0,5.101771671E-1,-4.398829930E0
5.599599750E0,-3.222830609E0,-3.596605683E0,1.843024832E0
5.619602750E0,1.383207102E0,-1.830291058E0,-7.289524949E-1
5.639605750E0,2.663549986E0,-4.090617346E0,2.211191842E0
5.659608750E0,8.367357559E-1,-3.116413915E0,5.676590391E0
5.679611750E0,3.356015563E0,8.277055353E-2,-1.254261671E0
5.699614750E0,1.316042475E0,1.396003149E0,-1.881483139E0
5.719617750E0,1.312970494E0,1.068021421E0,-6.384152602E0
5.739620750E0,-1.175261841E0,-4.495304310E-1,1.706110523E0
