"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.067623461E2,3.211549294E1,1.189520109E2,1.661212982E1,2.779149540E0,3.099054332E2,4.889386570E0,4.889386570E0
2.077623409E2,3.211551285E1,1.189519829E2,1.658582464E1,2.763179826E0,3.103988637E2,4.892568697E0,4.892568697E0
2.087623442E2,3.211553405E1,1.189519547E2,1.666428154E1,2.873460821E0,3.112067350E2,4.905001646E0,4.905001646E0
2.097623351E2,3.211555256E1,1.189519215E2,1.654104515E1,2.914629635E0,3.087567479E2,4.910329085E0,4.910329085E0
2.107623380E2,3.211557648E1,1.189518938E2,1.630900604E1,3.014800768E0,3.133319973E2,4.922917667E0,4.922917667E0
2.117623305E2,3.211559565E1,1.189518658E2,1.624927048E1,2.911829550E0,3.135420003E2,4.929026035E0,4.929026035E0
2.127623322E2,3.211562075E1,1.189518319E2,1.588038752E1,3.165728051E0,3.132864721E2,4.922198465E0,4.922198465E0
2.137623225E2,3.211563996E1,1.189518031E2,1.584697103E1,3.035568852E0,3.146897796E2,4.913021516E0,4.913021516E0
2.147623244E2,3.211566195E1,1.189517814E2,1.580811325E1,2.894799316E0,3.195031427E2,4.909858189E0,4.909858189E0
2.157623163E2,3.211568084E1,1.189517597E2,1.572675984E1,2.727203872E0,3.191551502E2,4.917742001E0,4.917742001E0
2.167623107E2,3.211569978E1,1.189517282E2,1.569511374E1,2.768944047E0,3.137712482E2,4.908894886E0,4.908894886E0
2.177623043E2,3.211572046E1,1.189516970E2,1.584601745E1,2.880153034E0,3.129834665E2,4.910435306E0,4.910435306E0
2.187622995E2,3.211574218E1,1.189516723E2,1.581263596E1,2.856560068E0,3.171920194E2,4.913237220E0,4.913237220E0
2.197622927E2,3.211576676E1,1.189516477E2,1.578958010E1,2.995136771E0,3.207031311E2,4.915749365E0,4.915749365E0
2.207622890E2,3.211578664E1,1.189516235E2,1.589220183E1,2.808386499E0,3.199950393E2,4.908572572E0,4.908572572E0
2.217622832E2,3.211580652E1,1.189516020E2,1.581391649E1,2.716641365E0,3.217636085E2,4.927019065E0,4.927019065E0
2.227622779E2,3.211582090E1,1.189515923E2,1.583282845E1,1.679021853E0,3.269794171E2,4.921544306E0,4.921544306E0
2.237622791E2,3.211583680E1,1.189515740E2,1.590230754E1,1.747552549E0,3.236074471E2,4.912520976E0,4.912520976E0
2.247622684E2,3.211585292E1,1.189515596E2,1.615698920E1,1.524500998E0,3.270382823E2,4.904732433E0,4.904732433E0
2.257622629E2,3.211587185E1,1.189515463E2,1.626904611E1,1.769399574E0,3.319434366E2,4.900156965E0,4.900156965E0
2.267622591E2,3.211588974E1,1.189515300E2,1.623219665E1,1.631084730E0,3.349251444E2,4.884193452E0,4.884193452E0
2.277622554E2,3.211590853E1,1.189515137E2,1.620372297E1,1.746725246E0,3.327144434E2,4.882686504E0,4.882686504E0
2.287622515E2,3.211592653E1,1.189515052E2,1.629781155E1,1.617414985E0,3.429174165E2,4.879221350E0,4.879221350E0
2.297622464E2,3.211594342E1,1.189514842E2,1.653442865E1,1.552391446E0,3.310289062E2,4.877025286E0,4.877025286E0
2.307622425E2,3.211596605E1,1.189514649E2,1.641447847E1,2.005191338E0,3.330728969E2,4.879474034E0,4.879474034E0
2.317622391E2,3.211598657E1,1.189514569E2,1.672812055E1,1.603884902E0,3.434176603E2,4.869974617E0,4.869974617E0
2.327622349E2,3.211600710E1,1.189514368E2,1.692478886E1,1.513311597E0,3.354706755E2,4.869554958E0,4.869554958E0
2.337622313E2,3.211602915E1,1.189514138E2,1.704275726E1,1.892633311E0,3.264212736E2,4.869971616E0,4.869971616E0
2.347622280E2,3.211604695E1,1.189514028E2,1.689356412E1,1.491784406E0,3.307392914E2,4.872227993E0,4.872227993E0
2.357622242E2,3.211607341E1,1.189513843E2,1.687098927E1,2.313672135E0,3.328995183E2,4.884262981E0,4.884262981E0
2.367622208E2,3.211609079E1,1.189513746E2,1.678284588E1,1.710845973E0,3.397645285E2,4.879890283E0,4.879890283E0
2.377622170E2,3.211611205E1,1.189513620E2,1.666690062E1,1.494639352E0,3.392696066E2,4.876365354E0,4.876365354E0
2.387622143E2,3.211613805E1,1.189513471E2,1.663456265E1,2.058584331E0,3.398224867E2,4.884114761E0,4.884114761E0
2.397622106E2,3.211615835E1,1.189513402E2,1.679952527E1,1.585472963E0,3.442856773E2,4.873787259E0,4.873787259E0
2.407622077E2,3.211618113E1,1.189513241E2,1.705294634E1,1.745300580E0,3.422387553E2,4.876576562E0,4.876576562E0
2.417622058E2,3.211620369E1,1.189513093E2,1.689289055E1,1.755474629E0,3.436964752E2,4.868476549E0,4.868476549E0
2.427622016E2,3.211622487E1,1.189512987E2,1.702175782E1,1.549900183E0,3.469673214E2,4.862873688E0,4.862873688E0
2.437621989E2,3.211624475E1,1.189512788E2,1.697184503E1,1.703027740E0,3.400171969E2,4.856275534E0,4.856275534E0
2.447621960E2,3.211626274E1,1.189512640E2,1.689410281E1,1.634733335E0,3.344256494E2,4.855031548E0,4.855031548E0
2.457621924E2,3.211628612E1,1.189512529E2,1.680021933E1,1.508586199E0,3.405024969E2,4.853915882E0,4.853915882E0
2.467621885E2,3.211631553E1,1.189512394E2,1.700156759E1,2.187602939E0,3.443800949E2,4.853235690E0,4.853235690E0
2.477621860E2,3.211633282E1,1.189512286E2,1.697487778E1,1.510321625E0,3.467454758E2,4.854403847E0,4.854403847E0
2.487621841E2,3.211636566E1,1.189512186E2,1.688144769E1,2.429753464E0,3.483555561E2,4.874056207E0,4.874056207E0
2.497621811E2,3.211638093E1,1.189512095E2,1.724946695E1,1.640422281E0,3.442699497E2,4.876749000E0,4.876749000E0
2.507621773E2,3.211640334E1,1.189511958E2,1.736067218E1,1.526417831E0,3.395672196E2,4.884077254E0,4.884077254E0
2.517621756E2,3.211642625E1,1.189511796E2,1.728515923E1,1.797052994E0,3.343954791E2,4.895232254E0,4.895232254E0
2.527621722E2,3.211644964E1,1.189511686E2,1.746237430E1,1.481348027E0,3.411078972E2,4.897622883E0,4.897622883E0
2.537621686E2,3.211647562E1,1.189511481E2,1.757534173E1,2.111415433E0,3.363942623E2,4.906520562E0,4.906520562E0
2.547621663E2,3.211649492E1,1.189511375E2,1.780266642E1,1.542347538E0,3.372347741E2,4.898180920E0,4.898180920E0
2.557621641E2,3.211652427E1,1.189511199E2,1.742238949E1,1.766891849E0,3.407344492E2,4.895905774E0,4.895905774E0
2.567621613E2,3.211654483E1,1.189511125E2,1.758682020E1,1.617435225E0,3.509138797E2,4.896955713E0,4.896955713E0
2.577621592E2,3.211657188E1,1.189511075E2,1.776598287E1,1.628663946E0,3.565562689E2,4.891923506E0,4.891923506E0
2.587621563E2,3.211659498E1,1.189510951E2,1.774578964E1,1.792122440E0,3.469788732E2,4.904759350E0,4.904759350E0
2.597621557E2,3.211661668E1,1.189510855E2,1.756565465E1,1.476565325E0,3.407759927E2,4.914536307E0,4.914536307E0
2.607621511E2,3.211664432E1,1.189510743E2,1.746603587E1,1.881356689E0,3.431745153E2,4.910804337E0,4.910804337E0
2.617621486E2,3.211666502E1,1.189510653E2,1.724409942E1,1.528425983E0,3.475243474E2,4.905863074E0,4.905863074E0
2.627621454E2,3.211669333E1,1.189510568E2,1.786259551E1,1.517643368E0,3.539590875E2,4.914741589E0,4.914741589E0
2.637621446E2,3.211671748E1,1.189510426E2,1.757372759E1,1.713512038E0,3.501261038E2,4.908401134E0,4.908401134E0
2.647621413E2,3.211674092E1,1.189510298E2,1.746798460E1,1.458877329E0,3.431489863E2,4.913386419E0,4.913386419E0
2.657621377E2,3.211676752E1,1.189510097E2,1.790597400E1,2.009955746E0,3.356618818E2,4.920623116E0,4.920623116E0
2.667621357E2,3.211679057E1,1.189510062E2,1.747593560E1,1.567804063E0,3.465549351E2,4.906848057E0,4.906848057E0
2.677621338E2,3.211681645E1,1.189509896E2,1.786195051E1,1.505970093E0,3.461239522E2,4.893369840E0,4.893369840E0
2.687621308E2,3.211683912E1,1.189509767E2,1.765011214E1,1.613353203E0,3.479141816E2,4.886714777E0,4.886714777E0
2.697621278E2,3.211686404E1,1.189509601E2,1.768300512E1,1.562871536E0,3.461358218E2,4.881193747E0,4.881193747E0
2.707621257E2,3.211688902E1,1.189509526E2,1.768257410E1,1.731591150E0,3.486527654E2,4.879059241E0,4.879059241E0
2.717621237E2,3.211691050E1,1.189509428E2,1.766604013E1,1.439029055E0,3.456664311E2,4.877662455E0,4.877662455E0
2.727621204E2,3.211693109E1,1.189509211E2,1.773031174E1,1.811147476E0,3.330581917E2,4.888984391E0,4.888984391E0
2.737621176E2,3.211695070E1,1.189509108E2,1.764499473E1,1.499124293E0,3.373026052E2,4.887780332E0,4.887780332E0
2.747621151E2,3.211697968E1,1.189508951E2,1.766026424E1,2.037226617E0,3.403550373E2,4.890899454E0,4.890899454E0
2.757621139E2,3.211700636E1,1.189508840E2,1.753245330E1,2.132496265E0,3.445062695E2,4.897486253E0,4.897486253E0
2.767621109E2,3.211702875E1,1.189508785E2,1.747454678E1,1.683235513E0,1.401720833E0,4.888127110E0,4.888127110E0
2.777621076E2,3.211703092E1,1.189508619E2,1.748381508E1,0.000000000E0,1.853602553E0,4.893686909E0,4.893686909E0
2.787621055E2,3.211703627E1,1.189508525E2,1.740880941E1,0.000000000E0,1.853597853E0,4.878697879E0,4.878697879E0
2.797621034E2,3.211704183E1,1.189508561E2,1.731167094E1,0.000000000E0,1.853599669E0,4.899849323E0,4.899849323E0
2.807621004E2,3.211705118E1,1.189508461E2,1.749270431E1,0.000000000E0,1.853594692E0,4.911640862E0,4.911640862E0
2.817620983E2,3.211706105E1,1.189508381E2,1.750215266E1,0.000000000E0,3.583456576E2,4.875729878E0,4.875729878E0
2.827620966E2,3.211706638E1,1.189508358E2,1.729803580E1,0.000000000E0,3.583456565E2,4.909387195E0,4.909387195E0
