"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.130778750E0,-3.631448364E0,4.034111023E0,-9.077573090E0
5.150781750E0,2.169288940E0,3.074157257E0,-7.932154999E0
5.170784750E0,8.232879639E-1,1.694775696E0,-5.884862366E0
5.190787750E0,3.490740967E0,7.696844330E0,-8.614436188E0
5.210790750E0,-1.138083344E0,9.646240540E0,-7.667355652E0
5.230793750E0,-2.286644897E0,9.385033722E0,-8.031997375E0
5.250796750E0,-1.202299805E0,7.192692719E0,-7.381300507E0
5.270799750E0,9.165440369E-1,7.252418518E0,-6.273154907E0
5.290802750E0,-3.053500214E0,5.433700562E0,-9.214538269E0
5.310805750E0,-2.001338196E0,7.308252411E0,-8.093818817E0
5.330808750E0,-1.555415497E0,7.079827423E0,-8.885223083E0
5.350811750E0,-1.331930237E0,6.979086914E0,-8.731792145E0
5.370814750E0,-1.351090393E0,6.645281067E0,-7.587721252E0
5.390817750E0,-2.434537354E0,6.768624573E0,-1.045740372E1
5.410820750E0,-1.655706940E0,6.721921692E0,-8.685388641E0
5.430823750E0,9.651928711E-1,6.165229340E0,-1.057850189E1
5.450826750E0,9.967771912E-1,4.483326874E0,-9.867330780E0
5.470829750E0,-1.052910461E0,3.551364899E0,-6.879992981E0
5.490832750E0,-4.032763824E0,2.289488983E0,-6.384822693E0
5.510835750E0,-5.270689545E0,3.723806305E0,-6.320755920E0
5.530838750E0,-2.723286896E0,5.496569824E0,-1.024843826E1
5.550841750E0,-4.171225891E0,5.583239594E0,-6.584806824E0
5.570844750E0,-5.203030243E0,6.309229889E0,-1.112142288E1
5.590847750E0,-5.776487732E-1,1.556613007E0,-1.150836823E1
5.610850750E0,7.316784668E-1,3.749702454E-1,-6.146368561E0
5.630853750E0,2.458038483E0,-1.133143616E-1,-1.054257660E1
5.650856750E0,1.844314728E0,2.128573608E-1,-4.171225891E0
5.670859750E0,2.736160126E0,6.153703308E-1,-4.308640137E0
5.690862750E0,3.341651001E0,4.774770813E0,-1.161734161E1
5.710865750E0,2.127376099E0,6.756499786E0,-1.541554321E1
5.730869750E0,-1.824705505E-1,1.072968750E0,-8.985215149E0
5.750872750E0,-2.319277039E0,1.756297760E0,-6.917864227E0
5.770875750E0,1.832189941E0,2.654130707E0,-1.153336624E1
5.790878750E0,1.168021088E0,3.062331848E0,-1.270468048E1
5.810881750E0,-7.220983887E-1,3.291505280E0,-8.039182434E0
5.830884750E0,3.248245239E-2,3.767066345E0,-7.897726593E0
5.850887750E0,1.606159973E-1,3.466940460E0,-6.947053528E0
5.870891750E0,4.073030090E-1,3.215164032E0,-8.336913300E0
5.890894750E0,-7.277865601E-1,3.047362976E0,-8.402327271E0
5.910897750E0,4.284091187E-1,1.866169281E0,-1.060335022E1
5.930900750E0,3.423381042E0,3.977229309E-1,-1.113968491E1
5.950903750E0,4.087250519E0,2.555036774E0,-1.190264832E1
5.970906750E0,1.641935577E0,8.705895996E-1,-9.676178284E0
5.990909750E0,1.909129944E0,-1.722468109E0,-7.565118256E0
6.010912750E0,8.187973022E-1,-5.977070618E-1,-8.220754852E0
6.030915750E0,1.267115021E0,9.762698364E-1,-9.613758087E0
6.050918750E0,5.029541016E-1,5.263055420E-1,-8.308173065E0
6.070921750E0,-4.456233215E-1,3.188369751E-1,-8.146209869E0
6.090924750E0,6.018983459E-1,5.760021973E-1,-8.387059021E0
6.110927750E0,2.222877502E0,-1.061592407E0,-1.011371841E1
6.130931750E0,3.421584778E0,2.296374664E0,-1.029199768E1
6.150934750E0,3.444636841E0,2.592608643E0,-9.654623108E0
6.170937750E0,4.582869873E0,1.434017944E0,-9.266180878E0
6.190940750E0,4.995861053E0,-3.188369751E-2,-8.920100555E0
6.210943750E0,5.153932343E0,1.113983459E0,-9.750872955E0
6.230946750E0,5.072052612E0,1.485211487E0,-1.054347473E1
6.250949750E0,4.143982544E0,1.184636536E0,-1.059347076E1
6.270952750E0,3.827241211E0,2.064656525E0,-1.101649109E1
6.290955750E0,3.845652924E0,1.930086365E0,-1.057850189E1
6.310958750E0,4.498445435E0,1.458866272E0,-8.756041718E0
6.330961750E0,4.559069366E0,8.565188599E-1,-7.745044098E0
6.350964750E0,4.769980774E0,1.305585022E0,-7.402556305E0
6.370967750E0,4.989873505E0,1.478625183E0,-7.420069885E0
6.390970750E0,5.285059662E0,1.450932770E0,-8.484506378E0
6.410973750E0,5.097649384E0,2.301164703E0,-1.039423508E1
6.430977750E0,3.885619812E0,2.484533386E0,-1.067011139E1
6.450980750E0,3.678750000E0,2.151026917E0,-8.625513153E0
6.470983750E0,4.096680908E0,2.328108673E0,-8.214168549E0
6.490986750E0,3.298390961E0,8.140072632E-1,-8.012537842E0
6.510989750E0,4.034859467E0,9.807604980E-1,-6.084696808E0
6.530992750E0,5.047503662E0,2.025138702E0,-8.756790161E0
6.550995750E0,4.020189972E0,1.780697021E0,-1.023436752E1
6.570998750E0,3.339854736E0,2.499651947E0,-1.071352112E1
6.591001750E0,2.646047516E0,2.013313293E0,-1.039558228E1
6.611004750E0,2.666704559E0,1.881886597E0,-7.270231476E0
6.631007750E0,3.724854126E0,3.074905701E0,-3.263363800E0
6.651010750E0,3.749103699E0,7.570806427E0,-1.249332001E1
6.671013750E0,5.064418488E0,3.892206116E0,-1.560400131E1
6.691016750E0,4.175117798E0,-1.023721161E0,-7.768694916E0
6.711020750E0,2.961741028E0,-3.135080566E0,3.779640198E-1
6.731023750E0,6.410269775E0,2.055824890E0,-7.365283813E0
6.751026750E0,2.375559998E0,4.376149750E0,-1.353440506E1
6.771029750E0,1.703757019E0,-1.901046753E-1,-1.309147614E1
6.791032750E0,3.707041168E0,-2.157463531E0,-4.649481354E0
6.811035750E0,5.455106049E0,-1.167572021E-2,-7.223977661E0
6.831038750E0,3.631747742E0,2.209255829E0,-1.272324188E1
6.851041750E0,-1.257834320E0,-3.512745209E0,-9.796078949E0
6.871047667E0,3.683090973E0,-3.135978699E0,-6.499334564E0
6.891050667E0,3.648961945E0,3.472329254E0,-7.195087738E0
6.911053667E0,-1.618584137E0,-3.108286285E0,-1.264779877E1
6.931057667E0,-3.101250916E0,-1.189022415E1,-6.818021851E0
6.951060667E0,3.613785095E0,-2.270927582E0,-1.189980423E1
6.971063667E0,7.134014740E0,1.651815033E0,-1.441667038E1
6.991066667E0,2.339634705E0,-4.610861664E0,-2.621498566E0
7.011069667E0,-5.943690033E0,-3.449426880E0,-7.872279510E0
7.031072667E0,-4.984634399E-2,4.616549835E0,-1.713846039E1
7.051075667E0,1.877994690E0,2.774929504E0,-5.427114258E0
7.071078667E0,4.364024963E0,-1.034498749E0,-1.358260483E1
7.091081667E0,8.240813141E0,-3.856280823E0,-1.210981750E0
7.111084667E0,6.514303436E0,1.040935364E0,-1.174996582E1
7.131088667E0,-7.185058594E-3,-5.071453857E-1,-2.109173950E1
7.151091667E0,6.895710297E0,1.664388885E0,2.795137482E0
7.171094667E0,3.460803223E0,3.694467316E0,-6.713688812E0
7.191097667E0,-3.309617615E0,7.683522034E-1,-1.579994385E1
7.211100667E0,2.813848572E0,-5.995033264E-1,-1.806742859E0
7.231103667E0,2.497406616E0,2.048789520E0,-1.174053543E1
7.251106667E0,2.285746765E-1,1.585951996E0,-1.684087921E1
7.271109667E0,-3.598516846E-1,1.305285645E-1,1.995350647E0
7.291112667E0,-1.837429047E0,2.068548431E0,-2.018986496E1
7.311116667E0,4.993615723E-1,6.566844177E-1,-6.735543365E0
7.331119667E0,-3.676354980E-1,-9.273216248E-1,-3.478316803E0
7.351122667E0,-7.355703735E-1,-1.221759338E0,-1.880000519E1
7.371125667E0,-4.314028931E-1,1.139131165E-1,-3.537144470E0
7.391128667E0,-5.652545471E0,-1.164278870E0,-1.173724228E1
7.411131667E0,-4.654121704E0,-7.918533325E-1,-1.057775345E1
7.431134667E0,4.508624268E-1,3.260519714E0,-5.094655609E0
7.451137667E0,6.075865173E-1,-3.820804596E0,-3.011437683E0
7.471141667E0,-1.648072815E0,1.896256714E0,-2.141506714E1
7.491144667E0,-3.217109985E0,1.943408661E0,-5.495971069E0
7.511147667E0,-2.154469757E0,-2.133213959E0,-5.485492859E0
7.531150667E0,-1.761387177E0,-5.649252319E-1,-8.326135712E0
7.551153667E0,-2.302661591E0,2.342778168E0,-1.854209152E1
7.571156667E0,9.809101868E-1,4.140988770E0,-3.120111694E0
7.591159667E0,2.386786652E0,3.859873352E0,-6.195765839E0
7.611162667E0,-1.983375549E0,2.984194336E0,-1.474927872E1
7.631166667E0,2.386187897E0,1.031564850E1,-1.095422058E1
7.651169667E0,-3.258723450E-1,5.639372864E0,-8.037984924E0
7.671172667E0,2.642005920E0,8.923393707E0,-1.383258499E1
7.691175667E0,8.029752045E0,1.366193985E1,-9.495503998E0
7.711178667E0,3.269800415E0,6.592291260E0,-1.193498108E1
7.731181667E0,-3.888912964E-1,5.484594727E0,-9.125623169E0
7.751184667E0,3.331621857E0,9.071884918E0,-7.773634644E0
7.771188667E0,-4.340972900E-2,1.619182892E0,3.996688843E-2
7.791191667E0,-3.864214325E0,2.564616852E0,-8.421337738E0
7.811194667E0,-2.417472839E0,3.947141876E0,-1.538171356E1
7.831197667E0,-4.244423676E0,-2.596949615E0,-3.910767517E0
7.851200667E0,-4.556824036E0,-2.555036774E0,-1.419513107E1
7.871201125E0,1.947150879E0,3.418141937E0,-1.087219116E1
7.891204125E0,1.022224274E0,-9.295669556E-2,-2.862796783E0
7.911208125E0,1.944007416E0,4.996609497E-1,-5.200934601E0
7.931211125E0,2.397115173E0,2.365530853E0,-1.431548080E1
7.951214125E0,1.427581329E0,3.019371185E0,-8.159083099E0
7.971217125E0,1.753303986E0,5.982758789E0,-1.543320648E1
7.991220125E0,-4.453688507E0,5.546565857E0,-1.056727524E1
8.011223125E0,-7.506739655E0,5.959856415E0,-1.293669800E1
8.031227125E0,-7.364984436E0,4.003275146E0,-1.450783081E1
8.051230125E0,-7.879913635E0,5.460345154E0,-1.281844391E1
8.071233125E0,-6.939269714E0,4.490062866E0,-9.970316620E0
8.091236125E0,-6.700216827E0,2.425256653E0,-6.675518188E0
8.111239125E0,-6.346951447E0,-4.436773682E-1,-5.114564209E0
8.131242125E0,-6.253994751E0,-2.351011047E0,-4.183051300E0
8.151245125E0,-6.026318207E0,-3.867657166E0,-3.070115662E0
8.171249125E0,-5.557343445E0,-4.755011902E0,-3.115171967E0
8.191252125E0,-5.621859283E0,-3.661236420E0,-3.615281982E0
8.211255125E0,-6.239924011E0,-3.547173615E0,-3.076252899E0
