"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-4.297210217E0,4.527519703E0,6.197709560E0
2.131984300E-2,-4.136591911E0,4.348057747E0,7.464111328E0
4.260437500E-2,-3.111865759E0,3.409473181E0,8.179863930E0
6.389166600E-2,-2.925225735E0,2.705684185E0,8.342875481E0
8.517901000E-2,-2.956332445E0,2.150250196E0,7.121937275E0
1.064663540E-1,-2.855833769E0,2.305783749E0,1.284856033E1
1.277536980E-1,-4.119842529E0,3.313760281E0,9.779167175E0
1.490410410E-1,-2.570788860E0,3.359223843E0,1.223809147E1
1.703283850E-1,-2.223829508E0,1.913360834E0,1.150289631E1
1.916156770E-1,-2.484647274E0,2.849253654E0,1.012881851E1
2.129030200E-1,-5.479564071E-1,1.690529227E0,7.073781967E0
2.341903640E-1,-6.652047038E-1,-8.925228715E-1,3.214757204E0
2.554777080E-1,-1.220638633E0,-3.253341436E0,4.986343384E0
2.767650520E-1,-2.458326101E0,-1.510469317E0,9.966106415E0
2.980523950E-1,7.040880919E-1,1.429711580E0,1.560898018E1
3.193397390E-1,5.269892693E0,-2.750549555E0,1.283420372E1
3.406270830E-1,2.717648268E0,-3.246163130E0,1.129472065E1
3.619144270E-1,-7.744669437E0,-2.868396044E-1,1.460818195E1
3.832017700E-1,-1.025922745E-1,-4.677669048E0,1.387328625E1
4.044891140E-1,1.257129192E0,3.523431420E-1,1.420828152E1
4.257764580E-1,3.469293833E0,-1.424028635E0,6.480062962E0
4.470638020E-1,-1.069890857E0,3.919443607E0,5.807380676E0
4.683511980E-1,-1.608574986E0,4.675874710E0,4.586442947E0
4.896385410E-1,1.891526341E0,4.132404804E0,9.326923370E0
5.109258850E-1,2.248355865E0,2.473580360E0,9.683454514E0
5.322132290E-1,-1.266102314E0,2.837289333E0,1.106261730E1
5.535005730E-1,3.160619497E0,2.188535452E0,1.819442558E1
5.747879160E-1,5.688636780E0,1.685743570E0,1.698784447E1
5.960752600E-1,2.300997972E0,3.074477911E0,1.140479088E1
6.173626560E-1,3.723232031E0,3.993621111E0,8.570193291E0
6.386500000E-1,6.346961975E0,4.259523392E0,7.023532867E0
6.599373430E-1,4.427021027E0,4.767100811E0,5.189733028E0
6.812247390E-1,2.336890459E0,5.793920994E0,7.521538734E0
7.025120830E-1,8.513663292E0,5.044668198E0,8.627620697E0
7.237994270E-1,5.626423359E0,4.980062008E0,4.354339123E0
7.450868230E-1,3.361616611E0,4.805386066E0,5.196911812E0
7.663741660E-1,5.097310543E0,4.460520744E0,8.685049057E0
7.876615100E-1,9.468997002E0,3.538685560E0,1.205354500E1
8.089489060E-1,6.809075832E0,1.058524966E0,1.090917778E1
8.302362500E-1,-1.883749604E0,1.252343535E0,9.934999466E0
8.515236450E-1,-4.414458752E0,2.739183664E0,8.919844627E0
8.728109890E-1,6.071787357E0,1.338784218E0,3.290131316E-2
8.940983850E-1,3.299403429E0,4.331307888E0,-3.907778502E0
9.153857290E-1,-7.931309700E0,6.428617001E0,2.936890602E0
9.366731250E-1,-2.726621389E0,8.190631866E0,-4.013062477E0
9.579604680E-1,2.248355865E0,8.058727264E0,-4.994718075E0
9.792478640E-1,5.851647854E0,7.644769192E0,-4.148556292E-1
1.000535260E0,2.217249393E0,8.630910873E0,4.919344425E0
1.021822604E0,-1.725823283E0,8.336593628E0,2.379063845E0
1.043110000E0,1.532602906E0,1.378086376E1,-1.686042666E0
1.064397343E0,1.165723324E1,2.018495369E1,-1.904088616E0
1.085684739E0,1.098215866E1,1.055354404E1,-2.315654039E0
1.106972135E0,-8.115556717E0,4.214059830E0,2.764607430E0
1.128259531E0,-1.241067410E1,7.084549427E0,-7.163512707E-1
1.149546927E0,-8.168199539E0,1.086939716E1,-3.306880951E0
1.170834270E0,2.655434847E0,1.160698414E1,-1.148285675E1
1.192121666E0,4.582554340E0,1.049372387E1,-7.824530125E0
1.213409062E0,-4.007379532E0,9.244071960E0,-2.291725874E0
1.234696458E0,-5.079962254E0,8.204988480E0,2.362912297E-1
1.255983854E0,1.525424480E0,9.323035240E0,-2.234298229E0
1.277271250E0,5.810670853E0,8.446663857E0,-2.507379055E0
1.298558645E0,1.982752681E0,6.751648426E0,-1.896611094E0
1.319846041E0,-4.198805332E0,7.240083218E0,-7.666005492E-1
1.341133437E0,1.805384636E0,1.201167011E1,-1.315872955E1
1.362420833E0,-2.827120066E0,7.206583500E0,-7.324131012E0
1.383708229E0,-4.498506486E-1,6.553043842E0,-7.874779224E0
1.404995625E0,-1.504487246E-1,1.303609753E1,-5.102395058E0
1.426283073E0,4.666303158E0,6.806683064E0,-3.562912941E0
1.447570468E0,7.659126282E0,6.200999737E0,-2.521436810E-1
1.468857864E0,7.580163002E0,8.046763420E0,-4.017848492E0
1.490145312E0,-6.963114142E-1,8.413164139E0,-4.336392879E0
