"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
7.808296800E-2,3.221250153E1,3.358125305E1,-4.807500076E1
9.808296800E-2,3.097500038E1,3.478125000E1,-4.875000381E1
1.180829680E-1,2.994375038E1,3.626250076E1,-4.957500076E1
1.380829680E-1,2.808750153E1,3.823125076E1,-5.030625153E1
1.580829680E-1,2.555625153E1,4.070625305E1,-5.098125076E1
1.780829680E-1,2.304375076E1,4.290000153E1,-5.175000381E1
1.980829680E-1,2.021250153E1,4.501875305E1,-5.225625229E1
2.180829680E-1,1.786875153E1,4.661250305E1,-5.338125229E1
2.380829680E-1,1.573125076E1,4.831875229E1,-5.375625229E1
2.580829680E-1,1.468125057E1,5.041875076E1,-5.319375229E1
2.780829680E-1,1.432500076E1,5.246250153E1,-5.148750305E1
2.980829680E-1,1.501875019E1,5.557500076E1,-4.845000076E1
3.180829680E-1,1.663125038E1,5.805000305E1,-4.565625000E1
3.380829680E-1,1.828125000E1,5.981250381E1,-4.365000153E1
3.580829680E-1,2.096250153E1,6.035625076E1,-4.230000305E1
3.780829680E-1,2.315625000E1,5.926875305E1,-4.295625305E1
3.980829680E-1,2.514375114E1,5.696250153E1,-4.479375076E1
4.180829680E-1,2.634375191E1,5.304375076E1,-4.762500000E1
4.380829680E-1,2.578125191E1,4.891875076E1,-5.178750229E1
4.580829680E-1,2.461875153E1,4.462500000E1,-5.536875153E1
4.780829680E-1,2.304375076E1,4.098750305E1,-5.821875381E1
4.980829680E-1,2.190000153E1,3.858750153E1,-6.041250229E1
5.180829680E-1,2.161875153E1,3.656250000E1,-6.146250153E1
5.380829680E-1,2.190000153E1,3.528750229E1,-6.241875076E1
5.580829680E-1,2.212500000E1,3.416250229E1,-6.391875076E1
5.780829680E-1,2.178750038E1,3.270000076E1,-6.543750000E1
5.980829680E-1,2.002500153E1,3.013125038E1,-6.721875000E1
6.180829680E-1,1.674375153E1,2.655000114E1,-6.836250305E1
6.380829680E-1,1.271250057E1,2.212500000E1,-6.922500610E1
6.580829680E-1,7.837500095E0,1.755000114E1,-6.928125000E1
6.780829680E-1,3.731250048E0,1.404375076E1,-6.907500458E1
6.980829680E-1,1.312500089E-1,1.110000038E1,-6.864375305E1
7.180829680E-1,-3.900000095E0,8.718750000E0,-6.731250000E1
7.380829680E-1,-7.575000286E0,6.693750381E0,-6.590625000E1
7.580829680E-1,-1.179375076E1,4.893750191E0,-6.408750153E1
7.780829680E-1,-1.620000076E1,3.318750143E0,-6.247500229E1
7.980829680E-1,-2.026875114E1,1.800000072E0,-6.022500229E1
8.180829680E-1,-2.484375191E1,1.125000045E-1,-5.748750305E1
8.380829680E-1,-2.940000153E1,-2.175000191E0,-5.396250153E1
8.580829680E-1,-3.408750153E1,-5.625000000E0,-4.899375153E1
8.780829680E-1,-3.879375076E1,-9.450000763E0,-4.293750000E1
8.980829680E-1,-4.241250229E1,-1.393125057E1,-3.601875305E1
9.180829680E-1,-4.479375076E1,-1.860000038E1,-2.908125114E1
9.380829680E-1,-4.595625305E1,-2.246250153E1,-2.283750153E1
9.580829680E-1,-4.629375076E1,-2.555625153E1,-1.801875114E1
9.780829680E-1,-4.635000229E1,-2.733750153E1,-1.447500038E1
9.980829680E-1,-4.648125076E1,-2.825625038E1,-1.183125019E1
1.018082968E0,-4.685625076E1,-2.865000153E1,-1.029375076E1
1.038082968E0,-4.693125153E1,-2.940000153E1,-8.887500763E0
1.058082968E0,-4.717500305E1,-2.992500114E1,-7.893750191E0
1.078082968E0,-4.736250305E1,-3.050625038E1,-7.387500286E0
1.098082968E0,-4.717500305E1,-3.110625076E1,-6.262500286E0
1.118082968E0,-4.693125153E1,-3.170625114E1,-5.175000191E0
1.138082968E0,-4.603125000E1,-3.271875000E1,-3.637500048E0
1.158082968E0,-4.507500076E1,-3.371250153E1,-1.631250024E0
1.178082968E0,-4.460625076E1,-3.438750076E1,2.625000179E-1
1.198082968E0,-4.402500153E1,-3.436875153E1,1.200000048E0
1.218082968E0,-4.426875305E1,-3.436875153E1,1.875000119E0
1.238082968E0,-4.477500153E1,-3.423750305E1,2.231250048E0
1.258082968E0,-4.473750305E1,-3.440625000E1,2.062500000E0
1.278082968E0,-4.509375000E1,-3.468750000E1,2.287500143E0
1.298082968E0,-4.492500305E1,-3.472500229E1,2.662500143E0
1.318082968E0,-4.498125076E1,-3.506250000E1,3.168750048E0
1.338082968E0,-4.498125076E1,-3.521250153E1,4.162500381E0
1.358082968E0,-4.488750076E1,-3.525000000E1,5.400000095E0
1.378082968E0,-4.533750153E1,-3.500625229E1,6.562500477E0
1.398082968E0,-4.576875305E1,-3.438750076E1,7.106250286E0
1.418082968E0,-4.674375153E1,-3.356250000E1,7.462500095E0
1.438082968E0,-4.783125305E1,-3.271875000E1,7.031250477E0
1.458082968E0,-4.865625381E1,-3.189375114E1,6.243750095E0
1.478082968E0,-4.935000229E1,-3.067500114E1,5.512500286E0
1.498082968E0,-4.970625305E1,-2.992500114E1,4.837500095E0
1.518082968E0,-4.981875229E1,-2.943750191E1,4.462500095E0
1.538082968E0,-5.008125305E1,-2.906250191E1,3.956250191E0
1.558082968E0,-5.030625153E1,-2.876250076E1,3.506250143E0
1.578082968E0,-5.086875153E1,-2.820000076E1,2.493750095E0
1.598082968E0,-5.152500153E1,-2.743125153E1,1.350000024E0
1.618082968E0,-5.210625076E1,-2.638125038E1,2.250000089E-1
1.638082968E0,-5.283750153E1,-2.540625191E1,-7.125000358E-1
