"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.045744800E-2,-1.232918859E0,-2.507604361E0,-9.281060696E-1
9.174479100E-2,-1.675172210E0,-1.703729391E0,-1.052718878E0
1.130321350E-1,-1.537731647E0,-2.112997055E0,-1.346536398E0
1.343194790E-1,-1.315994024E0,-2.031754255E0,-1.388074040E0
1.556068230E-1,-1.304998755E0,-2.056188345E0,-8.334247470E-1
1.768941140E-1,-1.534066558E0,-2.908931017E0,-1.620272398E-1
1.981814580E-1,-1.900574923E0,-2.800811052E0,3.461976945E-1
2.194688020E-1,-2.621985435E0,-1.771533370E0,8.556442857E-1
2.407561450E-1,-3.722808599E0,-1.942494214E-1,1.543458343E0
2.620434890E-1,-4.328158379E0,2.437280566E-1,2.021217108E0
2.833308330E-1,-3.683103561E0,-3.646758199E-1,2.275329590E0
3.046181770E-1,-1.448547959E0,-1.075167537E0,2.018773794E0
3.259055200E-1,7.982246280E-1,1.541167617E0,1.108535051E0
3.471928640E-1,2.354739904E0,3.083022356E0,5.154023767E-1
3.684802080E-1,3.123796463E0,6.175665855E-1,9.600991607E-1
3.897675520E-1,3.274065018E0,-2.221117020E0,5.874823332E-1
4.110548950E-1,3.829325199E0,-2.930310726E0,-5.039489828E-3
4.323422390E-1,3.261237144E0,-9.174925685E-1,-8.529718518E-1
4.536295830E-1,1.497644782E0,-1.142971635E0,-5.468609929E-1
4.749169790E-1,3.614688516E-1,2.748812735E-2,3.889569938E-1
4.962043230E-1,-1.527118147E-4,2.082989216E-1,9.356653094E-1
5.174916660E-1,-1.449235082E-1,-2.938175201E-1,3.284831047E-1
5.387790100E-1,-1.985253533E-3,-7.330167294E-1,7.408050299E-1
5.600663540E-1,1.026681542E0,-2.352449179E0,1.904316396E-1
5.813536980E-1,2.415824652E0,-3.391500235E0,-4.692834020E-1
6.026410930E-1,2.715750456E0,-3.674398899E0,-5.444176197E-1
6.239284370E-1,2.339468718E0,-3.338356733E0,-5.303681493E-1
6.452157810E-1,1.898971438E0,-2.497830868E0,-8.627454042E-1
6.665031250E-1,1.097539783E0,-1.940738082E0,-9.635351896E-1
6.877905200E-1,9.778137207E-1,-3.076303244E0,-9.543724656E-1
7.090778640E-1,1.291178346E0,-4.053124428E0,-2.270137548E0
