"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.212709090E1,1.189490800E2,3.180979512E1,3.400000036E-1,3.428999939E2,6.675009727E0,1.070686913E1
3.157314060E-1,3.212707419E1,1.189490911E2,3.598654656E1,6.200000048E-1,3.428999939E2,5.087401867E0,6.748579025E0
1.322180416E0,3.212706731E1,1.189490802E2,3.118511783E1,1.710000038E0,2.755000000E2,3.914516926E0,4.396388054E0
2.321529583E0,3.212705044E1,1.189490572E2,3.020780798E1,1.929999948E0,2.666000061E2,3.790092468E0,3.320882559E0
3.324149113E0,3.212704014E1,1.189490354E2,2.756870189E1,2.660000086E0,2.652000122E2,3.790092468E0,2.547090054E0
4.349659530E0,3.212702122E1,1.189490104E2,2.630404158E1,3.130000114E0,2.611000061E2,3.790092468E0,2.500000000E0
5.323587759E0,3.212701118E1,1.189489760E2,2.571337868E1,3.400000095E0,2.687999878E2,3.790092468E0,2.500000000E0
6.319289373E0,3.212700268E1,1.189489448E2,2.522079186E1,3.609999895E0,2.648999939E2,3.790092468E0,2.500000000E0
7.321714164E0,3.212700096E1,1.189489053E2,2.539120835E1,3.480000019E0,2.665000000E2,3.790092468E0,2.500000000E0
8.321550205E0,3.212699310E1,1.189488673E2,2.519313971E1,3.650000095E0,2.582000122E2,3.790092468E0,2.500000000E0
9.323691767E0,3.212699091E1,1.189488302E2,2.451241242E1,3.430000067E0,2.667000122E2,3.790092468E0,2.500000000E0
1.032259843E1,3.212698266E1,1.189487955E2,2.392230332E1,3.339999914E0,2.626000061E2,3.790092468E0,2.500000000E0
1.132255203E1,3.212697851E1,1.189487587E2,2.354351242E1,3.589999914E0,2.662000122E2,3.790092468E0,2.500000000E0
1.232122406E1,3.212697903E1,1.189487207E2,2.265319815E1,3.650000095E0,2.782000122E2,3.790092468E0,2.500000000E0
1.332411072E1,3.212698070E1,1.189486793E2,2.290468192E1,4.030000210E0,2.720000000E2,3.790092468E0,2.500000000E0
1.432091473E1,3.212698003E1,1.189486352E2,2.284782118E1,4.219999790E0,2.722999878E2,3.790092468E0,2.500000000E0
1.535181567E1,3.212697906E1,1.189485882E2,2.300996367E1,4.469999790E0,2.688999939E2,3.790092468E0,2.500000000E0
1.632183963E1,3.212697637E1,1.189485396E2,2.270348025E1,4.590000153E0,2.682000122E2,3.790092468E0,2.500000000E0
1.732326244E1,3.212697270E1,1.189484886E2,2.258468619E1,4.920000076E0,2.680000000E2,3.790092468E0,2.500000000E0
1.832475031E1,3.212696820E1,1.189484362E2,2.242933511E1,4.960000038E0,2.662000122E2,3.790092468E0,2.500000000E0
1.932414301E1,3.212695449E1,1.189483816E2,2.233635268E1,5.019999981E0,2.628999939E2,3.790092468E0,2.500000000E0
2.032353359E1,3.212694645E1,1.189483279E2,2.220779424E1,5.079999924E0,2.597999878E2,3.790092468E0,2.500000000E0
2.132450999E1,3.212694690E1,1.189482758E2,2.222505870E1,5.039999962E0,2.665000000E2,3.790092468E0,2.500000000E0
2.232096395E1,3.212693992E1,1.189482225E2,2.193390299E1,5.230000019E0,2.647000122E2,3.790092468E0,2.500000000E0
2.333124280E1,3.212693715E1,1.189481676E2,2.221813892E1,5.190000057E0,2.656000061E2,3.790092468E0,2.500000000E0
2.432240937E1,3.212693517E1,1.189481111E2,2.249310412E1,5.280000210E0,2.675000000E2,3.790092468E0,2.500000000E0
2.532316301E1,3.212693175E1,1.189480531E2,2.245905080E1,5.340000153E0,2.627000122E2,3.790092468E0,2.500000000E0
2.632318879E1,3.212692336E1,1.189479990E2,2.232225302E1,5.340000153E0,2.618999939E2,3.790092468E0,2.500000000E0
2.732049937E1,3.212691788E1,1.189479412E2,2.215526083E1,5.420000076E0,2.666000061E2,3.790092468E0,2.500000000E0
2.832453035E1,3.212691386E1,1.189478840E2,2.194060030E1,5.510000229E0,2.687000122E2,3.790092468E0,2.500000000E0
2.932203145E1,3.212690703E1,1.189478252E2,2.153783025E1,5.570000172E0,2.657999878E2,3.790092468E0,2.500000000E0
3.032541843E1,3.212689992E1,1.189477669E2,2.157127583E1,5.710000038E0,2.643999939E2,3.790092468E0,2.500000000E0
3.132410171E1,3.212690029E1,1.189477029E2,2.162410231E1,5.789999962E0,2.638999939E2,3.790092468E0,2.500000000E0
3.232161801E1,3.212690034E1,1.189476426E2,2.158353211E1,5.860000134E0,2.670000000E2,3.790092468E0,2.500000000E0
3.332430087E1,3.212689614E1,1.189475829E2,2.154893384E1,5.809999943E0,2.652000122E2,3.790092468E0,2.500000000E0
3.432108728E1,3.212689562E1,1.189475233E2,2.169689779E1,5.599999905E0,2.657999878E2,3.790092468E0,2.500000000E0
3.532113634E1,3.212689124E1,1.189474669E2,2.154149928E1,5.519999981E0,2.670000000E2,3.790092468E0,2.500000000E0
3.631968696E1,3.212688598E1,1.189474099E2,2.142858200E1,5.420000076E0,2.653999939E2,3.790092468E0,2.500000000E0
3.732607894E1,3.212687837E1,1.189473557E2,2.130197885E1,5.269999981E0,2.615000000E2,3.790092468E0,2.500000000E0
3.832729952E1,3.212686968E1,1.189473002E2,2.095839842E1,5.179999828E0,2.610000000E2,3.790092468E0,2.500000000E0
3.932436462E1,3.212686223E1,1.189472440E2,2.084510796E1,5.469999790E0,2.643999939E2,3.790092468E0,2.500000000E0
4.032072019E1,3.212685733E1,1.189471856E2,2.086500817E1,5.539999962E0,2.693999939E2,3.790092468E0,2.500000000E0
4.132373946E1,3.212685486E1,1.189471238E2,2.050943593E1,5.670000076E0,2.685000000E2,3.790092468E0,2.500000000E0
4.235729639E1,3.212685122E1,1.189470654E2,2.046220013E1,5.710000038E0,2.668999939E2,3.790092468E0,2.500000000E0
