"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.205648900E1,1.187752470E2,0.000000000E0,0.000000000E0,0.000000000E0,5.000000000E1,0.000000000E0
4.796354160E-1,3.205645393E1,1.187752069E2,1.714555823E1,8.596939445E-1,1.811995239E2,4.699999809E0,4.699999809E0
8.599052080E-1,3.205659656E1,1.187750907E2,1.522116807E1,1.307661533E0,1.477127075E2,2.958299255E1,2.958299255E1
1.859844270E0,3.205649149E1,1.187751136E2,-3.475943086E0,4.874692559E-1,1.625509033E2,1.577694130E1,1.577694130E1
2.864733333E0,3.205641721E1,1.187752495E2,1.331239339E1,1.294438720E0,1.505737610E2,9.010586739E0,9.010586739E0
3.645331770E0,3.205639981E1,1.187752593E2,1.129679032E1,1.198055387E0,1.595587769E2,7.027352333E0,7.027352333E0
4.640743228E0,3.205636586E1,1.187752606E2,1.130911151E1,1.455163240E0,1.636581573E2,7.166398048E0,7.166398048E0
5.642781770E0,3.205635401E1,1.187752271E2,1.041596729E1,1.351196527E0,1.663322296E2,6.165313721E0,6.165313721E0
6.649377082E0,3.205633748E1,1.187752409E2,9.630254150E0,9.880272746E-1,1.663322296E2,4.699999809E0,4.699999809E0
7.649573436E0,3.205632243E1,1.187752493E2,1.035009499E1,1.022562623E0,1.648727264E2,4.699999809E0,4.699999809E0
8.652273957E0,3.205628835E1,1.187752440E2,1.485711225E1,1.290270567E0,1.617327423E2,4.037022114E0,4.037022114E0
9.646530728E0,3.205627132E1,1.187752684E2,1.639714424E1,1.385362148E0,1.604395142E2,4.171160698E0,4.171160698E0
1.065636354E1,3.205625851E1,1.187752831E2,1.645701608E1,1.439113379E0,1.494776917E2,4.016316891E0,4.016316891E0
1.164914531E1,3.205624719E1,1.187752900E2,1.625393171E1,1.450029850E0,1.531486206E2,4.384968758E0,4.384968758E0
1.264750156E1,3.205623401E1,1.187752968E2,1.611113734E1,1.473915696E0,1.612527466E2,4.525961876E0,4.525961876E0
1.365896458E1,3.205621919E1,1.187752969E2,1.592416664E1,1.492292166E0,1.737247467E2,4.618850231E0,4.618850231E0
1.465305937E1,3.205620397E1,1.187752951E2,1.590115313E1,1.507915258E0,1.742945557E2,4.679485321E0,4.679485321E0
1.565227396E1,3.205618740E1,1.187752904E2,1.570317146E1,1.521999717E0,1.724808960E2,4.699999809E0,4.699999809E0
1.665592864E1,3.205617043E1,1.187752870E2,1.565235502E1,1.529521585E0,1.776602173E2,4.872214317E0,4.872214317E0
1.765004218E1,3.205615546E1,1.187752837E2,1.568077146E1,1.298607707E0,1.796647491E2,4.962964535E0,4.962964535E0
1.864888125E1,3.205614517E1,1.187752929E2,1.556388813E1,1.052288890E0,1.811334076E2,4.998930454E0,4.998930454E0
1.964932343E1,3.205613612E1,1.187752942E2,1.530804023E1,1.143540263E0,1.713418274E2,4.699999809E0,4.699999809E0
2.064884323E1,3.205612565E1,1.187752950E2,1.512158411E1,1.134011030E0,1.659200897E2,4.699999809E0,4.699999809E0
2.164361770E1,3.205611229E1,1.187752954E2,1.495976181E1,1.220178962E0,1.734726868E2,4.699999809E0,4.699999809E0
2.266003489E1,3.205609784E1,1.187752977E2,1.468582681E1,1.260423303E0,1.687347717E2,4.699999809E0,4.699999809E0
2.365876771E1,3.205608361E1,1.187752999E2,1.439063943E1,1.445111156E0,1.476736908E2,4.699999809E0,4.699999809E0
2.465333229E1,3.205607428E1,1.187753072E2,1.427945742E1,1.412016273E0,1.743668976E2,4.699999809E0,4.699999809E0
2.565014270E1,3.205606332E1,1.187753113E2,1.384192420E1,1.036769271E0,1.728378143E2,4.699999809E0,4.699999809E0
2.664332864E1,3.205605146E1,1.187753121E2,1.369871453E1,9.208319783E-1,1.802354431E2,4.838119507E0,4.838119507E0
