"Time (s)","Pressure (hPa)"
1.104600000E-1,1.015715820E3
1.904600000E-1,1.015707520E3
2.704600000E-1,1.015712891E3
3.504568750E-1,1.015705566E3
4.304584370E-1,1.015697266E3
5.104584370E-1,1.015701172E3
5.904584370E-1,1.015705566E3
6.704584370E-1,1.015704590E3
7.504584370E-1,1.015713867E3
8.304600000E-1,1.015706055E3
9.104584370E-1,1.015716309E3
9.904584370E-1,1.015701172E3
1.070456875E0,1.015696289E3
1.150460000E0,1.015701660E3
1.230458437E0,1.015717285E3
1.310458437E0,1.015719727E3
1.390458437E0,1.015726074E3
1.470460000E0,1.015713867E3
1.550460000E0,1.015698730E3
1.630491250E0,1.015701660E3
1.710458437E0,1.015711426E3
1.790460000E0,1.015699707E3
1.870458437E0,1.015708008E3
1.950458437E0,1.015703613E3
2.030499062E0,1.015697754E3
2.110458437E0,1.015701172E3
2.190458437E0,1.015710938E3
2.270467812E0,1.015705078E3
2.350458437E0,1.015709473E3
2.430458437E0,1.015696289E3
2.510458437E0,1.015709961E3
2.590458437E0,1.015711426E3
2.670458437E0,1.015710449E3
2.750458437E0,1.015715820E3
2.830458437E0,1.015720703E3
2.910458437E0,1.015722168E3
2.990456875E0,1.015727051E3
3.070456875E0,1.015712891E3
3.150458437E0,1.015715332E3
3.230458437E0,1.015718750E3
3.310458437E0,1.015717285E3
3.390456875E0,1.015695312E3
3.470458437E0,1.015690430E3
3.550458437E0,1.015691895E3
3.630463125E0,1.015693359E3
3.710456875E0,1.015687988E3
3.790456875E0,1.015687012E3
3.870458437E0,1.015685547E3
3.950458437E0,1.015680664E3
4.030464687E0,1.015683594E3
4.110458437E0,1.015681641E3
4.190458437E0,1.015688965E3
4.270458437E0,1.015683105E3
4.350456875E0,1.015695312E3
4.430458437E0,1.015694336E3
4.510458437E0,1.015696777E3
4.590458437E0,1.015689453E3
4.670456875E0,1.015672363E3
4.750458437E0,1.015673340E3
4.830466250E0,1.015671387E3
4.910458437E0,1.015681152E3
4.990458437E0,1.015695801E3
5.070458437E0,1.015699707E3
5.150458437E0,1.015695312E3
5.230458437E0,1.015690918E3
5.310458437E0,1.015691406E3
5.390458437E0,1.015690918E3
5.470458437E0,1.015698242E3
5.550458437E0,1.015690430E3
5.630458437E0,1.015686035E3
5.710456875E0,1.015690430E3
