"Time (s)","X (hPa)"
-5.406218334E-1,1.014546051E3
4.618861667E-1,1.014549255E3
1.464591167E0,1.014552460E3
2.467238167E0,1.014553604E3
3.469977167E0,1.014556580E3
4.472663167E0,1.014556580E3
4.653118167E0,1.014557800E3
5.581452167E0,1.014556580E3
6.509868167E0,1.014556503E3
7.438323167E0,1.014556198E3
8.366817167E0,1.014556503E3
9.295265167E0,1.014558563E3
1.022370717E1,1.014560928E3
1.115207917E1,1.014562225E3
1.208053017E1,1.014562225E3
1.300891917E1,1.014560394E3
1.393733617E1,1.014557877E3
1.486596817E1,1.014553986E3
1.579451217E1,1.014547348E3
1.672309517E1,1.014540634E3
1.765167317E1,1.014533081E3
1.858031517E1,1.014523773E3
1.950900217E1,1.014516449E3
2.043782817E1,1.014509811E3
2.136653917E1,1.014505920E3
2.229519617E1,1.014502487E3
2.322398317E1,1.014498367E3
2.415272517E1,1.014496613E3
2.508135617E1,1.014496460E3
2.601008717E1,1.014496613E3
2.693870517E1,1.014498062E3
2.786731817E1,1.014499817E3
2.879594317E1,1.014499817E3
2.972459917E1,1.014497528E3
3.065341817E1,1.014496994E3
3.158228217E1,1.014496994E3
3.251123817E1,1.014497986E3
3.344019617E1,1.014500961E3
3.436924417E1,1.014504089E3
3.529835517E1,1.014507904E3
3.622750517E1,1.014510498E3
3.715671417E1,1.014510574E3
3.808601417E1,1.014510574E3
3.901532417E1,1.014509430E3
3.994472617E1,1.014506302E3
4.087418317E1,1.014504318E3
4.180370817E1,1.014500275E3
4.273327117E1,1.014499664E3
4.366295617E1,1.014497147E3
4.459259617E1,1.014494400E3
4.552230817E1,1.014490509E3
4.645196317E1,1.014484863E3
4.738177717E1,1.014479599E3
4.831152417E1,1.014476013E3
4.924122417E1,1.014472580E3
5.017108417E1,1.014468231E3
5.110083717E1,1.014467621E3
5.203065317E1,1.014466019E3
5.296054017E1,1.014464569E3
5.389048917E1,1.014464569E3
5.482038617E1,1.014465714E3
5.575026517E1,1.014467468E3
5.668020817E1,1.014468689E3
5.761008117E1,1.014469070E3
5.854003317E1,1.014469070E3
5.947011117E1,1.014463654E3
6.040010417E1,1.014455795E3
6.133024617E1,1.014447021E3
6.226032817E1,1.014439697E3
6.319053317E1,1.014431152E3
6.412059317E1,1.014426117E3
6.505062117E1,1.014423523E3
6.598072517E1,1.014422150E3
6.691081517E1,1.014421768E3
6.784089117E1,1.014421005E3
6.877102517E1,1.014420471E3
6.970123617E1,1.014420471E3
7.063143217E1,1.014420166E3
7.156165317E1,1.014417801E3
7.249182817E1,1.014415817E3
7.342210217E1,1.014414291E3
7.435247517E1,1.014413071E3
7.528269417E1,1.014410248E3
7.621286017E1,1.014408646E3
7.714299917E1,1.014406815E3
7.807312217E1,1.014405975E3
7.900323217E1,1.014401703E3
7.993343917E1,1.014398956E3
8.086363317E1,1.014397888E3
8.179386317E1,1.014396057E3
8.272408817E1,1.014394226E3
8.365429417E1,1.014394150E3
8.458459917E1,1.014393692E3
8.551490417E1,1.014393311E3
8.644522717E1,1.014392090E3
8.737570917E1,1.014392014E3
8.830621517E1,1.014390335E3
8.923666717E1,1.014386444E3
9.016709017E1,1.014384918E3
9.109741817E1,1.014382553E3
9.202773817E1,1.014381790E3
9.295801517E1,1.014381790E3
9.388849817E1,1.014382935E3
9.481888817E1,1.014382935E3
9.574930017E1,1.014381256E3
9.667977017E1,1.014377441E3
9.761020517E1,1.014375229E3
9.854061617E1,1.014372559E3
9.947098117E1,1.014369659E3
1.004013662E2,1.014366760E3
1.013317822E2,1.014365540E3
1.022621112E2,1.014363174E3
1.031923452E2,1.014359970E3
1.041225542E2,1.014357452E3
1.050527962E2,1.014356384E3
1.059831362E2,1.014353638E3
1.069135232E2,1.014353409E3
1.078438992E2,1.014353409E3
1.087743372E2,1.014353485E3
1.097047332E2,1.014353485E3
1.106351362E2,1.014351654E3
1.115653622E2,1.014350357E3
1.124955482E2,1.014348679E3
1.134257732E2,1.014345169E3
1.143560862E2,1.014344482E3
1.152862932E2,1.014343262E3
1.162164552E2,1.014341583E3
1.171467342E2,1.014338760E3
1.180769522E2,1.014338608E3
1.190072792E2,1.014337769E3
1.199375232E2,1.014336548E3
1.208678262E2,1.014335175E3
1.217979852E2,1.014335022E3
