"Time (s)","X (hPa)"
1.227282392E2,1.014334183E3
1.236585852E2,1.014332962E3
1.245888272E2,1.014331436E3
1.255191512E2,1.014330063E3
1.264493842E2,1.014328461E3
1.273796602E2,1.014324341E3
1.283100402E2,1.014320526E3
1.292403462E2,1.014317245E3
1.301707602E2,1.014314423E3
1.311012652E2,1.014309769E3
1.320317102E2,1.014309006E3
1.329621882E2,1.014308548E3
1.338926242E2,1.014308395E3
1.348231222E2,1.014306412E3
1.357537132E2,1.014306107E3
1.366842432E2,1.014306107E3
1.376146402E2,1.014304962E3
1.385450242E2,1.014304276E3
1.394754062E2,1.014304276E3
1.404058072E2,1.014304657E3
1.413363392E2,1.014304657E3
1.422667892E2,1.014304581E3
1.431972852E2,1.014303741E3
1.441278232E2,1.014303589E3
1.450583742E2,1.014303589E3
1.459889152E2,1.014304962E3
1.469195742E2,1.014305496E3
1.478502232E2,1.014305573E3
1.487809462E2,1.014305954E3
1.497115312E2,1.014305954E3
1.506421832E2,1.014305954E3
1.515728232E2,1.014304733E3
1.525035672E2,1.014303665E3
1.534341942E2,1.014302216E3
1.543649482E2,1.014298248E3
1.552958752E2,1.014295425E3
1.562266942E2,1.014293747E3
1.571575022E2,1.014293747E3
1.580883222E2,1.014293823E3
1.590190502E2,1.014295349E3
1.599497982E2,1.014295349E3
1.608805452E2,1.014294205E3
1.618113922E2,1.014292450E3
1.627421362E2,1.014290771E3
1.636729772E2,1.014289932E3
1.646037652E2,1.014287949E3
1.655346462E2,1.014285583E3
1.664654422E2,1.014283752E3
1.673962482E2,1.014280853E3
1.683270492E2,1.014275589E3
1.692578812E2,1.014269562E3
1.701885042E2,1.014262619E3
1.711190992E2,1.014256744E3
1.720498552E2,1.014251556E3
1.729806302E2,1.014247055E3
1.739115052E2,1.014245224E3
1.748424892E2,1.014243469E3
1.757734822E2,1.014240112E3
1.767044582E2,1.014238281E3
1.776355592E2,1.014237061E3
1.785666902E2,1.014234924E3
1.794977562E2,1.014234924E3
1.804288282E2,1.014235840E3
1.813600322E2,1.014235992E3
1.822912472E2,1.014237137E3
1.832224092E2,1.014240952E3
1.841534562E2,1.014244766E3
1.850845862E2,1.014244766E3
1.860156172E2,1.014243317E3
1.869468352E2,1.014240799E3
1.878780502E2,1.014237366E3
1.888092342E2,1.014233704E3
1.897403352E2,1.014229584E3
1.906714722E2,1.014229584E3
1.916025872E2,1.014229584E3
1.925337442E2,1.014227066E3
1.934650192E2,1.014225540E3
1.943962052E2,1.014224396E3
1.953274142E2,1.014223938E3
1.962586242E2,1.014223938E3
1.971897792E2,1.014224701E3
1.981210012E2,1.014225845E3
1.990522302E2,1.014227219E3
1.999835032E2,1.014227753E3
2.009147852E2,1.014231110E3
2.018460592E2,1.014233093E3
2.027772292E2,1.014234238E3
2.037083242E2,1.014235840E3
2.046394452E2,1.014237823E3
2.055705582E2,1.014239044E3
2.065014812E2,1.014239044E3
2.074324272E2,1.014246750E3
2.083632062E2,1.014257278E3
2.092939222E2,1.014268188E3
2.102245012E2,1.014277573E3
2.111550692E2,1.014287109E3
2.120855372E2,1.014287109E3
2.130159212E2,1.014283142E3
2.139463262E2,1.014282303E3
2.148767922E2,1.014281921E3
2.158072262E2,1.014279022E3
2.167376872E2,1.014273300E3
2.176680532E2,1.014270401E3
2.185983002E2,1.014267654E3
2.195284882E2,1.014266815E3
2.204586422E2,1.014266815E3
2.213886652E2,1.014267807E3
2.223186562E2,1.014270935E3
2.232486052E2,1.014273453E3
2.241785102E2,1.014274750E3
2.251084282E2,1.014274750E3
2.260381592E2,1.014274521E3
2.269679312E2,1.014274521E3
2.278975552E2,1.014274521E3
2.288272052E2,1.014271393E3
2.297568252E2,1.014271393E3
2.306863842E2,1.014273224E3
2.316158322E2,1.014273224E3
2.325454022E2,1.014273224E3
2.334749902E2,1.014274139E3
2.344045622E2,1.014278107E3
2.353341542E2,1.014284210E3
2.362635852E2,1.014285736E3
2.371929692E2,1.014290085E3
2.381222612E2,1.014290390E3
2.390515222E2,1.014290390E3
2.399808042E2,1.014287338E3
2.409099182E2,1.014287338E3
2.418390292E2,1.014287643E3
2.427681422E2,1.014290543E3
2.436971672E2,1.014294434E3
2.446261682E2,1.014298706E3
2.455550182E2,1.014301529E3
2.464839352E2,1.014301605E3
2.474129702E2,1.014301682E3
2.483419092E2,1.014301910E3
2.492708112E2,1.014303589E3
2.501997622E2,1.014304428E3
2.511287852E2,1.014306564E3
2.520577672E2,1.014309464E3
2.529866962E2,1.014312515E3
2.539156912E2,1.014312744E3
2.548447662E2,1.014315033E3
2.557739592E2,1.014315033E3
2.567031502E2,1.014313965E3
2.576324612E2,1.014307709E3
2.585617932E2,1.014303207E3
2.594911122E2,1.014298553E3
2.604205392E2,1.014294586E3
2.613500292E2,1.014294586E3
2.622795302E2,1.014296875E3
2.632089982E2,1.014296875E3
2.641385822E2,1.014295044E3
2.650682292E2,1.014292145E3
2.659979702E2,1.014291840E3
2.669277862E2,1.014288940E3
2.678576682E2,1.014286804E3
2.687876852E2,1.014286804E3
2.697177762E2,1.014286804E3
2.706478552E2,1.014288254E3
2.715779312E2,1.014288254E3
2.725080752E2,1.014288406E3
2.734383062E2,1.014290314E3
2.743686872E2,1.014293137E3
2.752990592E2,1.014301376E3
2.762294662E2,1.014306030E3
2.771599212E2,1.014307709E3
