"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.267257083E0,-1.304963678E-1,1.344120204E-1,7.272379100E-2
1.287202083E0,-9.834343195E-2,1.771816909E-1,1.061122790E-1
1.307146083E0,-6.901829690E-2,2.252043784E-1,1.523476690E-1
1.327091083E0,-3.347086161E-2,2.510682046E-1,2.083654255E-1
1.347036083E0,-1.429663273E-3,2.274342477E-1,2.394636720E-1
1.366980083E0,-1.775884628E-2,2.234685868E-1,2.344900966E-1
1.386925083E0,-7.954472303E-2,2.866960466E-1,2.301335037E-1
1.406869083E0,-1.512935609E-1,3.926528394E-1,2.460208237E-1
1.426814083E0,-1.504145265E-1,4.217839837E-1,3.024804294E-1
1.446759083E0,-6.396566331E-2,3.996046185E-1,4.063178003E-1
1.466703083E0,6.566762924E-2,3.495695293E-1,4.878658652E-1
1.486648208E0,1.604312956E-1,2.446325421E-1,4.769771993E-1
1.506593208E0,1.990230381E-1,9.717649221E-2,3.914784789E-1
1.526537208E0,2.077714801E-1,-6.815075874E-2,3.189905882E-1
1.546482208E0,2.403580099E-1,-1.764329672E-1,2.914197743E-1
1.566426208E0,2.604264319E-1,-2.224249244E-1,3.062807918E-1
1.586371208E0,2.575865388E-1,-2.185264826E-1,3.262217641E-1
1.606316208E0,2.268041074E-1,-1.467676759E-1,3.426945508E-1
1.626260208E0,1.670592874E-1,-4.895303771E-2,3.412387371E-1
1.646205208E0,9.820584953E-2,4.322522506E-2,3.347196281E-1
1.666149208E0,5.227670819E-2,7.555922866E-2,3.175504804E-1
1.686094208E0,5.086614192E-2,4.818573222E-2,2.944306433E-1
1.706039208E0,6.942035258E-2,-2.529439516E-2,2.552179694E-1
1.725983208E0,6.619894505E-2,-1.088755056E-1,2.231104374E-1
1.745928208E0,2.689175121E-2,-1.600159109E-1,2.078649104E-1
1.765873208E0,-6.547469646E-3,-1.875547618E-1,2.103139162E-1
1.785817208E0,1.617089100E-2,-2.024226636E-1,2.443832010E-1
1.805762208E0,6.610054523E-2,-2.180419564E-1,2.800752223E-1
1.825706208E0,1.059094742E-1,-2.401040047E-1,2.875969708E-1
1.845651208E0,1.387368441E-1,-2.826478183E-1,2.625993192E-1
1.865596208E0,1.814506799E-1,-3.777099550E-1,2.204844505E-1
1.885540208E0,2.250942886E-1,-4.678390622E-1,1.983181834E-1
1.905485208E0,2.611220777E-1,-5.018411875E-1,2.027327716E-1
1.925430208E0,2.671480179E-1,-5.114315748E-1,1.826786846E-1
1.945374208E0,1.614374667E-1,-5.226669908E-1,6.838504225E-2
1.965319208E0,-8.544006944E-2,-4.440668523E-1,-1.163653731E-1
1.985263208E0,-2.944647074E-1,-3.285226822E-1,-2.574421167E-1
2.005208208E0,-3.494628370E-1,-2.930230796E-1,-3.131172359E-1
2.025153208E0,-1.813580841E-1,-3.632563949E-1,-2.939217091E-1
2.045097208E0,8.946145326E-2,-4.298161566E-1,-2.425896376E-1
2.065042208E0,3.276496828E-1,-4.509838223E-1,-2.120843232E-1
2.084987208E0,3.863201737E-1,-4.487405717E-1,-2.416570038E-1
2.104931208E0,2.790021598E-1,-3.703336418E-1,-3.336775005E-1
2.124876208E0,1.180914864E-1,-2.119130492E-1,-4.330076873E-1
2.144820208E0,-5.340916291E-2,-4.318550974E-2,-5.146592855E-1
2.164765208E0,-1.759184599E-1,4.378660768E-2,-5.767416954E-1
2.184710208E0,-2.388826162E-1,8.694124967E-2,-6.426081657E-1
2.204654208E0,-2.651915550E-1,1.184280291E-1,-6.765443087E-1
2.224599208E0,-2.464322150E-1,1.289795339E-1,-6.658598781E-1
2.244544208E0,-2.093837708E-1,1.112124473E-1,-6.165369153E-1
2.264488208E0,-1.972211003E-1,7.456342876E-2,-5.454738736E-1
2.284433208E0,-1.986781210E-1,3.173143044E-2,-4.665472507E-1
2.304377208E0,-1.948144883E-1,8.925083093E-4,-3.854058981E-1
2.324322208E0,-1.887945682E-1,1.008501370E-2,-3.241868019E-1
2.344267208E0,-1.695970297E-1,2.436051145E-2,-3.008530140E-1
2.364211208E0,-1.296579540E-1,1.431920193E-2,-2.704096437E-1
2.384156208E0,-6.272952259E-2,-9.865763597E-3,-2.263982296E-1
2.404101208E0,2.410749532E-2,-1.487973984E-2,-1.605334580E-1
2.424045208E0,8.282190561E-2,-8.180081844E-3,-9.779115766E-2
2.443990208E0,1.067998558E-1,4.472536966E-4,-6.579510123E-2
2.463934208E0,8.917346597E-2,2.054103091E-2,-4.732587561E-2
2.483879417E0,4.953479022E-2,8.291900903E-2,-7.702942938E-3
2.503824417E0,-2.883874997E-2,2.119183093E-1,6.028231978E-2
2.523768417E0,-1.063589379E-1,3.709579110E-1,1.403718740E-1
2.543713417E0,-2.195125669E-1,4.684736431E-1,1.687669307E-1
2.563658417E0,-3.383638263E-1,4.922887981E-1,1.269869059E-1
2.583602417E0,-3.904101849E-1,4.380271733E-1,8.674664050E-2
2.603547417E0,-3.415939212E-1,3.621591926E-1,1.369701177E-1
2.623491417E0,-1.360332966E-1,2.992552519E-1,2.971804440E-1
2.643436417E0,1.631769389E-1,1.978227049E-1,5.376714468E-1
2.663381417E0,3.970690668E-1,-1.700020581E-2,7.214853168E-1
2.683325417E0,4.508892298E-1,-3.049708307E-1,7.735923529E-1
2.703270417E0,4.030214846E-1,-5.001519918E-1,7.127117515E-1
2.723214417E0,3.397050202E-1,-5.064687729E-1,6.359212995E-1
2.743159417E0,2.067266256E-1,-2.968899012E-1,5.859304667E-1
2.763104417E0,-2.931208350E-2,1.130942628E-1,5.491374135E-1
2.783048417E0,-1.650095284E-1,3.997973800E-1,5.392882824E-1
2.802993417E0,-2.176522464E-1,4.093832970E-1,5.707641840E-1
2.822938417E0,-2.177972198E-1,2.931750417E-1,5.915741324E-1
2.842882417E0,-1.540976018E-1,1.513587683E-1,5.688111782E-1
2.862827417E0,-4.673466459E-2,-2.326262183E-4,5.386836529E-1
2.882772417E0,3.108751774E-2,-1.027209088E-1,4.998878241E-1
2.902716417E0,4.448179901E-2,-1.118363887E-1,4.706135392E-1
2.922661417E0,5.010763928E-2,-7.197215408E-2,4.169935286E-1
2.942605417E0,7.494305074E-2,-2.297564782E-2,3.479667008E-1
2.962550417E0,1.293749660E-1,-2.876824513E-2,2.954185605E-1
2.982495417E0,1.908492297E-1,-9.357933700E-2,2.589798570E-1
3.002439417E0,2.220197618E-1,-1.906088740E-1,2.102255821E-1
3.022384417E0,2.439108491E-1,-2.769450247E-1,1.509365439E-1
3.042329417E0,2.832716703E-1,-3.157612681E-1,8.104627579E-2
3.062273417E0,2.853382826E-1,-2.577081621E-1,-3.174742684E-2
3.082218417E0,2.146486491E-1,-1.599039137E-1,-2.050378621E-1
3.102162417E0,3.055685572E-2,-7.545457780E-2,-4.047723413E-1
3.122107417E0,-1.070304066E-1,-4.792986438E-2,-5.931090117E-1
3.142052417E0,-1.884949654E-1,-6.077366695E-2,-7.066515684E-1
3.161996417E0,-1.565528512E-1,-9.454898536E-2,-7.251009941E-1
3.181941417E0,2.348964103E-2,-1.355491579E-1,-6.373460889E-1
3.201886417E0,2.990136147E-1,-1.146383509E-1,-4.898526669E-1
3.221830417E0,4.611105323E-1,-4.722542316E-2,-3.348627090E-1
3.241775417E0,4.322328269E-1,-2.018836886E-2,-2.187893689E-1
3.261719417E0,3.301052451E-1,-2.322293632E-2,-1.720090806E-1
3.281664417E0,2.084463388E-1,1.553944871E-2,-1.912705451E-1
3.301609417E0,8.497127891E-2,1.405410767E-1,-2.541383803E-1
3.321553417E0,-1.851737686E-2,2.377826273E-1,-3.678277433E-1
3.341498417E0,-8.002707362E-2,2.676747143E-1,-4.919252098E-1
3.361443417E0,-1.161637157E-1,2.624930739E-1,-5.275596380E-1
3.381387417E0,-1.351301968E-1,2.393219471E-1,-4.835303724E-1
3.401332417E0,-1.363099813E-1,1.756787896E-1,-3.770268261E-1
3.421276417E0,-1.240663901E-1,1.099322364E-1,-2.844456136E-1
3.441221417E0,-1.214209795E-1,9.598531574E-2,-2.334348112E-1
3.461166417E0,-1.140554696E-1,6.779244542E-2,-2.212294787E-1
3.481110292E0,-1.134852841E-1,4.071342573E-2,-2.283041626E-1
3.501055292E0,-1.379845887E-1,6.868440658E-2,-2.038591504E-1
3.521000292E0,-1.660507470E-1,9.306359291E-2,-1.465381384E-1
3.540944292E0,-1.394515485E-1,7.253094018E-2,-9.904189408E-2
3.560889292E0,-6.950111687E-2,4.010444507E-2,-6.011945009E-2
3.580833292E0,-1.154942159E-2,3.361875191E-2,-4.826064408E-2
3.600778292E0,-9.951745160E-3,7.430067658E-2,-5.848974362E-2
3.620723292E0,-3.764439374E-2,1.285100281E-1,-7.926716655E-2
3.640667292E0,-5.534572527E-2,2.124047726E-1,-5.594541878E-2
3.660612292E0,-8.795861900E-2,3.186210096E-1,1.380234770E-2
3.680557292E0,-2.074156851E-1,3.800902069E-1,4.983567446E-2
3.700501292E0,-3.631598949E-1,3.871401250E-1,2.951970696E-2
3.720446292E0,-4.147468805E-1,3.156462610E-1,2.395671606E-2
3.740391292E0,-2.710497975E-1,2.172604352E-1,9.438988566E-2
3.760335292E0,-6.959546357E-3,1.369994134E-1,2.408978343E-1
3.780280292E0,1.752986014E-1,-1.372468192E-2,3.176710308E-1
3.800224292E0,1.852748245E-1,-2.553874552E-1,3.088355660E-1
3.820169292E0,1.361069828E-1,-5.009055138E-1,2.725904286E-1
3.840114292E0,1.191920862E-1,-6.851599813E-1,3.023888469E-1
3.860058292E0,1.103733033E-1,-7.453365922E-1,3.993608654E-1
3.880003292E0,8.503351361E-2,-6.629444361E-1,5.387591720E-1
3.899948292E0,8.121775463E-3,-4.511289299E-1,6.954081655E-1
3.919892292E0,-1.555980742E-1,-1.604915857E-1,8.295890093E-1
3.939837292E0,-3.532669544E-1,1.680625528E-1,8.920792341E-1
3.959782292E0,-3.641607165E-1,2.353908718E-1,8.551971316E-1
3.979726292E0,-1.634524018E-1,-3.578794375E-2,7.667447925E-1
3.999671292E0,6.665360928E-2,-3.986545205E-1,6.230391860E-1
4.019615292E0,1.371460408E-1,-5.100589395E-1,4.234528840E-1
4.039560292E0,8.071180433E-2,-3.574566245E-1,2.738313079E-1
4.059505292E0,1.253844798E-2,-1.510708183E-1,1.955086142E-1
4.079449292E0,5.010632053E-2,-9.800862521E-2,1.179132313E-1
4.099394292E0,1.249018461E-1,-1.780556440E-1,2.684571221E-2
4.119339292E0,1.568841487E-1,-2.878946066E-1,-8.588422835E-2
4.139283292E0,1.250566244E-1,-3.207275569E-1,-1.746805012E-1
4.159228292E0,7.760094106E-2,-3.121003509E-1,-2.389046103E-1
4.179173292E0,1.857415028E-2,-2.800815403E-1,-3.872821331E-1
4.199117292E0,-1.407733560E-1,-2.161762863E-1,-6.345916986E-1
4.219062292E0,-4.213727713E-1,-9.783964604E-2,-9.231055975E-1
4.239007292E0,-6.495797634E-1,6.628639996E-2,-1.174434781E0
4.258951292E0,-7.864989042E-1,1.848674566E-1,-1.257358313E0
4.278896292E0,-8.511076570E-1,2.984871268E-1,-1.142050743E0
4.298840292E0,-7.815433145E-1,4.531346262E-1,-9.057942629E-1
4.318785292E0,-6.097246408E-1,6.046131253E-1,-6.976713538E-1
4.338730292E0,-4.468987286E-1,6.011019945E-1,-6.228336692E-1
4.358674292E0,-3.402242064E-1,4.352242649E-1,-6.036486626E-1
4.378619292E0,-3.075763583E-1,1.772387922E-1,-5.138946176E-1
4.398564292E0,-3.540138602E-1,-8.280906081E-2,-4.020697474E-1
4.418508292E0,-4.094805121E-1,-2.249687612E-1,-3.544093966E-1
4.438453292E0,-4.150364399E-1,-2.281660885E-1,-3.716313243E-1
4.458398292E0,-4.054294229E-1,-1.338845938E-1,-3.980787396E-1
4.478342542E0,-3.717737496E-1,-5.385529995E-2,-3.933123350E-1
4.498287542E0,-3.042899370E-1,-4.032375291E-2,-3.768021166E-1
4.518231542E0,-2.145655155E-1,-6.412190199E-2,-3.709019423E-1
4.538176542E0,-1.578864455E-1,-7.529224455E-2,-3.600546122E-1
4.558121542E0,-1.392706782E-1,-7.540836185E-2,-3.073839247E-1
4.578065542E0,-1.266979128E-1,-5.482021719E-2,-2.216828018E-1
4.598010542E0,-9.636609256E-2,-4.971311614E-2,-1.335884482E-1
4.617955542E0,-3.508188576E-2,-6.299397349E-2,-6.623806059E-2
4.637899542E0,5.750395730E-2,-6.607916206E-2,-1.096732914E-3
4.657844542E0,1.792619824E-1,-8.990757167E-2,5.523243546E-2
4.677789542E0,2.897397578E-1,-1.125037372E-1,7.731848955E-2
4.697733542E0,3.764204383E-1,-9.192042798E-2,4.188414663E-2
4.717678542E0,4.166371524E-1,8.606581949E-3,9.084624238E-3
4.737623542E0,4.037621617E-1,1.288724095E-1,3.695119917E-2
4.757567542E0,3.537498415E-1,2.555907667E-1,1.131947115E-1
4.777512542E0,2.134286612E-1,3.837601244E-1,1.782836169E-1
4.797456542E0,-1.038719341E-2,4.670315385E-1,1.690500826E-1
4.817401542E0,-1.137122810E-1,3.965408206E-1,1.855597049E-1
4.837346542E0,-4.336722568E-2,2.246765941E-1,3.121029437E-1
4.857290542E0,1.764773577E-1,5.999169871E-2,5.266942382E-1
4.877235542E0,3.207760453E-1,-1.075186729E-1,6.965031624E-1
4.897180542E0,2.958447039E-1,-2.760193646E-1,7.704550624E-1
4.917124542E0,1.682316214E-1,-3.407511115E-1,8.301755786E-1
4.937069542E0,-2.927867929E-3,-2.708656192E-1,9.170583487E-1
4.957014542E0,-2.248321027E-1,-6.801141798E-2,1.032441974E0
4.976958542E0,-3.964051306E-1,1.925198734E-1,1.094543099E0
4.996903542E0,-4.539548457E-1,3.039477170E-1,1.063682675E0
5.016847542E0,-4.612599611E-1,2.649730444E-1,9.518683553E-1
5.036792542E0,-3.842381239E-1,1.256708652E-1,7.936393023E-1
5.056737542E0,-2.217157185E-1,-6.874486804E-2,6.567175388E-1
5.076681542E0,-4.170008749E-2,-2.384819984E-1,5.625868440E-1
5.096626542E0,1.008185595E-1,-3.316375613E-1,4.880000949E-1
5.116571542E0,1.750031710E-1,-3.471103907E-1,4.047193527E-1
5.136515542E0,1.858061850E-1,-2.668021321E-1,3.063085377E-1
5.156460542E0,2.263902873E-1,-1.236943677E-1,1.884117573E-1
5.176405542E0,3.262610435E-1,-1.334547624E-2,5.126510933E-2
5.196349542E0,4.374511838E-1,4.559478164E-2,-1.739920974E-1
5.216294542E0,4.744032919E-1,8.587669581E-2,-3.910439014E-1
5.236239542E0,4.716193974E-1,1.126851737E-1,-4.916926920E-1
5.256183542E0,4.307320118E-1,1.305469573E-1,-4.371643364E-1
5.276128542E0,2.965408564E-1,1.421636790E-1,-3.078042865E-1
5.296072542E0,1.361901760E-1,8.787408471E-2,-2.460139692E-1
5.316017542E0,5.683537200E-2,-1.489489526E-1,-2.364307642E-1
5.335962542E0,-7.747664303E-2,-3.138087094E-1,-2.869074643E-1
5.355906542E0,-2.282585502E-1,-3.457811475E-1,-3.476385176E-1
5.375851542E0,-3.830810487E-1,-2.849721313E-1,-4.012974501E-1
5.395796542E0,-4.083710611E-1,-9.326284379E-2,-4.469000399E-1
5.415740542E0,-3.877061605E-1,5.706670880E-2,-4.602270722E-1
5.435685542E0,-4.326181710E-1,8.891786635E-2,-5.133326054E-1
5.455630542E0,-5.203796625E-1,5.554082245E-2,-5.914519429E-1
5.475574542E0,-6.057221889E-1,2.112649381E-2,-6.428156495E-1
5.495519542E0,-6.901789308E-1,8.504456840E-3,-6.300801039E-1
5.515464542E0,-7.605951428E-1,-1.262761466E-2,-5.406400561E-1
5.535408542E0,-7.751079798E-1,-4.122457281E-2,-4.405196607E-1
5.555353542E0,-7.203031182E-1,-2.744530141E-2,-3.621932864E-1
5.575297542E0,-6.041735411E-1,5.966449622E-3,-3.007986248E-1
5.595242542E0,-4.404377341E-1,-9.162716568E-3,-2.416588962E-1
5.615187542E0,-2.473707795E-1,-9.753469378E-2,-1.858877391E-1
5.635131542E0,-6.003213674E-2,-1.807771474E-1,-1.395520717E-1
5.655076542E0,1.014710665E-1,-2.479528338E-1,-9.362402558E-2
5.675021542E0,2.108576447E-1,-2.938564420E-1,-4.646132886E-2
5.694965542E0,2.564983666E-1,-2.899483144E-1,3.059109114E-2
5.714910542E0,2.578968704E-1,-2.647406161E-1,1.523714215E-1
5.734855542E0,2.656657994E-1,-2.262226492E-1,2.745890021E-1
5.754799542E0,2.870823145E-1,-1.727982163E-1,3.421295881E-1
5.774744542E0,2.584221065E-1,-1.308671981E-1,3.290033042E-1
5.794689542E0,1.790522188E-1,-6.926943362E-2,2.577617168E-1
5.814633542E0,3.981855884E-2,6.711281836E-2,2.016593069E-1
5.834578542E0,-1.560208797E-1,2.589096427E-1,2.292731553E-1
5.854523542E0,-3.420693874E-1,3.845596313E-1,3.258976042E-1
5.874467542E0,-4.890633821E-1,4.578206539E-1,3.558350205E-1
5.894412542E0,-6.065653563E-1,5.808777213E-1,2.830955088E-1
5.914356542E0,-5.153874755E-1,6.207110286E-1,2.152617574E-1
5.934301542E0,-1.930848509E-1,5.240244865E-1,2.045614719E-1
5.954246542E0,1.443481445E-1,3.179581463E-1,2.019354105E-1
5.974190542E0,3.128733039E-1,-1.024034340E-3,1.654422134E-1
5.994135542E0,2.883863747E-1,-2.893238366E-1,1.515206546E-1
6.014080542E0,1.805265993E-1,-3.955012262E-1,2.126380801E-1
6.034024542E0,6.235460564E-2,-3.292167783E-1,3.193956614E-1
6.053969542E0,-2.638874762E-2,-2.242704034E-1,4.447641969E-1
6.073914542E0,-6.193814054E-2,-1.466128230E-1,5.551971793E-1
6.093858542E0,-4.213664681E-2,-1.093333960E-1,6.261204481E-1
6.113803542E0,-2.377664903E-3,-1.019279584E-1,6.423440576E-1
6.133748542E0,7.847958058E-2,-1.772687137E-1,5.998809934E-1
6.153692542E0,2.087491751E-1,-3.691335320E-1,5.099778771E-1
6.173637542E0,3.294106424E-1,-5.815957189E-1,4.057175517E-1
6.193582542E0,3.522480130E-1,-6.376218200E-1,2.905781269E-1
6.213526542E0,2.782814503E-1,-4.982929230E-1,1.675198525E-1
6.233471542E0,1.810700148E-1,-2.781189978E-1,5.423094705E-2
6.253416542E0,1.535553336E-1,-1.481920332E-1,-4.016181827E-2
6.273360542E0,1.933900714E-1,-1.676753163E-1,-9.229671210E-2
6.293305542E0,2.006326169E-1,-2.747634947E-1,-1.415169835E-1
6.313250542E0,1.301908791E-1,-3.331509233E-1,-1.970355064E-1
6.333194542E0,7.649699599E-2,-3.138010800E-1,-2.341603935E-1
6.353139542E0,2.540937066E-2,-2.660814822E-1,-2.956318259E-1
6.373083542E0,-4.452023283E-2,-2.013808191E-1,-4.002004862E-1
6.393028542E0,-2.081987709E-1,-1.226658896E-1,-5.510789156E-1
6.412973542E0,-4.470428824E-1,-1.772930659E-2,-7.326992154E-1
6.432917542E0,-6.093584299E-1,1.368979178E-2,-8.679492474E-1
6.452862542E0,-5.632109046E-1,-5.459903181E-2,-8.780688643E-1
6.472807542E0,-3.040272295E-1,-1.257812679E-1,-7.915450335E-1
6.492750542E0,7.675841451E-2,-1.565201133E-1,-6.780242324E-1
6.512695542E0,4.140764177E-1,-2.249696702E-1,-5.814517736E-1
6.532640542E0,5.519021749E-1,-3.247161806E-1,-5.112205744E-1
6.552584542E0,4.285793304E-1,-2.977841496E-1,-4.435866177E-1
6.572529542E0,1.617022008E-1,-1.465318054E-1,-3.741408587E-1
6.592474542E0,-1.041230857E-1,1.139682252E-3,-3.556120694E-1
6.612418542E0,-3.307635188E-1,9.927377105E-2,-4.195297658E-1
6.632363542E0,-4.959840477E-1,1.770544648E-1,-5.562945008E-1
6.652308542E0,-5.930364132E-1,2.457297444E-1,-6.839126348E-1
6.672252542E0,-6.428835392E-1,2.926785052E-1,-7.362644672E-1
6.692197542E0,-6.456305981E-1,2.827843130E-1,-6.937105656E-1
6.712142542E0,-5.995607972E-1,2.193543464E-1,-5.812188983E-1
6.732086542E0,-4.811212718E-1,1.395708919E-1,-4.536186159E-1
6.752031542E0,-3.247514069E-1,6.450825185E-2,-3.636327386E-1
6.771976542E0,-1.939904690E-1,1.877218299E-2,-3.197013438E-1
6.791920542E0,-1.203576028E-1,3.669732809E-2,-2.954011559E-1
6.811865542E0,-7.153142244E-2,1.299296468E-1,-2.644434869E-1
6.831810542E0,-2.118976088E-3,2.292868942E-1,-2.104289681E-1
6.851754542E0,1.027513817E-1,2.823800743E-1,-1.466404498E-1
6.871699542E0,2.059984058E-1,2.853042185E-1,-1.182687283E-1
6.891643542E0,2.980008721E-1,2.446690798E-1,-9.510974586E-2
6.911588542E0,3.482481241E-1,2.129379064E-1,-2.958062105E-2
6.931533542E0,3.194093108E-1,2.802261412E-1,7.570277154E-2
6.951477542E0,2.233075351E-1,4.312808514E-1,2.019398808E-1
6.971422542E0,6.208388135E-2,5.659786463E-1,2.763425410E-1
6.991367542E0,-1.049152985E-1,5.856559277E-1,2.622847557E-1
7.011311542E0,-2.194243968E-1,4.713850915E-1,2.723883092E-1
7.031256542E0,-1.747179925E-1,3.079678714E-1,3.668297827E-1
7.051201542E0,1.874921471E-2,1.905804724E-1,5.045446754E-1
7.071145542E0,1.618548036E-1,1.100235581E-1,6.130536199E-1
7.091090542E0,1.370039135E-1,6.064001471E-3,6.485777497E-1
7.111035542E0,4.871626198E-2,-7.842464745E-2,6.690977216E-1
7.130979542E0,-1.748877950E-2,-8.190055192E-2,7.360842228E-1
7.150924542E0,-8.785474300E-2,1.238925289E-2,8.266059756E-1
7.170869542E0,-1.654941440E-1,1.538515389E-1,8.884400725E-1
7.190813542E0,-2.304939181E-1,2.239032835E-1,8.917532563E-1
7.210758542E0,-2.402132750E-1,1.670128852E-1,8.336659074E-1
7.230703542E0,-1.497231722E-1,-8.700130507E-3,7.357100844E-1
7.250647542E0,3.950746730E-2,-2.630287111E-1,6.212152243E-1
7.270592542E0,2.291471213E-1,-5.135002136E-1,5.187153816E-1
7.290537542E0,3.625827134E-1,-6.611908078E-1,4.119438529E-1
7.310481542E0,4.181047976E-1,-6.607914567E-1,3.365166783E-1
7.330426542E0,3.709058166E-1,-5.253914595E-1,2.900034487E-1
7.350371542E0,2.771723568E-1,-3.096463978E-1,2.506106794E-1
7.370315542E0,2.481892705E-1,-1.745520532E-1,2.114148885E-1
7.390260542E0,2.857276797E-1,-2.104136050E-1,1.464703679E-1
7.410205542E0,2.992703617E-1,-3.266983926E-1,5.233533308E-2
7.430149542E0,3.023822904E-1,-4.117885828E-1,-1.557097398E-2
7.450094542E0,2.785035968E-1,-4.227482975E-1,-6.140850112E-2
7.470039542E0,1.913746446E-1,-3.739406168E-1,-1.360012293E-1
7.489984167E0,3.612885252E-2,-3.164825439E-1,-2.657325864E-1
7.509929167E0,-2.198433727E-1,-2.278437167E-1,-4.582500458E-1
7.529874167E0,-4.302059710E-1,-1.056226790E-1,-6.938124299E-1
7.549818167E0,-5.080016851E-1,-8.643697202E-2,-8.456944227E-1
