"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.127041643E-3,1.607207794E0,3.832480316E0,8.549770660E0
2.107204165E-2,1.588047638E0,3.929628296E0,8.611891479E0
4.101704166E-2,1.575024719E0,3.900888062E0,8.551866302E0
6.096104166E-2,1.576521606E0,3.983965302E0,8.438402252E0
8.090604167E-2,1.603914642E0,3.974385223E0,8.402177582E0
1.008500417E-1,1.574875031E0,3.998634796E0,8.479416962E0
1.207950417E-1,1.576371918E0,3.943100281E0,8.559201050E0
1.407400417E-1,1.664538574E0,3.868405609E0,8.568481750E0
1.606840417E-1,1.785936127E0,3.847000122E0,8.565937042E0
1.806290416E-1,1.872905273E0,3.888912964E0,8.589737549E0
2.005730416E-1,1.930685120E0,3.854185181E0,8.680748291E0
2.205180416E-1,2.045646057E0,3.784729614E0,8.622070312E0
2.404630416E-1,2.079326019E0,3.798351288E0,8.543184357E0
2.604070416E-1,1.982178040E0,3.936513977E0,8.436605988E0
2.803520416E-1,1.879641266E0,3.924538879E0,8.355325012E0
3.002960416E-1,1.793719940E0,3.845203857E0,8.349936218E0
3.202410417E-1,1.762884064E0,3.754193115E0,8.374634857E0
3.401860417E-1,1.769620056E0,3.679648132E0,8.371192017E0
3.601300417E-1,1.626068573E0,3.705394592E0,8.391998749E0
3.800750417E-1,1.531016235E0,3.665727081E0,8.317753143E0
4.000190417E-1,1.369801483E0,3.650159454E0,8.334218903E0
4.199640417E-1,1.071621552E0,3.672463074E0,8.384664001E0
4.399090416E-1,8.226892090E-1,3.651356964E0,8.482410736E0
4.598530416E-1,6.676116943E-1,3.521277466E0,8.691076813E0
4.797980833E-1,5.619314575E-1,3.370091858E0,8.958121490E0
4.997420833E-1,5.159770203E-1,3.285517731E0,8.999136200E0
5.196870833E-1,5.017565918E-1,3.288810883E0,8.948691101E0
5.396320833E-1,3.959266663E-1,3.333567810E0,9.029073944E0
5.595760833E-1,3.306623840E-1,3.321742401E0,9.169631653E0
5.795210833E-1,3.700305176E-1,3.268602905E0,9.258995819E0
5.994660833E-1,3.776646423E-1,3.381019135E0,9.235494690E0
6.194100833E-1,3.439846802E-1,3.497327271E0,9.141939240E0
6.393550833E-1,4.076023865E-1,3.397634583E0,9.057365112E0
6.592990833E-1,4.854405212E-1,3.176394653E0,9.063502350E0
6.792440833E-1,5.730084229E-1,3.024610291E0,9.189689941E0
6.991890833E-1,8.210426331E-1,3.096460876E0,9.326655121E0
7.191330833E-1,8.831634521E-1,3.164269867E0,9.285939789E0
7.390780833E-1,8.625064087E-1,3.254681854E0,9.109007721E0
7.590220833E-1,8.298742676E-1,3.373385010E0,8.994944916E0
7.789670833E-1,8.976832581E-1,3.528013458E0,9.021589508E0
7.989120833E-1,1.039438477E0,3.612138519E0,9.047335968E0
8.188560833E-1,1.130898285E0,3.679797821E0,9.058412933E0
8.388010833E-1,1.069974976E0,3.722010040E0,9.068442078E0
8.587450833E-1,9.668394470E-1,3.649710388E0,9.121581573E0
8.786900833E-1,1.026714935E0,3.506607971E0,9.195228424E0
8.986350833E-1,8.044271851E-1,3.570525055E0,9.183702393E0
9.185790833E-1,5.947132874E-1,3.671714630E0,9.066945190E0
9.385240833E-1,5.016069031E-1,3.791016541E0,8.966803436E0
9.584690833E-1,4.278103638E-1,3.907324677E0,8.913364563E0
9.784130833E-1,4.544549561E-1,3.959266663E0,8.919052734E0
9.983580833E-1,5.086422729E-1,3.958817596E0,8.730894012E0
1.018302083E0,4.587959290E-1,3.965703278E0,8.577912140E0
1.038247083E0,4.218228149E-1,3.889511719E0,8.427924042E0
1.058192083E0,4.754113770E-1,3.936064911E0,8.393795013E0
1.078136083E0,5.122348022E-1,4.021088104E0,8.438551941E0
1.098081083E0,4.808001709E-1,3.989354095E0,8.469836884E0
1.118025083E0,3.116519165E-1,4.070036316E0,8.412057037E0
1.137970083E0,3.293151855E-1,4.200564880E0,8.357869720E0
1.157915083E0,3.796105957E-1,4.468807068E0,8.411458282E0
1.177859083E0,3.469784546E-1,4.531077576E0,8.445437622E0
1.197804083E0,2.103126526E-1,4.450844421E0,8.531209259E0
1.217749083E0,1.070274353E-1,4.395908661E0,8.613388367E0
1.237693083E0,1.246907043E-1,4.387077026E0,8.863518219E0
1.257638083E0,1.927990723E-1,4.411176910E0,9.156758423E0
1.277582083E0,2.203417969E-1,4.526287537E0,9.321116638E0
1.297527083E0,4.954696655E-2,4.664001160E0,9.427994385E0
1.317472083E0,-1.106199646E-1,4.538262634E0,9.668843536E0
1.337416083E0,-2.842588806E-1,4.587659912E0,9.938432922E0
1.357361083E0,-3.489244080E-1,4.527634735E0,1.031130753E1
1.377306083E0,-2.372566223E-1,4.248914337E0,1.068163742E1
1.397250083E0,-1.805245972E-1,3.799698486E0,1.082923050E1
1.417195083E0,-2.616558838E-1,2.990930328E0,1.081815353E1
1.437139083E0,-5.566923523E-1,2.098635864E0,1.081231567E1
1.457084083E0,-7.475454712E-1,1.173409882E0,1.062685135E1
1.477029208E0,-7.960446167E-1,9.696835327E-1,1.021894958E1
1.496973208E0,-1.121168518E0,1.014290771E0,9.669591980E0
1.516918208E0,-1.374741211E0,1.037193146E0,9.508377228E0
1.536862208E0,-1.269959106E0,1.018631744E0,9.468260651E0
1.556807208E0,-9.273216248E-1,1.062789917E0,9.291029205E0
1.576752208E0,-6.833290100E-1,1.273701324E0,9.066346436E0
1.596696208E0,-5.887257385E-1,1.521885223E0,8.727600861E0
1.616641208E0,-6.179150391E-1,1.791025543E0,8.306227112E0
1.636586208E0,-7.212002563E-1,2.130818939E0,7.910150757E0
1.656530208E0,-8.812174988E-1,2.472857666E0,7.674241333E0
